restaurant;address;country
Brother Jimmy's BBQ;1644 3rd Avenue;New York, NY, 10128
Brother Jimmy's BBQ;1485 2nd Avenue;New York, NY, 10021
Brouwers Of Stone Street;45 Stone Street;New York, NY, 10004
Brown;61 Hester Street;New York, NY, 10002
Brunelli;1409 York Avenue;New York, NY, 10021
Brunetta'S;290 1st Avenue;New York, NY,
Bruno;240 East 58th Street;New York, NY, 10022
Bruno Bakery;506 LaGuardia Place;New York, NY, 10012
Bruschetteria;92 Rivington Street;New York, NY, 10002
Bryant Park Hotel;;
Bryant Park Hotel, 40 West 40th Street;;
Bubby's;120 Hudson Street;New York, NY, 10013
Buddakan;75 9th Avenue;New York, NY, 10011
Buddha Bar;25 Little West 12th Street;New York, NY, 10014
Buenos Aires;513 East 6th Street;New York, NY, 10009
Buffa's Deli And Coffee Shop;54 Prince Street;New York, NY, 10012
Bukhara Grill;230 East 58th Street;New York, NY, 10022
Bulgin' Waffles;49 1/2 1st Avenue;New York, NY, 10002
Bull Run;Club Quarters Hotel 52 William Street;New York, NY, 10005
Bully's;759 Broadway;New York, NY, 10003
Buon Amici;40 Peck Slip;New York, NY, 10038
Buon Italia;75 9th Avenue;New York, NY, 10011
Buona Notte;120 Mulberry Street;New York, NY, 10013
Burger Heaven;1534 3rd Avenue;New York, NY, 10028
Burger Heaven;804 Lexington Avenue;New York, NY, 10021
Burger Heaven;20 East 49th Street;New York, NY, 10017
Burger Heaven;9 East 53rd Street;New York, NY, 10022
Burger Heaven;291 Madison Avenue;New York, NY, 10017
Burger Heaven;536 Madison Avenue;New York, NY, 10022
Burger Joint;Le Parker Meridien Hotel, 118 West 57th Street;New York, NY, 10019
Burger Joint (CLOSED);190 Bleecker Street;New York, NY, 10012
Burgundy Wine Company;323 West 11th Street;New York, NY, 10001
Burrito Box Incorporated;885 9TH Avenue;New York, NY, 10019
Burrito Loco Restaurant;166 West 4th Street;New York, NY, 10014
Burritoville (CLOSED);20 John St;New York, NY, 10038
Burritoville (CLOSED);36 Water Street;New York, NY, 10004
Burritoville (CLOSED);80 Nassau Street;New York, NY, 10038
Burritoville (CLOSED);116 Chambers Street;New York, NY, 10007
Burritoville 141 (CLOSED);141 2nd Avenue;New York, NY, 10003
Burritoville 1487 (CLOSED);1487 2nd Avenue;New York, NY, 10021
Burritoville 1487 (CLOSED);1489 1st Avenue;New York, NY, 10021
Burritoville 152 (CLOSED);152 East 43rd Street;New York, NY, 10017
Burritoville 166 (CLOSED);166 West 72nd Street;New York, NY, 10023
Burritoville 264 (CLOSED);264 West 23rd Street;New York, NY, 10011
Burritoville 298 (CLOSED);298 Bleecker Street;New York, NY, 10014
Burritoville 625 (CLOSED);625 9th Avenue;New York, NY, 10036
Burritoville 866 (CLOSED);866 3rd Avenue;New York, NY, 10022
Butai;115 East 18th Street;New York, NY, 10003
Butter;415 Lafayette Street;New York, NY, 10018
Buttercup Bake Shop;141 West 72nd Street;New York, NY, 10023
Buttercup Bake Shop;973 2nd Avenue;New York, NY, 10022
Butterfield 8;5 East 38th Street;New York, NY, 10016
Buzina Pop;1022A Lexington Avenue;New York, NY, 10021
Byblos Restaurant;200 East 39th Street Streete 1;New York, NY, 10016
C & F Restaurant;171 Hester Street Manhattan;New York, NY, 10013
Cabana;89 South Street, Pier 17, 3rd fl.;New York, NY, 10038
Cabana;1022 2nd Avenue;New York, NY, 10021
Cabana Carioca;123 West 45th Street;New York, NY, 10036
Cacio E Pepe;182 2nd Avenue;New York, NY, 10003
Cacio E Vino;80 2nd Avenue;New York, NY, 10003
Cafe Asean;117 West 10th Street;New York, NY, 10011
Cafe At Country;90 Madison Avenue;New York, NY, 10016
Cafe B;135 East 65th Street;New York, NY, 10021
Cafe Boulud;20 East 76th Street;New York, NY, 10021
Cafe Brama;157 2nd Avenue;New York, NY, 10003
Cafe Centro;200 Park Avenue;New York, NY, 10166
Cafe Colonial;276 Elizabeth Street;New York, NY, 10012
Cafe Con Leche;424 Amsterdam Avenue;New York, NY, 10024
Cafe Con Leche;726 Amsterdam Avenue;New York, NY, 10025
Cafe Condesa;183 West 10th Street;New York, NY, 10014
Cafe Cortadito;210 E. 3rd Street;New York, NY, 10009
Cafe D'Alsace;1695 2nd Avenue;New York, NY, 10128
Cafe Des Artistes;1 West 67th Street;New York, NY, 10023
Cafe Duke;140 West 51st Street;New York, NY, 10020
Cafe Duke;1450 Broadway;New York, NY, 10018
Cafe Duke;545 Broadway;New York, NY, 10013
Cafe El Portal;174 Elizabeth ST;New York, NY, 10012
Cafe Español;78 Carmine Street;New York, NY, 10014
Cafe Español;172 Bleecker Street;New York, NY, 10012
Cafe Express;138 West 32nd Street;New York, NY, 10001
Cafe Fuego;9 St. Marks Place;New York, NY, 10003
Cafe Gigi;2067 Broadway;New York, NY, 10023
Cafe Gigi;64 East 34th Street;New York, NY, 10016
Cafe Gigi;985 3rd Avenue;New York, NY, 10022
Cafe Gitane;242 Mott Street;New York, NY, 10012
Cafe Greco;1390 2ND Avenue Streete 1;New York, NY, 10021
Cafe Grumpy;224 West 20th Street;New York, NY, 10011
Cafe Habana;17 Prince Street;New York, NY, 10012
Cafe Habana To Go;229 Elizabeth Street;New York, NY, 10012
Cafe Hanover;5 Hanover Square;New York, NY, 10005
Cafe Henri;183 9th Avenue at 21st Street;New York, NY, 10011
Cafe Joul;1070 1st Avenue;New York, NY, 10022
Cafe La Palette;50 MacDougal Street;New York, NY, 10012
Cafe Lalo;201 West 83rd Street;New York, NY, 10024
Cafe Luise;129 Rivington Street at Norfolk Street;New York, NY, 10002
Cafe Metro;1359 Broadway;New York, NY, 10018
Cafe Muse;43 West 32nd Street;New York, NY, 10001
Cafe Orlin;41 St. Marks Place;New York, NY, 10003
Cafe Rafaella;134 7th Avenue South;New York, NY, 10014
Cafe Riazor;245 West 16th Street;New York, NY, 10011
Cafe Ronda;249-251 Columbus Avenue;New York, NY, 10023
Cafe S.F.A.;Saks 5th Avenue -- 611 5th Avenue, 8th floor;New York, NY, 10022
Cafe Sabarsky;1048 5th Avenue;New York, NY, 10128
Cafe Seaport;150 William Street;New York, NY, 10038
Cafe Spice;72 University Place;New York, NY, 10003
Cafe Spice;54 West 55th Street;New York, NY, 10019
Cafe St. Bart's;109 East 50th Street;New York, NY, 10022
Cafe Un Deux Trois;123 West 44th Street;New York, NY, 10036
Cafe Zaiya;18 East 41st Street;New York, NY, 10017
Cafecito;185 Avenue C;New York, NY, 10009
Cafee Med;1268 2ND Avenue;New York, NY, 10021
Cafetasia;38 East 8th Street;New York, NY, 10003
Cafeteria;119 7th Avenue;New York, NY, 10011
Caffe Buon Gusto;1009 2nd Avenue;New York, NY, 10022
Caffe Buon Gusto;236 East 77th Street;New York, NY, 10021
Caffe Cielo;881 8th Avenue;New York, NY, 10019
Caffe Del Mare;89 Macdougal Street;New York, NY, 10012
Caffe Emilia;139 1st Avenue;New York, NY, 10009
Caffe Grazie;26 East 84th Street;New York, NY, 10028
Caffe Linda;145 East 49th Street;New York, NY, 10017
Caffe Med;1268 2nd Avenue;New York, NY, 10021
Caffe Napoli;191 Hester Street;New York, NY, 10013
Caffe Pepe Rosso;149 Sullivan Street;New York, NY, 10012
Caffe Pepe Rosso;Grand Central, Lower Level;New York, NY, 10017
Caffe Raffaella;134 7th Avenue South;New York, NY, 10014
Caffe Reggio;119 MacDougal Street;New York, NY, 10012
Caffe Torino;139 West 10TH ST;New York, NY, 10014
Caffe Vivaldi;32 Jones Street Streete 1;New York, NY, 10014
Café Botanica;Jumeirah Essex House, 160 Central Park South;New York, NY, 10019
Café Boulud;Surrey Hotel, 20 East 76th Street;New York, NY, 10021
Café De Bruxelles;118 Greenwich Avenue;New York, NY, 10014
Café Deville;103 3rd Avenue;New York, NY, 10003
Café Du Soleil;2723 Broadway;New York, NY, 10025
Café Evergreen;1288 1st Avenue;New York, NY, 10021
Café Fiorello;1900 Broadway;New York, NY, 10023
Café Frida;368 Columbus Avenue;New York, NY, 10024
Café Gray (CLOSED);10 Columbus Circle;New York, NY, 10019
Café Luxembourg;200 West 70th Street;New York, NY, 10023
Café Mingala;1393 2nd Avenue;New York, NY, 10021
Café Mogador;101 St. Mark's Place;New York, NY, 10009
Café Mozart;154 West 70th Street;New York, NY, 10023
Café Pierre;2 East 61st Street;New York, NY, 10021
Café Rakka;38 Avenue B;New York, NY, 10009
Café Rakka;81 St Mark's Place;New York, NY, 10003
Café Soleil;1016 2nd Avenue;New York, NY, 10022
Café Spice Express;109 East 42nd St;New York, NY, 10017
Café Viva;2578 Broadway;New York, NY, 10025
Calcutta;334 East 5th Street,;New York, NY, 10003
Caliban;360 3rd Avenue at 26th Street;New York, NY, 10016
Calidad Latina;132 9th Avenue;New York, NY, 10011
Calle Ocho;446 Columbus Avenue;New York, NY, 10024
CamaJe;85 MacDougal Street;New York, NY, 10012
Camaradas el barrio;2241 1st Avenue;New York, NY, 10029
Cambalache;406 East 64th Street;New York, NY, 10021
Caminito;1664 Park Avenue;New York, NY, 10035
Campagnola;1382 1st Avenue;New York, NY, 10021
Canaletto;208 East 60th Street;New York, NY, 10022
Canapa;45 East Houston Street at Norfolk Street;New York, NY,
Cancun Restaurant;937 8th Avenue;New York, NY, 10019
Candela;116 East 16th Street;New York, NY, 10003
Candela Candela;92 West 2nd Avenue;New York, NY, 10003
Candle Cafe;1307 3rd Avenue;New York, NY, 10021
Canteen;142 Mercer Street;New York, NY, 10012
Canton;45 Division Street;New York, NY, 10002
Cantoon Garden;22 Elizabeth Street;New York, NY,
Capital Grille;Chrysler Ctr.;New York, NY, 10017
Capitale;130 Bowery;New York, NY, 10013
Capri Ristorante Italiano;358 West 46th Street;New York, NY, 10036
Cara Mia;654 9th Avenue;New York, NY, 10036
Caracas Arepa Bar;91 East 7th Street;New York, NY, 10009
Caravan Of Dreams;405 East 6th Street;New York, NY, 10009
Caribbean Spice;402 West 44th Street;New York, NY, 10036
Caridad;18 East 33rd Street;New York, NY, 10016
Caridad La Original;588 Amsterdam Avenue;New York, NY, 10024
Carino;1710 2nd Avenue;New York, NY, 10128
Carl's Steaks;79 Chambers Street;New York, NY, 10007
Carl's Steaks;507 3rd Avenue;New York, NY, 10016
Carmine's;2450 Broadway;New York, NY, 10024
Carmine's;200 West 44th Street;New York, NY, 10036
Carne Vale;46 Avenue B;New York, NY, 10009
Carolines;1626 Broadway;New York, NY, 10019
Carve;760 8th Avenue at 47th Street;New York, NY, 10036
Casa;72 Bedford Street;New York, NY, 10014
Casa Adela;66 Avenue C;New York, NY,
Casa Bella Restaurant;127 Mulberry Street;New York, NY, 10013
Casa Di Meglio;235 West 48th Street;New York, NY, 10036
Casa Mia;225 East 24th Street;New York, NY, 10010
Casa Mono;52 Irving Place;New York, NY, 10017
Casabianca;503 West 57th Street;New York, NY, 10019
Casablanca Tea Room;164 Mercer Street;New York, NY, 10012
Casanis;81 Ludlow Street;New York, NY, 10002
Cascata Cafe Italiano;174 Bleecker Street;New York, NY, 10012
Cascina Ristorante;647 9th Avenue;New York, NY, 10036
Casimir;103-105 Avenue B;New York, NY, 10009
Caviar Bar At Emperor's Roe;200 Lenox Avenue;New York, NY, 10027
Caviar Russe;538 Madison Avenue, 2nd fl.;New York, NY, 10020
Caviarteria in Grand Central;Grand Central Terminal;New York, NY, 10017
Caviarteria on Park;502 Park Avenue;New York, NY, 10022
Caviarteria on West Broadway;310 West Broadway;New York, NY, 10013
Ceci-Cela;55 Spring Street;New York, NY, 10012
Ceci-Cela Patisserie;166 Chambers Street;New York, NY, 10007
Celeste;502 Amsterdam Avenue;New York, NY, 10024
Cellini;65 East 54th Street;New York, NY, 10022
Cendrillon;45 Mercer Street;New York, NY, 10013
Cento Pizze;201 East 10th Street;New York, NY, 10003
Centolire;1167 Madison Avenue;New York, NY, 10028
Central Buffet;195 centre Street;New York, NY, 10013
Centrico;211 West Broadway;New York, NY, 10013
Cercle Rouge;241 West Broadway;New York, NY, 10013
Chambers Street Wines;160 Chambers Street;New York, NY, 10007
Chameleon;125 East 39th Street;New York, NY, 10016
Chanoodle;79 Mulberry Street;New York, NY, 10013
Chanterelle;2 Harrison Street;New York, NY, 10013
Chanto (CLOSED);133 7th Avenue South;New York, NY, 10014
Charles' Southern-Style Kitchen;2839 8th Avenue;New York, NY, 10039
Charley O's;416 8th Avenue;New York, NY, 10001
Charlie Palmer's Metrazur;Grand Central Terminal, East Balcony;New York, NY, 10017
Charlys;110 Trinity Place;New York, NY, 10006
Chat 'N Chew;10 East 16th Street;New York, NY, 10003
Chat Noir;22 East 66th Street;New York, NY, 10021
Chatham Square Restaurant;6 Chatham Square;New York, NY, 10038
Cheesy Pizza;2640 Broadway;New York, NY, 10025
Chef Ho's Peking Duck Grill;1720 2nd Avenue;New York, NY, 10128
Chef Yu;520 8th Avenue;New York, NY, 10018
Chelsea Bistro;358 West 23rd Street;New York, NY, 10011
Chelsea Brewing Company;Chelsea Piers;New York, NY, 10011
Chelsea Cottage's Viet Grill;206 9th Avenue at 23rd Street;New York, NY,
Chelsea Gallery Restaurant;72 7th Avenue;New York, NY, 10011
Chelsea Gourmet Deli;259 7th Avenue;New York, NY, 10001
Chelsea Grill;675 9th Avenue;New York, NY, 10036
Chelsea Grill;135 8th Avenue;New York, NY, 10011
Chelsea Ristorante;108 8th Avenue;New York, NY, 10011
Chelsea Square Restaurant;368 West 23rd Street;New York, NY, 10011
Chelsea Thai;75 9th Avenue;New York, NY, 10011
Chelsea Wholesale Flower Market;75 9th Avenue;New York, NY, 10011
Chelsea Wine Vault;Chelsea Market, 75 9th Avenue;New York, NY, 10011
Chennai Garden;129 East 27th Street;New York, NY, 10016
Chennai Vegetarian Kosher;1663 1st Avenue;New York, NY, 10028
Cherin Sushi;306 East 6th Street;New York, NY, 10003
Cheyenne Diner (CLOSED);411 9th Avenue;New York, NY, 10001
Chez Brigitte (CLOSED);77 Greenwich Avenue;New York, NY, 10014
Chez Jacqueline;72 MacDougal Street;New York, NY, 10012
Chez Laurence;245 Madison Avenue;New York, NY, 10016
Chez Napoleon;365 West 50TH Street;New York, NY, 10019
Chiam Chinese Cuisine;160 East 48th Street;New York, NY, 10017
Chibi's Sake Bar;238 Mott Street;New York, NY, 10012
Chicama;35 East 18th Street at Broadway;New York, NY, 10003
Chickie Pig's;121 Ludlow Street;New York, NY, 10002
Chicky's;355 East 86th Street;New York, NY, 10028
Chihuahua Mexican Place;1452 2nd Avenue;New York, NY, 10021
Chikalicious;203 East 10th Street;New York, NY, 10003
Chikubu;12 East 44th Street;New York, NY, 10017
Chili Thai;712 9th Avenue;New York, NY, 10019
Chimichurri Grill;606 9th Avenue;New York, NY, 10036
China 1 Antique Restaurant & Lounge;50 Avenue B;New York, NY, 10009
China Chalet Restaurant;205 Pearl Street Streete 1;New York, NY, 10038
China Club;268 West 47th Street;New York, NY, 10036
China Fun;246 Columbus Avenue;New York, NY, 10023
China Fun;1221 2nd Avenue;New York, NY, 10021
China Grill;60 West 53rd Street;New York, NY, 10019
China de Puebla;3143 Broadway;New York, NY, 10027
Chinatown East;1650 3rd Avenue;New York, NY, 10128
Chinatown Ice Cream Factory;65 Bayard Street;New York, NY, 10013
Chinese Mirch;120 Lexington Avenue;New York, NY, 10016
Chino's;173 3rd Avenue;New York, NY, 10003
Chipotle;9 West 42nd Street;New York, NY, 10036
Chipotle;304 West 34th Street;New York, NY, 10001
Chipotle;2 Broadway;New York, NY, 10004
Chipotle;680 5th Avenue;New York, NY, 10010
Chipotle;19 St. Marks Place;New York, NY, 10003
Chipotle;150 East 52nd Street;New York, NY, 10022
Chipotle;55 East 8th Street;New York, NY, 10003
Chipotle;200 Varick Street;New York, NY, 10014
Chipotle;150 East 44th Street;New York, NY, 10017
Chiyono;328 East 5th Street;New York, NY, 10003
Cho Dang Gol;55 West 35th Street;New York, NY, 10001
Chocolate Bar;48 8th Avenue;New York, NY, 10014
Chocolate Bar;712 5th Avenue;New York, NY, 10019
Choga;145 Bleecker Street;New York, NY, 10012
Choice Kitchen Cocktails;380 3rd Avenue;New York, NY, 10016
Chomp;196 2nd Avenuene;New York, NY, 10003
Chop't Creative Salad;60 East 56th Street;New York, NY, 10022
Chop't Creative Salad;24 East 17th Street;New York, NY, 10003
Choshi;77 Irving Place;New York, NY, 10003
Choux Factory;865 1st Avenue;New York, NY, 10017
Chow Bar;230 West 4th Street;New York, NY, 10014
Christine's;208 1st Avenue;New York, NY, 10009
Chubo;6 Clinton Street;New York, NY, 10002
Chung Moo Ro;10 West 32nd Street;New York, NY, 10001
Ciao;126 East 7th Street;New York, NY, 10009
Ciao Bella Gelato;285 Mott Street;New York, NY, 10012
Ciao Bella Gelato;27 East 92nd Street;New York, NY, 10128
Ciaobella;1640 Second Ave at 85th St;New York, NY, 10028
Cibao Restaurant;72 Clinton Street at Rivington Street;New York, NY, 10002
Cibo;767 2nd Avenue;New York, NY, 10017
Cielo Azteca;1929C Lexington Avenue;New York, NY, 10029
Cilantro;1321 1st Avenue;New York, NY, 10021
Cilantro;1712 2nd Avenue;New York, NY, 10128
Cima;378 Greenwich Street;New York, NY, 10013
Cinema Cafe 60th St;45 East 60th Street;New York, NY, 10022
Cinque Terre;Jolly Madison Towers 22 East 38th Street;New York, NY, 10016
Cipriani 42nd Street;110 East 42nd Street;New York, NY, 10017
Cipriani Dolci;Grand Central West Balcony;New York, NY, 10017
Ciro Trattoria;813 8th Avenue;New York, NY, 10019
Citarella;1313 3rd Avenue at 75th Street;New York, NY, 10023
Citarella;2135 Broadway at 75th Street;New York, NY, 10023
Cite;120 West 51st Street;New York, NY, 10020
Citrus Bar & Grill;320 Amsterdam Avenue;New York, NY, 10023
City Crab & Seafood Co.;235 Park Avenue South;New York, NY, 10003
City Diner;2441 Broadway;New York, NY, 10024
City Grill;269 Columbus Avenue;New York, NY, 10023
City Hall;131 Duane Street;New York, NY, 10013
City75 Market Restaurant;75 Rockefeller Placez;New York, NY, 10019
Claudio Pizzeria;598 10TH Avenue;New York, NY, 10036
Cleopatra's Needle;2485 Broadway;New York, NY, 10025
Clinton Restaurant;293 East Houston Street;New York, NY, 10002
Clinton Street Baking Company & Restaurant;4 Clinton Street;New York, NY, 10002
Coco Pazzo;23 East 74th Street;New York, NY, 10021
Cocoa Bar;21 Clinton Street;New York, NY, 10002
Coffee Shop;29 Union Square West;New York, NY, 10003
Col Legno;231 East 9th Street;New York, NY, 10003
Cola's;148 8th Avenue;New York, NY, 10011
Cold Stone Creamery;253 West 42nd Street;New York, NY, 10036
Colors;417 Lafayette Street;New York, NY, 10003
Columbia Bagels;2836 Broadway at 110th Street;New York, NY,
Columbine;229 West Broadway;New York, NY, 10013
Columbus Bakery;957 1st Avenue;New York, NY, 10022
Columbus Bakery;474 Columbus Avenue;New York, NY, 10024
Comfort Diner;25 West 23RD Street;New York, NY, 10010
Comix;353 West 14th Street;New York, NY, 10014
Commerce;50 Commerce St at Barrow St;New York, NY, 10014
Commodore Grill;East 42ND Street and Lexington Avenue;New York, NY, 10017
Community Food & Juice;2893 Broadway;New York, NY, 10025
Cones: Ice Cream Artisans;272 Bleecker Street;New York, NY, 10014
Confetti Pasta Inc;5 East 38TH Street;New York, NY, 10016
Cong Ly;124 Hester Street;New York, NY, 10002
Congee;98 Bowery;New York, NY, 10013
Congee Village;100 Allen Street;New York, NY, 10002
Connolly's Pub & Restaurant;44W 54th Street;New York, NY, 10019
Convivio;45 Tudor City Pl. at 42nd St;New York, NY, 10017
Cooke's Corner;618 Amsterdam Avenue;New York, NY, 10024
Cookie Island;189 Broadway;New York, NY, DNE
Cookshop;156 10th Avenue;New York, NY, 10011
Cooper 35;35 Cooper Square;New York, NY, 10003
Copper Chimney;126 East 28th Street;New York, NY, 10016
Coppola's;206 West 79th Street;New York, NY, 10024
Coppola's;378 3rd Avenue;New York, NY, 10016
Cordato's;94½ Greenwich Street;New York, NY, 10006
Corio;337 West Broadway;New York, NY, 10013
Cornelia Street Cafe;29 Cornelia Street;New York, NY, 10014
Corner Bistro;331 West 4th Street;New York, NY, 10014
Cosette;163 East 33rd Street;New York, NY, 10016
Cosmic Cantina;101 3rd Avenue;New York, NY, 10003
Cosmic Diner;888 8th Avenue;New York, NY, 10019
Cosmos Diner;248 East 23rd Street;New York, NY, 10010
