restaurant;address;country
Artos Restaurant;307 E 53rd St;New York
Arturo's;1617 York Avenue;New York
Arturo's Pizza;1610 York Avenue;New York
Arturos Restaurant;106 West Houston Street;New York
Asahi Japanese Restaurant;311 West 48th Street;New York
Asgbc;125 Canal St;New York
Ashton's Bar & Restaurant;805 3rd Avenue;
Asia Culture Inc;10 East 39;New York
Asia Roma;40 Mulberry St;New York
Asiana;120 East 34th St.;New York
Asiana On Avenue A Corp;172 E 4th St;New York
Askew Restaurant LLC;504 Laguardia Pl;New York
Aspen;30 West 22;New York
Asti Restaurant Inc;13 E 12th St;New York
Astor's Inc;428 Lafayette Street;New York
Astro Restaurant;1361 Avenue Of The Americ;New York
Astrons;3795 Broadway;New York
Asylum;149 Bleecker Street;New York
Ate & Ate at Columbus;574 Columbus Avenue;New York
Atlantis Seafood Wholesale Corporation;62 Allen Street;New York
Atlas Restaurant;40 Central Park South;New York
Atomic Wings;175 West 4th Street;New York
Atomic Wings;1770 2nd Ave;New York
Atomic Wings;184 1st Avenue;New York
Atomic Wings;528 9th Avenue Apt 4R;New York
Atomic Wings;1495 1st Avenue;New York
Atomic Wings;2180 Broadway;New York
Atomic Wings;1140 2 Av;New York
Atrium Cafe;485 7 Av;New York
Atrium Delicatessen;485 Fashion Avenue Frnt 1;New York
Au Bon Croissant Inc;125 Fulton St;New York
Au Bon Pain;125 West 55th Street;New York
Au Bon Pain;1 State Street Plz;New York
Au Bon Pain;425 Lexington Ave;New York
Au Bon Pain;150 Nassau Street;New York
Au Bon Pain;80 Pine Street;New York
Au Bon Pain;16 E 44th St;New York
Au Bon Pain;684 Broadway;New York
Au Bon Pain;420 5th Ave;New York
Au Bon Pain;22 W 52nd St;New York
Au Bon Pain;1211 Avenue Of The Americ;New York
Au Bon Pain;101 E 52nd St;New York
Au Bon Pain;10 Union Square East;New York
Au Bon Pain;222 Broadway;New York
Au Bon Pain;901 Avenue Of Americas # 3;New York
Au Bon Pain;French;
Au Bon Pain;95 Wall St;New York
Au Bon Pain;1250 Avenue Of The Americas;New York
Au Bon Pain Co Inc;350 5th Ave;New York
Au Bon Pain Inc;444 Madison Avenue;New York
Au Bon Pain Restaurant;444 Madison Avenue;New York
Au Bon Pain Restaurant;625 8th Avenue;New York
Au Bon Pain Restaurant;220 E 42nd St;New York
Au Cafe;1700 Broadway # 1;New York
Au Mandarin Restaurant;200 Vesey Street;
Au Troquet;328 W 12th St;New York
Au-Bon Pain;60 Broad Street;New York
Au-Bon Pain Inc;625 8th Avenue;New York
Au-Bon Pain Restaurant;200 Liberty Street;New York
Au-Bon Pain Restaurant;58 East 8th Street;New York
Au-bon Pain Restaurant;350 5th Ave;New York
Aucanari D'Or;134 East 61st Street;New York
Auction House;300 E 89th St;New York
Audubon Bar & Grill;3956 Broadway;New York
Audubon Restaurant Inc;300 Audubon Avenue;New York
Augusta Japanese Restaurant Associated I;18 East 16th Street Frnt;New York
Aunt Bs Restaurant;186 Avenue B;New York
Aura Thai;462 9th Avenue;New York
Aureole Restaurant;34 East 61st Street;New York
Aussie Grilled Chicken;1343 2nd Ave;New York
Austin's Cafe;1385 Broadway;New York
Automatic Slims Inc;733 Washington Street;New York
Aux Pains Perdus Inc;26 Broadway # 1;New York
Ava Lounge;210 West 55th Street;New York
Avenue A Japanese Restaurant;105 Avenue A;
Awash;338 East 6;New York
Awash;947 Amsterdam Ave;New York
Axum Cafe;324 W 49th St;New York
Aya International LLC;576 5th Avenue Lbby;New York
Ayurveda Cafe;706 Amsterdam Avenue Frnt;New York
Ayyy Restaurant Corporation;600 Columbus Avenue;New York
Ayza Bar Wine And Chocolate;11 West 31st Street;
Ayza Wine And Chocolate Bar;11 West 31st;
Azafran;77 Warren Street Frnt;New York
Azafran;77 Warren Street;New York
Azalea Ristorante;224 West 51st Street;New York
Azaza Restaurant;891 1st Avenue @ 50th Street;New York
Azukar Deli;66 Avenue C;New York
Azuki Japanese Restaurant;239 Park Av;New York
Azuki Japanese Restaurant;Japanese;
Azure;830 3rd Avenue;New York
Azure;484 Amsterdam Ave;New York
Azuri Cafe;465 W 51st St;New York
Azusa of Japan;3 East 44th Street Frnt;New York
B & R Snack Bar;40 E 132nd St;New York
B & T Supreme Pizza Inc;1276 Lexington Avenue;New York
B 3;33 Avenue B;New York
B 52 Clam Bar;27 Park Place;New York
B B Q Restaurant;132 2nd Avenue;New York
B R Guest Inc;225 Park Ave S # 205;New York
B Side;204 Avenue B;New York
B Smith's Restaurant;320 West 46th Street Frnt;New York
B-Bar & Grill- a.k.a. Bowery Bar;40 E 4th St;New York
BAEZ Deli;45 East 1st Street;New York
BAMA Fish N Chips Inc;1944 Amsterdam Avenue;New York
BB Sandwich Bar;120 West 3rd Street Bsmt;New York
BBQ;27 West 72nd Street;New York
BBQ Restaurant;21 University Pl;New York
BCS Sushi;601 West 26th Street;New York
BED New York;530 West 27;New York
BEM Bolado;2049 2nd Avenue Frnt;New York
BICE Restaurant;7 East 54th Street;New York
BLT Steak;106 East 57th Street;New York
BOI Restaurant Inc;246 East 44th Street;New York
BUA Thai Cafe;50 West Street;New York
BUEN Sabor;1093 Saint Nicholas Avenue;New York
BWAY Grocery;256 West 108th Street Apt 5W;New York
BXL Cafe;125 West 43;New York
Baba;53 Bayard Street;New York
Babalu Restaurant;327 West 44th Street;New York
Babbo;110 Waverly Place;New York
Babel Cafe;131 Avenue Centre Frnt;New York
Bablos;1584 2nd Ave;New York
Baby Bo's;627 2nd Avenue Frnt;New York
Baby Jupiter;170 Orchard St;New York
Baby Jupiter;170 Orchard Street;New York
Babylon Restaurant;76 Wooster St;New York
Baci Restaurant;412 Amsterdam Ave;New York
Back Fence Bar;155 Bleecker Street Frnt;New York
Back Porch;488 3rd Avenue;New York
Back Stage;807 Lexington Ave E;New York
Back Stage Eatery;3 East 47th Street;New York
Baden Baden NY;28 West 32nd Street;New York
Bagel 54;265 West 54th Street;New York
Bagel Bites Inc;22 W 8th St;New York
Bagel Cafe;850 8th Ave;New York
Bagel Deli Masters;275 Church Street;New York
Bagel Maven Cafe;77 Pearl St;New York
Bagel Mill Cafe;1461 3rd Avenue Frnt;New York
Bagel Restaurant;170 W 4th St;New York
Bagelfeller Cafe Inc;36 West 48th Street;New York
Baggot Inn;82 West 3rd Street;New York
Bahamas Restaurant;1490 Saint Nicholas Ave;New York
Bahar Food Corporation;256 West 116th Street;New York
Baileys Pub;1607 York Avenue;New York
Baker Street;1152 First Avenue;New York
Balcony Cafe;1605 Broadway;New York
Baldo VINO;126 East 7th Street Frnt;New York
Baldoria;249 West 49th Street;New York
Bali Nusa Indah Restaurant Inc;651 9th Avenue Frnt;New York
Ballato's Restaurant Inc;55 East Houston Street;New York
Balthazar Restaurant Reservations;599 Broadway;New York
Baltic Restaurant;15 E 31st St;New York
Baluchi's;283 Columbus Avenue;New York
Baluchi's;90 West 3rd Street;New York
Baluchis;240 West 56th Street;New York
Baluchis;1724 2nd Avenue Frnt;New York
Baluchis;1565 2 Av;New York
Baluchis;193 Spring Stfrnt;New York
Baluchis;111 East 29th Street;New York
Baluchis;104 2 Av;New York
Baluchis;1149 1 Av;New York
Baluchis Indian Cuisine;224 East 53rd Street;
Baluchis Restaurant;1431 1 Av;New York
Baluchis Restaurant;361 Avenue Of The Americ;New York
Bamboo 52;344 West 52nd Street;New York
Bamboo Garden Restaurant;22 Broadway;New York
Bamboo House;104 2nd Avenue;New York
Bambou Restaurant;243 E 14thst Frrnt;New York
Bamiyan Inc;157 East 26th Street;New York
Banco Popular;90 West 96th Street;New York
Bandito;153 2nd Ave;New York
Bandito West;33 Greenwich Ave;New York
Bangal Curry;27 Nassau Street;New York
Bangkok Cafe;27 East 20th Street;New York
Bangkok Cuisine;885 8th Ave;New York
Bangkok Express;349 1st Avenue;New York
Bangkok Grand Palace Restaurant;882 1st Avenue;New York
Bangkok House Thai Restaurant;1485 1st Ave;
Bangkok Restaurant Call Little Bangkok R;261 West 54th Street Frnt;
Banjara Indian Restaurant;97 1st Ave;New York
Banjara Indian Restaurant;97 1st Avenue;New York
Bank Cafe;431 3rd Ave;New York
Bank Street Cafe & Caterers;610 W 112th St;New York
Bann Restaurant;350 West 50;New York
Banoa Restaurant;202 Rivington St;New York
Banshee Pub;Brewery/Pub/Tavern;
Banshee Pub;1373 1st Avenue Frnt;New York
Bao Noodles;391 2nd Avenue;New York
Bar 10 Lounge & Sushi Bar;270 West 43rd Street;New York
Bar 12;206 E 34th Street;New York
Bar 89;89 Mercer Street;New York
Bar 9 Inc;807 9 Av;New York
Bar Americain;152 West 52;New York
Bar Cichetti;220 W Houston St;New York
Bar East;1733 1st Avenue;New York
Bar Italia;1477 Second Ave;
Bar Pitti;268 Avenue Of The Americ;New York
Bar Veloce;175 2nd Avenue;New York
Bar Vetro;222 East 58th Street;New York
Barandbeer.com;Bowling Green Station P.O. Box 131;New York
Baraonda Restaurant Inc;1439 2nd Avenue;New York
Baraza;133 Avenue Centre Frnt;New York
Barbaluc Inc;135 E 65th St;New York
Barbara Irene Cafe Inc;2210 Broadway;New York
Barbaresco Restaurant;843 Lexington Avenue;New York
Barbeque King;2480 8th Ave;New York
Barbes Restaurant;21 East 36;New York
Barbetta Restaurant;321 West 46th Street;New York
Barbone;186 Avenue B;New York
Barbossa;232 Elizabeth;New York
Barclay Bar & Grill;111 East 48th Street;New York
Barclay Restaurant;111 E 48th St;New York
Bardolino Restaurant;1496 2nd Avenue;New York
Barfly Inc;244 3rd Avenue;New York
Bari's Pizza;2 Rector Street;New York
Barking Dog Luncheonette;1678 3rd Ave;
Barking Dog Luncheonette The;1453 York Av;New York
Barna;365 Park Av;New York
Barney Greengrass Inc;541 Amsterdam Ave;New York
Barnwell Hervys;2729 8th Ave;New York
Barocco Kitchen;42 Union Square East;New York
Barolo;398 West Broadway;New York
Barolo Warehouse;174 Perry Street;New York
Baron Leather Fashion;125 Orchard Street;New York
Barracuda Bistro;151 2nd Avenue Frnt;New York
Barrow Street Ale House;15 Barrow Street Frnt;New York
Barrow's Pub;463 Hudson;New York
Barrymore's Restaurant;267 West 45th Street;New York
Basal Deli Grocery Basal Deli Grocery;495 2nd Avenue;New York
Basement Pizza & Restaurant;1343 Amsterdam Ave;New York
Basera Northern Indian Cuisine;357 E 50th St # 1;New York
Basilico Restaurant;676 9th Avenue;New York
Baskin Robbins;355 Grand Street;New York
Baskin Robbins;Pennsylvania Station;New York
Bassets Coffee & Tea Company Inc;123 West Broadway;New York
Basta Pasta;37 W 17th St;New York
Bat-yam Food Svc;97 Saint Marks Pl;New York
Bateaux New York;62 N River;New York
Baton Rouge;458 West 145th Street;
Battery Gardens;1 Battery Park Plaza;New York
Battery Place Car Park;50 Battery Place;New York
Bay Deli Inc;96 Bayard;New York
Bay Leaf;49 W 56th St;New York
Bayamo;704 Broadway;New York
Bayards;1 Hanover Square;New York
Bayou;308 Lenox Ave;New York
Bbq;117 Avenue D;New York
Bea Test;Long island;New york
Bea Test;Long island100;new york
Bea Test Ads;Long island;New york
Beach Cafe;1326 2nd Avenue;New York
Beacon Hill Ale House;1470 1st Ave # 1;New York
Beacon Restaurant;25 West 56th St;New York
Beanocchio's Cafe;1413 York Av;New York
Bear Restaurant Group;525 Broome St;New York
Beard Papa;2167 Broadway;New York
Beatrice Inn Inc;285 West 12th Street Frnt;New York
Beauty Bar;231 East 14th Street Frnt;New York
Bebe Rosso;110 Saint Marks Pl;New York
Becco Restaurant Inc;355 West 46th Street;
Becketts Bar & Grill;78 Pearl St;New York
Becky's;1156 1st Avenue;New York
Becky's;American;
Beco Restaurant Inc;416 8th Ave;New York
Beef Steak Charlies;64 West 52nd Street;New York
Beefsteak Charleys;713 8th Ave;New York
Beefsteak Charlies;851 8th Ave;New York
Beefsteak Charlies;1500 Broadway;New York
Beekman Bar And Books;889 1st Ave;New York
Beekman Gourmet Deli Inc;140 Nassau Street;New York
Beema Grill;1 Pennsylvania Plaza;New York
Beezee Deli Ltd;1490 Madison Ave;New York
Beijing Pavilion Restrnt;220 East 46;New York
Belame Restaurant Corporation;148 West 4th Street;New York
Belgo Nieuw York;415 Lafayette Street;New York
Bella BLU Restaurant;967 Lexington Avenue;New York
Bella Delia Italian Pizzaria;582 W 207th St;New York
Bella Luna;584 Columbus Av;New York
Bella Napoli;150 West 49th Street Frnt;New York
Bella Napoli;130 Mad Avenue;New York
Bella Vita Pizzeria;158 West 58;New York
Belladonna Restaurant;18 E 23rd St # 1;New York
Belladonna Restaurant;307 E 77th St;New York
Belladonna Restaurant II;1663 1st Avenue;New York
Belle Vie;184 8th Avenue Frnt;New York
Bellini Restaurant;208 E 52nd St;New York
Bellissima Ii Restaurant;1409 2nd Ave;New York
Bellizzi's;120 West 44th Street;New York
Bello Giardino;71 West 71st Street;New York
Bello Restaurant;863 9th Avenue;New York
Bello's Italian Restaurant;130 Saint Marks Place;New York
Belluno Ristorante;340 Lexington Avenue;New York
Belly;155 Rivington Street;New York
Belly Delly Deli Corporation;1625 Broadway;New York
Belmora Pizza & Restaurant;139 East 57th Street Frnt;New York
Belzebu Restaurant;115 E 60th St;New York
Ben & Jerry's Homemade Ice Cream;41 3rd Avenue;New York
Ben & Jerrys;222 East 86th Street;New York
Ben & Santos Dying Inc;555 8th Avenue;New York
Ben Benson's Steak House;123 W 52nd St;New York
Ben's Kosher Delicatessen Restaurants &;Kosher;
Ben's Kosher Delicatessen Restaurants &;209 West 38th Street Lbby;New York
Ben's Pizza;177 Spring Street;New York
Ben's Pizzeria;123 Macdougal Street;New York
Benash Delicatessen;857 7th Avenue;New York
Bendix Diner;219 8th Ave;New York
Bendix Diner East;167 1st Ave # 1;New York
Bengal Cafe Inc;1028 Amsterdam Avenue;New York
Bengal Express;789 9 Av;New York
Benihana East;120 E 56th St;New York
Benihana of Tokyo;47 West 56th Street;New York
Benito's II Restaurant Inc;163 Mulberry Street Frnt;New York
Benitos 1 the Original;174 Mulberry Street;New York
Benjamin Restaurant & Bar;603 2 Av;New York
Bennie's Thai Cafe;88 Fulton Street;New York
Bennigans Restaurant;771 8th Avenue;New York
Benny's Burritos - Benny's Burritos Aven;93 Avenue A;New York
Benny's Burritos - Benny's Burritos Gree;113 Greenwich Avenue;New York
Benny's NY;321 Amsterdam Avenue;New York
Bentleys Restaurant;25 E 40th St;New York
Benvenuti Ristorante;15 Penn Plz;New York
Benvenuto Cafe;2 E 23rd St;New York
Benvenuto Cafe;2 East 23rd Street;New York
Beppe Restaurant;45 East 22nd Street;New York
Bereket Turkish Kebab House;187 East Houston Street;New York
Berger's Delicatessen Restaurant;44 West 47th Street;New York
Berkeley Bar and Grill;550 Madison Avenue;New York
Berkshire Coal Corp;150 E 58th St # 3400;New York
Besito;357 West Broadway;New York
Best Choice Chinese Kitchen;1053 Saint Nicholas Ave;New York
Best Health Deli;140 Centre Street;New York
Best Natural Food & Deli;1665 1st Avenue;New York
Best Of The West Gourmet Deli & Pizzeria;369 West 34;New York
Best Ray Pizza Inc;58 West 31st Street;New York
Best Subway Inc;1440 Broadway;New York
Best Taste Restaurant;3609 Broadway;New York
Best West Market;325 Madison Avenue;New York
Best Wingers Inc;711 2 Avenue;New York
Best of Lex Deli;1291 Lexington Avenue;
Best of New York Food;150 Water Street;New York
Betancourt Milceo;2351 2nd Avenue;New York
Bethel Gourmet Food;79 Greenwich Avenue;New York
Better Burger;561 3rd Avenue;New York
Better Burger;587 9 Av;New York
Better Burger NYC Corp;1614 2 Av;New York
Betty Allan Sandwich Shop;975 3rd Avenue;New York
Bettys;101 Sherman Ave;New York
Between The Bread;145 W 55th St;New York
Between The Bread;1633 Broadway;New York
Between The Bread;141 E 56th St;New York
Beyer Lightning Fish CO Inc;7 Fulton Market;New York
Beyoglu;1431 3rd Avenue;New York
Beyoglu;200 East 81st Street;New York
Bianca Restaurant;5 Bleecker Street;New York
Big Al's Chicago Style Pizza;9 Thames Street;New York
Big Apple Cafe Deli;324 West 42nd Street;New York
Big Apple Coffee Shop;350 5th Ave;New York
Big City Bar & Grill;1600 3rd Avenue;New York
Big Cup Tea & Coffee House;228 8th Avenue Apt 7;New York
Big Enchilada;160 E 28th St;New York
Big Enchilada The;28 East 12;New York
Big Georges Pizza;333 5th Avenue;New York
Big Mama Sushi;306 West 40th Street;New York
Big Nick's Burger & Pizza Joint Too;70 West 71st Street Frnt 1;New York
Big Nick's Burger and Pizza Joint;2175 Broadway;New York
Big Nick's Pizza;2175 Broadway;New York
Big Sur N Y C;1406 3rd Avenue;New York
Big Wing Wong Restaurant Inc;102 Mott Street Frnt;New York
Big Wong King Restaurant;67 Mott Street Apt 4;New York
Bijou Cafe Film Group;244 West 54th Street;New York
Bill Hong's Restaurant Inc;227 East 56th Street Frnt;New York
Bill's Gay Nineties;57 E 54th St;New York
Billy Marks West Inc;332 9th Avenue;New York
Billy's Restaurant;948 1st Avenue;New York
Billys Bar;729 6th Ave;New York
Billys Restaurant;948 1st Ave;New York
Bimmy's Llc;455 West 16th Street;New York
Bingo Seafd Restaurant;104 Mott St;New York
Biny;18 W 25th St;New York
Biny Japanese Restaurant;8 thompson St;New York
Birdie NY;316 East 49;New York
Birdland Jazz Club;315 W 44th St;New York
Biricchino Northern Italian Restaurant;260 West 29th Street;New York
Biryani Corporation;81 Lexington Avenue;New York
Bissaleh Classic Restaurant;1435 2nd Ave # 1;New York
Bissaleh West;127 W 72nd St;New York
Bistango Restaurant;415 3rd Avenue;New York
Bistro;700 5th Avenue;New York
Bistro 1018;1018 Amsterdam Avenue;New York
Bistro 2 Go;316 Lexington Avenue;New York
Bistro 300 Inc;300 Park Avenue Lbby;New York
Bistro 320 Inc;320 Park Av;New York
Bistro 411;411 East 70th Street;New York
Bistro 61;1113 1 Av;New York
Bistro Carre;1590 1st Ave;New York
Bistro Cassis Inc;243 West 14th Street Lowr;New York
Bistro Chat Noir;22 East 66th Street;New York
Bistro Du NORD;1312 Madison Avenue;New York
Bistro Latino;1709 Broadway;New York
Bistro Latino;1711 Broadway;New York
Bistro Le Steak;1309 3rd Avenue;New York
Bistro Les AMIS;180 Spring Street;New York
Bistro Madeleine;403 West 43rd Street;New York
Bistro Monk;309 E 5th St;New York
Bistro New York International;1285 Avenue Of The Americ;New York
Bistrot De Maxim;21 E 61st St;New York
Bistrot Margot;26 Prince St # 1;New York
Bite;333 Lafayette Street;New York
Bite ME Best;700 East 9th Street;New York
Bits Bites & Bagels;22 Park Pl;New York
Black Door;127 West 26th Street;New York
Black Duck Restaurant;122 East 28th Street;New York
Black Pearl;14 Avenue A;New York
Black Sheep;583 3 Avenue;New York
Black-eyed Suzies Organic;128 E 7th St;New York
Blaggards Pub;45 West 39th Street Frnt;New York
Blaggards Pub;45 West 39th Street(Between 5th & 6t;New York
Blaggards Pub;Irish;
Blaggards Pub;210 West 35th Street;New York
Blaggards Pub & Restaurant;8 West 38th Street;New York
Blake & Todd Restaurant & Caterers;7 West 47th Street;New York
Blakes Grill;30 Rockefeller Plz;New York
Blanche Organic Cafe;972 Lexington Ave;New York
Blanche's Organic Cafe;22 East 44th Street;New York
Blarney Cove Inc;510 East 14th Street;New York
Blarney Inn;122 Water Street;New York
Blarney Rock Restaurant;137 West 33rd Street;New York
