restaurant;address;country;addressGoogle
Birdies;149 1st Avenue;New York, NY, 10003;149 1st Avenue
Biricchino;260 West 29th Street;New York, NY, 10001;260 W 29th St
Bistecca Fiorentina Steak;317 West 46th Streeet;New York, NY, 10036;317 W 46th St
Bistro 60;37 East 60TH Street;New York, NY, 10022;37 E 60th St
Bistro 61;1113 1st Avenue;New York, NY, 10065;1113 1st Avenue
Bistro Cassis;225 Columbus Avenue;New York, NY, 10023;225 Columbus Ave
Bistro Citron;473 Columbus Avenue;New York, NY, 10024;473 Columbus Ave
Bistro Du Nord;1312 Madison Avenue;New York, NY, 10128;1312 Madison Ave
Bistro Le Steak;1309 3rd Avenue;New York, NY, 10021;1309 3rd Ave
Bistro Les Amis;180 Spring Street;New York, NY, 10012;180 Spring St
Bistro Ten 18;1018 Amsterdam Avenue;New York, NY, 10025;1018 Amsterdam Ave
Bistrot Margot;26 Prince Street;New York, NY,;26 Prince St
Bite;333 Lafayette Street at Bleecker Street;New York, NY, 10012;333 Lafayette Street at Bleecker Street
Black Duck (Park South Hotel);122 East 28th Street;New York, NY, 10016;122 E 28th St
Black Hound;170 2nd Avenue;New York, NY, 10003;170 2nd Ave
Black Pearl;37 West 26th Street;New York, NY, 10010;37 W 26th St
Blaggards Pub;45 West 39TH Street;New York, NY, 10018;45 W 39th St
Blair Perrone Steakhouse (CLOSED);885 2nd Avenue;New York, NY, 10017;885 2nd Ave
Blaue Gans;139 Duane Street;New York, NY, 10013;139 Duane St
Bleecker Street Pizza;69 7th Avenue South;New York, NY, 10012;69 7th Ave S
Blind Tiger Ale House;281 Bleecker Street;New York, NY, 10014;281 Bleecker St
Blockhead's Burritos;1563 2nd Avenue;New York, NY, 10028;1563 2nd Ave
Blockhead's Burritos;Worldwide Plaza 322 West 50th Street;New York, NY, 10019;350 W 50th St
Blockhead's Burritos;499 2nd Avenue;New York, NY, 10016;499 2nd Ave
Blockhead's Burritos;954 2nd Avenue;New York, NY, 10022;954 2nd Ave
Blondies;212 West 79th Street;New York, NY, 10024;212 W 79th St
Blondies;1770 2nd Avenue;New York, NY, 10128;1770 2nd Ave
Blossom Restaurant & Cafe;187 9th Avenue;New York, NY, 10011;187 9th Ave
Blue 9;92 3rd Avenue at 12th Street;New York, NY, 10003;92 3rd Ave
Blue Fin;West Times Square Hotel;New York, NY, 10036;West Times Square Hotel
Blue Ginger;106 8th Avenue;New York, NY, 10011;106 8th Ave
Blue Hill;75 Washington Place;New York, IL, 10011;75 Washington Pl
Blue Mill (CLOSED);50 Commerce Street;New York, NY, 10014;50 Commerce St
Blue Ribbon;97 Sullivan Street;New York, NY, 10012;97 Sullivan St
Blue Ribbon Bakery;35 Downing Street;New York, NY, 10014;35 Downing St
Blue Ribbon Downing Street Wine Bar;34 Downing Street;New York, NY, 10014;34 Downing St
Blue Ribbon Sushi;119 Sullivan Street;New York, NY, 10012;119 Sullivan St
Blue Smoke;116 East 27th Street;New York, NY, 10016;116 E 27th St
Blue Water Grill;31 Union Square West;New York, NY, 10003;31 Union Square W
Boat Basin Cafe;West 79th Street;New York, NY, 10024;W 79th St
Bobby Van's Steakhouse;131 East 54th Street;New York, NY, 10022;131 E 54th St
Bobby Van's Steakhouse;230 Park Avenue;New York, NY, 10169;The Helmsley Building
Bobby Van's Steakhouse;25 Broad Street;New York, NY, 10004;25 Broad St
Bobby Van's Steakhouse;135 West 50th Street;New York, NY, 10020;135 W 50th St
Bobo;181 West 10th Street;New York, NY, 10014;181 W 10th St
Boca Chica;13 1st Avenue;New York, NY, 10003;13 1st Avenue
Bocca;39 East 19th Street;New York, NY, 10003;39 E 19th St
Boi to Go;800 2nd Avenue;New York, NY, 10017;800 2nd Ave
Bolo;23 East 22nd Street;New York, NY, 10010;23 E 22nd St
Bombay Talkie;189 9th Avenue;New York, NY, 10011;189 9th Ave
Bona Fides;60 2nd Avenue;New York, NY, 10003;60 2nd Ave
Bonbon Chicken;98 Chambers Street;New York, NY, 10007;98 Chambers St
Bondi Road Fish And Chips;153 Rivington Street;New York, NY, 10002;153 Rivington St
Bone Lick Park Bar-B-Que;75 Greenwich Avenue;New York, NY, 10014;75 Greenwich Ave
Bongo;299 10th Avenue;New York, NY, 10001;299 10th Ave
Bonjoo;107 1st Avenue;New York, NY, 10003;107 1st Avenue
Bonobo's;18 East 23rd Street;New York, NY, 10010;18 E 23rd St
Boom;152 Spring Street;New York, NY, 10012;152 Spring St
Boqueria;53 West 19th Street;New York, NY, 10011;53 W 19th St
Borgo Antico;22 East 13th Street;New York, NY, 10003;22 E 13th St
Borobudur;128 East 4th Street;New York, NY, 10003;128 E 4th St
Borough Food & Drink;12 East 22nd Street;New York, NY, 10010;12 E 22nd St
Boss Tweeds;115 Essex St;;115 Essex St
Bottega Del Vino;7 East 59th Street;New York, NY, 10022;7 E 59th St
Bottino;246 10th Avenue;New York, NY, 10001;246 10th Ave
Boucarou;64 East 1st Street;New York, NY, 10003;64 E 1st St
Bouchon Bakery;10 Columbus Circle, 3rd fl., Time Warner Ctr.;New York, NY, 10019;10 Columbus Cir
Boughalem;14 Bedford Street;New York, NY, 10014;14 Bedford St
Bouley;120 West Broadway;New York, NY, 10013;120 W Broadway
Bouley, Upstairs;130 West Broadway, 2nd fl.;New York, NY, 10013;130 W Broadway 2nd fl
Bouterin;420 East 59th Street;New York, NY, 10022;420 E 59th St
Boyd Thai;210 Thompson Street;New York, NY, 10012;210 Thompson St
Branzini;299 Madison Avenue;New York, NY, 10017;299 Madison Ave
Brasserie;100 East 53rd Street;New York, NY, 10022;100 E 53rd St
Brasserie 360;200 East 60th Street;New York, NY, 10022;200 E 60th St
Brasserie 8½;9 West 57th Street;New York, NY, 10019;East River Realty Company
Brasserie Ruhlmann;45 Rockefeller Plaza;New York, NY, 10011;45 Rockefeller Plaza
Bravo Gianni;230 East 63rd Street;New York, NY, 10021;230 E 63rd St
Bravo Pizza;64 7th Avenue;New York, NY, 10011;64 7th Ave
Bravo Pizza;1367 Broadway;New York, NY, 10018;1367 Broadway
Bravo Pizza;257 Park Avenue South;New York, NY, 10010;257 Park Ave S
Bravo Pizza;6 East 42nd Street;New York, NY, 10036;6 E 42nd St
Bravo Pizza;146 5th Avenue;New York, NY, 10011;146 5th Ave
Bravo Pizza;508 Columbus Avenue;New York, NY, 10024;508 Columbus Ave
Brazil Brazil Grill;328 West 46TH Street;New York, NY, 10036;328 W 46th St
Brazil Grill;787 8th Avenue;New York, NY, 10036;787 8th Ave
Bread;20 Spring Street;New York, NY, 10012;20 Spring St
Bread & Olive;24 West 45th Street;New York, NY, 10036;24 W 45th St
Bread & Olive;20 John Street;New York, NY, 10038;20 John St
Bread Factory Cafe;785 Lexington Avenue;New York, NY, 10021;785 Lexington Ave
Bread From Beirut;24 West 45th Street;New York, NY, 10036;24 W 45th St
Bread Tribeca;301 Church Street;New York, NY, 10013;301 Church St
Breeze;661 9th Avenue;New York, NY, 10036;661 9th Ave
Bricco;304 West 56th Street;New York, NY, 10019;304 W 56th St
Brick Lane Curry House;342 East 6th Street;New York, NY, 10003;342 E 6th St
Brick Lane Curry House;306-308 East 5th Street;New York, NY, 10003;306 E 5th St #308
Brick Oven Pizza 33;268 West 23rd Street;New York, NY, 10011;268 W 23rd St
Brick Oven Pizza 33;489 3rd Avenue;New York, NY, 10016;489 3rd Ave
Brick Oven Pizza 33;171 West 23rd Street;New York, NY, 10011;171 W 23rd St
Bridge Cafe;279 Water Street;New York, NY, 10038;279 Water St
Brisas Del Caribe (CLOSED);489 Broadway;New York, NY, 10012;489 Broadway
Broadway Bagels;2658 Broadway;New York, NY, 10025;2658 Broadway
Broadway East;171 East Broadway;New York, NY, 10002;171 E Broadway
Broadway New Fancy Food;351 Broadway;New York, NY, 10013;351 Broadway
Broadway's Jerusalem;1375 Broadway;New York, NY, 10018;1375 Broadway
Broncas Restaurant Tapas Bar;91 Christopher Street;New York, NY, 10014;91 Christopher St
Brooklyn Bagel Cafe;319 5th Avenue;New York, NY, 10016;319 5th Ave
Broome Street Bar;363 West Broadway;New York, NY, 10012;363 W Broadway
Brother Jimmy's BBQ;416 8th Avenue;New York, NY, 10001;416 8th Ave
Brother Jimmy's BBQ;Grand Central lower level;New York, NY, 10017;89 E 42nd St
Brother Jimmy's BBQ;428 Amsterdam Avenue;New York, NY, 10024;428 Amsterdam Ave
Brother Jimmy's BBQ;1644 3rd Avenue;New York, NY, 10128;1644 3rd Ave
Brother Jimmy's BBQ;1485 2nd Avenue;New York, NY, 10021;1485 2nd Ave
Brouwers Of Stone Street;45 Stone Street;New York, NY, 10004;45 Stone St
Brown;61 Hester Street;New York, NY, 10002;61 Hester St
Brunelli;1409 York Avenue;New York, NY, 10021;1409 York Ave
Brunetta'S;290 1st Avenue;New York, NY,;290 1st Avenue
Bruno;240 East 58th Street;New York, NY, 10022;240 E 58th St
Bruno Bakery;506 LaGuardia Place;New York, NY, 10012;506 LaGuardia Pl
Bruschetteria;92 Rivington Street;New York, NY, 10002;92 Rivington St
Bryant Park Hotel;;;
Bryant Park Hotel, 40 West 40th Street;;;
Bubby's;120 Hudson Street;New York, NY, 10013;120 Hudson St
Buddakan;75 9th Avenue;New York, NY, 10011;75 9th Ave
Buddha Bar;25 Little West 12th Street;New York, NY, 10014;25 Little W 12th St
Buenos Aires;513 East 6th Street;New York, NY, 10009;513 E 6th St
Buffa's Deli And Coffee Shop;54 Prince Street;New York, NY, 10012;54 Prince St
Bukhara Grill;230 East 58th Street;New York, NY, 10022;230 E 58th St
Bulgin' Waffles;49 1/2 1st Avenue;New York, NY, 10002;49-1/2 1st Avenue
Bull Run;Club Quarters Hotel 52 William Street;New York, NY, 10005;52 William St
Bully's;759 Broadway;New York, NY, 10003;759 Broadway
Buon Amici;40 Peck Slip;New York, NY, 10038;40 Peck Slip
Buon Italia;75 9th Avenue;New York, NY, 10011;75 9th Ave
Buona Notte;120 Mulberry Street;New York, NY, 10013;120 Mulberry St
Burger Heaven;1534 3rd Avenue;New York, NY, 10028;1534 3rd Ave
Burger Heaven;804 Lexington Avenue;New York, NY, 10021;804 Lexington Ave
Burger Heaven;20 East 49th Street;New York, NY, 10017;20 E 49th St
Burger Heaven;9 East 53rd Street;New York, NY, 10022;9 E 53rd St
Burger Heaven;291 Madison Avenue;New York, NY, 10017;291 Madison Ave
Burger Heaven;536 Madison Avenue;New York, NY, 10022;536 Madison Ave
Burger Joint;Le Parker Meridien Hotel, 118 West 57th Street;New York, NY, 10019;119 W 56th St
Burger Joint (CLOSED);190 Bleecker Street;New York, NY, 10012;190 Bleecker St
Burgundy Wine Company;323 West 11th Street;New York, NY, 10001;323 W 11th St
Burrito Box Incorporated;885 9TH Avenue;New York, NY, 10019;885 9th Ave
Burrito Loco Restaurant;166 West 4th Street;New York, NY, 10014;166 West 4th Street
Burritoville (CLOSED);20 John St;New York, NY, 10038;20 John St
Burritoville (CLOSED);36 Water Street;New York, NY, 10004;36 Water St
Burritoville (CLOSED);80 Nassau Street;New York, NY, 10038;80 Nassau St
Burritoville (CLOSED);116 Chambers Street;New York, NY, 10007;116 Chambers St
Burritoville 141 (CLOSED);141 2nd Avenue;New York, NY, 10003;141 2nd Ave
Burritoville 1487 (CLOSED);1487 2nd Avenue;New York, NY, 10021;1487 2nd Ave
Burritoville 1487 (CLOSED);1489 1st Avenue;New York, NY, 10021;1489 1st Avenue
Burritoville 152 (CLOSED);152 East 43rd Street;New York, NY, 10017;152 E 43rd St
Burritoville 166 (CLOSED);166 West 72nd Street;New York, NY, 10023;166 W 72nd St
Burritoville 264 (CLOSED);264 West 23rd Street;New York, NY, 10011;264 W 23rd St
Burritoville 298 (CLOSED);298 Bleecker Street;New York, NY, 10014;298 Bleecker St
Burritoville 625 (CLOSED);625 9th Avenue;New York, NY, 10036;625 9th Ave
Burritoville 866 (CLOSED);866 3rd Avenue;New York, NY, 10022;866 3rd Ave
Butai;115 East 18th Street;New York, NY, 10003;115 E 18th St
Butter;415 Lafayette Street;New York, NY, 10018;415 Lafayette St
Buttercup Bake Shop;141 West 72nd Street;New York, NY, 10023;141 W 72nd St
Buttercup Bake Shop;973 2nd Avenue;New York, NY, 10022;973 2nd Ave
Butterfield 8;5 East 38th Street;New York, NY, 10016;5 E 38th St
Buzina Pop;1022A Lexington Avenue;New York, NY, 10021;1022A Lexington Ave
Byblos Restaurant;200 East 39th Street Streete 1;New York, NY, 10016;200 E 39th St
C & F Restaurant;171 Hester Street Manhattan;New York, NY, 10013;171 Hester St
Cabana;89 South Street, Pier 17, 3rd fl.;New York, NY, 10038;89 South St 17
Cabana;1022 2nd Avenue;New York, NY, 10021;1022 2nd Ave
Cabana Carioca;123 West 45th Street;New York, NY, 10036;123 W 45th St
Cacio E Pepe;182 2nd Avenue;New York, NY, 10003;182 2nd Ave
Cacio E Vino;80 2nd Avenue;New York, NY, 10003;80 2nd Ave
Cafe Asean;117 West 10th Street;New York, NY, 10011;117 W 10th St
Cafe At Country;90 Madison Avenue;New York, NY, 10016;90 Madison Ave
Cafe B;135 East 65th Street;New York, NY, 10021;135 E 65th St
Cafe Boulud;20 East 76th Street;New York, NY, 10021;20 E 76th St
Cafe Brama;157 2nd Avenue;New York, NY, 10003;157 2nd Ave
Cafe Centro;200 Park Avenue;New York, NY, 10166;MetLife Building
Cafe Colonial;276 Elizabeth Street;New York, NY, 10012;276 Elizabeth St
Cafe Con Leche;424 Amsterdam Avenue;New York, NY, 10024;424 Amsterdam Ave
Cafe Con Leche;726 Amsterdam Avenue;New York, NY, 10025;726 Amsterdam Ave
Cafe Condesa;183 West 10th Street;New York, NY, 10014;183 W 10th St
Cafe Cortadito;210 E. 3rd Street;New York, NY, 10009;210 E 3rd St
Cafe D'Alsace;1695 2nd Avenue;New York, NY, 10128;1695 2nd Ave
Cafe Des Artistes;1 West 67th Street;New York, NY, 10023;1 W 67th St
Cafe Duke;140 West 51st Street;New York, NY, 10020;140 W 51st St
Cafe Duke;1450 Broadway;New York, NY, 10018;1450 Broadway
Cafe Duke;545 Broadway;New York, NY, 10013;545 Broadway
Cafe El Portal;174 Elizabeth ST;New York, NY, 10012;174 Elizabeth St
Cafe Español;78 Carmine Street;New York, NY, 10014;78 Carmine St
Cafe Español;172 Bleecker Street;New York, NY, 10012;172 Bleecker St
Cafe Express;138 West 32nd Street;New York, NY, 10001;138 W 32nd St
Cafe Fuego;9 St. Marks Place;New York, NY, 10003;9 St Marks Pl
Cafe Gigi;2067 Broadway;New York, NY, 10023;2067 Broadway
Cafe Gigi;64 East 34th Street;New York, NY, 10016;64 E 34th St
Cafe Gigi;985 3rd Avenue;New York, NY, 10022;985 3rd Ave
Cafe Gitane;242 Mott Street;New York, NY, 10012;242 Mott St
Cafe Greco;1390 2ND Avenue Streete 1;New York, NY, 10021;1390 2ND Avenue Streete 1
Cafe Grumpy;224 West 20th Street;New York, NY, 10011;224 W 20th St
Cafe Habana;17 Prince Street;New York, NY, 10012;17 Prince St
Cafe Habana To Go;229 Elizabeth Street;New York, NY, 10012;229 Elizabeth St
Cafe Hanover;5 Hanover Square;New York, NY, 10005;5 Hanover Square
Cafe Henri;183 9th Avenue at 21st Street;New York, NY, 10011;183 9th Ave
Cafe Joul;1070 1st Avenue;New York, NY, 10022;1070 1st Avenue
Cafe La Palette;50 MacDougal Street;New York, NY, 10012;50 MacDougal St
Cafe Lalo;201 West 83rd Street;New York, NY, 10024;201 W 83rd St
Cafe Luise;129 Rivington Street at Norfolk Street;New York, NY, 10002;129 Rivington St
Cafe Metro;1359 Broadway;New York, NY, 10018;1359 Broadway
Cafe Muse;43 West 32nd Street;New York, NY, 10001;43 W 32nd St
Cafe Orlin;41 St. Marks Place;New York, NY, 10003;39 St Marks Inc
Cafe Rafaella;134 7th Avenue South;New York, NY, 10014;134 7th Ave S
Cafe Riazor;245 West 16th Street;New York, NY, 10011;245 W 16th St
Cafe Ronda;249-251 Columbus Avenue;New York, NY, 10023;249 Columbus Ave
Cafe S.F.A.;Saks 5th Avenue -- 611 5th Avenue, 8th floor;New York, NY, 10022;611 5th Ave
Cafe Sabarsky;1048 5th Avenue;New York, NY, 10128;1048 5th Ave
Cafe Seaport;150 William Street;New York, NY, 10038;150 William St
Cafe Spice;72 University Place;New York, NY, 10003;72 University Pl
Cafe Spice;54 West 55th Street;New York, NY, 10019;54 W 55th St
Cafe St. Bart's;109 East 50th Street;New York, NY, 10022;109 E 50th St
Cafe Un Deux Trois;123 West 44th Street;New York, NY, 10036;123 W 44th St
Cafe Zaiya;18 East 41st Street;New York, NY, 10017;18 E 41st St
Cafecito;185 Avenue C;New York, NY, 10009;185 Loisaida Ave
Cafee Med;1268 2ND Avenue;New York, NY, 10021;1268 2nd Ave
Cafetasia;38 East 8th Street;New York, NY, 10003;38 E 8th St
Cafeteria;119 7th Avenue;New York, NY, 10011;119 7th Ave
Caffe Buon Gusto;1009 2nd Avenue;New York, NY, 10022;1009 2nd Ave
Caffe Buon Gusto;236 East 77th Street;New York, NY, 10021;236 E 77th St
Caffe Cielo;881 8th Avenue;New York, NY, 10019;881 8th Ave
Caffe Del Mare;89 Macdougal Street;New York, NY, 10012;89 MacDougal St
Caffe Emilia;139 1st Avenue;New York, NY, 10009;139 1st Avenue
Caffe Grazie;26 East 84th Street;New York, NY, 10028;26 E 84th St
Caffe Linda;145 East 49th Street;New York, NY, 10017;145 E 49th St
Caffe Med;1268 2nd Avenue;New York, NY, 10021;1268 2nd Ave
Caffe Napoli;191 Hester Street;New York, NY, 10013;191 Hester St
Caffe Pepe Rosso;149 Sullivan Street;New York, NY, 10012;149 Sullivan St
Caffe Pepe Rosso;Grand Central, Lower Level;New York, NY, 10017;89 E 42nd St
Caffe Raffaella;134 7th Avenue South;New York, NY, 10014;134 7th Ave S
Caffe Reggio;119 MacDougal Street;New York, NY, 10012;119 MacDougal St
Caffe Torino;139 West 10TH ST;New York, NY, 10014;139 W 10th St
Caffe Vivaldi;32 Jones Street Streete 1;New York, NY, 10014;32 Jones St
Café Botanica;Jumeirah Essex House, 160 Central Park South;New York, NY, 10019;160 Central Park S
Café Boulud;Surrey Hotel, 20 East 76th Street;New York, NY, 10021;20 E 76th St
Café De Bruxelles;118 Greenwich Avenue;New York, NY, 10014;118 Greenwich Ave
Café Deville;103 3rd Avenue;New York, NY, 10003;103 3rd Ave
Café Du Soleil;2723 Broadway;New York, NY, 10025;2723 Broadway
Café Evergreen;1288 1st Avenue;New York, NY, 10021;1288 1st Avenue
Café Fiorello;1900 Broadway;New York, NY, 10023;1900 Broadway
Café Frida;368 Columbus Avenue;New York, NY, 10024;368 Columbus Ave
Café Gray (CLOSED);10 Columbus Circle;New York, NY, 10019;10 Columbus Cir
Café Luxembourg;200 West 70th Street;New York, NY, 10023;200 W 70th St
Café Mingala;1393 2nd Avenue;New York, NY, 10021;1393 2nd Ave
Café Mogador;101 St. Mark's Place;New York, NY, 10009;101 St Marks Pl
Café Mozart;154 West 70th Street;New York, NY, 10023;154 W 70th St
Café Pierre;2 East 61st Street;New York, NY, 10021;2 E 61st St
Café Rakka;38 Avenue B;New York, NY, 10009;38 Avenue B
Café Rakka;81 St Mark's Place;New York, NY, 10003;81 St Marks Pl
Café Soleil;1016 2nd Avenue;New York, NY, 10022;1016 2nd Ave
Café Spice Express;109 East 42nd St;New York, NY, 10017;109 E 42nd St
Café Viva;2578 Broadway;New York, NY, 10025;2578 Broadway
Calcutta;334 East 5th Street,;New York, NY, 10003;334 E 5th St
Caliban;360 3rd Avenue at 26th Street;New York, NY, 10016;360 3rd Avenue at 26th Street
Calidad Latina;132 9th Avenue;New York, NY, 10011;132 9th Ave
Calle Ocho;446 Columbus Avenue;New York, NY, 10024;446 Columbus Ave
CamaJe;85 MacDougal Street;New York, NY, 10012;85 MacDougal St
Camaradas el barrio;2241 1st Avenue;New York, NY, 10029;2241 1st Avenue
Cambalache;406 East 64th Street;New York, NY, 10021;406 E 64th St
Caminito;1664 Park Avenue;New York, NY, 10035;1664 Park Ave
Campagnola;1382 1st Avenue;New York, NY, 10021;1382 1st Avenue
Canaletto;208 East 60th Street;New York, NY, 10022;208 E 60th St
Canapa;45 East Houston Street at Norfolk Street;New York, NY,;45 East Houston Street at Norfolk Street
Cancun Restaurant;937 8th Avenue;New York, NY, 10019;937 8th Ave
Candela;116 East 16th Street;New York, NY, 10003;116 E 16th St
Candela Candela;92 West 2nd Avenue;New York, NY, 10003;92 2nd Ave
Candle Cafe;1307 3rd Avenue;New York, NY, 10021;1307 3rd Ave
Canteen;142 Mercer Street;New York, NY, 10012;142 Mercer St
Canton;45 Division Street;New York, NY, 10002;45 Division St
Cantoon Garden;22 Elizabeth Street;New York, NY,;22 Elizabeth St
Capital Grille;Chrysler Ctr.;New York, NY, 10017;Chrysler Ctr.
Capitale;130 Bowery;New York, NY, 10013;130 Bowery
Capri Ristorante Italiano;358 West 46th Street;New York, NY, 10036;358 W 46th St
Cara Mia;654 9th Avenue;New York, NY, 10036;654 9th Ave
Caracas Arepa Bar;91 East 7th Street;New York, NY, 10009;91 E 7th St
Caravan Of Dreams;405 East 6th Street;New York, NY, 10009;405 E 6th St
Caribbean Spice;402 West 44th Street;New York, NY, 10036;402 W 44th St
Caridad;18 East 33rd Street;New York, NY, 10016;18 E 33rd St
Caridad La Original;588 Amsterdam Avenue;New York, NY, 10024;588 Amsterdam Ave
Carino;1710 2nd Avenue;New York, NY, 10128;1710 2nd Ave
Carl's Steaks;79 Chambers Street;New York, NY, 10007;79 Chambers St
Carl's Steaks;507 3rd Avenue;New York, NY, 10016;507 3rd Ave
Carmine's;2450 Broadway;New York, NY, 10024;2450 Broadway
