restaurant;address1;address2;addressGoogle1
BBQ Pit;221 E 23rd St;Btwn 2nd & 3rd Ave;221 E 23rd St
BBQ Pit22;1 E 23rd St;;1 E 23rd St
BCD Tofu House;17 W 32nd St;;17 W 32nd St
BG Restaurant;754 5th Ave;At 57th St;754 5th Ave
BLT Burger;470 6th Ave;Btwn 11th & 12th St;470 6th Ave
BLT Fish;21 W 17th St;Btwn 5th & 6th Ave;21 W 17th St
BLT Fish Shack;21 W 17th St;Btwn 5th & 6th Ave;21 W 17th St
BLT Market;1430 6th Ave;At Central Park S;1430 6th Ave
BLT Prime;111 E 22nd St;Btwn Lex & Park Ave S;111 E 22nd St
BLT Steak;106 E 57th St;Btwn Park & Lexington Ave;106 E 57th St
BLVD - Bowery Bistro;199 Bowery;At Spring St;199 Bowery
BXL Cafe;125 W 43rd St;Btwn 6th & 7th Ave;125 W 43rd St
BXL East;210 E 51st St;;210 E 51st St
Babbo;110 Waverly Pl;Btwn 6th Ave & MacDougal St;110 Waverly Pl
Baby Bo's Cantina;627 2nd Ave;Btwn 34th & 35th St;627 2nd Ave
Baby Buddha;753 Washington St;At Bethune St;753 Washington St
Baby Buddha;65 Carmine St;Btwn 7 Av S & Bedford St;65 Carmine St
Babycakes;248 Broome St;Btwn Orchard & Ludlow St;248 Broome St
Bacaro;136 Division St;Btwn Orchard & Ludlow St;136 Division St
Back Forty;190 Avenue B;At 12th St;190 Avenue B
Back Stage Eatery;579 5th Ave;47th St Btwn 5th & Madison Ave;579 5th Ave
Backstage Delicatessen;807 Lexington Ave;Btwn 62nd & 63rd St;807 Lexington Ave
Bagatelle;409 W 13th St;Btwn Washington & Greenwich St;409 W 13th St
Bagel & Bean;1710 Broadway;Btwn 54th & 55th St;1710 Broadway
Bagel Basket;618 Amsterdam Ave;At 90th St;618 Amsterdam Ave
Bagel Bob's;1638 York Ave;At 86th St;1638 York Ave
Bagel Bob's;51 University Pl;Btwn 9th & 10th St;51 University Pl
Bagel Buffet;406 6th Ave;Btwn 8th & 9th St;406 6th Ave
Bagel Buffet;510 6th Ave;Btwn 13th & 14th St;510 6th Ave
Bagel Express;1804 2nd Ave;Btwn 93rd & 94th St;1804 2nd Ave
Bagel Maven Cafe;362 7th Ave;At 30th St;362 7th Ave
Bagel Talk;368 Amsterdam Ave;Btwn 77th & 78th St;368 Amsterdam Ave
Bagel Works;1229 1st Ave;Btwn 66th & 67th St;1229 1st Avenue
Bagels & Co.;393 Amsterdam Ave;At 79th St;393 Amsterdam Ave
Bagels & Co.;1428 York Ave;Btwn 75th & 76th St;1428 York Ave
Bagels & More;331 Lexington Ave;At 39th St;331 Lexington Ave
Bagels & Much More;70 Greenwich Ave;At 7th Ave & 11th St;70 Greenwich Ave
Bagels & Plus;243 W 38th St;Btwn 7th & 8th Ave;243 W 38th St
Bagels on the Square;7 Carmine St;At 6th Ave;7 Carmine St
Bagus Malaysia;1 Doyers St;Btwn Bowery & Division St;1 Doyers St
Bagus Malaysia (CLOSED);1 Doyers St;Btwn Bowery & Division St;1 Doyers St
Baker Street;1152 1st Ave;At 63rd St;1152 1st Avenue
Baldoria;249 W 49th St;Btwn 8th Ave & Bway;249 W 49th St
Bali Nusa Indah;651 9th Ave;Btwn 45th & 46th St;651 9th Ave
Balthazar;80 Spring St;Btwn Bway & Crosby St;80 Spring St
Baluchi's;90 W 3rd St;Btwn Sullivan & Thompson St;90 W 3rd St
Baluchi's;361 6th Ave;At Washington Pl;361 6th Ave
Baluchi's;329 3rd Ave;Btwn 24th & 25th St;329 3rd Ave
Baluchi's;193 Spring St;Btwn Sullivan & Thompson St;193 Spring St
Baluchi's;275 Greenwich St;Btwn Murray & Warren St;275 Greenwich St
Baluchi's;240 W 56th St;Btwn 8th Ave & Bway;240 W 56th St
Baluchi's;224 E 53rd St;Btwn 2nd & 3rd Ave;224 E 53rd St
Baluchi's;1724 2nd Ave;At 89th St;1724 2nd Ave
Bamboleo;170 Bleecker St;At Sullivan St;170 Bleecker St
Bamboo;52344 W 52nd St;Btwn 8th & 9th Ave;W 52nd St
Bamboo 52;344 W 52nd St;;344 W 52nd St
Bamboo House;104 2nd Ave;;104 2nd Ave
Bamboo House;493 2nd Ave;Btwn 27th & 28th St;493 2nd Ave
Bamboo House;37 6th Ave;;37 6th Ave
Bamiyan;358 3rd Ave;At 26th St;358 3rd Ave
Bamiyan35;8 3rd Ave;;8 3rd Ave
Bamn!;37 St Marks Pl;At 2nd Ave;37 St Marks Pl
Bamn! (CLOSED);37 St Marks Pl;;37 St Marks Pl
Banana Leaf;103 Lexington Ave;Btwn 27th & 28th St;103 Lexington Ave
Bangal Curry;111 Church St;Btwn Park Pl & Murray St;111 Church St
Bangkok Express No.;1349 1st Ave;Btwn 20th & 21st St;1349 1st Avenue
Bangkok Grand Palace;882 1st Ave;Btwn 49th & 50th St;882 1st Avenue
Bangkok House;360 W 46th St;Btwn 8th & 9th Ave;360 W 46th St
Banh Mi Saigon Bakery;138 Mott St;Btwn Grand & Hester St;138 Mott St
Banjara;97 1st Ave;At 6th St;97 1st Avenue
Banjara97;1st Ave;;1st Avenue
Bann;350 W 50th St;Btwn 8th & 9th Ave;350 W 50th St
Bann350 W;50th St;;W 50th St
Bao Noodles;391 2nd Ave;Btwn 22nd & 23rd St;391 2nd Ave
Baobab;120 W 116th St;Btwn 5th & Lenox Ave;120 W 116th St
Baobab120 W;116th St;;E 116th St
Baoguette;61 Lexington Ave;Btwn 25th & 26th St;61 Lexington Ave
Bar;8989 Mercer St;Btwn Spring & Broome St;Mercer St
Bar;6 0(Bar Six)502 6th Ave;;502 6th Ave
Bar;6 (Bar Six)502 6th Ave;Btwn 12th & 13th St;502 6th Ave
Bar & Grill;40 E 4th St;;40 E 4th St
Bar & Lounge;420 Amsterdam Ave;At 80th St;420 Amsterdam Ave
Bar Americain;152 W 52nd St;Btwn 6th & 7th Ave;152 W 52nd St
Bar Bao;100 W 82nd St;At Columbus Ave;100 W 82nd St
Bar Bao10;0 W 82nd St;;W 82nd St
Bar Baresco;191 7th Ave;Btwn 21st & 22nd St;191 7th Ave
Bar Blanc;142 W 10th St;Btwn Waverly Pl & Greenwich Ave;142 W 10th St
Bar Boulud;1900 Broadway;Btwn 63rd & 64th St;1900 Broadway
Bar Breton;254 5th Ave;Btwn 28th & 29th St;254 5th Ave
Bar Carerra;146 W Houston St;At Macdougal St;146 W Houston St
Bar Carrera;146 W Houston St;At Macdougal St;146 W Houston St
Bar Centrale;324 W 46th St;;324 W 46th St
Bar East;1733 1st Ave;;1733 1st Avenue
Bar Jamon;125 E 17th St;At Irving Pl;125 E 17th St
Bar Martignetti;406 Broome St;Btwn Lafayette & Centre St;406 Broome St
Bar Masa;10 Columbus Circle;At 60th St;10 Columbus Cir
Bar Milano;323 3rd Ave;At 24th St;323 3rd Ave
Bar Milano (CLOSED);323 3rd Ave;At 24th St;323 3rd Ave
Bar Pitti;268 6th Ave;Btwn Bleecker & Houston St;268 6th Ave
Bar Q;308 Bleecker St;Btwn Grove St & 7th Ave S;308 Bleecker St
Bar Q (CLOSED);308 Bleecker St;;308 Bleecker St
Bar Stuzzichini;928 Broadway;Btwn 21st & 22nd St;928 Broadway
Bar Veloce;175 2nd Ave;Btwn 11th & 12th St;175 2nd Ave
Bar Veloce;17 Cleveland Pl;Btwn Kenmare & Spring St;17 Cleveland Pl
Bar Veloce;176 7th Ave;Btwn 20th & 21st St;176 7th Ave
Bar and Books;636 Hudson St;At Horatio St;636 Hudson St
Bar and Books;1020 Lexington Ave;At 73rd St;1020 Lexington Ave
Bar.Vetro;222 E 58th St;Btwn 2nd & 3rd Ave;222 E 58th St
BarBossa;232 Elizabeth St;Btwn Houston & Prince St;232 Elizabeth St
Baraonda;1439 2nd Ave;At 75th St;1439 2nd Ave
Barbarini Alimentari;225 Front St;Btwn Peck Slip & Beekman St;225 Front St
Barbarini Mercato;227 Front St;Btwn Beekman St & Peck Slip;227 Front St
Barbes;19 E 36th St;At Madison Ave;19 E 36th St
Barbes19 E;36th St;;W 36th St
Barbetta;321 W 46th St;Btwn 8th & 9th Ave;321 W 46th St
Barbounia;250 Park Ave S;At 20th St;250 Park Ave S
Barbuto;775 Washington St;At W 12th St;775 Washington St
Barbuto77;5 Washington St;;5 Washington St
Barcelona Bar;923 8th Ave;Btwn 54th & 55th St;923 8th Ave
Barcibo Enoteca;2020 Broadway;At 69th St;2020 Broadway
Bardolino;1496 2nd Ave;At 78th St;1496 2nd Ave
Bari;529 Broadway;At Spring St;529 Broadway
Barking Dog;150 E 34th St;Btwn Lexington & 3rd Ave;150 E 34th St
Barking Dog;1453 York Ave;At 77th St;1453 York Ave
Barking Dog;1678 3rd Ave;At 94th St;1678 3rd Ave
Barmarche;14 Spring St;At Elizabeth St;14 Spring St
Barna;365 Park Ave S;At 26th St;365 Park Ave S
Barney Greengrass;541 Amsterdam Ave;At 86th St;541 Amsterdam Ave
Barocco Cafe;110 9th Ave;Btwn 17th & 18th St;110 9th Ave
Barocco Kitchen;42 Union Sq E;Btwn 16th & 17th St;42 Union Square E
Barocco Kitchen (CLOSED);42 Union Sq E;;42 Union Square E
Barolo;398 W Broadway;Btwn Spring & Broome St;398 W Broadway
Barrio Chino;253 Broome St;Btwn Orchard & Ludlow St;253 Broome St
Barrow Street Ale House;15 Barrow St;Btwn W 4th & 7th Ave S;15 Barrow St
Basera;745 9th Ave;Btwn 50th & 51st St;745 9th Ave
Basera745;9th Ave;;9th Ave
Basilica;676 9th Ave;Btwn 46th & 47th St;676 9th Ave
Basso;56234 W 56th St;At Bway;W 56th St
Basso5623;4 W 56th St;;4 W 56th St
Basta Pasta;37 W 17th St;Btwn 5th & 6th Ave;37 W 17th St
Batch;150B W 10th St;At Waverly Pl;150B W 10th St
Batch150B W;10th St;;W 10th St
Baton Rouge;458 W 145th St;Btwn Amsterdam & Convent Ave;458 W 145th St
Baton Rouge (CLOSED);458 W 145th St;;458 W 145th St
Battery Gardens;17 State St;At Pearl St;17 State St
Bawarchi;1149 1st Ave;At 63rd St;1149 1st Avenue
Bay Leaf;49 W 56th St;Btwn 5th & 6th Ave;49 W 56th St
Bayan Cafe;212 E 45th St;Btwn 2nd & 3rd Ave;212 E 45th St
Bayard St;1 Btwn Mott & Elizabeth St;;Elizabeth St
Bayard St;;Btwn Mott & Elizabeth St;
Bayard St;0 Btwn Mott & Elizabeth St;;199 Mott St
Bayard St;;;
Bayard's Ale House;533 Hudson St;At Charles St;533 Hudson St
Beach Cafe;1326 2nd Ave;At 70th St;1326 2nd Ave
Beacon;25 W 56th St;Btwn 5th & 6th Ave;25 W 56th St
Beacon25 W;56th St;;W 56th St
Beanocchio;1431 York Ave;At 76th St;1431 York Ave
Beard Papa's;5 Carmine St;At 6th Ave;5 Carmine St
Beard Papa's;740 Broadway;At Astor Pl;740 Broadway
Beard Papa's;2167 Broadway;Btwn 76th & 77th St;2167 Broadway
Becco;355 W 46th St;Btwn 8th & 9th Ave;355 W 46th St
Becco355 W;46th St;;W 46th St
Beckett's;81 Pearl St;Btwn Broad St & Hanover Pl;81 Pearl St
Becky's;1156 1st Ave;Btwn 63rd & 64th St;1156 1st Avenue
Becky's11;56 1st Ave;;56 1st Avenue
Beer Bar at Cafe Centro;200 Park Ave;At 45th St & Vanderbilt Ave;MetLife Building
Beijing Wok;1324 2nd Ave;Btwn 69th & 70th St;1324 2nd Ave
Belcourt;84 E 4th St;At 2nd Ave;84 E 4th St
Bella Blu;967 Lexington Ave;Btwn 70th & 71st St;967 Lexington Ave
Bella Cucina;1293 Lexington Ave;At 87th St;1293 Lexington Ave
Bella Luna;584 Columbus Ave;Btwn 88th & 89th St;584 Columbus Ave
Bella Luna;226 E 45th St;Btwn 2nd & 3rd Ave;226 E 45th St
Bella Napoli;150 W 49th St;Btwn 6th & 7th Ave;150 W 49th St
Bella Napoli;257 7th Ave;Btwn 24th & 25th St;257 7th Ave
Bella Napoli;130 Madison Ave;Btwn 30th & 31st St;130 Madison Ave
Bella Vita;211 W 43rd St;Btwn Bway & 8th Ave;211 W 43rd St
Bella Vita;158 W 58th St;Btwn 6th & 7th Ave;158 W 58th St
Bellavitae;24 Minetta Ln;Btwn 6th Ave & MacDougal St;24 Minetta Ln
Belle de Jour;259 Front St;Btwn Peck Slip & Dover St;259 Front St
Bellini;483 Columbus Ave;Btwn 83rd & 84th St;483 Columbus Ave
Bellini48;3 Columbus Ave;;3 Columbus Ave
Bello;863 9th Ave;At 56th St;863 9th Ave
Bello Giardino;71 W 71st St;Btwn CPW & Columbus Ave;71 W 71st St
Bello Sguardo;410 Amsterdam Ave;Btwn 79th & 80th St;410 Amsterdam Ave
Bello's;130 Saint Marks Pl;Btwn 1st Ave & Ave A;130 St Marks Pl
Bello's13;0 Saint Marks Pl;;0 Saint Marks Pl
Bello863;9th Ave;;9th Ave
Belly Delly Deli;1625 Broadway;Btwn 49th & 50th St;1625 Broadway
Belly Delly Deli (CLOSED);1625 Broadway;;1625 Broadway
Belmont Lounge;117 E 15th St;Btwn Irving Pl & Union Sq E;117 E 15th St
Belmora;139 E 57th St;At Lexington Ave;139 E 57th St
Belmora13;9 E 57th St;;9 E 57th St
Ben & Jack's Steakhouse;219 E 44th St;Btwn 2nd & 3rd Ave;219 E 44th St
Ben Ash Delicatessen;857 7th Ave;At 55th St;857 7th Ave
Ben Benson's Steak House;123 W 52nd St;Btwn 6th & 7th Ave;123 W 52nd St
Ben's Kosher Delicatessen;209 W 38th St;At 7th Ave;209 W 38th St
Ben's Pizza;123 Macdougal St;At W 3rd St;123 MacDougal St
Bengal Cafe;1028 Amsterdam Ave;Btwn 110th & 111th St;1028 Amsterdam Ave
Bengal Curry & Kabab;65 W Broadway;Btwn Murray & Warren St;65 W Broadway
Benihana;47 W 56th St;Btwn 5th & 6th Ave;47 W 56th St
Benito II;163 Mulberry St;Btwn Grand & Broome St;163 Mulberry St
Benito One;174 Mulberry St;Btwn Broome & Grand St;174 Mulberry St
Benjamin Restaurant & Bar;603 2nd Ave;At 33rd St;603 2nd Ave
Benjamin Steakhouse;52 E 41st St;Btwn Madison & Park Ave;52 E 41st St
Bennie's Thai Cafe;88 Fulton St;At Gold St;88 Fulton St
Benny's Burritos;93 Avenue A;At 6th St;93 Avenue A
Benny's Burritos;112 Greenwich Ave;Btwn Jane & W 13th St;112 Greenwich Ave
Benny's Lung Sheng Restaurant;906 Columbus Ave;Btwn 104th & 105th St;906 Columbus Ave
Benoit;66 W 55th St;Btwn 5th & 6th Ave;66 W 55th St
Benoit66 W;55th St;;W 55th St
Bentley Rooftop Restaurant;500 E 62nd St;At York Ave;500 E 62nd St
Benvenuto;950 Broadway;At 23rd St;950 Broadway
Beppe;45 E 22nd St;Btwn Bway & Park Ave S;45 E 22nd St
Beppe45 E;22nd St;;W 22nd St
Bereket;187 E Houston St;At Orchard St;187 E Houston St
Bereket18;7 E Houston St;;7 E Houston St
Berger's Delicatessen;2 E 39th St;Btwn Madison & 5th Ave;2 E 39th St
Berry Bistro;430 E 14th St;Btwn 1st Ave & Ave A;430 E 14th St
Berrywild;427 3rd Ave;Btwn 29th & 30th St;427 3rd Ave
Bespoke Chocolates;6 Extra Pl;Btwn 1st & 2nd St;6 Extra Pl
Best Burgers and Shakes;416 W 46th St;Btwn 9th & 10th Ave;416 W 46th St
Best Of The West;371 W 34th St;Corner of 9th Ave;371 W 34th St
Best Pizza on;1st1038 1st Ave;Btwn 56th & 57th St;1st Avenue
Best Taste;3609 Broadway;Btwn 148th & 149th St;3609 Broadway
Best Wingers Express;711 2nd Ave;Btwn 38th & 39th St;711 2nd Ave
Better Burger NYC;561 3rd Ave;At 37th St;561 3rd Ave
Better Burger NYC;587 9th Ave;At 42nd St;587 9th Ave
Better Burger NYC;178 8th Ave;At 19th St;178 8th Ave
Bettola;412 Amsterdam Ave;Btwn 79th & 80th St;412 Amsterdam Ave
Bettola41;2 Amsterdam Ave;;2 Amsterdam Ave
Beyoglu;1431 3rd Ave;At 81st St;1431 3rd Ave
Beyoglu14;31 3rd Ave;;31 3rd Ave
Beyond Thai Kitchen;133 W 3rd St;Btwn 6th Ave & MacDougal St;133 W 3rd St
Bianca;5 Bleecker St;At Bowery;5 Bleecker St
Bice Ristorante;7 E 54th St;Btwn Madison & 5th Ave;7 E 54th St
Biddy Early's;43 Murray St;Btwn Church St & W Bway;43 Murray Street
Big Apple Cafe & Deli;324 W 42nd St;Btwn 8th & 9th Ave;324 W 42nd St
Big Arc Chicken;233 1st Ave;Btwn 13th & 14th St;233 1st Avenue
Big Daddy's;1596 2nd Ave;At 83rd St;1596 2nd Ave
Big Daddy's;239 Park Ave S;Btwn 19th & 20th St;239 Park Ave S
Big Enchilada;28 E 12th St;Btwn 5th Ave & University Pl;28 E 12th St
Big Nick's;70 W 71st St;At Columbus Ave;70 W 71st St
Big Nick's;2175 Broadway;At 77th St;2175 Broadway
Big Wing Wong Restaurant;102 Mott St;Btwn Canal & Hester St;102 Mott St
Big Wong King;67 Mott St;Btwn Bayard & Canal St;67 Mott St
Bill's;57 E 54th St;Btwn Madison & Park Ave;57 E 54th St
Bill's57 E;54th St;;W 54th St
Billie's Black;271 W 119th St;Btwn Frederick Douglass Blvd & St Nicholas;271 W 119th St
Billy's Bakery;184 9th Ave;At 21st St;184 9th Ave
Bin;71237 Columbus Ave;At 71st St;Columbus Ave
Biny;8 Thompson St;At Canal St;8 Thompson St
Birdies;149 1st Ave;Btwn 9th & 10th St;149 1st Avenue
Birdies14;9 1st Ave;;9 1st Avenue
Biricchino;260 W 29th St;Corner of 8th Ave;260 W 29th St
Bis. Co. Latte;667 10th Ave;At 47th St;667 10th Ave
Bistango;415 3rd Ave;At 29th St;415 3rd Ave
Bistecca Fiorentina;317 W 46th St;Btwn 8th & 9th Ave;317 W 46th St
Bistro;2 Go316 Lexington Ave;Btwn 38th & 39th St;2 Go316 Lexington Ave
Bistro;611113 1st Ave;At 61st St;1st Avenue
Bistro;6037 E 60th St;Btwn Madison & Park Ave;E 60th St
Bistro 2 Go;316 Lexington Ave;;316 Lexington Ave
Bistro 60;37 E 60th St;;37 E 60th St
Bistro 61;1113 1st Ave;;1113 1st Avenue
Bistro Cafe;320 Park Ave;51st St btwn Park & Madison Ave;320 Park Ave
Bistro Cassis;225 Columbus Ave;Btwn 70th & 71st St;225 Columbus Ave
Bistro Chat Noir;22 E 66th St;Btwn Madison & 5th Ave;22 E 66th St
Bistro Citron;473 Columbus Ave;Btwn 82nd & 83rd St;473 Columbus Ave
Bistro Desaret;227 E 56th St;Btwn 2nd & 3rd Ave;227 E 56th St
Bistro Le Steak;1309 3rd Ave;At 75th St;1309 3rd Ave
Bistro Les Amis;180 Spring St;At Thompson St;180 Spring St
Bistro Marketplace;9090 Park Ave;Btwn 39th & 40th St;9090 Park Ave
Bistro Marketplace;125 Park Ave;At 41st St;125 Park Ave
Bistro Marrakech;4959 Broadway;;4959 Broadway
Bistro Milano;1350 6th Ave;55th St btwn 5th 7 6th Ave;1350 6th Ave
Bistro New York;300 Park Ave;At 49th St;300 Park Ave
Bistro Ten;181018 Amsterdam Ave;At 110th St;Amsterdam Ave
Bistro du Nord;1312 Madison Ave;At 93rd St;1312 Madison Ave
Bistrouge;432 E 13th St;Btwn 1st Ave & Ave A;432 E 13th St
Bite Me Best;138 Ave C;Btwn 8th & 9th St;138 Loisaida Ave
Bits Bites & Baguettes;22 Park Pl;Btwn Church St & Broadway;22 Park Pl
Black Bear Lodge;274 3rd Ave;Btwn 21st & 22nd St;274 3rd Ave
Black Duck;122 E 28th St;Btwn Lexington & Park Ave S;122 E 28th St
Black Iron Burger Shop;540 E 5th St;Btwn Ave A & Ave B;540 E 5th St
Black Sheep;583 3rd Ave;At 38th St;583 3rd Ave
Blackstones Pub & Restaurant;245 E 55th St;Btwn 2nd & 3rd Ave;245 E 55th St
Blaggard's Pub;45 W 39th St;Btwn 5th & 6th Ave;45 W 39th St
Blaggard's Pub;8 W 38th St;Btwn 5th & 6th Ave;8 W 38th St
Blaggard's Pub;210 W 35th St;Btwn 7th & 8th Ave;210 W 35th St
Blake & Todd;7 W 47th St;Btwn 5th & 6th Ave;7 W 47th St
Blanquita Pizzeria;26 Macombs Pl;Btwn 150th & 151st St;26 Macombs Pl
Blarney Rock Pub;137 W 33rd St;Btwn 6th & 7th Ave;137 W 33rd St
Blarney Stone;11 Trinity Pl;Btwn Morris St & Exchange Alley;11 Trinity Pl
Blarney Stone Restaurant;121 Fulton St;Btwn Nassau & Dutch St;121 Fulton St
Blaue Gans;139 Duane St;Btwn W Bway & Church St;139 Duane St
Bleecker;17 Bleecker;btwn Bowery & Lafayette;17 Bleecker St
Bleecker (CLOSED);17 Bleecker;btwn Bowery & Lafayette;17 Bleecker St
Bleecker St;;Btwn MacDougal & Sullivan St;
Bleecker St;0 Btwn MacDougal & Sullivan St;;74-96 MacDougal St
Bleecker St;1 Btwn MacDougal & Sullivan St;;74-96 MacDougal St
Bleecker St;St;Btwn MacDougal & Sullivan St;St
Bleecker Street Pizza;69 7th Ave S;At Bleecker St;69 7th Ave S
Bleu Evolution;808 W 187th St;Btwn Pinehurst & Fort Washington Ave;808 W 187th St
Blind Pig;233 E 14th St;Btwn 2nd & 3rd Ave;233 E 14th St
Blockheads;250 Vesey St;Btwn N End Ave & W Side Hwy;250 Vesey St
Blockheads;499 3rd Ave;Btwn 33rd & 34th St;499 3rd Ave
Blockheads;1563 2nd Ave;Btwn 81st & 82nd St;1563 2nd Ave
Blockheads;954 2nd Ave;Btwn 50th & 51st St;954 2nd Ave
Blockheads;951 Amsterdam Ave;Btwn 106th & 107th St;951 Amsterdam Ave
Blockheads;322 W 50th St;Btwn 8th & 9th Ave;322 W 50th St
Blondie's;1770 2nd Ave;Btwn 92nd & 93rd St;1770 2nd Ave
Blondie's;212 W 79th St;Btwn Bway & Amsterdam Ave;212 W 79th St
Bloom's Delicatessen;350 Lexington Ave;At 40th St;350 Lexington Ave
Bloomingdale Road;2398 Broadway;At 88th St;2398 Broadway
Bloomingdale Road (CLOSED);2398 Broadway;;2398 Broadway
Blossom Gourmet Vegan;187 9th Ave;Btwn 21st & 22nd St;187 9th Ave
Blue;9 Burger92 3rd Ave;Btwn 12th & 13th St;3rd Ave
Blue & Gold;1075 1st Ave;Btwn 58th & 59th St;1075 1st Avenue
Blue 9 Burger;92 3rd Ave;;92 3rd Ave
Blue Bar at the Algonquin Hotel;59 W 44th St;Btwn 5th & 6th Ave;59 W 44th St
Blue Dog Coffee Co.;101 W 25th St;Btwn 6th & 7th Ave;101 W 25th St
Blue Fin;1567 Broadway;At 47th St;1567 Broadway
Blue Flowers;5 E 47th St;Btwn 5th & Madison Ave;5 E 47th St
Blue Ginger;106 8th Ave;Btwn 15th & 16th St;106 8th Ave
Blue Hill;75 Washington Pl;Btwn 6th Ave & MacDougal St;75 Washington Pl
Blue Moon;1444 1st Ave;At 75th St;1444 1st Avenue
Blue Note;131 W 3rd St;Btwn MacDougal St & 6th Ave;131 W 3rd St
Blue Owl;196 2nd Ave;Btwn 12th & 13th St;196 2nd Ave
Blue Point Seafood;662 9th Ave;At 46th St;662 9th Ave
Blue Point Seafood (CLOSED);662 9th Ave;;662 9th Ave
Blue Ribbon Bakery;33 Downing St;At Bedford St;33 Downing St
Blue Ribbon Brasserie;97 Sullivan St;Btwn Prince & Spring St;97 Sullivan St
Blue Ribbon Sushi;119 Sullivan St;Btwn Prince & Spring St;119 Sullivan St
Blue Ribbon Sushi Bar & Grill;6 Columbus Circle;58th St btwn 8th & 9th Ave;6 Columbus Cir
Blue Ribbon Sushi Bar & Grill;308 W 58th St;;308 W 58th St
Blue Smoke;116 E 27th St;Btwn Lexington & Park Ave;116 E 27th St
Blue Spoon Coffee Company;76 Chambers St;Btwn Bway & Church St;76 Chambers St
Blue Valley;570 6th Ave;Btwn 15th & 16th St;570 6th Ave
Blue Water Grill;31 Union Sq W;At 16th St;31 Union Square W
Bo Bo Garden;1351 St. Nicholas Ave;Btwn 177th & 178th St;1351 St Nicholas Ave
Bo Ky Restaurant;80 Bayard St;Btwn Mulberry & Mott St;80 Bayard St
Boat Basin CafeW;79th St & Hudson River 0;;W 79th St
Boat Basin CafeW;79th St & Hudson River;;W 79th St
Bobby Van's Grill;135 W 50th St;Btwn 6th & 7th Ave;135 W 50th St
Bobby Van's Grill;25 Broad St;At Exchange Pl;25 Broad St
Bobby Van's Steakhouse;131 E 54th St;Btwn Park & Lex Ave;131 E 54th St
Bobby Van's Steakhouse;230 Park Ave;At 46th St;The Helmsley Building
Boca Chica;13 1st Ave;At 1st St;13 1st Avenue
Bocca;135 W 50th St;Btwn 6th & 7th Ave;135 W 50th St
Bocca;39 E 19th St;Btwn Bway & Park Ave S;39 E 19th St
Bocca di Bacco;828 9th Ave;Btwn 54th & 55th St;828 9th Ave
Bocca135 W;50th St;;W 50th St
Bocca39 E;19th St;;W 19th St
Bodrum Mediterranean;584 Amsterdam Ave;Btwn 88th & 89th St;584 Amsterdam Ave
Bogart's;99 Park Ave;At 40th St;99 Park Avenue Office Building
Boi;246 E 44th St;Btwn 2nd & 3rd Ave;246 E 44th St
Boi To Go;800 2nd Ave;Btwn 42nd & 43rd St;800 2nd Ave
Boi246 E;44th St;;W 44th St
Bombay Bistro;155 E 52nd St;;155 E 52nd St
Bombay Eats;314 W 52nd St;Btwn 8th & 9th Ave;314 W 52nd St
Bombay Express;764 9th Ave;Btwn 51st & 52nd St;764 9th Ave
Bombay Garden;234 7th Ave;Btwn 23rd & 24th St;234 7th Ave
Bombay Grill;344 Lexington Ave;Btwn 39th & 40th St;344 Lexington Ave
Bombay Masala;148 W 49th St;Btwn 6th & 7th Ave;148 W 49th St
Bombay Palace;30 W 52nd St;Btwn 5th & 6th Ave;30 W 52nd St
Bombay Talkie;189 9th Ave;Btwn 21st & 22nd St;189 9th Ave
Bon Bon Chicken;98 Chambers St;Btwn Broadway & Church St;98 Chambers St
Bon Vivant Diner;820 Broadway;Btwn 11th & 12th St;820 Broadway
Bona Fides;60 2nd Ave;Btwn 3rd & 4th St;60 2nd Ave
Bond;45154 W 45th St;Btwn 6th & 7th Ave;W 45th St
Bond 4515;4 W 45th St;;4 W 45th St
Bond St.;6 Bond St;Btwn Bway & Lafayette St;6 Bond St
Bondi Road;153 Rivington St;Btwn Suffolk & Clinton St;153 Rivington St
Bone Lick Park;75 Greenwich Ave;Btwn 7th Ave S & Bank St;75 Greenwich Ave
Bongo;299 10th Ave;Btwn 27th & 28th St;299 10th Ave
Bongo299;10th Ave;;10th Ave
Bonjoo;107 1st Ave;Btwn 6th & 7th St;107 1st Avenue
Bonjoo107;1st Ave;;1st Avenue
Bono's Cafe;35 E 28th St;Btwn Park & Madison Ave;35 E 28th St
Bonobo's;18 E 23rd St;Btwn Bway & Park Ave S;18 E 23rd St
Bonsignour;35 Jane St;Btwn 8th Ave & Hudson St;35 Jane St
Books and Bagels;121 W 19th St;;121 W 19th St
Boom;152 Spring St;Btwn Wooster St & W Bway;152 Spring St
Booster Juice;30 Rockefeller Center;Btwn 49th & 50th St;Rockefeller Plaza
Booster Juice;1279 1st Ave;At 69th St;1279 1st Avenue
Boqueria;53 W 19th St;Btwn 5th & 6th Ave;53 W 19th St
Boqueria;171 Spring St;Btwn Thompson St & W Broadway;171 Spring St
Border Burrito;81 3rd Ave;At 11th St;81 3rd Ave
Border Burrito (CLOSED);81 3rd Ave;;81 3rd Ave
Borgo Antico;22 E 13th St;Btwn 5th Ave & University Pl;22 E 13th St
Bossa Nova Brazil;772 9th Ave;;772 9th Ave
Bottega Del Vino;7 E 59th St;At 5th Ave;7 E 59th St
Bottino;246 10th Ave;Btwn 24th & 25th St;246 10th Ave
Bottino24;6 10th Ave;;6 10th Ave
