0_restaurant;0_neighborhood;0_address;0_addressGoogle;0_country;0_country_code;0_type;0_cost;0_type_r;1_restaurant;1_neighborhood;1_address;1_addressGoogle;1_country;1_country_code;1_type;1_cost;1_type_r
Telephone Bar & Grill;E. Village;;nan;;;;;;Telephone Bar and Grill;East Village;149 2nd Ave;149 2nd Ave;New York;NY;;;American
Tello;Chelsea;263 W 19th St;263 W 19th St;New York;NY;;$$;Italian;Tello's Ristorante;Chelsea;263 W 19th St.;263 W 19th St;New York;NY;;;nan
Vico;Upper E. Side;1302 Madison Ave;1302 Madison Ave;New York;NY;;$$$;Italian;Vico Madison Av Ristorante;Upper East Side;1302 Madison Ave;1302 Madison Ave;New York;NY;;;Italian
Vico;Upper East Side;1302 Madison Ave;1302 Madison Ave;New York;NY;;$$$;Italian;Vico Madison Av Ristorante;Upper East Side;1302 Madison Ave;1302 Madison Ave;New York;NY;;;Italian
dell'anima;West Village;;nan;;;;;;dell’anima;West Village; 38 Eighth Ave-at Jane St;38 8th Ave;New York;NY;Italian;;
Ammos;Midtown East;52 Vanderbilt Ave;52 Vanderbilt Ave;New York;NY;;$$$;Greek;Ammos Estiatorio;Midtown East;52 Vanderbilt Avenue;52 Vanderbilt Ave;New York;NY;;;Greek
Bond St;East Village;;6 Bond St;;;;;;Bond St.;nan;6 Bond St-Btwn Bway & Lafayette St;6 Bond St;New York;NY;;;nan
Chikalicious;East Village;203 E 10th St;203 E 10th St;New York;NY;;$;American;Chikalicious Dessert Bar;East Village;203 E 10th St.;203 E 10th St;New York;NY;;;nan
Gordon Ramsay at The London;Midtown West;;151 W 54th St;;;;;;Gordon Ramsay at the London;;151 W 54th St-Btwn 6th & 7th Ave;151 W 54th St;;NY;;;
Gordon Ramsay at The London;Midtown West;The London NYC;151 W 54th St;New York;NY;;$$$$$;French;Gordon Ramsay at the London;;151 W 54th St-Btwn 6th & 7th Ave;151 W 54th St;;NY;;;
Lugo Caffe;Midtown West;;nan;;;;;;Lugo Caffè;Midtown West;1 Penn Plaza -33rd Stat Eighth Ave;;New York;NY;Italian;;
Mas (Farmhouse);Greenwich Village;39 Downing St;39 Downing St;New York;NY;;$$$$;American;Mas (farmhouse);;39 Downing St-At Bedford St;39 Downing St;;NY;;;
Papillon Bistro;Midtown East;;22 E 54th St;;;;;;Papillon Bistro and Bar;Midtown East;22 East 54th Street;22 E 54th St;New York;NY;;;French
Rhong Tiam;Greenwich Village;;541 LaGuardia Pl btwn W 3rd and...;;;;;;Rhong-Tiam;Greenwich Village; 541 La Guardia Pl-between Bleecker and W 3rd Sts;541 LaGuardia Pl;New York;NY;Thai;;
Shula's;Midtown West;270 W 43rd St;270 W 43rd St;New York;NY;;$$$$;American;Shula's Steak House;Midtown West;270 W. 43rd St. at 8th Ave.;270 W 43rd St;New York;NY;;;Steakhouses
Suba;Lower E. Side;109 Ludlow St;109 Ludlow St;New York;NY;;$$$;Spanish;Suba (CLOSED);Lower East Side;109 Ludlow St-;109 Ludlow St;New York;NY;;;Spanish
Symposium;Upper West Side;;544 W 113th St;;;;;;Symposium Greek Restaurant;Upper West Side;544 West 113th Street Frnt;544 W 113th St;New York;NY;;;Greek
Tides;Lower East Side;;The Back Room;;;;;;Tides Seafood;Lower East Side;102 Norfolk St-Btwn Delancey & Rivington St;The Back Room;New York;NY;;;Seafood
Apizz;Lower E. Side;217 Eldridge St;217 Eldridge St;New York;NY;;$$$;Italian;Apizz Restaurant;Lower East Side;217 Eldridge Street;217 Eldridge St;New York;NY;;;Italian
Aquavit;Midtown East;65 East 55th Street;65 E 55th St;New York;NY;;$$$$;Scandinavian;Aquavit Cafe;Midtown West;65 E 55th St-Btwn Park & Madison Ave;65 E 55th St;New York;NY;;;Eclectic
Arqua;Tribeca;281 Church Street;281 Church St;New York;NY;;$$$;Italian;Arqua Restaurant;Tribeca;281 Church Street;281 Church St;New York;NY;;;Italian
Banjara;E. Village;97 First Ave;97 1st Avenue;New York;NY;;$$;Indian;Banjara Indian Restaurant;East Village;97 1st Ave;97 1st Avenue;New York;NY;;;Indian
Barney Greengrass;Upper W. Side;541 Amsterdam Ave;541 Amsterdam Ave;New York;NY;;$;Deli;Barney Greengrass Inc;Upper West Side;541 Amsterdam Ave;541 Amsterdam Ave;New York;NY;;;American
Bouley;Tribeca;120 West Broadway;120 W Broadway;New York;NY;;$$$$$;French;Bouley Bakery Restaurant;Tribeca;120 West Broadway;120 W Broadway;New York;NY;;;Food or Beverage Shop
Canyon Road;Upper E. Side;1470 First Avenue;1470 1st Avenue;New York;NY;;$$;Southwestern;Canyon Road Bar & Grill;Upper East Side;1470 1st Avenue;1470 1st Avenue;New York;NY;;;American Regional
Caracas Arepa Bar;E. Village;91 East 7th St;91 E 7th St;New York;NY;;$;South American;Caracas Arepa Bar To Go;East Village;91 E 7th St-Btwn 1st Ave & Ave A;91 E 7th St;New York;NY;;;Latin American: Venezuelan
Casimir;E. Village;103-105 Ave B;103 Avenue B;New York;NY;;$$;French;Casimir Restaurant;East Village;103 Avenue B;103 Avenue B;New York;NY;;;French
Celeste;Upper W. Side;502 Amsterdam Ave;502 Amsterdam Ave;New York;NY;;$$;Italian;Celeste Restaurant;Upper West Side;502 Amsterdam Av;502 Amsterdam Ave;New York;NY;;;Italian
Compass Restaurant - New York;Upper West Side;208 W 70th Street;208 W 70th St;New York;NY;;$$$;American;Compass Restaurant New York;Upper West Side;208 West 70th Street;208 W 70th St;New York;NY;;;American Creative
Compass Restaurant - New York;Upper West Side;;nan;;;;;;Compass Restaurant New York;Upper West Side;208 West 70th Street;208 W 70th St;New York;NY;;;American Creative
Coppola's Pizzeria Restaurant;Upper W. Side;206 W 79th St;206 W 79th St;New York;NY;;$$;Italian;Coppolas Pizzeria Restaurant;Upper West Side;206 W 79th St;206 W 79th St;New York;NY;;;Italian
Geisha;Upper E. Side;33 E 61st St;33 E 61st St;New York;NY;;$$$$;Japanese;Geisha Restaurant;Upper East Side;33 East 61st Street;33 E 61st St;New York;NY;;;Asian: Pan-Asian
Gennaro;Upper W. Side;665 Amsterdam Ave;665 Amsterdam Ave;New York;NY;;$$;Italian;Gennaro Restaurant;Upper West Side;665 Amsterdam Ave;665 Amsterdam Ave;New York;NY;;;Italian
Greenwich Grill;Tribeca;428 Greenwich St;428 Greenwich St;New York;NY;;$$$;Californian;Greenwich Grill & Sushi Azabu;Tribeca;428 Greenwich St-Btwn Laight & Vestry St;428 Greenwich St;New York;NY;;;Eclectic
Jules;E. Village;65 St Marks Pl;65 St Marks Pl;New York;NY;;$$;French;Jules Bistro;East Village;65 St. Marks Place;65 St Marks Pl;New York;NY;;;French
Kefi;Upper W. Side;222 W. 79th St.;222 W 79th St;New York;NY;;$$$;Greek;Kefi (CLOSED);Upper West Side; 222 W 79th St-between Amsterdam Ave and Broadway;222 W 79th St;New York;NY;Greek;;
La Goulue (CLOSING APRIL 2009);Upper E. Side;746 Madison Ave;746 Madison Ave;New York;NY;;$$$;French;La Goulue Restaurant;Upper East Side;746 Madison Avenue;746 Madison Ave;New York;NY;;;French
La Grenouille;Midtown West;3 E 52nd St;3 E 52nd St;New York;NY;;$$$$;French;La Grenouille Restaurant;Midtown East;3 E 52nd St;3 E 52nd St;New York;NY;;;French
Pylos;E. Village;128 E Seventh St;128 E 7th St;New York;NY;;$$;Greek;Pylos Restaurant;East Village;128 East 7;128 E 7th St;New York;NY;;;Greek
Savann;Upper W. Side;414 Amsterdam Ave;414 Amsterdam Ave;New York;NY;;$$;French;Savann Restaurant;Upper West Side;414 Amsterdam Ave;414 Amsterdam Ave;New York;NY;;;French
Tribeca Grill;Tribeca;375 Greenwich St;375 Greenwich St;New York;NY;;$$$;American;Tribeca Grill Reservations;Tribeca;375 Greenwich St;375 Greenwich St;New York;NY;;;American
Turkuaz (CLOSED);Upper West Side;;2637 Broadway;;;;;;Turkuaz Fine Turkish Cuisine;Upper West Side;2637 Broadway;2637 Broadway;New York;NY;;;Turkish
Turkuaz (CLOSED);Upper West Side;;2637 Broadway;;;;;;Turkuaz Fine Turkish Cuisine;Upper West Side;2637 Broadway;2637 Broadway;New York;NY;;;Turkish
Elephant & Castle;W. Village;;nan;;;;;;Elephant Castles;West Village;68 Greenwich Avenue;68 Greenwich Ave;New York;NY;;;American
Elephant & Castle;West Village;The, 58 E First St;58 E 1st St;New York;NY;;$$;French;Elephant Castles;West Village;68 Greenwich Avenue;68 Greenwich Ave;New York;NY;;;American
Lucky Cheng's;E. Village;;nan;;;;;;Lucky Chengs;East Village;24 First Avenue;24 1st Avenue;New York;NY;;;Asian: Pan-Asian
Manhattan Bistro;SoHo;;129 Spring St btwn Greene and Wooster...;;;;;;Manhattan Bistro Inc;Soho;129 Spring St;129 Spring St;New York;NY;;;French
Vince & Eddie's;Upper W. Side;;nan;;;;;;Vince & Ediies;Upper West Side;70 W 68th St;70 W 68th St;New York;NY;;;American
Yaffa Cafe;E. Village;;nan;;;;;;Yaffa Café;East Village;97 St. Marks Pl.;97 St Marks Pl;New York;NY;;;American
Teany;Lower East Side;;90 Rivington St;;;;;;Teany Cafe;Lower East Side;90 Rivington Street;90 Rivington St;New York;NY;;;Cafés
Boi To Go;Midtown East;246 East 44th Street;800 2nd Ave;New York;NY;;$$;Vietnamese;Boi to Go;nan;800 2nd Avenue;800 2nd Ave;New York;NY;;;nan
Amy Ruth's Home-Style Southern Cuisine;Harlem;113 W 116th St;113 W 116th St;New York;NY;;$;Southern;Amy Ruth's Restaurant;Harlem;113 West 116th Street;113 W 116th St;New York;NY;;;American Regional
Big Nick's Burger and Pizza Joint;Upper West Side;2175 Broadway;2175 Broadway;New York;NY;;$;American;Big Nick's Pizza;Upper West Side;2175 Broadway;2175 Broadway;New York;NY;;;American
Wondee Siam II;Midtown West;;nan;;;;;;Wondee Siam III;Midtown West; 641 Tenth Ave-between 45th and 46th Sts;641 Amsterdam Ave;New York;NY;Thai;;
Baraonda Restaurant;Upper E. Side;;nan;;;;;;Baraonda Restaurant Inc;Upper East Side;1439 2nd Avenue;1439 2nd Ave;New York;NY;;;Italian
Boca Chica Restaurant;E. Village;13 First Avenue;13 1st Avenue;New York;NY;;$;South American;Boca Chica Restrnt;East Village;13 1 Av;13 1st Avenue;New York;NY;;;Latin American
El Quijote Bar & Restaurant;Chelsea;226 W 23rd St;226 W 23rd St;New York;NY;;$$;Spanish;El Quijote Bar & Restaurant Inc;Chelsea;226 W 23rd St;226 W 23rd St;New York;NY;;;Spanish
Erminia Italian Restaurant;Upper E. Side;250 E 83rd St;250 E 83rd St;New York;NY;;$$$;Italian;Erminia Ristorante;Upper East Side;250 E 83rd St;250 E 83rd St;New York;NY;;;Italian
Haveli Restaurant;E. Village;100 Second Ave;100 2nd Ave;New York;NY;;$$;Indian;Haveli Restaurant Inc;East Village;100 2nd Ave;100 2nd Ave;New York;NY;;;Indian
Isabella's Restaurant;Upper W. Side;359 Columbus Ave;359 Columbus Ave;New York;NY;;$$;American;Isabellas Restaurant;Upper West Side;359 Columbus Ave;359 Columbus Ave;New York;NY;;;Mediterranean
Maz Mezcal Mexican Restaurant;Upper E. Side;;nan;;;;;;Maz Mezcal Mexican Restrnt;Upper East Side;316 East 86;316 East 86th St;New York;NY;;;Mexican
Nello's;Upper E. Side;;nan;;;;;;Nellos;Upper East Side;696 Madison Ave;696 Madison Ave;New York;NY;;;Italian
BLT Steak Bistro Laurent Tourondel;Midtown East;106 E 57th St;106 E 57th St;New York;NY;;$$$$$;Steakhouse;BLT Steak, Bistro Laurent Tourondel;Midtown East;106 East 57th Street;106 E 57th St;New York;NY;;;Steakhouses
Capital Grille - New York City;Midtown East;155 E 42nd St;155 E 42nd St;New York;NY;;$$$$;Steakhouse;Capital Grille New York City;Midtown East;155 East 42nd Street;155 E 42nd St;New York;NY;;;Steakhouses
Old Homestead Restaurant;Meatpacking District;56 9th Ave;56 9th Ave;New York;NY;;$$$$;Steakhouse;Old Homestead Restaurant Inc;nan;56 9th Ave;56 9th Ave;New York;NY;;;nan
Sol Y Sombra - Manhattan;Upper West Side;462 Amsterdam Ave;462 Amsterdam Ave;New York;NY;;$;Spanish;Sol y Sombra;Upper West Side;462 Amsterdam Ave-At 82nd St;462 Amsterdam Ave;New York;NY;;;Spanish
Tagine Dining Gallery / Lounge;Midtown West;;nan;;;;;;Tagine Dining Gallery and Lounge;Midtown West;537 9th Avenue;537 9th Ave;New York;NY;;;Moroccan
The Modern - Dining Room;Midtown West;;nan;;;;;;The Modern Dining Room;Midtown West;9 West 53rd Street;9 W 53rd St;New York;NY;;;American Creative
Artichoke Basille’s Pizza and Brewery;East Village;;328 E 14th St;;;;;;Artichoke Pizza;East Village;328 E 14th St-Btwn 1st & 2nd Ave;328 E 14th St;New York;NY;;;Italian
Cub Room Cafe;SoHo;;nan;;;;;;Cub Room Café;Soho; 183 Prince St-at Sullivan St;183 Prince St;New York;NY;American;;
'Ino;Greenwich Village;21 Bedford St;21 Bedford St;New York;NY;Italian;$;;'Ino;West Village;21 Bedford St.;21 Bedford St;New York;NY;;;
'Inoteca;Lower East Side;98 Rivington St;98 Rivington St;New York;NY;Italian;$$;;'Inoteca;;98 Rivington Street;98 Rivington St;New York, NY, 10002;NY;;;
2 West;Financial District;2 West St;2 West St;New York;NY;American;$$$;;2 West;Financial District;Ritz-Carlton Battery Park Hotel -2 West Stat Battery Pl;;New York;NY;Steakhouses;;
21 Club;Midtown West;21 W 52nd St;21 W 52nd St;New York;NY;American;$$$;;21 Club;;21 W 52nd St;21 W 52nd St;New York;NY;;;
44;Midtown West;44 W 44th Street;44 W 44th St;New York;NY;American;$$$;;44;;44 W 44th St;44 W 44th St;New York;NY;;;
5 Napkin Burger;Hell's Kitchen;630 Ninth Ave;630 9th Ave;New York;NY;American;$$;;5 Napkin Burger;Midtown West; 630 Ninth Ave-at 45th St;630 9th Ave;New York;NY;American;;
A;Harlem;947 Columbus Ave;947 Columbus Ave;New York;NY;Caribbean;$;;A;West 100s;947 Columbus Ave.;947 Columbus Ave;New York;NY;;;
Abboccato;Midtown West;136 W 55th St;136 W 55th St;New York;NY;Italian;$$$$;;Abboccato;Midtown West; 138 W 55th St-between Sixth and Seventh Aves;138 W 55th St;New York;NY;Italian;;
Acqua;;718 Amsterdam Ave.;718 Amsterdam Ave;New York;NY;Italian;$$$$;;Acqua;Upper West Side; 718 Amsterdam Ave-at 95th St;718 Amsterdam Ave;New York;NY;Italian;;
Acqua;Upper West Side;;;;;;;;Acqua;Upper West Side; 718 Amsterdam Ave-at 95th St;718 Amsterdam Ave;New York;NY;Italian;;
Ada;Midtown East;208 E 58th Street;208 E 58th St;New York;NY;Indian;$$$;;Ada;;208 East 58th Street;208 E 58th St;New York;NY;;;
Aki;Greenwich Village;181 W Fourth St;181 West 4th Street;New York;NY;Caribbean;$$$;;Aki;West Village; 181 W 4th St-between Barrow and Jones Sts;181 West 4th Street;New York;NY;Japanese;;
Aki;West Village;;;;;;;;Aki;West Village; 181 W 4th St-between Barrow and Jones Sts;181 West 4th Street;New York;NY;Japanese;;
Ali Baba;Midtown East;212 E 34th St btwn Second and Third Aves;212 E 34th St;;;;;;Ali Baba;Midtown East; 212 E 34th St-between Second and Third Aves;212 E 34th St;New York;NY;Turkish;;
Allegretti;Flatiron;46 West 22nd St;46 W 22nd St;New York;NY;French;$$$$;;Allegretti;Gramercy/Flatiron; 46 W 22nd St-at Sixth Ave;46 W 22nd St;New York;NY;French;;
Allegretti;Gramercy / Flatiron;;;;;;;;Allegretti;Gramercy/Flatiron; 46 W 22nd St-at Sixth Ave;46 W 22nd St;New York;NY;French;;
Almond;Flatiron;12 E 22nd Street;12 E 22nd St;New York;NY;French;$$$$$;;Almond;Gramercy/Flatiron; 12 E 22nd St-between Broadway and Park Ave South;12 E 22nd St;New York;NY;French;;
Almond;Gramercy / Flatiron;;;;;;;;Almond;Gramercy/Flatiron; 12 E 22nd St-between Broadway and Park Ave South;12 E 22nd St;New York;NY;French;;
Alto;Midtown East;520 Madison Ave;520 Madison Ave;New York;NY;Italian;$$$$$;;Alto;Midtown East; 11 E 53rd St-;11 E 53rd St;New York;NY;Italian;;
Amazing 66;Chinatown;66 Mott Street;66 Mott St;New York;NY;Chinese;$$;;Amazing 66;Chinatown;66 Mott St.;66 Mott St;New York;NY;;;
Amber;;1406 Third Ave.;1406 3rd Ave;New York;NY;Pan-Asian;$$;;Amber;Upper East Side; 1406 Third Ave-at 80th St;1406 3rd Ave;New York;NY;Japanese;;
Amber;Upper East Side;;1406 3rd Ave;;;;;;Amber;Upper East Side; 1406 Third Ave-at 80th St;1406 3rd Ave;New York;NY;Japanese;;
Angelo & Maxies Steakhouse;Midtown West;233 Park Ave South (19th St);233 Park Ave S;New York;NY;Steakhouse;$$$;;Angelo & Maxies Steakhouse;Gramercy/Flatiron;233 Park Avenue South;233 Park Ave S;New York;NY;;;Steakhouses
Apiary;East Village;60 Third Ave.;60 3rd Ave;New York;NY;American;$$$$;;Apiary;East Village; 60 Third Ave-between 10th and 11th Sts;60 3rd Ave;New York;NY;American;;
Aquagrill;SOHO;210 Spring St;210 Spring St;New York;NY;Seafood;$$$$;;Aquagrill;Soho; 210 Spring St-at Sixth Ave;210 Spring St;New York;NY;Seafood;;
Aquagrill;SoHo;;210 Spring St;;;;;;Aquagrill;Soho; 210 Spring St-at Sixth Ave;210 Spring St;New York;NY;Seafood;;
Asia De Cuba;Murray Hill;237 Madison Ave;237 Madison Ave;New York;NY;Asian;$$$$;;Asia De Cuba;;Morgans Hotel 237 Madison Avenue;237 Madison Ave;New York, NY, 10016;NY;;;
Asiakan;Upper West Side;710 Amsterdam Ave.;710 Amsterdam Ave;New York;NY;Pan-Asian;$;;Asiakan;Upper West Side; 710 Amsterdam Ave-between 94th and 95th Sts;710 Amsterdam Ave;New York;NY;Asian: Pan-Asian;;
Aspen;;30 W 22nd St;30 W 22nd St;New York;NY;;;;Aspen;Gramercy/Flatiron; 30 W 22nd St-between Fifth and Sixth Aves;30 W 22nd St;New York;NY;American Creative;;
Aspen;Gramercy / Flatiron;;;;;;;;Aspen;Gramercy/Flatiron; 30 W 22nd St-between Fifth and Sixth Aves;30 W 22nd St;New York;NY;American Creative;;
Aspen Social Club;Midtown West;157 W 47th St;157 W 47th St;New York;NY;American;$$$$;;Aspen Social Club;Midtown West; 157 W 47th St-between Sixth and Seventh Aves;157 W 47th St;New York;NY;American;;
Baldoria;Midtown West;249 West 49th Street;249 W 49th St;New York;NY;Italian;$$$$;;Baldoria;Midtown West; 249 W 49th St-between Broadway and Eighth Ave;249 W 49th St;New York;NY;Italian;;
Bali Nusa Indah Restaurant Inc;;651 9th Ave;651 9th Ave;New York;NY;Indonesian;;;Bali Nusa Indah Restaurant Inc;Midtown West;651 9th Avenue Frnt;651 9th Ave;New York;NY;;;Asian: Indonesian
Balthazar;SOHO;80 Spring Street;80 Spring St;New York;NY;French;$$$;;Balthazar;Soho; 80 Spring St-between Broadway and Crosby St;80 Spring St;New York;NY;French;;
Balthazar;SoHo;;nan;;;;;;Balthazar;Soho; 80 Spring St-between Broadway and Crosby St;80 Spring St;New York;NY;French;;
Bar Americain;Midtown West;152 W 52nd St;152 W 52nd St;New York;NY;American;$$$$;;Bar Americain;Midtown West; 152 W 52nd St-between Sixth and Seventh Aves;152 W 52nd St;New York;NY;American Regional;;
Bar Martignetti;;406 Broome St.;406 Broome St;New York;NY;;;;Bar Martignetti;Chinatown/Little Italy; 406 Broome St-at Cleveland Pl;406 Broome St;New York;NY;French;;
Barolo;SOHO;398 West Broadway;398 W Broadway;New York;NY;Italian;$$$;;Barolo;Soho; 398 West Broadway-between Broome and Spring Sts;398 W Broadway;New York;NY;Italian;;
Barolo;SoHo;;nan;;;;;;Barolo;Soho; 398 West Broadway-between Broome and Spring Sts;398 W Broadway;New York;NY;Italian;;
Bay Leaf;Midtown West;49 W 56th Street;49 W 56th St;New York;NY;Indian;$$;;Bay Leaf;Midtown West; 49 W 56th St-between Fifth and Sixth Aves;49 W 56th St;New York;NY;Indian;;
Beacon;Midtown West;25 West 56th St (Between 5th & 6th Avenues);25 W 56th St;New York;NY;American;$$$$;;Beacon;Midtown West; 25 W 56th St-between Fifth and Sixth Aves;25 W 56th St;New York;NY;American;;
Bellavitae;Greenwich Village;21 Minetta Ln;21 Minetta Ln;New York;NY;Italian;$$$;;Bellavitae;Greenwich Village; 24 Minetta Ln-at Sixth Ave;24 Minetta Ln;New York;NY;Italian;;
Bello;;863 Ninth Ave;863 9th Ave;New York;NY;;;;Bello;;863 9th Ave-At 56th St;863 9th Ave;;NY;;;
Bistro Citron;;473 Columbus Ave.;473 Columbus Ave;New York;NY;;;;Bistro Citron;Upper West Side; 473 Columbus Ave-between 82nd and 83rd Sts;473 Columbus Ave;New York;NY;French;;
Bistro Citron;Upper West Side;;nan;;;;;;Bistro Citron;Upper West Side; 473 Columbus Ave-between 82nd and 83rd Sts;473 Columbus Ave;New York;NY;French;;
Bistro Les Amis;SOHO;180 Spring St/Thompson;180 Spring St;New York;NY;French;$$;;Bistro Les Amis;nan;180 Spring Street;180 Spring St;New York;NY;;;nan
Bloomingdale Road;;2398 Broadway;2398 Broadway;New York;NY;American;$$$;;Bloomingdale Road;Upper West Side; 2398 Broadway-at 88th St;2398 Broadway;New York;NY;American;;
Blue Fin;Midtown West;1567 Broadway at 47th;1567 Broadway;New York;NY;Seafood;$$$;;Blue Fin;Midtown West;W Times Square Hotel -1567 Broadwayat 47th St;;New York;NY;Seafood;;
Blue Hill;Greenwich Village;75 Washington Place;75 Washington Pl;New York;NY;American;$$$$;;Blue Hill;Greenwich Village; 75 Washington Pl-between Washington Sq West and Sixth Ave;75 Washington Pl;New York;NY;American;;
Blue Ribbon;SOHO;97 Sullivan Street;97 Sullivan St;New York;NY;American;$$$;;Blue Ribbon;Soho; 97 Sullivan St-between Prince and Spring Sts;97 Sullivan St;New York;NY;American Creative;;
Blue Ribbon Bakery;Greenwich Village;33 Downing Street;33 Downing St;New York;NY;American;$$;;Blue Ribbon Bakery;West Village; 33 Downing St-at Bedford St;33 Downing St;New York;NY;Eclectic;;
Blue Ribbon Bakery;W. Village;;nan;;;;;;Blue Ribbon Bakery;West Village; 33 Downing St-at Bedford St;33 Downing St;New York;NY;Eclectic;;
Blue Ribbon Bakery;W. Village;;nan;;;;;;Blue Ribbon Bakery;West Village; 33 Downing St-at Bedford St;33 Downing St;New York;NY;Eclectic;;
Blue Ribbon Sushi;SOHO;119 Sullivan St;119 Sullivan St;New York;NY;Sushi;$$$;;Blue Ribbon Sushi;Soho; 119 Sullivan St-between Prince and Spring Sts;119 Sullivan St;New York;NY;Japanese;;
Blue Ribbon Sushi;Soho;;;;;;;;Blue Ribbon Sushi;Soho; 119 Sullivan St-between Prince and Spring Sts;119 Sullivan St;New York;NY;Japanese;;
Blue Water Grill;Union Square;31 Union Square West;31 Union Square W;New York;NY;Seafood;$$$;;Blue Water Grill;Gramercy/Flatiron; 31 Union Sq West-at 16th St;31 Union Square W;New York;NY;Seafood;;
Bluechili;Midtown West;251 W 51st St;251 W 51st St;New York;NY;Asian;$$;;Bluechili;Midtown West; 251 W 51st St-between Broadway and Eighth Ave;251 W 51st St;New York;NY;Asian: Pan-Asian;;
