restaurant;neighborhood;address;addressGoogle;country;country_code;type;cost;type_r
Degustation;East Village;239 E Fifth St;239 E 5th St;New York;NY;Spanish;$$$;
Del Frisco's;Midtown West;1221 Sixth Ave;1221 6th Ave;New York;NY;Steakhouse;$$$$;
Del Posto;Chelsea;85 10th Ave;85 10th Ave;New York;NY;Italian;$$$$$;
Delmonico's;Financial District;56 Beaver Street;56 Beaver St;New York;NY;American;$$$$$;
Delta Grill;Midtown West;700 Ninth Ave;700 9th Ave;New York;NY;Creole-Cajun;$$;
Demarchelier;;50 E. 86th St.;50 East 86th St;New York;NY;;;
Dervish Turkish;Midtown West;146 West 47th Street;146 W 47th St;New York;NY;Middle Eastern;$$;
Desnuda;East Village;122 E 7th St;122 E 7th St;New York;NY;Seafood;$$$;
Devi;Flatiron;8 E 18th St;8 E 18th St;New York;NY;Indian;$$$$;
Dim Sum Go Go;Chinatown;5 E Broadway;5 E Broadway;New York;NY;Chinese;$;
Dinosaur Bar-B-Que;Harlem;646 W 131st St;646 W 131st St;New York;NY;American;$;
Ditch Plains;;29 Bedford St.;29 Bedford St;New York;NY;;;
Diva;SOHO;341 W Broadway;341 W Broadway;New York;NY;Italian;$$$;
Django;Midtown East;480 Lexington Avenue;480 Lexington Ave;New York;NY;French;$$$;
Do Hwa;Greenwich Village;55 Carmine St;55 Carmine St;New York;NY;Korean;$$;
Dok Suni;East Village;119 First Ave;119 1st Avenue;New York;NY;Korean;$$;
Dolce Vita;;181 Grand Street;181 Grand St;New York;NY;;;
Don Giovanni Ristorante;Chelsea;214 Tenth Avenue;214 Amsterdam Ave;New York;NY;Italian;$;
Don Pedro's;Upper East Side;1865 Second Ave;1865 2nd Ave;New York;NY;Caribbean;$$;
Donguri;Upper East Side;309 E 83rd St;309 E 83rd St;New York;NY;Japanese;$$$;
Dos Caminos;;825 Third Ave.;825 3rd Ave;New York;NY;Mexican;$$$;
Dos Caminos Park;Gramercy Park;373 Park Ave South;373 Park Ave S;New York;NY;Mexican;$$;
Dos Caminos Soho;SOHO;475 West Broadway;475 W Broadway;New York;NY;Mexican;$$$;
Doyers Vietnamese;Chinatown;11-13 Doyers St;11 Doyers St #13;New York;NY;Asian;$;
Duane Park Cafe;TriBeCa;157 Duane St;157 Duane St;New York;NY;American;$$$;
Duke's;;99 E. 19th St.;99 E 19th St;New York;NY;Barbecue;$$$;
Dylan Prime;TriBeCa;62 Laight St;62 Laight St;New York;NY;Steakhouse;$$$$$;
E.A.T.;Upper East Side;1064 Madison Avenue;1064 Madison Ave;New York;NY;American;$$;
East Of Eighth;;254 West 23rd St;254 W 23rd St;New York;NY;;;
Eatery;Midtown West;798 9th Ave;798 9th Ave;New York;NY;American;$;
Eight Mile Creek;Little Italy;240 Mulberry St;240 Mulberry St;New York;NY;Australian;$$;
El Charro Espanol;Greenwich Village;4 Charles St;4 Charles St;New York;NY;Spanish;$$$;
El Faro;West Village;823 Greenwich St;823 Greenwich St;New York;NY;Spanish;$$;
El Malecon;Harlem;4141 Broadway;4141 Broadway;New York;NY;Caribbean;$;
El Parador Cafe;Murray Hill;325 E 34th St;325 E 34th St;New York;NY;Mexican;$$;
El Pote;Murray Hill;718 2nd Ave;718 2nd Ave;New York;NY;Spanish;$$;
El Quijote;Chelsea;226 W 23rd St;226 W 23rd St;New York;NY;Spanish;$$;
El Rio Grande;Midtown East;160 East 38th Street;160 E 38th St;New York;NY;Southwestern;$$$;
Elaine's Restaurant;Upper East Side;1703 Second Ave;1703 2nd Ave;New York;NY;American;$$$;
Elephant;East Village;The, 58 E First St;58 E 1st St;New York;NY;French;$$;
Eleven Madison Park;Gramercy Park;11 Madison Ave;11 Madison Ave;New York;NY;American;$$$$$;
Elmo;Chelsea;156 Seventh Ave;156 7th Ave;New York;NY;American;$$;
Emack & Bolio's;Upper West Side;389 Amsterdam Ave;389 Amsterdam Ave;New York;NY;American;$;
Employees Only;West Village;510 Hudson St;510 Hudson St;New York;NY;European;$$$;
En Japanese Brasserie;West Village;435 Hudson St;435 Hudson St;New York;NY;Japanese;$$$;
Epicerie;East Village;170 Orchard St;170 Orchard St;New York;NY;French;$$;
Epices Inc;Upper West Side;103 W 70th St;103 W 70th St;New York;NY;Mediterranean;$$;
Erminia;Upper East Side;250 E 83rd St;250 E 83rd St;New York;NY;Italian;$$$;
Esca;Midtown West;402 W 43rd St;402 W 43rd St;New York;NY;Italian;$$$$;
Esperanto;East Village;145 Ave C;145 Loisaida Ave;New York;NY;Nuevo Latino;$$;
Espn Zone;Midtown West;1472 Broadway;1472 Broadway;New York;NY;American;$;
Essex;Lower East Side;120 Essex St;120 Essex St;New York;NY;American;$;
Estancia 460;Midtown West;460 Greenwich St;460 Greenwich St;New York;NY;Argentinean;$$;
Estiatorio Milos;Midtown West;125 West 55th Street;125 W 55th St;New York;NY;Greek;$$$$;
Etats-Unis;Upper East Side;242 E 81st St;242 E 81st St;New York;NY;American;$$$;
Etcetera Etcetera;Theater;352 W 44th St;352 W 44th St;New York;NY;Italian;$;
Ethiopian Restaurant;Upper East Side;The, 1582 York Ave;1582 York Ave;New York;NY;African;$;
Eva's Health Food;;11 W. 8th Street;11 W 8th St;New York;NY;;;
Extra Virgin;West Village;259 W 4th St;259 West 4th Street;New York;NY;Mediterranean;$$;
F.illi Ponte;;39 Desbrosses St.;39 Desbrosses St;New York;NY;Italian;$$$$;
FR.OG;SOHO;71 Spring Street;71 Spring St;New York;NY;French;$$$;
Falai;Lower East Side;68 Clinton St;68 Clinton St;New York;NY;Italian;$$$;
Fat Hippo;;71 Clinto St.;71 Clinton St;New York;NY;;;
Fatty Crab;Meatpacking District;643 Hudson Street;643 Hudson St;New York;NY;Indonesian;$$;
Felidia;Midtown East;243 East 58th Street;243 E 58th St;New York;NY;Italian;$$$$;
Felix;SOHO;340 W Broadway;340 W Broadway;New York;NY;French;$$;
Fiamma Osteria;SOHO;206 Spring Street;206 Spring St;New York;NY;Italian;$$$;
Fig & Olive Kitchen & Tasting Bar;Upper East Side;808 Lexington Ave;808 Lexington Ave;New York;NY;Mediterranean;$$;
Fig and Olive Downton;Meatpacking District;420 W. 13th Street;420 W 13th St;New York;NY;Mediterranean;$$$;
Film Center Cafe;Midtown West;635 9th Avenue;635 9th Ave;New York;NY;American;$$;
Fish;Greenwich Village;280 Bleecker St;280 Bleecker St;New York;NY;Seafood;$$;
Five Points;NoLita;31 Great Jones Street;31 Great Jones St;New York;NY;American;$$$;
Flor De Mayo;Upper West Side;484 Amsterdam Ave;484 Amsterdam Ave;New York;NY;Chinese;$;
Florent;Meatpacking District;69 Gansevoort St;69 Gansevoort St;New York;NY;American;$;
Forge;TriBeCa;134 Reade St;134 Reade St;New York;NY;American;$$$$;
Franchia Teahouse & Restaurant;Murray Hill;12 Park Ave;12 Park Ave;New York;NY;Korean;$$;
Francisco's Centro Vasco;;159 W 23rd St;159 W 23rd St;New York;NY;;;
Frank Restaurant;East Village;88 Second Ave;88 2nd Ave;New York;NY;Italian;$;
Frank's;Chelsea;410 W 16th St;410 W 16th St;New York;NY;Italian;$$$;
Frankie & Johnnie's Steakhouse;Midtown West;32 W 37th St;32 W 37th St;New York;NY;Steakhouse;$$$;
Fred's Restaurant;;476 Amsterdam Ave;476 Amsterdam Ave;New York;NY;;;
Frederick's;Midtown West;8 West 58th Street;8 W 58th St;New York;NY;Asian;$$$;
Frederick's Madison;Upper East Side;768 Madison Ave;768 Madison Ave;New York;NY;Mediterranean;$$$$;
French Roast;Upper West Side;2340 Broadway;2340 Broadway;New York;NY;Breakfast;$;
Fresco by Scotto;Midtown East;34 E 52nd St;34 E 52nd St;New York;NY;Italian;$$$;
Fresh;TriBeCa;105 Reade St;105 Reade St;New York;NY;Seafood;$$$;
Friend Of a Farmer;Gramercy Park;77 Irving Pl;77 Irving Pl;New York;NY;American;$;
Funky Diner;Upper West Side;466 Columbus Ave.;466 Columbus Ave;New York;NY;American;$;
Gabriel's Bar & Restaurant;Upper West Side;11 W 60th St;11 W 60th St;New York;NY;Italian;$$$;
Gabriela's;Upper West Side;688 Columbus Avenue;688 Columbus Ave;New York;NY;Mexican;$$;
Gallaghers;Midtown West;228 W 52nd St;228 W 52nd St;New York;NY;Steakhouse;$$$$;
Gammeeok Restaurant;Midtown West;43 W 32nd St;43 W 32nd St;New York;NY;Korean;$;
Garage Restaurant and Cafe;Chelsea;99 7th Avenue;99 7th Ave;New York;NY;American;$$$;
Gari;Upper West Side;370 Columbus Ave;370 Columbus Ave;New York;NY;Sushi;$$$$$;
Gascogne;Chelsea;158 8th Avenue;158 8th Ave;New York;NY;French;$$$;
Gaucho Steak Co.;;752 10th Ave.;752 10th Ave;New York;NY;Argentinean;$$;
Gavroche;West Village;212 W 14th St;212 W 14th St;New York;NY;French;$$$;
Geisha;Upper East Side;33 E 61st St;33 E 61st St;New York;NY;Japanese;$$$$;
Gennaro;Upper West Side;665 Amsterdam Ave;665 Amsterdam Ave;New York;NY;Italian;$$;
Ghenet Restaurant;NoLita;284 Mulberry St;284 Mulberry St;New York;NY;African;$;
Ginger;Upper East Side;1400 Fifth Ave;1400 5th Ave;New York;NY;Chinese;$;
Giorgione 508;SOHO;508 Greenwich St;508 Greenwich St;New York;NY;Continental;$$$;
Gobo;;1426 Third Ave.;1426 3rd Ave;New York;NY;Vegetarian;$$;
Golden Unicorn;;18 E Broadway;18 E Broadway;New York;NY;;;
Gonzalez Y Gonzalez;SOHO;625 Broadway;625 Broadway;New York;NY;Mexican;$$$;
Good;West Village;89 Greenwich St;89 Greenwich St;New York;NY;American;$$;
Goodies;Chinatown;1 E Broadway;1 E Broadway;New York;NY;Chinese;$;
Gordon Ramsay;Midtown West;The London NYC;151 W 54th St;New York;NY;French;$$$$$;
Grace's Trattoria Cafe & Grill;Upper East Side;201 E 71st St;201 E 71st St;New York;NY;Italian;$$$;
Gramercy Tavern;Union Square;42 E 20th St;42 E 20th St;New York;NY;American;$$$$;
Grand Central Oyster Bar/Saloon;Midtown West;89 E 42nd Street, Grand Central Terminal (Lower L;89 E 42nd St;New York;NY;Seafood;$$;
Gray's Papaya;Hell's Kitchen;539 8th Avenue;539 8th Ave;New York;NY;Fast Food;$;
Gray's Papaya;Upper West Side;2090 Broadway;2090 Broadway;New York;NY;American;$;
Great Jones Cafe;NoLita;54 Great Jones St;54 Great Jones St;New York;NY;Southern;$;
Great N.Y. Noodle Town;Chinatown;28 Bowery;28 Bowery;New York;NY;Chinese;$;
Greenwich Grill;TriBeCa;428 Greenwich St;428 Greenwich St;New York;NY;Californian;$$$;
Grey Dog's Coffee Ltd;Greenwich Village;33 Carmine St;33 Carmine St;New York;NY;American;$;
Grifone Restaurant;Midtown East;244 E 46th St;244 E 46th St;New York;NY;Italian;$$$;
Grotto Azzurra;Little Italy;177 Mulberry St;177 Mulberry St;New York;NY;Italian;$$$;
Gus's Place;Greenwich Village;192 Bleecker Street;192 Bleecker St;New York;NY;Greek;$;
Gyu-Kaku;Midtown East;805 3rd Ave;805 3rd Ave;New York;NY;Japanese;$$;
Gyu-Kaku Japanese;East Village;34 Cooper Square;34 Cooper Sq;New York;NY;Japanese;$$;
HQ;;90 Thompson St;90 Thompson St;New York;NY;;;
Hallo Berlin;;626 10th Ave.;626 10th Ave;New York;NY;German;$;
Hangawi;Murray Hill;12 E 32nd Street;12 E 32nd St;New York;NY;Korean;$$$;
Haru Japanese;Midtown West;205 West 43rd St;205 W 43rd St;New York;NY;Japanese;$$;
Haru-Park Ave.;Flatiron;280 Park Ave;280 Park Ave;New York;NY;Sushi;$$;
Hasaki;East Village;210 E Ninth St;210 E 9th St;New York;NY;Sushi;$$;
Hatsuhana;Midtown East;237 Park Ave;237 Park Ave;New York;NY;Sushi;$$$$;
Havana Central;Midtown West;151 W 46th Street;151 W 46th St;New York;NY;Cuban;$$;
Havana Central - Union Square;Union Square;22 E 17th St;22 E 17th St;New York;NY;Cuban;$$;
Haveli;East Village;100 Second Ave;100 2nd Ave;New York;NY;Indian;$$;
Hea;East Village;145 E. 13th St.;145 E 13th St;New York;NY;Pan-Asian;$$$;
Hearth;East Village;403 E 12th St;403 E 12th St;New York;NY;American;$$$$;
Heartland Brewery;Midtown West;1285 Sixth Ave;1285 6th Ave;New York;NY;American;$$;
Hedeh;NoLita;57 Great Jones St;57 Great Jones St;New York;NY;Sushi;$$$;
Heidelberg;Upper East Side;1648 2nd Ave;1648 2nd Ave;New York;NY;German;$$;
Hell's Kitchen;Midtown West;679 Ninth Ave;679 9th Ave;New York;NY;Mexican;$$$;
Highline;Meatpacking District;835 Washington St;835 Washington St;New York;NY;Asian;$$;
Hill Country;Chelsea;30 W. 26th St.;30 W 26th St;New York;NY;Barbecue;$$;
Hispaniola;Harlem;839 W 181st St;839 W 181st St;New York;NY;Asian;$$;
Holy Basil;East Village;149 Second Ave;149 2nd Ave;New York;NY;Asian;$;
Home;Greenwich Village;20 Cornelia St;20 Cornelia St;New York;NY;American;$$;
Houston's;;378 Park Ave. S.;378 Park Ave S;New York;NY;American;$$;
Houston's Restaurant;Midtown East;153 E 53rd St;153 E 53rd St;New York;NY;American;$$;
Hsf;Chinatown;46 Bowery;46 Bowery;New York;NY;Chinese;$;
Hudson Cafeteria;Midtown West;356 West 58th Street;356 W 58th St;New York;NY;American;$$$;
Hummus Place;;109 St. Marks Pl.;109 St Marks Pl;New York;NY;;;
Hunan Park Restaurant;;235 Columbus Ave;235 Columbus Ave;New York;NY;;;
I Coppi;East Village;432 E Ninth St;432 E 9th St;New York;NY;Italian;$$$;
I Sodi;Greenwich Village;105 Christopher St;105 Christopher St;New York;NY;Italian;$$$;
I Tre Merli;SOHO;463 W Broadway;463 W Broadway;New York;NY;Italian;$$$;
I Trulli;Gramercy Park;122 E 27th St;122 E 27th St;New York;NY;Italian;$$$;
Icon;Midtown East;130 E 39th Street;130 E 39th St;New York;NY;American;$$$;
Ideya;SOHO;349 W Broadway;349 W Broadway;New York;NY;Caribbean;$$;
Iguana;;240 W 54th St;240 W 54th St;New York;NY;;;
Il Bagatto;East Village;192 E Second St;192 E 2nd St;New York;NY;Italian;$$;
Il Bastardo;Chelsea;191 Seventh Ave;191 7th Ave;New York;NY;Steakhouse;$$$;
Il Brigante;Financial District;214 Front St.;214 Front St;New York;NY;Italian;$$;
Il Buco;NoLita;47 Bond St;47 Bond St;New York;NY;Italian;$$$;
Il Cantinori;Greenwich Village;32 East 10th St;32 E 10th St;New York;NY;Italian;$$$$;
Il Cortile;Little Italy;125 Mulberry St;125 Mulberry St;New York;NY;Italian;$$$;
Il Gattopardo;Midtown West;33 W 54th St;33 W 54th St;New York;NY;Italian;$$$;
Il Giglio;TriBeCa;81 Warren St;81 Warren St;New York;NY;Italian;$$$$;
Il Mulino;Greenwich Village;86 W 3rd St;86 W 3rd St;New York;NY;Italian;$$$$;
Il Valentino;Midtown East;330 East 56th Street;330 E 56th St;New York;NY;Italian;$$$;
Inagiku;Midtown East;111 East 49th Street;111 E 49th St;New York;NY;Sushi;$$$$;
Indochine;East Village;430 Lafayette St;430 Lafayette St;New York;NY;French;$$$;
Indus Valley;Upper West Side;2636 Broadway;2636 Broadway;New York;NY;Indian;$$;
Industria Argentina;;329 Greenwich St.;329 Greenwich St;New York;NY;Argentinean;$$$;
Inn LW12;Meatpacking District;7 Ninth Avenue;7 9th Ave;New York;NY;British;$$$;
Insieme;Midtown West;777 Seventh Avenue;777 7th Ave;New York;NY;Italian;$$$$;
Ippudo;East Village;65 4th Ave;65 4th Ave;New York;NY;Japanese;$$$;
Isabella's;Upper West Side;359 Columbus Ave;359 Columbus Ave;New York;NY;American;$$;
Island Burgers & Shakes;Midtown West;766 9th Ave;766 9th Ave;New York;NY;American;$;
Ithaka;Upper East Side;308 E 86th St;308 East 86th St;New York;NY;Greek;$$$;
Ivo & Lulu;SOHO;558 Broome St;558 Broome St;New York;NY;Caribbean;$;
Jack's Luxury Oyster Bar;East Village;246 E Fifth St;246 E 5th St;New York;NY;Continental;$$$$;
Jacks Bar and Restaurant;Theater;147West 40th Street;147 W 40th St;New York;NY;American;$$$;
Jackson Hole;;232 E 64th St;232 E 64th St;New York;NY;;;
Jacques-Imo's;Upper West Side;366 Columbus Ave;366 Columbus Ave;New York;NY;Creole-Cajun;$$;
Jaipur's;Midtown East;1007 2nd Avenue;1007 2nd Ave;New York;NY;Indian;$;
Jane;Greenwich Village;100 W Houston St;100 W Houston St;New York;NY;American;$$$;
Japonica;Greenwich Village;100 University Pl;100 University Pl;New York;NY;Sushi;$$$;
Jarnac;West Village;328 W 12th St;328 W 12th St;New York;NY;French;$$$;
Jean Georges;Upper West Side;1 Central Park W;1 Central Park West;New York;NY;French;$$$$$;
Jekyll & Hyde Club;Greenwich Village;1409 Ave Of The Americas;1409 6th Ave;New York;NY;American;$$;
Jerry's;SOHO;101 Prince St;101 Prince St;New York;NY;American;$$;
Jezebel;Midtown West;630 Ninth Ave;630 9th Ave;New York;NY;Southern;$$$;
JoJo;Upper East Side;160 E 64th St;160 E 64th St;New York;NY;French;$$$$;
Joe's Pizza;Greenwich Village;7 Carmine St;7 Carmine St;New York;NY;Pizza;$;
Joe's Shanghai Restaurant;Midtown West;St Pell St Fl 1;St Pell St Fl 1;New York;NY;Chinese;$;
John's Of 12th Street;East Village;302 E 12th St;302 E 12th St;New York;NY;Italian;$$;
John's Pizzeria;Upper East Side;408 E 64th St;408 E 64th St;New York;NY;Pizza;$;
Johnny Utah's;;25 W. 51st St.;25 W 51st St;New York;NY;;;
Joseph's Restaurant;Wall Street;St Hanover Sq;Hanover Square;New York;NY;Italian;$$$;
Josie's;Upper West Side;300 Amsterdam Avenue;300 Amsterdam Ave;New York;NY;International;$$;
Jules;East Village;65 St Marks Pl;65 St Marks Pl;New York;NY;French;$$;
Kabab Factory;Murray Hill;101 Lexington Avenue;101 Lexington Ave;New York;NY;Indian;$$;
Kai;Upper East Side;822 Madison Ave;822 Madison Ave;New York;NY;Japanese;$$$$;
Kaijou;Financial District;21 South End Street;21 South End Ave;New York;NY;Japanese;$$;
Kampuchea;;78 Rivington St.;78 Rivington St;New York;NY;Cambodian;;
Kang Such Restaurant;Midtown West;1250 Broadway;1250 Broadway;New York;NY;Korean;$$;
Kanoyama;East Village;175 Second Ave;175 2nd Ave;New York;NY;Sushi;$$;
Katz's Delicatessen;Lower East Side;205 East Houston Street;205 E Houston St;New York;NY;Deli;$;
Keens Steakhouse;Midtown West;72 W 36th St;72 W 36th St;New York;NY;Steakhouse;$$$;
Kefi;Upper West Side;222 W. 79th St.;222 W 79th St;New York;NY;Greek;$$$;
Kellari Taverna;Midtown West;19 W 44th St;19 W 44th St;New York;NY;Greek;$$;
Kelley & Ping;SOHO;127 Greene St;127 Greene St;New York;NY;Asian;$;
Kin Khao;SOHO;171 Spring Street;171 Spring St;New York;NY;Asian;$$;
Kings' Carriage House;Upper East Side;251 E 82nd St;251 E 82nd St;New York;NY;Continental;$$$;
Kinoko Japanese Restaurant;;165 W 72nd Street;165 W 72nd St;New York;NY;Japanese;$$;
Kittichai;SOHO;60 Thompson St;60 Thompson St;New York;NY;Thai;$$$$;
Klee Brasserie;Chelsea;200 9th Avenue;200 9th Ave;New York;NY;American;$$$;
Klong;East Village;7 St Marks Pl;7 St Marks Pl;New York;NY;Asian;$;
Knickerbocker Bar & Grill;Greenwich Village;33 University Pl;33 University Pl;New York;NY;American;$$$;
Koi;Midtown West;40 W 40th St;40 W 40th St;New York;NY;Asian;$$$$;
Kori;TriBeCa;253 Church St;253 Church St;New York;NY;Korean;$$;
Kum Gang San;Midtown West;49 W 32nd St;49 W 32nd St;New York;NY;Korean;$$;
Kuma Inn;Lower East Side;113 Ludlow St;113 Ludlow St;New York;NY;Southeast Asian;$$;
Kuruma Zushi;Midtown East;7 E 47th St, 2nd Fl;7 E 47th St 2nd Fl;New York;NY;Sushi;$$$$$;
Kwik Meal;Theater;Food Cart;Food Cart;New York;NY;Middle Eastern;$;
Kyma;Midtown West;300 W 46th St;300 W 46th St;New York;NY;Greek;$$$;
Kyo Ya;East Village;94 E 7th St;94 E 7th St;New York;NY;Japanese;$$$$;
L'Allegria;Theater;623 9th Ave;623 9th Ave;New York;NY;Italian;$$;
L'Atelier de Joel Robuchon;Midtown East;57 E. 57th Street;57 E 57th St;New York;NY;French;$$$$$;
L'Ecole;SOHO;462 Broadway;462 Broadway;New York;NY;French;$$$;
L'Entrecote;;1057 First Ave.;1057 1st Avenue;New York;NY;;;
L'Impero - CLOSED;Midtown East;45 Tudor City Pl;45 Tudor City Pl;New York;NY;Italian;$$$$;
La Belle Vie;Chelsea;184 Eighth Ave;184 8th Ave;New York;NY;French;$$;
La Bergamote;Chelsea;169 Ninth Ave;169 9th Ave;New York;NY;French;$;
La Boite En Bois;Upper West Side;75 W 68th St;75 W 68th St;New York;NY;French;$$$;
La Goulue;Upper East Side;746 Madison Ave;746 Madison Ave;New York;NY;French;$$$;
La Grenouille;Midtown East;3 E 52nd St;3 E 52nd St;New York;NY;French;$$$$;
La Grolla;;413 Amsterdam Ave;413 Amsterdam Ave;New York;NY;;;
La Mela Ristorante;Little Italy;167 Mulberry St;167 Mulberry St;New York;NY;Italian;$$;
La Paella;East Village;214 E Ninth St;214 E 9th St;New York;NY;Spanish;$$;
La Palapa;Greenwich Village;77 St Marks Pl;77 St Marks Pl;New York;NY;Mexican;$$;
La Pizza Fresca Ristorante;Union Square;31 E 20th St;31 E 20th St;New York;NY;Italian;$$;
La Tour;;1319 3rd Ave.;1319 3rd Ave;New York;NY;French;$$$$;
La Vela;Upper West Side;373 Amsterdam Ave;373 Amsterdam Ave;New York;NY;Italian;$$;
La Vineria;;737 9th Ave.;737 9th Ave;New York;NY;;;
Lan;East Village;56 Third Ave;56 3rd Ave;New York;NY;Sushi;$$;
Land;;450 Amsterdam Ave;450 Amsterdam Ave;New York;NY;;;
Land Thai Kitchen;Upper West Side;450 Amsterdam Ave;450 Amsterdam Ave;New York;NY;Thai;$$;
Land Thai Kitchen;;1565 Second Avenue;1565 2nd Ave;New York;NY;;;
Landmarc;Upper West Side;10 Columbus Circle, 3rd floor;10 Columbus Cir 3rd floor;New York;NY;French;$$$;
Landmarc;Gramercy Park;179 W Broadway;179 W Broadway;New York;NY;French;$$$;
Lasagna Ristorante;Hell's Kitchen;785 9th ave;785 9th Ave;New York;NY;Italian;$$;
Lavagna;;545 E. Fifth St.;545 E 5th St;New York;NY;Italian;$$$;
Le Bernardin;Midtown West;155 W 51st St;155 W 51st St;New York;NY;Seafood;$$$$$;
Le Bilboquet;Upper East Side;25 E 63rd St;25 E 63rd St;New York;NY;French;$$$;
Le Gamin;West Village;522 Hudson St;522 Hudson St;New York;NY;French;$;
Le Gigot;Greenwich Village;18 Cornelia St;18 Cornelia St;New York;NY;French;$$$;
Le Jardin Bistro;NoLita;25 Cleveland Pl;25 Cleveland Pl;New York;NY;French;$$$;
Le Madeleine;Midtown West;403 W 43rd Street;403 W 43rd St;New York;NY;French;$$$;
Le Miu;;107 Ave. A;107 Avenue A;New York;NY;Sushi;$$$;
Le Monde;Harlem;2885 Broadway;2885 Broadway;New York;NY;French;$$;
Le Pere Pinard;Lower East Side;175 Ludlow St;175 Ludlow St;New York;NY;French;$$;
Le Perigord;Midtown East;405 E 52nd St (Between Fdr Dr & 1st Avenue);405 E 52nd St;New York;NY;French;$$$;
Le Souk;Midtown East;47 Ave B;47 Avenue B;New York;NY;African;$$;
Le Zie 2000;Chelsea;172 Seventh Ave;172 7th Ave;New York;NY;Italian;$$;
Leela Lounge;;1 W. Third St.;1 W 3rd St;New York;NY;Indian;$$;
Les Enfants Terribles;Lower East Side;37 Canal St;37 Canal St;New York;NY;African;$$;
Les Halles;Gramercy Park;411 Park Ave S;411 Park Ave S;New York;NY;French;$$$;
