0_restaurant;0_neighborhood;0_address;0_addressGoogle;0_country;0_country_code;0_type;0_cost;0_type_r
Kinoko Japanese Restaurant;;165 W 72nd Street;165 W 72nd St;New York;NY;Japanese;$$;
Kittichai;SOHO;60 Thompson St;60 Thompson St;New York;NY;Thai;$$$$;
Klong;East Village;7 St Marks Pl;7 St Marks Pl;New York;NY;Asian;$;
Knickerbocker Bar & Grill;Greenwich Village;33 University Pl;33 University Pl;New York;NY;American;$$$;
Koi;Midtown West;40 W 40th St;40 W 40th St;New York;NY;Asian;$$$$;
Kum Gang San;Midtown West;49 W 32nd St;49 W 32nd St;New York;NY;Korean;$$;
Kwik Meal;Theater;Food Cart;Food Cart;New York;NY;Middle Eastern;$;
Kyma;Midtown West;300 W 46th St;300 W 46th St;New York;NY;Greek;$$$;
Kyo Ya;East Village;94 E 7th St;94 E 7th St;New York;NY;Japanese;$$$$;
L'Allegria;Theater;623 9th Ave;623 9th Ave;New York;NY;Italian;$$;
L'Ecole;SOHO;462 Broadway;462 Broadway;New York;NY;French;$$$;
L'Entrecote;;1057 First Ave.;1057 1st Avenue;New York;NY;;;
La Belle Vie;Chelsea;184 Eighth Ave;184 8th Ave;New York;NY;French;$$;
La Bergamote;Chelsea;169 Ninth Ave;169 9th Ave;New York;NY;French;$;
La Grolla;;413 Amsterdam Ave;413 Amsterdam Ave;New York;NY;;;
La Mela Ristorante;Little Italy;167 Mulberry St;167 Mulberry St;New York;NY;Italian;$$;
La Palapa;Greenwich Village;77 St Marks Pl;77 St Marks Pl;New York;NY;Mexican;$$;
La Pizza Fresca Ristorante;Union Square;31 E 20th St;31 E 20th St;New York;NY;Italian;$$;
La Tour;;1319 3rd Ave.;1319 3rd Ave;New York;NY;French;$$$$;
La Vineria;;737 9th Ave.;737 9th Ave;New York;NY;;;
Land;;450 Amsterdam Ave;450 Amsterdam Ave;New York;NY;;;
Land Thai Kitchen;;1565 Second Avenue;1565 2nd Ave;New York;NY;;;
Landmarc;Gramercy Park;179 W Broadway;179 W Broadway;New York;NY;French;$$$;
Lasagna Ristorante;Hell's Kitchen;785 9th ave;785 9th Ave;New York;NY;Italian;$$;
Lavagna;;545 E. Fifth St.;545 E 5th St;New York;NY;Italian;$$$;
Le Gigot;Greenwich Village;18 Cornelia St;18 Cornelia St;New York;NY;French;$$$;
Le Miu;;107 Ave. A;107 Avenue A;New York;NY;Sushi;$$$;
Le Monde;Harlem;2885 Broadway;2885 Broadway;New York;NY;French;$$;
Le Perigord;Midtown East;405 E 52nd St (Between Fdr Dr & 1st Avenue);405 E 52nd St;New York;NY;French;$$$;
Le Souk;Midtown East;47 Ave B;47 Avenue B;New York;NY;African;$$;
Leela Lounge;;1 W. Third St.;1 W 3rd St;New York;NY;Indian;$$;
Les Enfants Terribles;Lower East Side;37 Canal St;37 Canal St;New York;NY;African;$$;
Les Halles;Gramercy Park;411 Park Ave S;411 Park Ave S;New York;NY;French;$$$;
Lime Leaf;;2799 Broadway;2799 Broadway;New York;NY;;;
Lisca;;660 Amsterdam Ave;660 Amsterdam Ave;New York;NY;;;
Little Owl;West Village;90 Bedford Street;90 Bedford St;New York;NY;American;$$$;
Little Pie Company;Midtown East;Grand Central Station;89 E 42nd St;New York;NY;Bakery;$;
Lomito;SOHO;300 Spring St;300 Spring St;New York;NY;Argentinean;$$$;
Londel's Supper Club;Harlem;2620 Frederick Douglas Blvd;2620 Frederick Douglass Blvd;New York;NY;Southern;$$;
London Bar;Midtown West;151 W. 54th Street;151 W 54th St;New York;NY;French;$$$$;
Loreley;;7 Rivington St.;7 Rivington St;New York;NY;German;;
Loside;Lower East Side;157 E Houston Street;157 E Houston St;New York;NY;American;$;
LuLu;;235 Mulberry Street;235 Mulberry St;New York;NY;;;
Lucy Latin Kitchen;Flatiron;35 E 18th St;35 E 18th St;New York;NY;Nuevo Latino;$$$;
Lupa;Greenwich Village;170 Thompson St;170 Thompson St;New York;NY;Italian;$$$$;
Lure;SOHO;142 Mercer St, Downstairs;142 Mercer St;New York;NY;Seafood;$$$$;
Luzia's;;429 Amsterdam Ave.;429 Amsterdam Ave;New York;NY;;;
Macelleria;Meatpacking District;48 Gansevoort St;48 Gansevoort St;New York;NY;Italian;$$$;
Mama Mexico;;214 E. 49th St.;214 E 49th St;New York;NY;;;
Mamoun's Falafel Restaurant;;119 MacDougal St.;119 MacDougal St;New York;NY;;;
Mandarin Court;Chinatown;61 Mott St;61 Mott St;New York;NY;Chinese;$;
Mandoo Bar;Midtown West;2 W 32nd St;2 W 32nd St;New York;NY;Korean;$;
Mara's Homemade;East Village;342 E Sixth St;342 E 6th St;New York;NY;Creole-Cajun;$$;
Mare;Chelsea;198 Eighth Ave;198 8th Ave;New York;NY;Seafood;$$;
Maremma;West Village;228 W 10th St;228 W 10th St;New York;NY;Italian;$$$;
Market Table;;54 Carmine St;54 Carmine St;New York;NY;American;$$$$;
Markt;Flatiron;676 6th Avenue;676 6th Ave;New York;NY;Belgian;$$$;
Marseille;Midtown West;630 Ninth Ave;630 9th Ave;New York;NY;French;$$$;
Mary Anns Mexican Restaurant;;1503 2nd Ave;1503 2nd Ave;New York;NY;;;
Matsuri;;369 W 16th St;369 W 16th St;New York;NY;;;
Maya;Midtown East;1191 First Avenue;1191 1st Avenue;New York;NY;Mexican;$$$$;
Mccormick & Schmick's;Midtown West;1285 Sixth Ave;1285 6th Ave;New York;NY;Seafood;$$$;
Meltemi;Midtown East;905 First Ave;905 1st Avenue;New York;NY;Greek;$$$;
Mesa Grill;Flatiron;102 5th Ave;102 5th Ave;New York;NY;Southwestern;$$$$;
Meskerem;;468 W. 47th St.;468 W 47th St;New York;NY;Ethiopian;;
Metropol;Greenwich Village;234 W Fourth St;234 West 4th Street;New York;NY;French;$$$;
Midtown;Midtown East;155 E 55th Street;155 E 55th St;New York;NY;American;$;
Mill Korean;Harlem;2895 Broadway;2895 Broadway;New York;NY;Korean;$;
Minetta Tavern;Greenwich Village;113 Macdougal Street;113 MacDougal St;New York;NY;Italian;$$$;
Miss Maude's Spoonbread Too;Harlem;547 Lenox Ave;547 Lenox Ave;New York;NY;Southern;$;
Mo Pitkin's;East Village;34 Ave A;34 Avenue A;New York;NY;Jewish;$$;
Mobay Uptown Restaurant & Barbecue;Harlem;17 W 125th St;17 W 125th St;New York;NY;Caribbean;$;
Mofongo Depot;Upper West Side;931 Amsterdam Ave;931 Amsterdam Ave;New York;NY;Nuevo Latino;$$;
Molyvos;Midtown West;871 7th Avenue;871 7th Ave;New York;NY;Greek;$$$;
Momoya;;185 Seventh Ave;185 7th Ave;New York;NY;;;
Mon Petit Cafe;Upper East Side;801 Lexington Ave;801 Lexington Ave;New York;NY;French;$$;
Monster Sushi;;158 West 23rd St;158 W 23rd St;New York;NY;;;
Montrachet - CLOSED;West Village;239 W Broadway;239 W Broadway;New York;NY;French;$$$$;
Moran's;Chelsea;146 Tenth Ave;146 Amsterdam Ave;New York;NY;Seafood;$$$;
Morandi;Greenwich Village;211 Waverly Place;211 Waverly Pl;New York;NY;Italian;$$$;
Mr. Chow;Midtown East;324 E 57th St;324 E 57th St;New York;NY;Chinese;$$$$;
Mr. K's;Midtown East;570 Lexington Ave;570 Lexington Ave;New York;NY;Chinese;$$$;
Mrs Lee & Shabu Shabu Wok;West Village;121 University Pl;121 University Pl;New York;NY;Asian;$;
Mustang Sally's;Chelsea;324 Seventh Avenue;324 7th Ave;New York;NY;American;$$;
Nebraska Beef;Wall Street;15 Stone St;15 Stone St;New York;NY;Steakhouse;$$$$;
Neo Sushi;Upper West Side;2298 Broadway;2298 Broadway;New York;NY;Sushi;$$$$;
New York Noodle Town;SOHO;28 Bowery at Bayard Street;28 Bowery;New York;NY;Asian;$;
Nice;Chinatown;35 E Broadway;35 E Broadway;New York;NY;Chinese;$;
Nick's;Upper East Side;1814 Second Ave;1814 2nd Ave;New York;NY;Italian;$;
Nicky's Vietnamese Sandwiches;East Village;150 E 2nd St;150 E 2nd St;New York;NY;American;$;
Nicole's;Midtown East;10 East 60th Street;10 E 60th St;New York;NY;British;$$;
Nino's Bellissima Pizza;Midtown East;890 Second Ave.;890 2nd Ave;New York;NY;Italian;$$$;
Nobu Fifty Seven;Midtown West;40 W 57th St;40 W 57th St;New York;NY;Japanese;$$$$$;
Nocello;Midtown West;257 West 55th St;257 W 55th St;New York;NY;Italian;$$$;
Nocello;Theater;257 West 55th Street;257 W 55th St;New York;NY;Italian;$$$$;
Nonna;;520 Columbus Ave;520 Columbus Ave;New York;NY;;;
North Square Restaurant and Lounge;Greenwich Village;103 Waverly Place;103 Waverly Pl;New York;NY;American;$$$$;
Nougatine;;1 Central Park West;1 Central Park West;New York;NY;American;$$$$;
Novecento;SOHO;343 W Broadway;343 W Broadway;New York;NY;South American;$$$;
Nyonya;Little Italy;194 Grand Street;194 Grand St;New York;NY;Malaysian;$;
Oceana;Midtown East;55 E 54th St;55 E 54th St;New York;NY;Seafood;$$$$;
Olives;Union Square;201 Park Ave S - W Hotel;201 Park Ave S;New York;NY;Mediterranean;$$$;
Ollie's Restaurant;Upper West Side;1991 Broadway;1991 Broadway;New York;NY;Chinese;$;
Omen;SOHO;113 Thompson Street;113 Thompson St;New York;NY;Japanese;$$$;
Once Upon a Tart;SOHO;135 Sullivan Street;135 Sullivan St;New York;NY;American;$;
One;Meatpacking District;1 Little West 12th St;1 Little W 12th St;New York;NY;American;$$$;
One Little West 12;Meatpacking District;1 Little West 12th St.;1 Little W 12th St;New York;NY;American;$$;
Onieal's Grand Street;SOHO;174 Grand St;174 Grand St;New York;NY;American;$$$;
Ono;Meatpacking District;18 Ninth Ave;18 9th Ave;New York;NY;Sushi;$$$$;
Open the Sesame;Lower East Side;198A Orchard St.;198 Orchard St;New York;NY;Thai;$;
Oriental Garden;Chinatown;14 Elizabeth St;14 Elizabeth St;New York;NY;Chinese;$;
Outback Steakhouse;Flatiron;60 W 23rd St;60 W 23rd St;New York;NY;Steakhouse;$$;
P.J. Clarke's;;915 Third Ave;915 3rd Ave;New York;NY;;;
Pam Real Thai Food;Midtown West;404 W 49th St;404 W 49th St;New York;NY;Asian;$;
Pampa;Upper West Side;768 Amsterdam Avenue;768 Amsterdam Ave;New York;NY;South American;$$;
Paradou;Meatpacking District;8 Little W 12th St;8 Little W 12th St;New York;NY;French;$$;
Park;Chelsea;The, 118 10th Ave;118 10th Ave;New York;NY;Mediterranean;$$$;
Park Avenue Cafe;Upper East Side;100 East 63rd St (@ Park Avenue);100 E 63rd St;New York;NY;American;$$$$;
Park Bistro;SOHO;414 Park Ave South;414 Park Ave S;New York;NY;French;$$$;
Park East Grill;Upper East Side;1564 2nd Avenue;1564 2nd Ave;New York;NY;Jewish;$;
Parlor Steakhouse;Upper East Side;1600 3rd Ave;1600 3rd Ave;New York;NY;Steakhouse;$$$$;
Pastis;Meatpacking District;9 Ninth Ave;9 9th Ave;New York;NY;French;$$$;
Peanut Butter & Co.;;240 Sullivan St;240 Sullivan Pl;New York;NY;;;
Pearl Oyster Bar;Greenwich Village;18 Cornelia Street;18 Cornelia St;New York;NY;Seafood;$$$;
Peep;SOHO;177 Prince St;177 Prince St;New York;NY;Asian;$$;
Pepe Giallo;;253 10th Ave;253 10th Ave;New York;NY;;;
Pepe Rosso;SOHO;149 Sullivan St;149 Sullivan St;New York;NY;Italian;$;
Peri Ela;Upper East Side;1361 Lexington Avenue;1361 Lexington Ave;New York;NY;Turkish;$$;
Persimmon;;277 E 10th St;277 E 10th St;New York;NY;Korean;$$$$;
Pescatore;Midtown East;955-957 2nd Ave;955 2nd Ave;New York;NY;Indian;$$$;
Petite Abeille;Chelsea;400 West 14th St;400 W 14th St;New York;NY;Belgian;$;
Piadina;Greenwich Village;57 W 10th St;57 W 10th St;New York;NY;Italian;$$;
Piano Due;Midtown West;151 W 51st St;151 W 51st St;New York;NY;Italian;$$$$;
Piccolo Angolo;West Village;621 Hudson St;621 Hudson St;New York;NY;Italian;$$;
Piccolo Ristorante;Chelsea;226 Third Ave;226 3rd Ave;New York;NY;Mediterranean;$$;
Pig Heaven;Midtown West;1540 Second Ave;1540 2nd Ave;New York;NY;Chinese;$$;
Pinch;Gramercy Park;416 Park Ave S;416 Park Ave S;New York;NY;Pizza;$;
Ping's Seafood;Chinatown;22 Mott St;22 Mott St;New York;NY;Chinese;$;
Pinkberry Frozen Yogurt;;240 E 82nd St;240 E 82nd St;New York;NY;Dessert;;
Pipa;;38 E 19th Street;38 E 19th St;New York;NY;Flatiron;$$$;
Pisticci;Harlem;125 La Salle St;125 La Salle St;New York;NY;Italian;$;
Pizza 33;Chelsea;171 W 23rd St;171 W 23rd St;New York;NY;Pizza;$;
Po;Greenwich Village;31 Cornelia St;31 Cornelia St;New York;NY;Italian;$$$;
Poke;;343 E. 85th St.;343 E 85th St;New York;NY;Sushi;$$;
Pomme Frites;;123 2nd Ave;123 2nd Ave;New York;NY;Belgian;$;
Pongal;Murray Hill;110 Lexington Ave.;110 Lexington Ave;New York;NY;Indian;$$;
Porchetta;East Village;110 East 7th Street;110 E 7th St;New York;NY;Italian;$$$;
Positano;Little Italy;122 Mulberry St;122 Mulberry St;New York;NY;Italian;$$;
Prime Grill;Midtown East;60 E 49th St;60 E 49th St;New York;NY;Jewish;$$$$;
Primitivo Osteria;West Village;202 West 14th Street;202 W 14th St;New York;NY;Italian;$$$;
Provence;SOHO;38 Macdougal Street;38 MacDougal St;New York;NY;French;$$;
Pukk;East Village;71 First Ave;71 1st Avenue;New York;NY;Thai;$;
Pump Energy Food;Midtown West;40 West 55th Street;40 W 55th St;New York;NY;International;$;
Puttanesca;Midtown West;859 9th Avenue;859 9th Ave;New York;NY;Italian;$$;
P’ONG;;150 W 10th St;150 W 10th St;New York;NY;Continental;$$$;
Quality Meats;Midtown West;57 W 58th St;57 W 58th St;New York;NY;Steakhouse;$$$$;
Quartino;;21 Peck Slip;21 Peck Slip;New York;NY;;;
Rain West - CLOSED;Upper West Side;100 West 82nd Street;100 W 82nd St;New York;NY;Asian;$$;
Rao's;Harlem;455 East 114th St;455 E 114th St;New York;NY;Italian;$$$$;
Raoul's;SOHO;180 Prince St;180 Prince St;New York;NY;French;$$$;
Red Cat;Chelsea;227 Tenth Avenue;227 Amsterdam Ave;New York;NY;American;$$$;
Redeye Grill;Midtown West;890 Seventh Ave;890 7th Ave;New York;NY;American;$$$;
Remi;Midtown West;145 W 53rd St;145 W 53rd St;New York;NY;Italian;$$$;
Republic;Union Square;37 Union Square W;37 Union Square W;New York;NY;Asian;$;
Revel;Meatpacking District;10 Little W. 12th Street;10 Little W 12th St;New York;NY;International;$$$$;
Revival;Harlem;2367 Frederick Douglass Blvd;2367 Frederick Douglass Blvd;New York;NY;Caribbean;$$;
Ribot;;780 Third Ave;780 3rd Ave;New York;NY;;;
Rice;NoLita;277 Mott Street;277 Mott St;New York;NY;International;$;
Riingo;Midtown East;205 E. 45th St;205 E 45th St;New York;NY;Japanese;$$$$;
Risotteria;;270 Bleecker St;270 Bleecker St;New York;NY;;;
Rolf's;;281 Third Ave.;281 3rd Ave;New York;NY;German;$$;
Rosa Mexicano;Upper West Side;61 Columbus Avenue;61 Columbus Ave;New York;NY;Mexican;$$$;
Roy's;TriBeCa;130 Washington St;130 Washington St;New York;NY;Fusion;$$$;
Rub Bbq;;208 W 23rd St;208 W 23rd St;New York;NY;;;
Ruby Foo's Times Square;Midtown West;1626 Broadway;1626 Broadway;New York;NY;Pan-Asian;$$$;
Ruby Foo's Uptown;Upper West Side;2182 Broadway;2182 Broadway;New York;NY;Pan-Asian;$$$;
Rue 57;;60 West 57th Street;60 W 57th St;New York;NY;;;
Ruth's Chris Steak House;Midtown West;148 West 51st Street;148 W 51st St;New York;NY;Steakhouse;$$$$;
S.O.B.'s;SOHO;200 Varick St;200 Varick St;New York;NY;Brazilian;$;
Sacred Chow;Greenwich Village;227 Sullivan Street;227 Sullivan St;New York;NY;Vegetarian;$;
Sal Anthony's S.P.Q.R.;Little Italy;133 Mulberry St;133 Mulberry St;New York;NY;Italian;$$;
Sala;NoLita;344 Bowery;344 Bowery;New York;NY;Spanish;$$;
Salmon River;Murray Hill;3 East 40th Street;3 E 40th St;New York;NY;Seafood;$$;
Salt;SOHO;58 Macdougal St;58 MacDougal St;New York;NY;American;$$$;
Salt Bar;Lower East Side;29 Clinton St;29 Clinton St;New York;NY;American;$$$;
Salud Restaurant and Bar;;142 Beekman Street;142 Beekman St;New York;NY;;;
Sanctuary T;SOHO;337 West Broadway;337 W Broadway;New York;NY;Continental;$$$;
Sardi's;Midtown West;234 West 44th Street;234 W 44th St;New York;NY;Continental;$$$;
Saucy;Upper East Side;1409 York Avenue;1409 York Ave;New York;NY;International;$$;
Savoy;SOHO;70 Prince St;70 Prince St;New York;NY;American;$$$;
Scaletta;Midtown West;50 W 77th St;50 W 77th St;New York;NY;Italian;$$$;
Scalinatella;Upper East Side;201 East 61st Street;201 E 61st St;New York;NY;Italian;$$$$;
Scarlatto;Midtown West;250 W 47th St;250 W 47th St;New York;NY;Italian;$$;
Scarpetta;Meatpacking District;355 W 14th St;355 W 14th St;New York;NY;Italian;$$$$;
Sea;East Village;75 Second Ave;75 2nd Ave;New York;NY;Asian;$;
Sea Grill;Midtown West;19 West 49th Street;19 W 49th St;New York;NY;Seafood;$$$$;
Sequoia;Wall Street;Pier 17;89 South St;New York;NY;Seafood;$$;
Serendipity 3;Upper East Side;225 E 60th St;225 E 60th St;New York;NY;American;$;
Sezz Medi';Harlem;1260 Amsterdam Ave;1260 Amsterdam Ave;New York;NY;Mediterranean;$$;
Shake Shack;Upper West Side;366 Columbus Ave;366 Columbus Ave;New York;NY;American;$$;
Shun Lee Cafe;;43 W 65th St;43 W 65th St;New York;NY;;;
Shun Lee Palace;Midtown East;155 E 55th Street;155 E 55th St;New York;NY;Chinese;$$$;
Shun Lee West;;43 W. 65th St.;43 W 65th St;New York;NY;Chinese;$$$;
Sip Sak;Midtown East;928 Second Ave;928 2nd Ave;New York;NY;Middle Eastern;$;
Slane;West Village;102 MacDougal St;102 MacDougal St;New York;NY;Irish;$$;
Smorgas Chef;;283 W. 12th St.;283 W 12th St;New York;NY;Scandinavian;;
Snack;SOHO;105 Thompson St;105 Thompson St;New York;NY;Greek;$;
Sofrito;;400 E. 57th St.;400 E 57th St;New York;NY;Nuevo Latino;$$;
Solera;Midtown East;216 E 53rd St;216 E 53rd St;New York;NY;Spanish;$$$;
Son Cubano;Meatpacking District;361 Greenwich St;361 Greenwich St;New York;NY;Cuban;$$$;
Soto;Greenwich Village;357 Sixth;357 6th Ave;New York;NY;Sushi;$$$;
Southside Cafe;Theater;252 W 47th Street;252 W 47th St;New York;NY;Italian;$$;
Spice Market;Meatpacking District;403 W 13th St;403 W 13th St;New York;NY;Malaysian;$$$;
Spotlight Live;Theater;1604 Broadway;1604 Broadway;New York;NY;American;$$$$;
Spotted Pig;West Village;The, 314 W 11th St;314 W 11th St;New York;NY;British;$$$;
Stand;Greenwich Village;24 E. 12th Street;24 E 12th St;New York;NY;American;$;
Stanton Social;Lower East Side;99 Stanton St;99 Stanton St;New York;NY;International;$$$;
Stanton Social Club;;99 Stanton Street;99 Stanton St;New York;NY;Small Plates;$$$;
Steak Frites;Union Square;9 East 16th Street;9 E 16th St;New York;NY;French;$$;
Stella Di Mare;Murray Hill;346 Lexington Avenue;346 Lexington Ave;New York;NY;Italian;$$$;
Strip House;Greenwich Village;13 E 12th St;13 E 12th St;New York;NY;Steakhouse;$$$;
Sugiyama;Midtown West;251 W 55th St;251 W 55th St;New York;NY;Japanese;$$$$;
Sui;Lower East Side;54 Spring Street;54 Spring St;New York;NY;Japanese;$$$;
Sushi Of Gari;Upper East Side;402 E 78th St;402 E 78th St;New York;NY;Sushi;$$$$;
Sushisamba 7;Greenwich Village;87 Seventh Ave South;87 7th Ave S;New York;NY;Sushi;$$$;
Swagat Indian Cuisine;;411a Amsterdam Ave;411A Amsterdam Ave;New York;NY;;;
Swing 46;Theater;349 W. 46 St;349 W 46th St;New York;NY;American;$$$;
Swizz;Midtown West;310 W 53rd St;310 W 53rd St;New York;NY;Swiss;$$;
Taboon;Midtown West;773 10th Ave;773 10th Ave;New York;NY;Mediterranean;$$$;
Tailor;;525 Broome St.;525 Broome St;New York;NY;;;
Tang Pavilion;Midtown West;65 W 55th St;65 W 55th St;New York;NY;Chinese;$$;
Tao;Midtown East;42 E 58th Street;42 E 58th St;New York;NY;Asian;$$$;
Taormina;Little Italy;147 Mulberry St;147 Mulberry St;New York;NY;Italian;$$;
Tasting Room;East Village;72 E First St;72 E 1st St;New York;NY;American;$$$;
Tavern on the Green;;Central Park W.;Central Park West;New York;NY;;;
Telepan;Midtown West;72 West 69th Street;72 W 69th St;New York;NY;American;$$$$;
Tenzan;Upper West Side;285 Columbus Ave;285 Columbus Ave;New York;NY;Japanese;$$;
Tenzan;Midtown East;988 Second Avenue;988 2nd Ave;New York;NY;Sushi;$$$$;
Tequila's Chito's Mexican Bar & Grill;Chelsea;358 W 23rd St;358 W 23rd St;New York;NY;Mexican;$$;
Teresa's;East Village;103 1st Ave;103 1st Avenue;New York;NY;Polish;$;
The American;NoLita;235 Mulberry St.;235 Mulberry St;New York;NY;American;$;
The Cafe Carlyle;;35 E 76 St;35 E 76th St;New York;NY;;;
The Cupping Room Cafe;;359 West Broadway;359 W Broadway;New York;NY;;;
The Mezzanine Restaurant;Theater;235 W 46th Street;235 W 46th St;New York;NY;Mediterranean;$$;
The New French;Greenwich Village;522 Hudson St;522 Hudson St;New York;NY;French;$$$;
The Pump Energy Food;;275 Madison Ave.;275 Madison Ave;New York;NY;;;
The Redhead;East Village;349 E. 13th Street;349 E 13th St;New York;NY;American;$$$;
Three Of Cups;East Village;83 First Ave;83 1st Avenue;New York;NY;Italian;$;
Tia Pol;Chelsea;205 Tenth Ave;205 Amsterdam Ave;New York;NY;Spanish;$$;
Tocqueville;Union Square;1 E 15th St;1 E 15th St;New York;NY;American;$$$$;
Tomo;Harlem;2850 Broadway;2850 Broadway;New York;NY;Sushi;$;
Tomoe Sushi;Greenwich Village;172 Thompson St;172 Thompson St;New York;NY;Sushi;$$;
Tong;;39 E. 13th St.;39 E 13th St;New York;NY;Thai;$$$;
Tony's Di Napoli;;1606 2nd Avenue;1606 2nd Ave;New York;NY;;;
Troy Turkish Grill;Midtown West;539 9th Ave;539 9th Ave;New York;NY;Turkish;$;
Tse Yang;Midtown East;34 East 51st Street;34 E 51st St;New York;NY;Chinese;$$$;
Turkish Cuisine;Midtown West;631 9th Ave;631 9th Ave;New York;NY;Middle Eastern;$$;
Turkish Kitchen;Midtown East;386 Third Ave;386 3rd Ave;New York;NY;Turkish;$$$$;
Turkuaz;Harlem;2637 Broadway;2637 Broadway;New York;NY;Middle Eastern;$$;
Tuscan Square;Midtown West;16 W 51st St;16 W 51st St;New York;NY;Italian;$$$;
Two Boots Lower East Side;Lower East Side;384 Grand Street;384 Grand St;New York;NY;Pizza;$;
Two Boots Rock Center;Midtown West;30 Rockefeller Plaza;30 Rockefeller Plaza;New York;NY;Pizza;$;
Two Boots To Go Go;SOHO;74 Bleecker Street;74 Bleecker St;New York;NY;Pizza;$;
Two Boots To Go West;West Village;201 West 11th Street;201 W 11th St;New York;NY;Pizza;$;
Upstairs;TriBeCa;130 W Broadway, 2nd Fl;130 W Broadway 2nd Fl;New York;NY;International;$$$;
Urena;Gramercy Park;37 E 28th St;37 E 28th St;New York;NY;Spanish;$$$;
Utsav;Midtown West;1185 Sixth Ave, 2nd Fl;1185 6th Ave 2nd Fl;New York;NY;Indian;$$$;
Varietal;Chelsea;138 W. 25th Street;138 W 25th St;New York;NY;American;$$$$;
Vatan;Gramercy Park;409 Third Ave;409 3rd Ave;New York;NY;Indian;$$;
Veniero's;East Village;342 E 11th St;342 E 11th St;New York;NY;American;$;
Veritas;Union Square;43 E 20th St;43 E 20th St;New York;NY;American;$$$$;
Vespa Cibobouno;;1625 Second Ave;1625 2nd Ave;New York;NY;;;
Viceversa;Midtown West;325 W 51st St;325 W 51st St;New York;NY;Italian;$$$$;
Villa Mosconi Restaurant;Greenwich Village;69 Macdougal St;69 MacDougal St;New York;NY;Italian;$$$;
