Name;Neighborhood;Address;Country;Country code;Type;Cost;Phone
Abuela's Cocina;;1758 1st Avenue;New York;NY;;;
Aburiya Kinnosuke;Midtown East;;New York;NY;Japanese;;(212-867-5454)
Abyssinia Ethiopian Grocery;;225 West 116th Street;New York;NY;;;
Abyssinia Ethiopian Restrnt;;35 Grand St;New York;NY;;;
Acadaddin Restaurant;;101 Lexington Ave # 27;New York;NY;;;
Academy Cafe;;343 2nd Avenue;New York;NY;;;
Acapella;Little Italy;1 Hudson St.;New York;NY;;;
Acappella;Tribeca/soho;;New York;NY;;;
Acapulco Caliente;;3508 Broadway-Btwn 143rd & 144th St;New York;NY;;;
Accademia Di Vino;Upper East Side;;New York;NY;Italian;;(212-888-6333)
Ace Bar;;531 East 5th Street Frnt;New York;NY;;;
Ace Deli;;1 E 28th St-Btwn 5th Ave & Madison Ave;New York;NY;;;
Aceluck;;530 9th Ave-Btwn 39th & 40th St;New York;NY;;;
Aceluck;Hell's Kitchen;;New York;NY;;;
Aceluck Thai;;530 9th Avenue;New York;NY;;;
Aceluck53;;0 9th Ave-;New York;NY;;;
Aces & Eights Saloon;;1683 1st Ave;New York;NY;;;
Acker, Merrall & Condit;;160 West 72nd Street;New York;NY;;;
Acme Bar & Grill;;9 Great Jones St # 9;New York;NY;;;
Acme Bar & Grill;E. Village;;New York;NY;;;
Acme Bar and Grill;Greenwich Village;;New York;NY;American Regional;;(212-420-1934)
Acme Pleating & Fagoting Corporation;;147 West 26th Street Floor 2;New York;NY;;;
Acme Underground;Greenwich Village;9 Great Jones;New York;NY;;;
Acorn Food Svc;;500 Pearl St;New York;NY;;;
Acosta Antonio;;934 Amsterdam Avenue;New York;NY;;;
Acqua;Upper West Side;;New York;NY;Italian;;(212-222-2752)
Acqua Pazza;Midtown West;36 West 52nd Street;New York;NY;Italian;;(212-582-6900)
Acqua at Peck Slip;;21 Peck Slip-At Water St;New York;NY;;;
Acqua at Peck Slip;South Street Seaport;21 Peck St.;New York;NY;;;
Acquapazza;;36 West 52nd Street;New York;NY;;;
Acquario (CLOSED);;5 Bleecker Street.;New York;NY;;;
Acropolis Food Of Health Square;;1 Herald Sq;New York;NY;;;
Acropolis Restaurant;;11 Fulton Street;New York;NY;;;
Across the Street Inc;;444 East 91st Street;New York;NY;;;
Acuaplas Restaurant;;111 E. 128 St.;New York;NY;;;
Acute Cafe;;110 West Broadway;New York;NY;;;
Ada;Midtown East;208 E 58th Street;New York;NY;Indian;$$$;
Adaro: Sushi & Pan Asian Cuisine;;129 W 56th St-Btwn 6th & 7th Ave;New York;NY;;;
Adelina Vegetarian Kitchen;;;New York;NY;;;
Adham Deli Grocery;;2240 Adam Clayton Powell;New York;NY;;;
Adi's Deli;;46 West 36th Street;New York;NY;;;
Adiletto's;;650 West 42;New York;NY;;;
Adiletto's;Meatpacking District;812 Washington;New York;NY;Italian;;(212-352-3581)
Admirals Galley the Inc;;160 South Street;New York;NY;;;
Adour Alain Ducasse;;Two East 55th Street;New York;NY;;;
Adour Alain Ducasse at The St. Regis New York;Midtown East;;New York;NY;French;;(212-710-2277)
Adria Wine Bar;;26 Prince;New York;NY;;;
Adriana Pizzeria;;253 3rd Ave-Btwn 20th & 21st St;New York;NY;;;
Adrianne's Pizza Bar;;54 Stone;New York;NY;;;
Adriatic;;;New York;NY;;;
Adriatic Pizzeria & Restaurant;East Village;321 First Ave.;New York;NY;;;
Adrienne;;700 5th Avenue;New York;NY;;;
Adrienne;Midtown West;;New York;NY;;;
Adrienne's Pizza Bar;;54 Stone Street;New York;NY;;;
Adrienne's Pizza Bar;Financial/battery Pk;;New York;NY;Italian;;(212-248-3838)
Adä;Midtown East;;New York;NY;Indian;;(212-371-6060)
Aegean Restaurant;;221 Columbus Av;New York;NY;;;
Aegean Restaurant;Upper W. Side;;New York;NY;;;
Affettati;East Village;131 E 7th St-between First Ave and Ave A;New York;NY;Italian;;(212-228-6875)
Affettati (CLOSED);;;New York;NY;;;
Afghan Kebab House;;155 West 46th Street;New York;NY;;;
Afghan Kebab House;East 70s;1345 Second Ave.;New York;NY;;;
Afghan Kebab House;Midtown West;;New York;NY;;;
Afghan Kebab House;West 50s;764 Ninth Ave.;New York;NY;;;
Afghan Kebab House #;;1764 9th Ave-Btwn 51st & 52nd St;New York;NY;;;
Afghan Kebab House II;;;New York;NY;;;
Afghan Restaurant;;34 Saint Marks Place;New York;NY;;;
Afghan Shish Kebab;;789 9th Ave;New York;NY;;;
Afghanistan Kebab House;;155 W 46th St;New York;NY;;;
Afghanistan Kebab House 2;;1345 2nd Avenue;New York;NY;;;
Africa 2 Restaurant;;346 West 53rd Street;New York;NY;;;
Africa Kine Restaurant;;256 West 116th Street;New York;NY;;;
Africa Kine Restaurant;Harlem;;New York;NY;;;
Africa Restaurant;;346 W 53rd St;New York;NY;;;
Africa Restaurant # 1;;247 West 116th Street;New York;NY;;;
African Progress Restaurant;;2795 Frederick Dglss Boulevard;New York;NY;;;
African Sisters;;62 E 116th St Bet.madison&park;New York;NY;;;
After 8.5;Midtown West;9 W 57th St-between Fifth and Sixth Aves;New York;NY;French;;(212-829-0812)
Against the Grain;;620 E 6th St-Btwn Ave B & Ave C;New York;NY;;;
Agan Cheng;;63 Avenue D;New York;NY;;;
Agata & Valentina;Upper East Side;1505 First Ave-at 79th St;New York;NY;Food or Beverage Shop;;(212-452-0690)
Agata & Valentina Ristorante;;1513 First Avenue;New York;NY;;;
Agata and Valentina Ristorante;Upper East Side;;New York;NY;;;
Agave;Greenwich Village;140 7th Ave South;New York;NY;Southwestern;$$;
Agave Restaurant;W. Village;;New York;NY;American Regional;;(212-989-2100)
Agave140;;7th Ave S-;New York;NY;;;
Ago;;;New York;NY;;;
Ago Restaurant;;377 Greenwich Street;New York;NY;;;
Ago Ristorante;;379 Greenwich St-At N Moore St;New York;NY;;;
Agora Restaurant;;1586 1st Ave # 1586;New York;NY;;;
Agozar;;324 Bowery;New York;NY;;;
Agozar;East Village;;New York;NY;;;
Agozar Restaurant & Lounge;;more info: Cuban;New York;NY;;;
Agozar!;E. Village;;New York;NY;Caribbean: Cuban;;(212-677-6773)
Agozar!32;;4 Bowery-;New York;NY;;;
Agra;;807 Lexington Ave-Btwn 62nd & 63rd St;New York;NY;;;
Agra Indian Pakistan Rest;;807 Lexington Avenue;New York;NY;;;
Agra Restaurant;;807 Lexington Avenue;New York;NY;;;
Agra Restaurant;Upper E. Side;;New York;NY;;;
Agrodolce Inc;;168 Sullivan;New York;NY;;;
Agua Caliente Enterprises;;117 Dyckman Street;New York;NY;;;
Aguirre;;2126 2nd Ave-Btwn 109th & 110th St;New York;NY;;;
Aguirre21;;26 2nd Ave-;New York;NY;;;
Ah Chihua Hua;Midtown East;;New York;NY;;;
Ah Chihuahua;;330 East 53RD Street;New York;NY;;;
Ah! Chihuahua's;;330 E 53rd St-Btwn 1st & 2nd Ave;New York;NY;;;
Ahmady Foods Corp;;3351 Broadway;New York;NY;;;
Ai-Chi Restaurant Corp;;61 Grove;New York;NY;;;
Aiello's Pizza Emporium;;383 3rd Avenue;New York;NY;;;
Aiello's Pizza Emporium;Flatiron/u. Sq.;;New York;NY;;;
Ainolaphek Inc;;17 E River Piers;New York;NY;;;
Aisifik Diner Corp;;343 2nd Ave;New York;NY;;;
Aix Brasserie (CLOSED);Upper West Side;2398 Broadway;New York;NY;French;$$$$;
Aix Restaurant;;2398 Broadway;New York;NY;;;
Aj Maxwell's - Steakhouse;Midtown West;57 West 48th Street;New York;NY;Steakhouse \ Asian: Pan-Asian;$$$$;(212-888-8008)
Aja;;1068 First Avenue;New York;NY;;;
Aja;Midtown East;;New York;NY;Asian: Pan-Asian;;(212-888-8008)
Aja Asian Bistro & Lounge;East 50s;1068 1st Ave.;New York;NY;;;
Aja Asian Bistro & Lounge;Greenwich Village;;New York;NY;Asian: Pan-Asian;;(212-253-7100)
Aja Asian Bistro and Lounge;;432 6th Avenue;New York;NY;;;
Ajanta;;1237 Amsterdam Ave-Btwn 120th & 121st St;New York;NY;;;
Ajanta;Upper W. Side;;New York;NY;;;
Ajanta123;;7 Amsterdam Ave-;New York;NY;;;
Aji Ichiban;;167 Hester Street;New York;NY;;;
Aji Sushi;;519 3rd Ave-Btwn 34th & 35th St;New York;NY;;;
Aji Sushi;Murray Hill/kips Bay;;New York;NY;;;
Ajisai Japanese Restaurant;;Japanese;New York;NY;;;
Ajisai Japanese Restaurant;Upper East Side;1466 1st Avenue Frnt;New York;NY;Japanese;;(212-717-5464)
Ajisen Noodle Restaurant;;14 Mott St-At Chatham Sq;New York;NY;;;
Ajisen Noodle Restaurant;Chinatown;;New York;NY;Japanese;;(212-267-9680)
Aka Café;;49 Clinton Street;New York;NY;;;
Akahi Inc;;292 Madison Avenue Frnt;New York;NY;;;
Akai Lounge;;;New York;NY;;;
Akaihana En Restaurant;;2164 Broadway;New York;NY;;;
Akane;;;New York;NY;;;
Akane216 E;;39th St-;New York;NY;;;
Akdeniz Turkish Cuisine;Midtown West;19 W 46th St;New York;NY;Mediterranean \ Turkish;$;(212-575-2307)
Akdeniz19 W;;46th St-;New York;NY;;;
Aki;Greenwich Village;181 W Fourth St;New York;NY;Caribbean \ Japanese;$$$;(212-989-5440)
Aki;West Village;;New York;NY;Japanese;;(212-989-5440)
Aki On West 4th;Greenwich Village;;New York;NY;;;
Aki Sushi;;121 East 27th Street;New York;NY;;;
Aki Sushi;Upper East Side;;New York;NY;;;
Aki Sushi;West 50s;366 W 52nd St.;New York;NY;;;
Aki Sushi West;;128 West 36th Street;New York;NY;;;
Aki181 W;;4th St-;New York;NY;;;
Akina Sushi;;424 E 14th St-At 1st Ave;New York;NY;;;
Akira Miyazaki Inc;;251 W 55th St;New York;NY;;;
Akita;;1771 1st Ave-Btwn 91st & 92nd Ave;New York;NY;;;
Akita1771;;1st Ave-;New York;NY;;;
Akwaba;;62 E 116th St-Btwn Madison & Park Ave;New York;NY;;;
Akwaba62 E;;116th St-;New York;NY;;;
Al Bacio;;1679 3rd Ave;New York;NY;;;
Al Baraka;Upper E. Side;;New York;NY;Moroccan;;(212-744-2122)
Al Bustan;;827 2nd Avenue;New York;NY;;;
Al Bustan Restaurant;Midtown East;827 Third Ave;New York;NY;Middle Eastern;$$$;(212-759-5933)
Al Dente;;417 Amsterdam Ave-At 80th St;New York;NY;;;
Al Dente;Upper W. Side;;New York;NY;;;
Al Di La;Park Slope;;New York;NY;;;
Al Diwan;East Village;;New York;NY;Middle Eastern;;(212-375-1300)
Al Forno Pizzeria;;1484 2nd Avenue;New York;NY;;;
Al Forno Pizzeria;Upper East Side;;New York;NY;;;
Al Lee Luncheonette;;190 Lenox Ave;New York;NY;;;
Al Ponte Vecchio Restaurant;;206 Thompson St;New York;NY;;;
Al's Deli;;34 Rutgers Street;New York;NY;;;
Al's Delicatessen;;458 7th Ave-Btwn 34th & 35th St;New York;NY;;;
Al-Baraka;;154 E 55th St-Btwn 3rd & Lexington Ave;New York;NY;;;
Al-Len Cafe Inc;;173 Chambers Street;New York;NY;;;
Alachi Masala;;488 Amsterdam Ave-Btwn 83rd & 84th St;New York;NY;;;
Aladdin Hotel;;317 W 45th St # NY;New York;NY;;;
Alain Ducasse (CLOSED);;155 West 58th Street;New York;NY;;;
Alain Ducasse at Essex House;;160 Central Park South;New York;NY;;;
Alain Ducasse at the Essex House (CLOSED);Midtown West;155 W 58th St-between Sixth and Seventh Aves;New York;NY;French;;(212-265-7300)
Alamo Restaurant;;304 East 48th Street;New York;NY;;;
Alan's Falafel;Financial/battery Pk;;New York;NY;;;
Alan's Marketplace;;27 Columbus Ave-Btwn 60th & 61st St;New York;NY;;;
Alan’s Falafel;Financial District;Cedar St-at Broadway;New York;NY;Middle Eastern;;
Alaska Food Market;;108 9 Avenue;New York;NY;;;
Alaskan Feast;;27 Fulton Market;New York;NY;;;
Alaya Grocery And Deli Corp;;177 Audubon Av;New York;NY;;;
Alba Speciality Seafood CO;;233 Water Street;New York;NY;;;
Alba Tratoria Restaurant Inc;;331 West 38;New York;NY;;;
Albert's Mofongo House;Inwood;4762 Broadway;New York;NY;;;
Alberto Lastreto Inc;;214 West 29;New York;NY;;;
Albrm Realty;;135 E 55th St # 5;New York;NY;;;
Alcala;Midtown East;;New York;NY;Spanish;;(212-370-1866)
Alcala342 E;;46th St-;New York;NY;;;
Alchemy;Park Slope;;New York;NY;;;
Aldailam Deli Market;;316 Saint Nicholas Avenue;New York;NY;;;
Aldea;;;New York;NY;;;
Aleems Coffee Shop;;46 W 21st St;New York;NY;;;
Aleo;Flatiron;;New York;NY;;;
Aleo Restaurant;;7 W 20th St;New York;NY;;;
Aleo7 W 2;;0th St-;New York;NY;;;
Alex Hotel 205 East 45th Street;;;New York;NY;;;
Alex's Deli;;95 Macdougal Street;New York;NY;;;
Alexander the Great;;374 8th Ave-At 29th St;New York;NY;;;
Alexandra;Greenwich Village;;New York;NY;Portuguese;$$;
Alexandra;W. Village;455 Hudson St;New York;NY;American;$$;(212-255-3838)
Alexi On;;25 W 56th St;New York;NY;;;
Alfama Restaurant;W. Village;;New York;NY;Portuguese;;(212-645-2500)
Alfama Restaurant;West Village;455 Hudson St;New York;NY;American \ Portuguese;$$;(212-645-2500)
Alfama, Fine Portuguese Cuisine;West Village;;New York;NY;Portuguese;;(212-645-2500)
Alfanoose;;8 Moiden Lane;New York;NY;;;
Alfanoose;Financial/battery Pk;;New York;NY;Middle Eastern;;(212-528-4669)
Alfredo Of Rome;;;New York;NY;;;
Alfredo of Rome;Rockefeller Center Midtown;;New York;NY;;;
Alfredo's of Rome;Midtown West;;New York;NY;Italian;;(212-397-0100)
Algonquin Hotel Round Table;Midtown West;;New York;NY;American;;(212-840-6800)
Alhaklain Khalid;;3680 Broadway;New York;NY;;;
Ali Baba;Murray Hill;206 E 34th St;New York;NY;Turkish;$;
Ali Baba Restaurant;;126 Macdougal Street;New York;NY;;;
Ali Baba Restaurant;Midtown East;212 E 34th St btwn Second and Third Aves;New York;NY;Turkish;;(212-683-9206)
Ali Baba Terrace;;862 2nd Avenue;New York;NY;;;
Ali Baba Turkish Cuisine;;212 E 34th St-Btwn 2nd & 3rd Ave;New York;NY;;;
Ali Baba of West Side;;515 Amsterdam Avenue;New York;NY;;;
Alias Restaurant;Lower E. Side;;New York;NY;American Creative;;(212-505-5011)
Alias Restaurant;Lower East Side;76 Clinton St;New York;NY;American \ American Creative;$$$;(212-505-5011)
Alibaba;;515 Amsterdam Avenue;New York;NY;;;
Alibaba;Upper W. Side;;New York;NY;;;
Alibi;;116 Macdougal Street;New York;NY;;;
Alice's Tea Cup;Upper W. Side;102 West. 73 st;New York;NY;American;$;
Alice's Tea Cup Chapter II;Upper W. Side;102 West. 73 st;New York;NY;American \ Cafés & diners;$;(212-486-9200)
Alice's Tea Cup Chapter III;Upper East Side;220 E 81st St-Btwn 2nd & 3rd Ave;New York;NY;Cafés & diners;;(212-734-4832)
Alice’s Tea Cup;Upper West Side;102 W 73rd St-at Columbus Ave;New York;NY;Cafés & diners;;(212-799-3006)
Alidoro;;105 Sullivan St-Btwn Spring & Prince St;New York;NY;;;
Alidoro;Soho;;New York;NY;;;
Alidoro10;;5 Sullivan St-;New York;NY;;;
Alison on Dominick Street;;38 Dominick St;New York;NY;;;
Aljuhaiem Deli;;207 Clinton Street;New York;NY;;;
All About Food;;19 Waverly Pl-Btwn Mercer & Greene St;New York;NY;;;
All American Deli;;42 Water Street;New York;NY;;;
All American Health Bar;;24 E 42nd St;New York;NY;;;
All American Water Street Deli;;42 Water Street;New York;NY;;;
All Natural Ben & Jerry's All Natural Vr;;2722 Broadway;New York;NY;;;
All Natural Hot Mini Cakes;Lower East Side;;New York;NY;;;
All State Cafe;;250 West 72nd Street Frnt;New York;NY;;;
Allan Dell Enterprises;;430 West 14th Street;New York;NY;;;
Allegretti;Flatiron;46 West 22nd St;New York;NY;French;$$$$;(212-206-0555)
Allegretti;Gramercy / Flatiron;;New York;NY;French;;(212-206-0555)
Allegria Restaurant;;1350 Avenue Of The Americ;New York;NY;;;
Allen & Delancey;Lower East Side;115 Allen St-at Delancey St;New York;NY;American Creative;;(212-253-5400)
Allen Friedberg Restaurant;;205 W 39th St;New York;NY;;;
Allen and Delancey;Lower East Side;115 Allen St;New York;NY;American;$$$;
Alleva Dairy;;188 Grand Street;New York;NY;;;
Alleys End Restaurant;;311 W 17th St;New York;NY;;;
Allora Restaurant Inc;;1321 1st Ave # 1;New York;NY;;;
Allora S P A Inc;;90 West Houston Street Bsmt;New York;NY;;;
Alloro;Upper East Side;;New York;NY;;;
Alloro Restaurant;East 80s;307 East 77th St.;New York;NY;Italian;;(212-535-2866)
Alloro307 E;;77th St-;New York;NY;;;
Alma Grill;;Radisson Lexington Hotel;New York;NY;;;
Alma Grill;Midtown East;134 E 48th St at Lexington Ave;New York;NY;American Creative;;(212-593-5900)
Almond;Flatiron;12 E 22nd Street;New York;NY;French;$$$$$;(212-228-7557)
Almond;Gramercy / Flatiron;;New York;NY;French;;(212-228-7557)
Almond Flower Bistro (CLOSED);;96 Bowery Street;New York;NY;;;
Almond12 E;;22nd St-;New York;NY;;;
Alnaham Express Deli & Grocery;;2176 2nd Avenue;New York;NY;;;
Aloe;East Village;;New York;NY;American Creative;;(212-358-8400)
Aloe406 E;;9th St-;New York;NY;;;
Aloha 44 Inc;;67 West 44th Street;New York;NY;;;
Alonia Restaurant Corporation;;600 East 14th Street;New York;NY;;;
Alonso's Steakhouse;;263 West 19th Street;New York;NY;;;
Alonso's Steakhouse;Chelsea;265 West 20th St;New York;NY;Steakhouse \ Steakhouses;$$$;(212-675-7749)
Alonti Cafe;;450 Lexington Ave;New York;NY;;;
Alonzos Restaurant;;302 E 45th St;New York;NY;;;
Alouette;Upper W. Side;2588 Broadway;New York;NY;French;$$$;(212-222-6808)
Alpha Fusion;;365 W 34th St-At 9th Ave;New York;NY;;;
Alpha Fusion NYC;;365 W 39th Street;New York;NY;;;
Alpha One;;348 7th Avenue;New York;NY;;;
Alphabet Cafe;;202 East 7th Street;New York;NY;;;
Alphabet Kitchen;;171 Avenue A;New York;NY;;;
Alphabet Scoop;East Village;543 E 11th St-between Aves A and B;New York;NY;Food or Beverage Shop;;(212-982-1422)
Alpine Gourmet Farm;;480 Fashion Avenue;New York;NY;;;
Als Deli;;197 Madison Street;New York;NY;;;
Alta;W. Village;;New York;NY;;;
Alta Restaurant;Greenwich Village;64 West 10th Street;New York;NY;Mediterranean;$$$;(212-505-7777)
Alta Voce;Park Slope;;New York;NY;;;
Alta64 W;;10th St-;New York;NY;;;
Alto;Midtown East;520 Madison Ave;New York;NY;Italian;$$$$$;(212-308-1099)
Alto11 E;;53rd St-;New York;NY;;;
Alva;;36 West 22nd Street;New York;NY;;;
Alvarez Dalila;;375 1st Avenue;New York;NY;;;
Always Delicious;;3867 10th Avenue;New York;NY;;;
Am Pm Fried Fish Chicken & Donuts;;330 West 125th Street;New York;NY;;;
Ama;Soho;48 MacDougal St-between Houston and Prince Sts;New York;NY;Italian;;(212-358-1707)
Ama;Tribeca/soho;;New York;NY;;;
Ama Deli;;3600 Broadway;New York;NY;;;
Ama Restaurant;;48 Macdougal;New York;NY;;;
Ama Ya;;234 East 4th Street;New York;NY;;;
Amadeus Pizza;;408 8th Ave-Btwn 30th & 31st St;New York;NY;;;
Amai;Gramercy/flatiron;171 3rd Ave-Btwn 16th & 17th St;New York;NY;Cafés & diners;;(212-863-9630)
Amakusa Restaurant;;143 East 47th Street;New York;NY;;;
Amalia;Midtown East;;New York;NY;Mediterranean;$$$$;
Amalia Restaurant;;204 West 55th Street;New York;NY;;;
Amalia204 W;;55th St-;New York;NY;;;
Amamika Resturant;Lower Manhattan;;New York;NY;;;
Amaranth Restaurant;Upper E. Side;;New York;NY;Mediterranean;;(212-980-6700)
Amaranth Restaurant;Upper East Side;21 E. 62nd St.;New York;NY;Mediterranean;$$$;(212-980-6700)
Amarok Bar & Grill;;32 Cliff St-At Fulton St;New York;NY;;;
Amarone;;686 9th Ave-Btwn 47th & 48th St;New York;NY;;;
Amarone;Midtown West;;New York;NY;;;
Amarone Ristorante;Hell's Kitchen;;New York;NY;;;
Amarone68;;6 9th Ave-;New York;NY;;;
Amaya;;234 E 4th St-At Ave B;New York;NY;;;
Amaya234 E;;4th St-;New York;NY;;;
Amazing;;6666 Mott St-Btwn Bayard & Canal St;New York;NY;;;
Amazing 66;Chinatown;66 Mott Street;New York;NY;Chinese;$$;
Amazing Japanese & Thai Restaurant;;;New York;NY;;;
Amazing Thailand Restaurant;;Amazing Japanese & Thai Restaurant;New York;NY;;;
Amazonia;;498 9th Ave-Btwn 37th & 38th St;New York;NY;;;
Ambassador Grill & Lounge;East 40s;44 First Avenue;New York;NY;;;
Ambassador Grill & Lounge;Midtown East;1 United Nations Plaza;New York;NY;International;$$$;
Ambassador Grill Lounge;;1 United Nations Plaza;New York;NY;;;
Amber;;381 3rd Ave-Btwn 27th & 28th St;New York;NY;;;
Amber;Upper East Side;1406 Third Ave-at 80th St;New York;NY;Japanese;;(212-249-5020)
Amber - 3rd Avenue;Gramercy / Flatiron;;New York;NY;;;
Amber - West;Upper West Side;;New York;NY;;;
Amber Asian Cuisine;;1406 3 Av;New York;NY;;;
Amber Gramercy;;381 Third Avenue;New York;NY;;;
Amber Gramercy;Gramercy / Flatiron;;New York;NY;;;
Amber381;;3rd Ave-;New York;NY;;;
Ambrosia;;273 1st Ave-Btwn 15th & 16th St;New York;NY;;;
Ambrosia Cafe Ltd (CLOSED);;158 East 45th Street;New York;NY;;;
Ambrosia Restaurant;;273 1 Av;New York;NY;;;
Ambrosia Restaurant;Flatiron/u. Sq.;;New York;NY;;;
Amelia's;;110 Varick St-At Broome St;New York;NY;;;
Amelia's Diner;Soho;;New York;NY;;;
AmeriMex;;135 E 28th St-At Lexington Ave;New York;NY;;;
America;;9 e 18th St;New York;NY;;;
American;;New World;New York;NY;;;
American (Show All);;116 East 16th Street;New York;NY;;;
American Burger Co.;;100 West 32nd Street;New York;NY;;;
American Cafe Health;;160 Broadway;New York;NY;;;
American Choice Deli;;111 Delancey Street;New York;NY;;;
American East Fuzhou;;54 E Broadway-Btwn Catherine & Market St;New York;NY;;;
American Festival;;600 5th Ave # 30;New York;NY;;;
American Festival Cafe;;20 W 50th St;New York;NY;;;
American Girl Place;;609 5th Ave-At 49th St;New York;NY;;;
American Gourmet Foods Deli;;831 6th Avenue;New York;NY;;;
American Grill;East Village;;New York;NY;;;
American Museum Restaurant;;79 Central Park W;New York;NY;;;
American Park;;Battery Park;New York;NY;;;
American Restaurant Inc;;2130 Broadway;New York;NY;;;
American Spirits Grill;;1744 2nd Avenue;New York;NY;;;
American Trash;;1471 1st Ave;New York;NY;;;
Americana Deli;;2657 Broadway-At 101st St;New York;NY;;;
Americas;;1159 3rd Ave-Btwn 67th & 68th St;New York;NY;;;
Ameriego;;1370 York Ave;New York;NY;;;
Ameritania Hotel;;230 W 54th St # NY;New York;NY;;;
Ametller (CLOSED);;35 Christopher Street;New York;NY;;;
Amici;;36519 8th Ave-Btwn 35th & 36th St;New York;NY;;;
Amici 36;;519 8 Av;New York;NY;;;
Amici 365;;19 8th Ave-;New York;NY;;;
Amici II;;165 Mulberry Street;New York;NY;;;
Amici MIEI;;475 Broadway;New York;NY;;;
Amin;;155 8th Avenue;New York;NY;;;
Amin Indian Cuisine;;155 E 87th St;New York;NY;;;
Amin Indian Cuisine;Chelsea;;New York;NY;;;
Amir Restaurant Corp;;36 Avenue A # B;New York;NY;;;
Amir's Falafel;;;New York;NY;;;
Amirs Falafel & Gyros;;901 Avenue Of The Americas;New York;NY;;;
Amish Market;Financial District;53 Park Pl-at West Broadway;New York;NY;Food or Beverage Shop;;(212-608-3863)
Amity Restaurant;;1134 Madison Ave-Btwn 84th & 85th St;New York;NY;;;
Amity Restaurant;Upper E. Side;;New York;NY;;;
Amma;Midtown East;246 E 51st St-between Second and Third Aves;New York;NY;Indian;;(212-644-8330)
Amma246 E;;51st St-;New York;NY;;;
Ammos Estiatorio;Midtown East;246 E 51st St;New York;NY;Indian \ Greek;$$$$;(212-922-9999)
Amor Cubano;East Harlem;2018 Third Ave-at 111th St;New York;NY;Caribbean: Cuban;;(212-996-1220)
