0_restaurant;0_neighborhood;0_address;0_addressGoogle;0_country;0_country_code;0_type;0_cost;0_type_r;1_restaurant;1_neighborhood;1_address;1_addressGoogle;1_country;1_country_code;1_type;1_cost;1_type_r
Scalinatella;Upper East Side;201 East 61st Street;201 E 61st St;New York;NY;Italian;$$$$;;Scalinatella Restaurant;Upper East Side;201 E 61st St;201 E 61st St;New York;NY;;;Italian
Shun Lee Palace;Midtown East;155 E 55th Street;155 E 55th St;New York;NY;Chinese;$$$;;Shun Lee Palace East;Midtown East;155 E 55th St;155 E 55th St;New York;NY;;;Chinese
Shun Lee West;;43 W. 65th St.;43 W 65th St;New York;NY;Chinese;$$$;;Shun Lee West Lincoln Ctr;Upper West Side;43 W 65th St;43 W 65th St;New York;NY;;;Chinese
Shun Lee West;Upper West Side;43 W 65th St btwn Central Park West and...;43 W 65th St;;;;;;Shun Lee West Lincoln Ctr;Upper West Side;43 W 65th St;43 W 65th St;New York;NY;;;Chinese
Son Cubano;Meatpacking District;361 Greenwich St;361 Greenwich St;New York;NY;Cuban;$$$;;Son Cubano Restaurant;Meatpacking District;405 West 14th Street;405 W 14th St;New York;NY;;;Caribbean: Cuban
Strip House;Greenwich Village;13 E 12th St;13 E 12th St;New York;NY;Steakhouse;$$$;;Strip House - New York;Greenwich Village;13 East 12th Street;13 E 12th St;New York;NY;;;Steakhouses
Swing 46;Theater;349 W. 46 St;349 W 46th St;New York;NY;American;$$$;;Swing 46 Jazz & Supper Club;;349 W 46th St;349 W 46th St;New York;NY;;;
The Cupping Room Cafe;;359 West Broadway;359 W Broadway;New York;NY;;;;The Cupping Room Cafe, Inc.;Soho;359 W. Broadway;359 W Broadway;New York;NY;;;American
The Cupping Room Cafe;;359 West Broadway;359 W Broadway;New York;NY;;;;The Cupping Room Cafe, Inc.;Soho;359 W. Broadway;359 W Broadway;New York;NY;;;nan
Tomo;Harlem;2850 Broadway;2850 Broadway;New York;NY;Sushi;$;;Tomo (CLOSED);Upper West Side;2850 Broadway-;2850 Broadway;New York;NY;;;Japanese
Tony's Di Napoli;Midtown West;;nan;;;;;;Tony's Di Napoli Midtown;Midtown West;147 West 43rd Street;147 W 43rd St;New York;NY;;;Italian
Tse Yang;Midtown East;34 East 51st Street;34 E 51st St;New York;NY;Chinese;$$$;;Tse Yang Restaurant;Midtown East;34 E 51st St;34 E 51st St;New York;NY;;;Chinese
Tuscan Square;Midtown West;16 W 51st St;16 W 51st St;New York;NY;Italian;$$$;;Tuscan Square (CLOSED);nan;16 West 51st Street;16 W 51st St;New York;NY;;;nan
Upstairs;TriBeCa;130 W Broadway, 2nd Fl;130 W Broadway 2nd Fl;New York;NY;International;$$$;;Upstairs Bouley Bakery & Market;Tribeca; 130 West Broadway-at Duane St;130 W Broadway;New York;NY;American Creative;;
Vatan;Gramercy Park;409 Third Ave;409 3rd Ave;New York;NY;Indian;$$;;Vatan Indian Restaurant;Gramercy/Flatiron;409 3rd Ave;409 3rd Ave;New York;NY;;;Indian
Vespa Cibobouno;;1625 Second Ave;1625 2nd Ave;New York;NY;;;;Vespa Cibobuono;Upper East Side; 1625 Second Ave-between 84th and 85th Sts;1625 2nd Ave;New York;NY;;;Italian
Wollensky's Grill;Midtown East;205 East 49th Street;205 E 49th St;New York;NY;American;$$$;;Wollenskys Grill;Midtown East;201 E 49th St;201 E 49th St;New York;NY;;;Steakhouses
Yama;Midtown East;38-40 Carmine St;38-40 Carmine St;New York;NY;Sushi;$$;;Yama 49;Midtown East; 308 E 49th St-at Second Ave;308 E 49th St;New York;NY;Japanese;;
Yuca Bar;East Village;111 Ave A;111 Avenue A;New York;NY;Nuevo Latino;$;;Yuca Bar & Restaurant;East Village;111 Avenue A;111 Avenue A;New York;NY;;;Latin American
Zen Palate;Union Square;34 East Union Sq;34 Union Square E;New York;NY;Vegetarian;$;;Zen Palate (Closed);Gramercy/Flatiron; 34 Union Sq East-at 16th St;34 Union Square E;New York;NY;Vegetarian & Organic;;
Zoe;SOHO;90 Prince St;90 Prince St;New York;NY;American;$$$;;Zoe Restaurant;;90 Prince St;90 Prince St;New York;NY;;;
10 Downing Food & Wine;West Village;;;;;;;;10 Downing Food and Wine;West Village;10 Downing Street;10 Downing St;New York;NY;;;American Creative
202;Chelsea;;;;;;;;202 Cafe;Chelsea;Chelsea Mkt | 75 Ninth Ave.;75 9th Ave;New York;NY;;;
2Eat@Saks;Midtown East;;;;;;;;2nd Ave Deli;Midtown East; 162 E 33rd St-between Lexington and Third Aves;162 E 33rd St;New York;NY;American;;
AQ Café;Murray Hill/Kips Bay;;;;;;;;AQ Café, Scandinavia House;Murray Hill;58 Park Ave.;58 Park Ave;New York;NY;;;
Ajisen Noodle;Chinatown;;;;;;;;Ajisen Noodle Restaurant;Chinatown/Little Italy;14 Mott St-At Chatham Sq;14 Mott St;New York;NY;;;Japanese
Angelo & Maxie's Steakhouse;Gramercy;;;;;;;;Angelo & Maxies Steakhouse;Gramercy/Flatiron;233 Park Avenue South;233 Park Ave S;New York;NY;;;Steakhouses
Angus McIndoe;Midtown West;;;;;;;;Angus Mcindoe Restaurant;Midtown West;258 West 44th Street;258 W 44th St;New York;NY;;;American
Bali Nusa Indah;Midtown West;;;;;;;;Bali Nusa Indah Restaurant Inc;Midtown West;651 9th Avenue Frnt;651 9th Ave;New York;NY;;;Asian: Indonesian
Barbarini Alimentari;Financial/Battery Pk;;;;;;;;Barbarini Mercato;Financial District; 227 Front St-between Beekman St and Peck Slip;227 Front St;New York;NY;Food or Beverage Shop;;
Barbetta;Midtown West;321 W 46th Street;321 W 46th St;New York;NY;;$$$;Italian;Barbetta Restaurant;Midtown West;321 West 46th Street;321 W 46th St;New York;NY;;;Italian
Ben Benson's Steak House;Midtown West;219 E 44th St;219 E 44th St;New York;NY;;$$$$;Steakhouse;Ben Benson's Steakhouse;Midtown West;123 West 52nd Street;123 W 52nd St;New York;NY;;;Steakhouses
Biricchino;Chelsea;260 W 29th St at Eighth Ave;260 W 29th St;;;;;;Biricchino Northern Italian Restaurant;Chelsea;260 West 29th Street;260 W 29th St;New York;NY;;;Italian
Bistro Ten 18;Upper W. Side;;nan;;;;;;Bistro du Nord;Upper East Side; 1312 Madison Ave-at 93rd St;1312 Madison Ave;New York;NY;French;;
Bistro Ten 18;Upper W. Side;1018 Amsterdam Ave;1018 Amsterdam Ave;New York;NY;;$$;American;Bistro du Nord;Upper East Side; 1312 Madison Ave-at 93rd St;1312 Madison Ave;New York;NY;French;;
Bone Lick Park;West Village;;;;;;;;Bone Lick Park Bar-B-Que;West Village;75 Greenwich Avenue;75 Greenwich Ave;New York;NY;;;Barbeque
Bone Lick Park;Greenwich Village;75 Greenwich Ave btwn Seventh Ave South...;75 Greenwich Ave;;;;;;Bone Lick Park Bar-B-Que;West Village;75 Greenwich Avenue;75 Greenwich Ave;New York;NY;;;Barbeque
Bourbon Street Southern Gourmet Pantry;West Village;;;;;;;;Bourgeois Pig Cafe;East Village;122 E 7th St.;122 E 7th St;New York;NY;;;
Brasserie 360;Midtown East;;nan;;;;;;Brasserie 44;Midtown West; 44 W 44th St-between Fifth and Sixth Aves;44 W 44th St;New York;NY;American;;
Bricco;Midtown West;;nan;;;;;;Bricco Restaurant;Midtown West;304 W 56th St;304 W 56th St;New York;NY;;;Italian
Café con Leche;Upper West Side;;;;;;;;Café d'Alsace;Upper East Side; 1695 Second Ave-at 88th St;1695 2nd Ave;New York;NY;French;;
Café des Artistes;Upper West Side;;;;;;;;Café du Soleil;Upper West Side; 2723 Broadway-between 104th and 105th Sts;2723 Broadway;New York;NY;French;;
Carnegie John's;Midtown West;;;;;;;;Carnegie John’s;Midtown West; W 56th St-at Seventh Ave;W 56th St;New York;NY;Eclectic;;
Chez Josephine;Midtown West;;;;;;;;Chez Josephine Limited;Midtown West;414 West 42nd Street Frnt;414 W 42nd St;New York;NY;;;French
China 1;East Village;;;;;;;;China 1 Antique Restaurant & Lounge;East Village;50 Avenue B;50 Avenue B;New York;NY;;;Chinese
Churrascaria Tribeca;Tribeca;;;;;;;;Churrascarria Plataforma;Tribeca; 221 West Broadway-between Franklin and White Sts;221 W Broadway;New York;NY;;;Brazilian
Clinton St. Baking Co. & Restaurant;Lower East Side;;;;;;;;Clinton St. Baking Company;Lower East Side;4 Clinton St.;4 Clinton St;New York;NY;;;
Commerce;West Village;;;;;;;;Commodities Natural Market;East Village; 165 First Ave-between 10th and 11th Sts;165 1st Avenue;New York;NY;Food or Beverage Shop;;
Daisy May's BBQ USA;Midtown West;;;;;;;;Daisy Mays Bbq Usa;Midtown West;623 11th Avenue;623 11th Ave;New York;NY;;;Barbeque
Darbar Grill;Midtown East;;nan;;;;;;Darbar Grill Fine Indian Cuisine;Midtown East;157 East 55th Street;157 E 55th St;New York;NY;;;Indian
Delicia Brazil;West Village;;;;;;;;Delicia Brazil Restaurant;West Village;322 W 11th St.;322 W 11th St;New York;NY;;;Brazilian
Delicia Brazil;West Village;;;;;;;;Delicia Brazil Restaurant;West Village;322 W 11th St.;322 W 11th St;New York;NY;;;nan
Dylan's Candy Bar;Upper East Side;;;;;;;;Dylan’s Candy Bar;Upper East Side; 1011 Third Ave-at 60th St;1011 3rd Ave;New York;NY;Food or Beverage Shop;;
Egg Custard King Two Cafe;Chinatown;;;;;;;;Eight Mile Creek;Chinatown/Little Italy; 240 Mulberry St-between Prince and Spring Sts;240 Mulberry St;New York;NY;Australian & New Zealand;;
Festival Mexicano Restaurant;Lower East Side;;;;;;;;Festival Restaurnt;Lower East Side;120 Rivington St;120 Rivington St;New York;NY;;;Mexican
Flor de Sol;Tribeca;;;;;;;;Flor de Sol Restaurant;Tribeca;361 Greenwich Street;361 Greenwich St;New York;NY;;;Spanish
Greenwich Steak & Burger;Tribeca;;;;;;;;Greenwich Steak & Burger (CLOSED);Tribeca; 369 Greenwich St-at Franklin St;369 Greenwich St;New York;NY;Steakhouses;;
Gusto Organics;West Village;;;;;;;;Gusto Ristorante e Bar Americano;West Village; 60 Greenwich Ave-at Perry St;60 Greenwich Ave;New York;NY;Italian;;
Haru;Upper E. Side;433 Amsterdam Ave;433 Amsterdam Ave;New York;NY;;$$;Japanese;Haru Food Svc;;433 Amsterdam Ave;433 Amsterdam Ave;New York;NY;;;
Haru;Upper East Side;433 Amsterdam Ave;433 Amsterdam Ave;New York;NY;;$$;Japanese;Haru Food Svc;;433 Amsterdam Ave;433 Amsterdam Ave;New York;NY;;;
Hawaiian Tropic Zone;Midtown West;;;;;;;;Hawaiian Tropic Zone (CLOSED);Midtown West;729 7th Ave-;729 7th Ave;New York;NY;;;American Creative
Hiroko's Place;Soho;;;;;;;;Hiroko’s Place;Soho;75 Thompson St.;75 Thompson St;New York;NY;;;nan
Hop Kee;Chinatown;;;;;;;;Hop Lee;Chinatown/Little Italy; 16 Mott St-between Chatham Sq and Pell St;16 Mott St;New York;NY;Chinese;;
Il Nido;Midtown East;;;;;;;;Il Nido Restaurant;Midtown East;251 E 53rd St;251 E 53rd St;New York;NY;;;Italian
Il Vagabondo;Upper East Side;;;;;;;;Il Vagabondo Restaurant;Upper East Side;351 E 62nd St;351 E 62nd St;New York;NY;;;Italian
Ishikura Restaurant;East Village;;;;;;;;Ishikura Sushi;East Village;67 First Ave.;67 1st Avenue;New York;NY;;;
Jiannetto's Pizza & Catering;Midtown East;;;;;;;;Jiannetto’s Pizza truck;Midtown East; E 47th St-at Park Ave;E 47th St;New York;NY;Italian: Pizza;;
Jing Fong;Chinatown;;;;;;;;Jing Fong Restaurant;Chinatown/Little Italy;20 Elizabeth St;20 Elizabeth St;New York;NY;;;Chinese
La Barra;Lower East Side;;;;;;;;La Barra Cevicheria;Lower East Side;250 Broome St-;250 Broome St;New York;NY;;;Mexican
La Petite Auberge;Gramercy;;;;;;;;La Petite Auberge Inc;Gramercy/Flatiron;116 Lexington Ave;116 Lexington Ave;New York;NY;;;French
Le Bateau Ivre;Midtown East;;;;;;;;Le Bateau Ivre Inc;Midtown East;230 East 51ST Street;230 E 51st St;New York;NY;;;French
M. Rohrs' House of Fine Teas & Coffees;Upper East Side;;;;;;;;M. Rohrs’ House of Fine Teas and Coffees;Upper East Side; 310 E 86th St-between First and Second Aves;310 East 86th St;New York;NY;Cafés & diners;;
Macao Trading Co.;Tribeca;;;;;;;;Macao Trading Company;Tribeca;311 Church Street;311 Church St;New York;NY;;;Eclectic
Mangez Avec Moi;Financial/Battery Pk;;;;;;;;Mangez Express;Financial District; 71–73 West Broadway-between Murray and Warren Sts;71 W Broadway;New York;NY;;;Vietnamese
Meade's;Financial/Battery Pk;;;;;;;;Meade’s;Financial District; 251 Water St-at Peck Slip;251 Water St;New York;NY;Seafood;;
Meskel;East Village;;;;;;;;Meskel Ethiopian Restaurant;East Village;199 East 3rd Street;199 E 3rd St;New York;NY;;;African: Ethiopian
Mint;Midtown East;;;;;;;;Mint Restaurant;Midtown East;150 East 50th Street;150 E 50th St;New York;NY;;;Indian
New Chao Chow;Chinatown;;;;;;;;New Chao Chow Restaurant;Chinatown;111 Mott St.;111 Mott St;New York;NY;;;nan
New Pasteur;Chinatown;;;;;;;;New Pasteur Restaurant;Chinatown;85 Baxter St.;85 Baxter St;New York;NY;;;nan
Nick & Toni's Café;Upper West Side;;;;;;;;Nick & Tonis Cafe;Upper West Side;100 W 67th St;100 W 67th St;New York;NY;;;Mediterranean
Nippon;Midtown East;;;;;;;;Nippon Restaurant;Midtown East;155 E 52nd St;155 E 52nd St;New York;NY;;;Japanese
Noodle Bar;Lower East Side;172 Orchard St at Stanton St;172 Orchard St;;;;;;Noodle Bar Lower East Side;Lower East Side; 172 Orchard St-at Stanton St;172 Orchard St;New York;NY;Asian: Pan-Asian;;
Noodle Bar;Greenwich Village;172 Orchard St at Stanton St;172 Orchard St;;;;;;Noodle Bar Lower East Side;Lower East Side; 172 Orchard St-at Stanton St;172 Orchard St;New York;NY;Asian: Pan-Asian;;
Orso;Midtown West;;;;;;;;Orso Restaurant;Midtown West;322 W 46th St;322 W 46th St;New York;NY;;;Italian
Osteria al Doge;Midtown West;;nan;;;;;;Osteria del Circo;Midtown West; 120 W 55th St-between Sixth and Seventh Aves;120 W 55th St;New York;NY;Italian;;
Paradou Marché;Lower East Side;;;;;;;;Paradou Marché (CLOSED);Lower East Side; 120 Essex St-at Delancey St;120 Essex St;New York;NY;Eclectic;;
Perilla;West Village;;;;;;;;Perilla Restaurant;West Village;9 Jones Street;9 Jones St;New York;NY;;;American
Philippe;Upper East Side;;;;;;;;Philippe Chow;Upper East Side;33 E 60th St-Btwn Madison & Park Ave;33 E 60th St;New York;NY;;;Chinese
Phoenix Garden;Midtown East;;;;;;;;Phoenix Garden Restaurant;Midtown East;242 E 40th St;242 E 40th St;New York;NY;;;Chinese
Pomaire;Midtown West;;;;;;;;Pomaire Restaurant Inc;Midtown West;371 West 46th Street;371 W 46th St;New York;NY;;;Latin American: Chilean
Rare Bar & Grill;West Village;;;;;;;;Rare Bar & Grill (CLOSED);West Village;228 Bleecker St-;228 Bleecker St;New York;NY;;;American
Roti Roll Bombay Frankie;Upper West Side;;;;;;;;Rouge Tomate;Upper East Side; 10 E 60th St-between Fifth and Madison Aves;10 E 60th St;New York;NY;Eclectic;;
Sahara Grill;Midtown West;;;;;;;;Sahara Grill (CLOSED);Midtown West;558 7th Ave-At 40th St;558 7th Ave;New York;NY;;;Turkish
Seymour Burton;East Village;;;;;;;;Seymour Burton (CLOSED);East Village; 511 E 5th St-between Aves A and B;511 E 5th St;New York;NY;American;;
Sharaku;East Village;;;;;;;;Sharaku Japanese Restaurant;East Village;14 Stuyvesant St;14 Stuyvesant St;New York;NY;;;Japanese
Shimizu;Midtown West;;;;;;;;Shimizu Sushi Restaurant;Midtown West;318 West 51st Street;318 W 51st St;New York;NY;;;Japanese
Skylight Diner;Midtown West;;;;;;;;Skylight Diner Inc;Midtown West;402 W 34th St;402 W 34th St;New York;NY;;;Cafés & diners
Snack Dragon Taco Shack;East Village;;;;;;;;Snack Taverna;West Village; 63 Bedford St-at Morton St;63 Bedford St;New York;NY;Greek;;
Soul Fixins;Midtown West;;371 W 34th St;;;;;;Soul Fixins';Midtown West;371 W 34th St-At 9th Ave;371 W 34th St;New York;NY;;;American Regional
SouthWest NY;Financial District;;;;;;;;SouthWestNY;Financial District; 2 World Ficial Center-between Liberty and Vesey Sts;Two World Trade Center;New York;NY;American Regional;;
Southern Hospitality;Upper East Side;;;;;;;;Southern Hospitality BBQ;Upper East Side;1460 Second Avenue;1460 2nd Ave;New York;NY;;;Barbeque
Square Diner;Tribeca;;;;;;;;Square Diner Corp;Tribeca;33 Leonard St;33 Leonard St;New York;NY;;;Cafés & diners
Surf City Squeeze;West Village;;;;;;;;Surya;West Village; 302 Bleecker St-between Seventh Ave South and Grove St;302 Bleecker St;New York;NY;Indian;;
Sushiden;Midtown West;;nan;;;;;;Sushiden Madison Av;Midtown East;19 E 49th St;19 E 49th St;New York;NY;;;Japanese
S’MAC;East Village;;;;;;;;S’Mac;East Village; 345 E 12th St-between First and Second Aves;345 E 12th St;New York;NY;American;;
Taïm;West Village;;;;;;;;Tea & Sympathy;West Village; 108–110 Greenwich Ave-between 12th and 13th Sts;108 Greenwich Ave;New York;NY;British & Irish;;
Thalassa;Tribeca;;;;;;;;Thalassa Restuarant;Tribeca;179 Franklin St.;179 Franklin St;New York;NY;;;Greek
The Mercury Dime;East Village;;200 E 5th St;;;;;;The Mermaid Inn;East Village; 96 Second Ave-between 5th and 6th Sts;96 2nd Ave;New York;NY;Seafood;;
The Odeon;Tribeca;;;;;;;;The Odeon Ice Cream Cart;Tribeca; 145 West Broadway-between Duane and Thomas Sts;145 W Broadway;New York;NY;;;Cafés & diners
The Sea Grill;Midtown West;;;;;;;;The Sea Grill Restaurant;Midtown West;19 West 49th Street;19 W 49th St;New York;NY;;;Seafood
The Shark Bar;Upper West Side;;;;;;;;The Shark Bar Restaurant;Upper West Side; 307 Amsterdam Ave-between 74th and 75th Sts;307 Amsterdam Ave;New York;NY;American Regional;;
Tiengarden;Lower East Side;;;;;;;;Tiengarden Vegan Restaurant;Lower East Side;170 Allen Street;170 Allen St;New York;NY;;;Vegetarian & Organic
Yaffa's Tea Room;Tribeca;;;;;;;;Yaffa’s T-Room;Tribeca; 19 Harrison St-at Greenwich St;19 Harrison St;New York;NY;Eclectic;;
Yakiniku West;East Village;;;;;;;;Yakitori Taisho;East Village; 5 St. Marks Pl-between Second and Third Aves;5 St Marks Pl;New York;NY;Japanese;;
Zaitzeff;East Village;;;;;;;;Zakuro;East Village; 143 Second Ave-at 9th St;143 2nd Ave;New York;NY;Japanese;;
Zócalo;Upper E. Side;;nan;;;;;;Zócalo (CLOSED);Upper East Side; 174 E 82nd St-between Lexington and Third Aves;174 E 82nd St;New York;NY;Mexican;;
david burke townhouse;Upper East Side;;;;;;;;davidburke & donatella;Upper East Side; 133 E 61st St-between Park and Lexington Aves;133 E 61st St;New York;NY;American Creative;;
Atomic Wings;Upper E. Side;;;;;;;;Atomic Wings @ Bar Costal;Upper East Side;1495 1st Avenue;1495 1st Avenue;New York;NY;;;American
Bice;Midtown East;;;;;;;;Bice Ristorante;Midtown East;7 E 54th St-Btwn Madison & 5th Ave;7 E 54th St;New York;NY;;;Italian
Blockheads;Midtown East;954 Second Ave;954 2nd Ave;New York;NY;;$;Mexican;Blockheads Mexican Diner;;954 2nd Avenue Frnt;954 2nd Ave;New York;NY;;;
Blockheads;Midtown West;954 Second Ave;954 2nd Ave;New York;NY;;$;Mexican;Blockheads Mexican Diner;;954 2nd Avenue Frnt;954 2nd Ave;New York;NY;;;
Branzini;Midtown East;;;;;;;;Branzini Restaurant;Midtown East;299 Madison Avenue;299 Madison Ave;New York;NY;;;Mediterranean
Breeze;Midtown West;;;;;;;;Breeze NYC;Midtown West;661 9 Av;661 9th Ave;New York;NY;;;Thai
Cafe 2 and Terrace 5;Midtown West;;;;;;;;Cafe 2/Terrace 5;Midtown West; 9 W 53rd St-between Fifth and Sixth Aves;9 W 53rd St;New York;NY;Italian;;
Caffe Della Pace;E. Village;;;;;;;;Caffe Emilia;East Village; 139 First Ave-between St. Marks Pl and E 9th St;139 1st Avenue;New York;NY;Italian;;
Casa la Femme North;Midtown East;;;;;;;;Casa la Femme North (CLOSED);Midtown East; 1076 First Ave-between 58th and 59th Sts;1076 1st Avenue;New York;NY;;;Middle Eastern: Egyptian
Chennai Garden;Gramercy;129 E 27 St;129 E 27th St;New York;NY;;$;Indian;Chennai Garden Inc;Gramercy/Flatiron;129 East 27;129 E 27th St;New York;NY;;;Indian
Country Cafe;SoHo;;69 Thompson St;;;;;;Country Café;Soho; 69 Thompson St-between Broome and Spring Sts;69 Thompson St;New York;NY;French;;
Deborah;W. Village;;;;;;;;Deborah (CLOSED);West Village; 43 Carmine St-between Bedford and Bleecker Sts;43 Carmine St;New York;NY;;;American
Docks Oyster Bar;Upper W. Side;;nan;;;;;;Docks Oyster Bar & Seafood Grill;Upper West Side; 2427 Broadway-between 89th and 90th Sts;2427 Broadway;New York;NY;Seafood;;
Encore;Midtown West;;;;;;;;Energy Kitchen;Midtown West; 417 W 47th St-between Ninth and Tenth Aves;417 W 47th St;New York;NY;American;;
Fitzer's;Midtown East;;;;;;;;Fitzer’s;Midtown East;Fitzpatrick Manhattan Hotel -687 Lexington Avebetween 56th and 57th Sts;;New York;NY;British & Irish;;
Forlini's Restaurant;Chinatown;;;;;;;;Forlini’s Restaurant;Chinatown;93 Baxter St.;93 Baxter St;New York;NY;;;nan
George O'Neill's;Midtown East;;;;;;;;George O’Neill’s;Midtown East; 145 E 50th St-between Lexington and Third Aves;145 E 50th St;New York;NY;Steakhouses;;
Ghenet;Nolita;284 Mulberry St;284 Mulberry St;New York;NY;;$;African;Ghenet Restaurant;Chinatown/Little Italy;284 Mulberry St;284 Mulberry St;New York;NY;;;African: Ethiopian
Harlem Fried Chicken;Harlem;;;;;;;;Harlem Grill;Harlem; 2247–49 Adam Clayton Powell Jr. Blvd (Seventh Ave)-between 132nd and 133rd Sts;2247 Adam Clayton Powell Jr Blvd;New York;NY;American Regional;;
Havana NY;Midtown West;;;;;;;;Havana New York;Midtown West; 27 W 38th St-between Fifth and Sixth Aves;27 W 38th St;New York;NY;Caribbean: Cuban;;
Il Vagabondo Restaurant;Midtown East;;;;;;;;Il Valentino;Midtown East;Sutton Hotel -330 E 56th Stbetween First and Second Aves;;New York;NY;Italian;;
In Padella;E. Village;;;;;;;;In Vino;East Village; 215 E 4th St-between Aves A and B;215 E 4th St;New York;NY;Italian;;
Jean Claude;SoHo;;137 Sullivan St btwn Houston and Prince...;;;;;;Jean Claude Restaurant;Soho;137 Sullivan St;137 Sullivan St;New York;NY;;;French
Joe Allen;Midtown West;;;;;;;;Joe Allen Restaurant;Midtown West;326 W 46th St;326 W 46th St;New York;NY;;;American
Kashkaval;Midtown West;;;;;;;;Kashmir;Midtown West; 601 Eighth Ave-at 39th St;601 8th Ave;New York;NY;Indian;;
Kitaro Inc;Upper E. Side;;;;;;;;Kitaro Japanese Restaurant Inc;Upper East Side;1164 1st Ave;1164 1st Avenue;New York;NY;;;Japanese
Lombardi's;Nolita;32 Spring St;32 Spring St;New York;NY;;$;Pizza;Lombardis;Chinatown/Little Italy;32 Spring St;32 Spring St;New York;NY;;;Italian: Pizza
Mitchel London Foods;Midtown West;;;;;;;;Mitchel London Pizza;Midtown West; 456 Ninth Ave-between 35th and 36th Sts;456 9th Ave;New York;NY;Italian: Pizza;;
Morning Star Restaurant;Midtown West;;;;;;;;Morrell Wine Bar & Cafe;Midtown West;1 Rockefeller Plaza-Btwn 5th & 6th Ave at 49th St;1 Rockefeller Plaza 48Th and;New York;NY;;;Italian
