level_0;level_1;ristorante;indirizzo;Score;restaurant_x;address_x;addressGoogle_x;country_x;neighborhood_x;type_x;phone_x;restaurant_y;address_y;addressGoogle_y;country_y;neighborhood_y;type_y;phone_y
8122;4812;0,860;1;1,860;Epoque;401 West 50th Street;401 W 50th St;;;;;Epoque Bar and Grill;401 West 50th Street;401 W 50th St;New York;;;
8136;924;0,909;1;1,909;Frankie & Johnnie's Steakhouse;32 West 37th Street;32 W 37th St;;;;;Frankie & Johnnie’s; 32 W 37th St-between Fifth and Sixth Aves;32 W 37th St;New York;Midtown West;Steakhouses;(212-947-8940)
8141;957;0,827;1;1,827;Gabriela's;688 Columbus Avenue;688 Columbus Ave;;;;;Gabriela’s Restaurante and Tequila Bar; 688 Columbus Ave-between 93rd and 94th Sts;688 Columbus Ave;New York;Upper West Side;Mexican;(212-961-9600)
8155;1041;0,921;1;1,921;Gyu-Kaku;34 Cooper Square;34 Cooper Sq;;;;;Gyu-kaku; 34 Cooper Sq-between 5th and 6th Sts;34 Cooper Sq;New York;East Village;Japanese;(212-475-2989)
8165;1106;0,925;1;1,925;Hurapan Kitchen;29 7th Avenue South;29 7th Ave S;;;;;Hurapan Kitchen (CLOSED); 29 Seventh Ave South-between Bedford and Morton Sts;29 7th Ave S;New York;West Village;Thai;(212-727-2678)
8173;5406;0,915;1;1,915;Imperial Dragon;45 West 55th Street;45 W 55th St;;;;;Imperial Dragon Restaurant;45 W 55th St;45 W 55th St;New York;;;
8194;5754;0,897;1;1,897;La Mediterranee;947 Second Avenue;947 2nd Ave;;;;;La Mediterranee Restaurant Corp;947 2nd Ave;947 2nd Ave;New York;;;
8195;5777;0,867;1;1,867;La Rivista;313 West 46th Street;313 W 46th St;;;;;La Rivista Palatine Restaurant;313 W 46th St;313 W 46th St;New York;;;
10309;5777;0,884;1;1,884;La Rivista Ristorante;313 W 46th St-Btwn 8th & 9th Ave;313 W 46th St;;;;;La Rivista Palatine Restaurant;313 W 46th St;313 W 46th St;New York;;;
8196;1334;0,900;1;1,900;La Rosita;2809 Broadway;2809 Broadway;;;;;La Rosita (CLOSED); 2809 Broadway-between 108th and 109th Sts;2809 Broadway;New York;Upper West Side;Caribbean;(212-663-7804)
8201;5867;0,895;1;1,895;Lenox Room;1278 3rd Avenue;1278 3rd Ave;;;;;Lenox Room Restaurant;1278 3rd Ave;1278 3rd Ave;New York;;;
8203;1418;0,880;1;1,880;Lomito;300 Spring Street;300 Spring St;;;;;Lomito (CLOSED); 300 Spring St-between Hudson and Renwick Sts;300 Spring St;New York;Soho;Argentine;(212-929-9494)
8205;5948;0,985;1;1,985;Lucky Cheng's;24 First Avenue;24 1st Avenue;;;;;Lucky Chengs;24 First Avenue;24 1st Avenue;New York;;;
8210;6009;0,871;1;1,871;Malaga;406 East 73rd Street;406 E 73rd St;;;;;Malaga Restaurant;406 E 73rd St;406 E 73rd St;New York;;;
8220;1536;0,981;1;1,981;McCormick & Schmick's;1285 Avenue of the Americas;1285 6th Ave;;;;;McCormick & Schmick’s; 1285 Sixth Ave-at 51st St;1285 6th Ave;New York;Midtown West;Seafood;(212-459-1222)
8225;6196;0,891;1;1,891;Michael Jordan's The Steakhouse N.Y.C.;23 Vanderbilt Avenue;23 Vanderbilt Ave;;;;;Michael Jordans Steak House;23 Vanderbilt Ave;23 Vanderbilt Ave;New York;;;
8227;6203;0,949;1;1,949;Mickey Mantle's Restaurant;42 Central Park South;42 Central Park S;;;;;Mickey Mantles Restaurant & Spts;42 Central Park S;42 Central Park S;New York;;;
8229;6227;0,989;1;1,989;Mindy's Restaurant;212 East 42nd Street;212 E 42nd St;;;;;Mindys Restaurant;212 E 42nd St;212 E 42nd St;New York;;;
8244;1717;0,976;1;1,976;Old Homestead Steak House;56 9th Avenue;56 9th Ave;;;;;Old Homestead Steakhouse; 56 Ninth Ave-between 14th and 15th Sts;56 9th Ave;New York;Chelsea;Steakhouses;(212-242-9040)
8244;6526;0,878;1;1,878;Old Homestead Steak House;56 9th Avenue;56 9th Ave;;;;;Old Homestead Restaurant Inc;56 9th Ave;56 9th Ave;New York;;;
8253;1808;0,985;1;1,985;Payard Patisserie & Bistro;1032 Lexington Avenue;1032 Lexington Ave;;;;;Payard Pâtisserie & Bistro; 1032 Lexington Ave-between 73rd and 74th Sts;1032 Lexington Ave;New York;Upper East Side;French;(212-717-5252)
8257;1861;0,900;1;1,900;Pier 2110;2110 Adam Clayton Powell Jr. Blvd.;2110 Adam Clayton Powell Jr Blvd;;;;;Pier 2110 (CLOSED); 2110 Adam Clayton Powell Jr. Blvd (Seventh Ave)-between 125th and 126th Sts;2110 Adam Clayton Powell Jr Blvd;New York;Harlem;Seafood;(212-280-7437)
8266;1985;0,975;1;1,975;Rock Center Cafe;20 West 50th Street;20 W 50th St;;;;;Rock Center Café; 20 W 50th St-between Fifth and Sixth Aves;20 W 50th St;New York;Midtown West;American;(212-332-7620)
8267;6989;0,856;1;1,856;Rosa Mexicano Lincoln Center;61 Columbus Avenue;61 Columbus Ave;;;;;Rosa Mexicano Restaurant;61 Columbus Avenue (at 62nd Street);61 Columbus Ave;New York;;;
8267;1998;0,893;1;1,893;Rosa Mexicano Lincoln Center;61 Columbus Avenue;61 Columbus Ave;;;;;Rosa Mexicano; 61 Columbus Ave-at 62nd St;61 Columbus Ave;New York;Upper West Side;Mexican;(212-977-7700)
8276;7115;0,923;1;1,923;Scaletta Restaurant;50 West 77th Street;50 W 77th St;;;;;Scaletta Ristorante;50 West 77th Street;50 W 77th St;New York;;;
7116;7115;0,965;1;1,965;Scaletta Ristorante Inc;50 W 77th St;50 W 77th St;New York;;;;Scaletta Ristorante;50 West 77th Street;50 W 77th St;New York;;;
8282;2130;0,835;1;1,835;Shula's Steak House;270 W. 43rd St. at 8th Ave.;270 W 43rd St;;;;;Shula’s; 270 W 43rd St-at Eighth Ave;270 W 43rd St;New York;Midtown West;Steakhouses;(212-201-2776)
8292;7307;0,877;1;1,877;Star Diner;839 Seventh Avenue;839 7th Ave;;;;;Star Diner Restaurants Inc;839 7th Ave;839 7th Ave;New York;;;
8301;7344;0,912;1;1,912;Sukhothai West;411 West 42 Street;411 W 42nd St;;;;;Sukhothai West Restaurant;411 W 42nd St;411 W 42nd St;New York;;;
8320;2408;0,928;1;1,928;The Tasting Room;264 Elizabeth Street;264 Elizabeth St;;;;;The Tasting Room (CLOSED); 264 Elizabeth St-between Houston and Prince Sts;264 Elizabeth St;New York;Chinatown/Little Italy;American Creative;(212-358-7831)
8327;2494;0,958;1;1,958;Uncle Jack's Steakhouse;440 9th Avenue;440 9th Ave;;;;;Uncle Jack’s Steak House; 440 Ninth Ave-between 34th and 35th Sts;440 9th Ave;New York;Midtown West;Steakhouses;(212-244-0005)
8328;7672;0,892;1;1,892;Uncle Nick's;747 9th Avenue;747 9th Ave;;;;;Uncle Nick's Greek Cuisine;747 9th Avenue Frnt;747 9th Ave;New York;;;
8329;7673;0,860;1;1,860;Uncle Nick's West Village;569 Hudson Street;569 Hudson St;;;;;Uncle Nicks Greek Cuisine;569 Hudson St;569 Hudson St;New York;;;
8333;7718;0,943;1;1,943;Via Brasil;34 West 46 Street;34 W 46th St;;;;;Via Brasil Inc;34 W 46th St;34 W 46th St;New York;;;
8337;7756;0,879;1;1,879;Viva Pancho;156 West 44th Street;156 W 44th St;;;;;Viva Pancho West 44th Street;156 W 44th St;156 W 44th St;New York;;;
8374;2783;0,900;1;1,900;40/40;40 Club6 W 25th St-;6 W 25th St;;;;;40/40 Club;6 West 25th Street;6 W 25th St;New York;;;
8380;31;0,916;1;1,916;A Cafe And Wine Room;973 Columbus Ave-At 108th St;973 Columbus Ave;;;;;A Café and Wine Room; 973 Columbus Ave-between 107th and 108th Sts;973 Columbus Ave;New York;Upper West Side;Eclectic;(212-222-2033)
8410;2973;0,836;1;1,836;Agra;807 Lexington Ave-Btwn 62nd & 63rd St;807 Lexington Ave;;;;;Agra Indian & Pakistan;807 Lexington Avenue;807 Lexington Ave;New York;;;
12656;2973;0,916;1;1,916;Agra Indian Pakistan Rest;807 Lexington Avenue;807 Lexington Ave;New York, NY, 10021;;;;Agra Indian & Pakistan;807 Lexington Avenue;807 Lexington Ave;New York;;;
8414;2984;0,852;1;1,852;Ajanta;1237 Amsterdam Ave-Btwn 120th & 121st St;1237 Amsterdam Ave;;;;;Ajanta India Restaurant;1237 Amsterdam Avenue;1237 Amsterdam Ave;New York;;;
8417;2986;0,971;1;1,971;Ajisen Noodle Restaurant;14 Mott St-At Chatham Sq;14 Mott St;;;;;Ajisen Noodle Restaurant Inc;14 Mott Street Frnt;14 Mott St;New York;;;
8417;61;0,908;1;1,908;Ajisen Noodle Restaurant;14 Mott St-At Chatham Sq;14 Mott St;;;;;Ajisen Noodle; 14 Mott St-between Chatham Sq and Pell St;14 Mott St;New York;Chinatown/Little Italy;Japanese;(212-267-9680)
8424;7974;0,891;1;1,891;Akita;1771 1st Ave-Btwn 91st & 92nd Ave;1771 1st Avenue;;;;;Akita Sushi;1771 1st Avenue;1771 1st Avenue;;;;
8429;2995;0,921;1;1,921;Al's Delicatessen;458 7th Ave-Btwn 34th & 35th St;458 7th Ave;;;;;Al's Delicatessen & Catering;458 7 Av;458 7th Ave;New York;;;
8430;2996;0,878;1;1,878;Al-Baraka;154 E 55th St-Btwn 3rd & Lexington Ave;154 E 55th St;;;;;Al-Baraka Mediterranian;154 East 55th Street;154 E 55th St;New York;;;
8444;85;0,853;1;1,853;Aloe;406 E 9th St-At Ave A;406 E 9th St;;;;;Aloe Restaurant; 406 E 9th St-between First Ave and Avenue A;406 E 9th St;New York;East Village;American Creative;(212-358-8400)
8446;3040;0,950;1;1,950;Alpha Fusion;365 W 34th St-At 9th Ave;365 W 34th St;;;;;Alpha Fusion NYC;365 W. 34th Street;365 W 34th St;New York;;;
8450;92;0,838;1;1,838;Amai;171 3rd Ave-Btwn 16th & 17th St;171 3rd Ave;;;;;Amai Tea & Bake House; 171 Third Ave-between 16th and 17th Sts;171 3rd Ave;New York;Gramercy/Flatiron;Cafés & diners;(212-863-9630)
8453;3053;0,878;1;1,878;Amarone;686 9th Ave-Btwn 47th & 48th St;686 9th Ave;;;;;Amarone Ristorante;686 9th Ave;686 9th Ave;New York;;;
8455;3054;0,900;1;1,900;Amaya;234 E 4th St-At Ave B;234 E 4th St;;;;;Amaya Thai;234 East 4th Street;234 E 4th St;New York;;;
8459;3055;0,914;1;1,914;Ambassador Grill & Lounge;1 UN Plaza-At 1st Ave & 44th St;1 United Nations Plaza;;;;;Ambassador Grill & Restaurant;1 United Nations Plz;1 United Nations Plaza;New York;;;
12674;3055;0,897;1;1,897;Ambassador Grill Lounge;1 United Nations Plaza;1 United Nations Plaza;New York, NY, 10017;;;;Ambassador Grill & Restaurant;1 United Nations Plz;1 United Nations Plaza;New York;;;
8459;7980;0,928;1;1,928;Ambassador Grill & Lounge;1 UN Plaza-At 1st Ave & 44th St;1 United Nations Plaza;;;;;Ambassador Grill;1 United Nations Plaza;1 United Nations Plaza;;;;
8465;3063;0,929;1;1,929;American East Fuzhou;54 E Broadway-Btwn Catherine & Market St;54 E Broadway;;;;;American East Fuzhou Restaurant;54 East Broadway Frnt;54 E Broadway;New York;;;
8471;3077;0,988;1;1,988;Amity Restaurant;1134 Madison Ave-Btwn 84th & 85th St;1134 Madison Ave;;;;;Amity Restaurants;1134 Madison Avenue Frnt;1134 Madison Ave;New York;;;
8474;3085;0,895;1;1,895;Amy Ruth's;113 W 116th St-Btwn Lenox & 7th Ave;113 W 116th St;;;;;Amy Ruth's Restaurant;113 West 116th Street;113 W 116th St;New York;;;
8475;3086;0,896;1;1,896;Amy's Bread;250 Bleecker St.-At Leroy St;250 Bleecker St;;;;;Amy's Bread Retail Shop;250 Bleecker Street;250 Bleecker St;New York;;;
8488;3119;0,854;1;1,854;Anita's Delicatessen;180 Lexington Ave-At 31st St;Lexington Plaza;;;;;Anitas Deli & Grocery;180 Lexington Avenue;Lexington Plaza;New York;;;
12687;3119;0,981;1;1,981;Anitas Deli Grocery;180 Lexington Avenue;Lexington Plaza;New York, NY, 10016;;;;Anitas Deli & Grocery;180 Lexington Avenue;Lexington Plaza;New York;;;
8491;3127;0,859;1;1,859;Anneliese's;1516 1st Ave-At 79th St;1516 1st Avenue;;;;;Anneliese's Pastries & Fine Foods Inc;1516 1st Ave;1516 1st Avenue;New York;;;
8492;3128;0,867;1;1,867;Annie Moore's;50 E 43rd St-Btwn Madison & Vanderbilt Ave;50 E 43rd St;;;;;Annie Moores Bar & Restaurant;50 East 43rd Street;50 E 43rd St;New York;;;
8507;3157;0,858;1;1,858;Aquavit Cafe;65 E 55th St-Btwn Park & Madison Ave;65 E 55th St;;;;;Aquavit Restaurant;65 E 55th St;65 E 55th St;New York;;;
8507;123;0,917;1;1,917;Aquavit Cafe;65 E 55th St-Btwn Park & Madison Ave;65 E 55th St;;;;;Aquavit; 65 E 55th St-between Madison and Park Aves;65 E 55th St;New York;Midtown West;Eclectic;(212-307-7311)
8511;128;0,863;1;1,863;Ariana;787 9th Ave-Btwn 52nd & 53rd St;787 9th Ave;;;;;Ariana Afghan Kebab; 787 Ninth Ave-between 52nd and 53rd Sts;787 9th Ave;New York;Midtown West;Afghan;(212-262-2323)
8519;3190;0,891;1;1,891;Around the Clock;8 Stuyvesant St-Btwn 3rd Ave & 9th St;8 Stuyvesant St;;;;;Around the Clock 24 Hour Restaurant;8 Stuyvesant Street;8 Stuyvesant St;New York;;;
8523;3203;0,950;1;1,950;Arte Restaurant;21 E 9th St-Btwn 5th Ave & University Pl;21 E 9th St;;;;;Arte Restaurant Corp;21 East 9;21 E 9th St;New York;;;
8525;3207;0,909;1;1,909;Artie's Delicatessen;2290 Broadway-At 83rd St;2290 Broadway;;;;;Arties Delicatessen and Caterers;2290 Broadway;2290 Broadway;New York;;;
8526;3212;0,840;1;1,840;Asahi;311 W 48th St-Btwn 8th & 9th Ave;311 W 48th St;;;;;Asahi Japanese Restaurant;311 West 48th Street;311 W 48th St;New York;;;
8547;3236;0,900;1;1,900;Au Mandarin;200 Vesey St-At West St;200 Vesey Street 3 World Financial Center 24 Floor;;;;;Au Mandarin Restaurant;200 Vesey Street;200 Vesey Street 3 World Financial Center 24 Floor;New York;;;
8548;3248;0,889;1;1,889;Aura;462 9th Ave-Btwn 35th & 36th St;462 9th Ave;;;;;Aura Thai;462 9th Avenue;462 9th Ave;New York;;;
8550;166;0,964;1;1,964;Aurora SoHo;510 Broome St-Btwn Thompson St & W Broadway;510 Broome St;;;;;Aurora Soho; 510 Broome St-between Thompson St and West Broadway;510 Broome St;New York;Soho;Italian;(212-334-9020)
8550;165;0,909;1;1,909;Aurora SoHo;510 Broome St-Btwn Thompson St & W Broadway;510 Broome St;;;;;Aurora; 510 Broome St-between Thompson St and West Broadway;510 Broome St;New York;Soho;Italian;(212-334-9020)
8553;8001;0,834;1;1,834;Avi & David's Bagels;1046 3rd Ave-At 62nd St;1046 3rd Ave;;;;;Avi and David's;1046 3rd Avenue;1046 3rd Ave;;;;
8566;179;0,945;1;1,945;B Bar & Grill;40 E 4th St-At Bowery St;40 E 4th St;;;;;B Bar and Grill; 40 E 4th St-at Bowery;40 E 4th St;New York;East Village;American;(212-475-2220)
8571;8005;0,880;1;1,880;B. Smith's;320 W 46th St-Btwn 8th & 9th Ave;320 W 46th St;;;;;B. Smith's Restaurant Row;320 West 46th Street;320 W 46th St;;;;
8605;3338;0,929;1;1,929;Bangkok Grand Palace;882 1st Ave-Btwn 49th & 50th St;882 1st Avenue;;;;;Bangkok Grand Palace Restaurant;882 1st Avenue;882 1st Avenue;New York;;;
8619;229;0,905;1;1,905;Bar Milano;323 3rd Ave-At 24th St;323 3rd Ave;;;;;Bar Milano (CLOSED); 323 Third Ave-at 24th St;323 3rd Ave;New York;Gramercy/Flatiron;Italian;(212-683-3035)
8625;3368;0,890;1;1,890;Bardolino;1496 2nd Ave-At 78th St;1496 2nd Ave;;;;;Bardolino Restaurant;1496 2nd Avenue;1496 2nd Ave;New York;;;
8648;8017;0,900;1;1,900;Beijing Wok;1324 2nd Ave-Btwn 69th & 70th St;1324 2nd Ave;;;;;Beijing Wok Restaurant;1324 2nd Avenue;1324 2nd Ave;;;;
8652;3434;0,854;1;1,854;Bello's;130 Saint Marks Pl-Btwn 1st Ave & Ave A;130 St Marks Pl;;;;;Bello's Italian Restaurant;130 Saint Marks Place;130 St Marks Pl;New York;;;
8656;3437;0,873;1;1,873;Belly Delly Deli (CLOSED);1625 Broadway-;1625 Broadway;;;;;Belly Delly Deli Corporation;1625 Broadway;1625 Broadway;New York;;;
8656;8655;0,928;1;1,928;Belly Delly Deli (CLOSED);1625 Broadway-;1625 Broadway;;;;;Belly Delly Deli;1625 Broadway-Btwn 49th & 50th St;1625 Broadway;;;;
8660;268;0,983;1;1,983;Ben & Jack's Steakhouse;219 E 44th St-Btwn 2nd & 3rd Ave;219 E 44th St;;;;;Ben & Jack’s Steakhouse; 219 E 44th St-between Second and Third Aves;219 E 44th St;New York;Midtown East;Steakhouses;(212-682-5678)
8662;3450;0,947;1;1,947;Bengal Cafe;1028 Amsterdam Ave-Btwn 110th & 111th St;1028 Amsterdam Ave;;;;;Bengal Cafe Inc;1028 Amsterdam Avenue;1028 Amsterdam Ave;New York;;;
8667;3459;0,880;1;1,880;Benny's Burritos;93 Avenue A-At 6th St;93 Avenue A;;;;;Benny's Burritos - Benny's Burritos Aven;93 Avenue A;93 Avenue A;New York;;;
8678;3477;0,895;1;1,895;Best Taste;3609 Broadway-Btwn 148th & 149th St;3609 Broadway;;;;;Best Taste Restaurant;3609 Broadway;3609 Broadway;New York;;;
8679;3479;0,892;1;1,893;Best Wingers Express;711 2nd Ave-Btwn 38th & 39th St;711 2nd Ave;;;;;Best Wingers Inc;711 2 Avenue;711 2nd Ave;New York;;;
8686;3491;0,981;1;1,981;Big Apple Cafe & Deli;324 W 42nd St-Btwn 8th & 9th Ave;324 W 42nd St;;;;;Big Apple Cafe Deli;324 West 42nd Street;324 W 42nd St;New York;;;
8689;3499;0,857;1;1,857;Big Nick's;70 W 71st St-At Columbus Ave;70 W 71st St;;;;;Big Nick's Burger & Pizza Joint Too;70 West 71st Street Frnt 1;70 W 71st St;New York;;;
8690;3503;0,971;1;1,971;Big Wing Wong Restaurant;102 Mott St-Btwn Canal & Hester St;102 Mott St;;;;;Big Wing Wong Restaurant Inc;102 Mott Street Frnt;102 Mott St;New York;;;
8692;3507;0,863;1;1,863;Bill's;57 E 54th St-Btwn Madison & Park Ave;57 E 54th St;;;;;Bill's Gay Nineties;57 E 54th St;57 E 54th St;New York;;;
8710;3547;0,986;1;1,986;Blaggard's Pub;45 W 39th St-Btwn 5th & 6th Ave;45 W 39th St;;;;;Blaggards Pub;45 West 39th Street Frnt;45 W 39th St;New York;;;
8711;3549;0,871;1;1,871;Blake & Todd;7 W 47th St-Btwn 5th & 6th Ave;7 W 47th St;;;;;Blake & Todd Restaurant & Caterers;7 West 47th Street;7 W 47th St;New York;;;
8713;3555;0,897;1;1,897;Blarney Rock Pub;137 W 33rd St-Btwn 6th & 7th Ave;137 W 33rd St;;;;;Blarney Rock Restaurant;137 West 33rd Street;137 W 33rd St;New York;;;
8717;3586;0,978;1;1,978;Blondie's;1770 2nd Ave-Btwn 92nd & 93rd St;1770 2nd Ave;;;;;Blondies;1770 2nd Avenue;1770 2nd Ave;New York;;;
8720;3591;0,938;1;1,938;Blue & Gold;1075 1st Ave-Btwn 58th & 59th St;1075 1st Avenue;;;;;Blue & Gold Deli;1075 1st Avenue;1075 1st Avenue;New York;;;
8728;3606;0,905;1;1,905;Blue Valley;570 6th Ave-Btwn 15th & 16th St;570 6th Ave;;;;;Blue Valley Food Shop;570 Avenue Of The Americ;570 6th Ave;New York;;;
8741;3623;0,878;1;1,878;Bombay Express;764 9th Ave-Btwn 51st & 52nd St;764 9th Ave;;;;;Bombay Express Indian Restaurant Dba;764 9 Av;764 9th Ave;New York;;;
8742;3624;0,986;1;1,986;Bombay Garden;234 7th Ave-Btwn 23rd & 24th St;234 7th Ave;;;;;Bombay Gardens;234 7th Avenue;234 7th Ave;New York;;;
8748;3633;0,902;1;1,902;Bond St.;6 Bond St-Btwn Bway & Lafayette St;6 Bond St;;;;;Bond Street;6 Bond Street;6 Bond St;New York;;;
8751;3636;0,831;1;1,831;Bono's Cafe;35 E 28th St-Btwn Park & Madison Ave;35 E 28th St;;;;;Bono's Delicatessens;35 East 28th Street;35 E 28th St;New York;;;
8752;348;0,849;1;1,849;Bonobo's;18 E 23rd St-Btwn Bway & Park Ave S;18 E 23rd St;;;;;Bonobo’s Vegetarian; 18 E 23rd St-between Broadway and Park Ave South;18 E 23rd St;New York;Gramercy/Flatiron;Vegetarian & Organic;(212-505-1200)
8767;362;0,890;1;1,890;Boyd Thai;210 Thompson St-Btwn W 3rd & Bleecker St;210 Thompson St;;;;;Boyd Thai Restaurant; 210 Thompson St-between Bleeker and W 3rd St;210 Thompson St;New York;Greenwich Village;Thai;(212-533-7290)
8771;371;0,966;1;1,966;Brasserie AthenÃ©e;300 W 46th St-At 8th Ave;300 W 46th St;;;;;Brasserie Athenée; 300 W 46th St-at Eighth Ave;300 W 46th St;New York;Midtown West;French;(212-399-1100)
8771;8770;0,966;1;1,966;Brasserie AthenÃ©e;300 W 46th St-At 8th Ave;300 W 46th St;;;;;Brasserie Athenee;300 W 46th St-;300 W 46th St;;;;
8778;3675;0,954;1;1,954;Brendan's Bar & Grill;42 W 35th St-Btwn 5th & 6th Ave;42 W 35th St;;;;;Brendans Bar and Grill;42 West 35th Street Lbby;42 W 35th St;New York;;;
8784;3689;0,920;1;1,920;Broadway Bagel & Deli;2658 Broadway-At 101st St;2658 Broadway;;;;;Broadway Bagels;2658 Broadway;2658 Broadway;New York;;;
8795;389;0,956;1;1,956;Brooklyn Diner;155 W 43rd St-Btwn Bway & 6th Ave;155 W 43rd St;;;;;Brooklyn Diner USA; 155 W 43rd St-between Sixth Ave and Broadway;155 W 43rd St;New York;Midtown West;American;(212-265-5400)
8799;3727;0,847;1;1,847;Brouwer's of Stone Street (CLOSED);45 Stone St-;45 Stone St;;;;;Brouwers;45 Stone Street;45 Stone St;New York;;;
12786;3727;0,867;1;1,867;Brouwers Of Stone Street;45 Stone Street;45 Stone St;New York, NY, 10004;;;;Brouwers;45 Stone Street;45 Stone St;New York;;;
8799;8798;0,947;1;1,947;Brouwer's of Stone Street (CLOSED);45 Stone St-;45 Stone St;;;;;Brouwer's of Stone Street;45 Stone St-At Broad St;45 Stone St;;;;
8804;395;0,886;1;1,886;Bruno Jamais;24 E 81st St-Btwn 5th & Madison Ave;24 E 81st St;;;;;Bruno Jamais Restaurant Club; 24 E 81st St-at Madison Ave;24 E 81st St;New York;Upper East Side;French;(212-396-3444)
8808;399;0,950;1;1,950;Bubba Gump Shrimp Co.;1501 Broadway-At 44th St;1501 Broadway;;;;;Bubba Gump Shrimp Company; 1501 Broadway-at 44th St;1501 Broadway;New York;Midtown West;Seafood;(212-391-7100)
8815;3754;0,917;1;1,917;Bully's;759 Broadway-At 8th St;759 Broadway;;;;;Bully's Deli;759 Broadway;759 Broadway;New York;;;
8819;3762;0,895;1;1,895;Buona Sera;94 University Pl-At 12th St;94 University Pl;;;;;Buona Sera Restaurant;94 University Place;94 University Pl;New York;;;
8826;3772;0,947;1;1,947;Burrito Box;885 9th Ave-Btwn 57th & 58th St;885 9th Ave;;;;;Burrito Box Inc;885 9th Avenue;885 9th Ave;New York;;;
12797;3772;0,925;1;1,925;Burrito Box Incorporated;885 9TH Avenue;885 9th Ave;New York, NY, 10019;;;;Burrito Box Inc;885 9th Avenue;885 9th Ave;New York;;;
8828;3773;0,898;1;1,898;Burrito Deli (CLOSED);1504 Lexington Ave-;1504 Lexington Ave;;;;;Burrito Deli Corp;1504 Lexington Av;1504 Lexington Ave;New York;;;
