Name;Neighborhood;Address;Country;Country code;Type;Cost;1_country_code;1_cost
Akdeniz Turkish Cuisine;Midtown West;;New York;NY;Mediterranean;$;;
Akdeniz19 W;;;New York;NY;;;NY;
Aki;Greenwich Village;;New York;NY;Caribbean;$$$;;
Aki On West 4th;Greenwich Village;;New York;NY;;;;
Aki Sushi;;;New York;NY;;;NY;
Aki Sushi II;;;New York;NY;;;NY;
Aki Sushi West;;;New York;NY;;;NY;
Aki181 W;;;New York;NY;;;NY;
Akina Sushi;;;New York;NY;;;NY;
Akira Miyazaki Inc;;;New York;NY;;;NY;
Akita;;;New York;NY;;;NY;
Akita1771;;;New York;NY;;;NY;
Akwaba;;;New York;NY;;;NY;
Akwaba62 E;;;New York;NY;;;NY;
Al Bacio;;;New York;NY;;;NY;
Al Baraka;Upper E. Side;;New York;NY;;;;
Al Bustan;Midtown East;;New York;NY;Middle Eastern;$$$;;
Al Bustan Restaurant;Midtown East;;New York;NY;Middle Eastern;;NY;
Al Dente;;;New York;NY;;;NY;
Al Di La;Park Slope;;New York;NY;;;;
Al Diwan;East Village;;New York;NY;;;;
Al Forno Pizzeria;;;New York;NY;;;NY;
Al Lee Luncheonette;;;New York;NY;;;NY;
Al Ponte Vecchio Restaurant;;;New York;NY;;;NY;
Al's Deli;;;New York;NY;;;NY;
Al's Delicatessen;;;New York;NY;;;NY;
Al-Baraka;;;New York;NY;;;NY;
Al-Len Cafe Inc;;;New York;NY;;;NY;
Alachi Masala;;;New York;NY;;;NY;
Aladdin Hotel;;;New York;NY;;;NY;
Alain Ducasse (CLOSED);;;New York;NY;;;NY;
Alain Ducasse at Essex House;;;New York;NY;;;NY;
Alain Ducasse at the Essex House (CLOSED);Midtown West;;New York;NY;French;;NY;
Alamo Restaurant;;;New York;NY;;;NY;
Alan's Falafel;Financial/battery Pk;;New York;NY;;;;
Alan's Marketplace;;;New York;NY;;;NY;
Alan’s Falafel;Financial District;;New York;NY;Middle Eastern;;NY;
Alaska Food Market;;;New York;NY;;;NY;
Alaskan Feast;;;New York;NY;;;NY;
Alaya Grocery And Deli Corp;;;New York;NY;;;NY;
Alba Speciality Seafood CO;;;New York;NY;;;NY;
Alba Tratoria Restaurant Inc;;;New York;NY;;;NY;
Albert's Mofongo House;Inwood;;New York;NY;;;NY;
Alberto Lastreto Inc;;;New York;NY;;;NY;
Albrm Realty;;;New York;NY;;;NY;
Alcala;Midtown East;;New York;NY;;;;
Alcala342 E;;;New York;NY;;;NY;
Alchemy;Park Slope;;New York;NY;;;;
Aldailam Deli Market;;;New York;NY;;;NY;
Aldea;;;New York;NY;;;;
Aleems Coffee Shop;;;New York;NY;;;NY;
Aleo;Flatiron;;New York;NY;;;;
Aleo Restaurant;;;New York;NY;;;NY;
Aleo7 W 2;;;New York;NY;;;NY;
Alex Hotel 205 East 45th Street;;;New York;NY;;;NY;
Alex's Deli;;;New York;NY;;;NY;
Alexander the Great;;;New York;NY;;;NY;
Alexandra;Greenwich Village;;New York;NY;Portuguese;$$;;
Alexi On;;;New York;NY;;;NY;
Alfama;W. Village;;New York;NY;;;;
Alfama Restaurant;West Village;;New York;NY;Portuguese;;NY;
Alfama, Fine Portuguese Cuisine;West Village;;New York;NY;;;;
Alfanoose;Financial District;;New York;NY;Middle Eastern;;NY;
Alfredo Of Rome;;;New York;NY;;;;
Alfredo of Rome;Rockefeller Center Midtown;;New York;NY;;;;
Alfredo's of Rome;Midtown West;;New York;NY;;;;
Algonquin Hotel Round Table;Midtown West;;New York;NY;American;;NY;
Alhaklain Khalid;;;New York;NY;;;NY;
Ali Baba;Midtown East;;New York;NY;;;;
Ali Baba Restaurant;;;New York;NY;;;NY;
Ali Baba Terrace;;;New York;NY;;;NY;
Ali Baba Turkish Cuisine;;;New York;NY;;;NY;
Ali Baba of West Side;;;New York;NY;;;NY;
Alias;Lower E. Side;;New York;NY;;;;
Alias Restaurant;Lower E. Side;76 Clinton St;New York;NY;American \ American Creative;$$$;NY;
Alias Restaurant;Lower East Side;;New York;NY;American;$$$;;
Alibaba;;;New York;NY;;;NY;
Alibi;;;New York;NY;;;NY;
Alice's Tea Cup;;;New York;NY;;;NY;
Alice's Tea Cup Chapter II;Upper East Side;;New York;NY;Cafés & diners;;NY;
Alice's Tea Cup Chapter III;;;New York;NY;;;NY;
Alice’s Tea Cup;Upper West Side;;New York;NY;Cafés & diners;;NY;
Alidoro;;;New York;NY;;;NY;
Alidoro10;;;New York;NY;;;NY;
Alison on Dominick Street;;;New York;NY;;;NY;
Aljuhaiem Deli;;;New York;NY;;;NY;
All About Food;;;New York;NY;;;NY;
All American Deli;;;New York;NY;;;NY;
All American Health Bar;;;New York;NY;;;NY;
All American Water Street Deli;;;New York;NY;;;NY;
All Natural Ben & Jerry's All Natural Vr;;;New York;NY;;;NY;
All Natural Hot Mini Cakes;Lower East Side;;New York;NY;;;;
All State Cafe;;;New York;NY;;;NY;
Allan Dell Enterprises;;;New York;NY;;;NY;
Allegretti;Flatiron;;New York;NY;French;$$$$;;
Allegria Restaurant;;;New York;NY;;;NY;
Allen & Delancey;Lower East Side;;New York;NY;American Creative;;NY;
Allen Friedberg Restaurant;;;New York;NY;;;NY;
Allen and Delancey;;;New York;NY;;;NY;
Alleva Dairy;;;New York;NY;;;NY;
Alleys End Restaurant;;;New York;NY;;;NY;
Allora Restaurant Inc;;;New York;NY;;;NY;
Allora S P A Inc;;;New York;NY;;;NY;
Alloro;Upper East Side;;New York;NY;;;;
Alloro Restaurant;East 80s;;New York;NY;Italian;;NY;
Alloro307 E;;;New York;NY;;;NY;
Alma Grill;Midtown East;;New York;NY;;;;
Almond;Flatiron;;New York;NY;French;$$$$$;;
Almond Flower Bistro (CLOSED);;;New York;NY;;;NY;
Almond12 E;;;New York;NY;;;NY;
Alnaham Express Deli & Grocery;;;New York;NY;;;NY;
Aloe;East Village;;New York;NY;;;;
Aloe406 E;;;New York;NY;;;NY;
Aloha 44 Inc;;;New York;NY;;;NY;
Alonia Restaurant Corporation;;;New York;NY;;;NY;
Alonso's Steakhouse;;;New York;NY;;;NY;
Alonso’s Steakhouse;Chelsea;;New York;NY;Steakhouses;;NY;
Alonti Cafe;;;New York;NY;;;NY;
Alonzos Restaurant;;;New York;NY;;;NY;
Alouette;Upper W. Side;;New York;NY;French;$$$;;
Alpha Fusion;;;New York;NY;;;NY;
Alpha One;;;New York;NY;;;NY;
Alphabet Cafe;;;New York;NY;;;NY;
Alphabet Kitchen;;;New York;NY;;;NY;
Alphabet Scoop;East Village;;New York;NY;Food or Beverage Shop;;NY;
Alpine Gourmet Farm;;;New York;NY;;;NY;
Als Deli;;;New York;NY;;;NY;
Alta;Greenwich Village;;New York;NY;Mediterranean;$$$;;
Alta Restaurant;Greenwich Village;;New York;NY;Mediterranean;;NY;
Alta Voce;Park Slope;;New York;NY;;;;
Alta64 W;;;New York;NY;;;NY;
Alto;Midtown East;;New York;NY;Italian;$$$$$;;
Alto Restaurant;;;New York;NY;;;NY;
Alto11 E;;;New York;NY;;;NY;
Alva;;;New York;NY;;;NY;
Alvarez Dalila;;;New York;NY;;;NY;
Always Delicious;;;New York;NY;;;NY;
Am Pm Fried Fish Chicken & Donuts;;;New York;NY;;;NY;
Ama;Soho;;New York;NY;;;;
Ama Deli;;;New York;NY;;;NY;
Ama Restaurant;;;New York;NY;;;NY;
Ama Ya;;;New York;NY;;;NY;
Amadeus Pizza;;;New York;NY;;;NY;
Amai;Gramercy/flatiron;;New York;NY;Cafés & diners;;NY;
Amakusa Restaurant;;;New York;NY;;;NY;
Amalia;Midtown East;;New York;NY;Mediterranean;$$$$;;
Amalia Restaurant;;;New York;NY;;;NY;
Amalia204 W;;;New York;NY;;;NY;
Amamika Resturant;Lower Manhattan;;New York;NY;;;;
Amaranth;;;New York;NY;Mediterranean;$$$;;
Amaranth Restaurant;Upper East Side;;New York;NY;Mediterranean;;NY;
Amarok Bar & Grill;;;New York;NY;;;NY;
Amarone;;;New York;NY;;;NY;
Amarone Ristorante;Hell's Kitchen;;New York;NY;;;;
Amarone68;;;New York;NY;;;NY;
Amaya;;;New York;NY;;;NY;
Amaya234 E;;;New York;NY;;;NY;
Amazing;;;New York;NY;;;NY;
Amazing 66;Chinatown;;New York;NY;Chinese;$$;;
Amazing Japanese & Thai Restaurant;;;New York;NY;;;NY;
Amazing Thailand Restaurant;;;New York;NY;;;NY;
Amazonia;;;New York;NY;;;NY;
Ambassador Grill;Midtown East;;New York;NY;International;$$$;;
Ambassador Grill & Lounge;;;New York;NY;;;NY;
Ambassador Grill Lounge;;;New York;NY;;;NY;
Amber;;;New York;NY;Pan-Asian;$$;;
Amber - 3rd Avenue;Gramercy / Flatiron;;New York;NY;;;;
Amber - West;Upper West Side;;New York;NY;;;;
Amber Asian Cuisine;;;New York;NY;;;NY;
Amber Gramercy;;;New York;NY;;;NY;
Amber381;;;New York;NY;;;NY;
Ambrosia;;;New York;NY;;;NY;
Ambrosia Cafe Ltd (CLOSED);;;New York;NY;;;NY;
Ambrosia Restaurant;;;New York;NY;;;NY;
Amelia's;;;New York;NY;;;NY;
Amelia's Diner;Soho;;New York;NY;;;;
AmeriMex;;;New York;NY;;;NY;
America;;;New York;NY;;;NY;
American;;;New York;NY;;;NY;
American (Show All);;;New York;NY;;;NY;
American Burger Co.;;;New York;NY;;;NY;
American Cafe Health;;;New York;NY;;;NY;
American Choice Deli;;;New York;NY;;;NY;
American East Fuzhou;;;New York;NY;;;NY;
American Festival;;;New York;NY;;;NY;
American Festival Cafe;;;New York;NY;;;NY;
American Girl Place;;;New York;NY;;;NY;
American Gourmet Foods Deli;;;New York;NY;;;NY;
American Grill;East Village;;New York;NY;;;;
American Museum Restaurant;;;New York;NY;;;NY;
American Park;;;New York;NY;;;NY;
American Restaurant Inc;;;New York;NY;;;NY;
American Spirits Grill;;;New York;NY;;;NY;
American Trash;;;New York;NY;;;NY;
Americana Deli;;;New York;NY;;;NY;
Americas;;;New York;NY;;;NY;
Ameriego;;;New York;NY;;;NY;
Ameritania Hotel;;;New York;NY;;;NY;
Ametller (CLOSED);;;New York;NY;;;NY;
Amici;;;New York;NY;;;NY;
Amici 36;;;New York;NY;;;NY;
Amici 365;;;New York;NY;;;NY;
Amici II;;;New York;NY;;;NY;
Amici MIEI;;;New York;NY;;;NY;
Amin;;;New York;NY;;;NY;
Amin Indian Cuisine;;;New York;NY;;;NY;
Amir Restaurant Corp;;;New York;NY;;;NY;
Amir's Falafel;;;New York;NY;;;;
Amirs Falafel & Gyros;;;New York;NY;;;NY;
Amish Market;Financial District;;New York;NY;Food or Beverage Shop;;NY;
Amity Restaurant;;;New York;NY;;;NY;
Amma;Midtown East;;New York;NY;Indian;;NY;
Amma246 E;;;New York;NY;;;NY;
Ammos;Midtown East;;New York;NY;Greek;$$$;;
Ammos Estiatorio;Midtown East;;New York;NY;Greek;;NY;
Amor Cubano;East Harlem;;New York;NY;Caribbean: Cuban;;NY;
Amore Pizza Restaurant;;;New York;NY;;;NY;
Amsterdam Cafe;;;New York;NY;;;NY;
Amsterdam Deli;;;New York;NY;;;NY;
Amsterdam Finest Deli;;;New York;NY;;;NY;
Amsterdam Pizza & Restaurant;;;New York;NY;;;NY;
Amsterdam Restaurant;;;New York;NY;;;NY;
Amsterdam Restaurant & Tapas Lounge;Columbia University–city College;;New York;NY;Mediterranean;;NY;
Amsterdam Restaurant and Tapas Lounge;Morningside Hts;;New York;NY;;;;
Amsterdam's Bar & Rotisserie;;;New York;NY;;;NY;
Amuse Restaurant;;;New York;NY;;;NY;
Amy Ruth's;;;New York;NY;;;NY;
Amy Ruth's Home-Style Southern Cuisine;Harlem;;New York;NY;Southern;$;;
Amy Ruth's Restaurant;Harlem;;New York;NY;American Regional;;NY;
Amy's Bread;;;New York;NY;;;NY;
Amy's Bread Retail/Wholesale;;;New York;NY;;;NY;
Amy's Restaurant;;;New York;NY;;;NY;
Amy’s Bread;Midtown West;;New York;NY;Cafés;;NY;
An American Place;Fifth Floor;;New York;NY;(212-827-5068);;NY;
An American Place Restaurante;;;New York;NY;;;NY;
An Choi;;;New York;NY;;;NY;
Ana Deli;;;New York;NY;;;NY;
Ana's;;;New York;NY;;;NY;
Anche Vivolo;;;New York;NY;;;NY;
Ancora;;;New York;NY;;;;
Ancora Ristorante;;;New York;NY;;;NY;
Andavi;West Village;;New York;NY;Italian;;NY;
Andre French Restaurant;;;New York;NY;;;NY;
Andre's Cafe;;;New York;NY;;;NY;
Andreas' Brick Oven Ristorante;;;New York;NY;;;NY;
Andrew's 35 St Coffee Shop;;;New York;NY;;;NY;
Andrew's Coffee Shop;;;New York;NY;;;NY;
Andrews Coffee Shop;;;New York;NY;;;NY;
Andrusha Restaurant;;;New York;NY;;;NY;
Andy's;;;New York;NY;;;NY;
Andy's Deli;;;New York;NY;;;NY;
Andy's Restaurant;;;New York;NY;;;NY;
Andy's226;;;New York;NY;;;NY;
Anesis Cafe;;;New York;NY;;;NY;
Angel's;Upper E. Side;;New York;NY;;;;
Angel's Ristorante;;;New York;NY;;;NY;
Angela's;;;New York;NY;;;NY;
Angela's Coffee Shop;;;New York;NY;;;NY;
Angela's Rock 'N Roll Deli;;;New York;NY;;;NY;
Angelas Cuisine;;;New York;NY;;;NY;
Angelica Kitchen;E. Village;;New York;NY;Vegetarian;$;;
Angelica's Herb & Spice;;;New York;NY;;;NY;
Angelina;East Village;;New York;NY;Eclectic;;NY;
Angelina Cafe;;;New York;NY;;;NY;
Angelinos Pizza Restaurant;;;New York;NY;;;NY;
Angelo & Maxie's;;;New York;NY;;;NY;
Angelo & Maxie's Steakhouse;Gramercy;;New York;NY;;;;
Angelo & Maxies Steakhouse;Gramercy/flatiron;;New York;NY;Steakhouses;;NY;
Angelo Of Mulberry St.;Chinatown;;New York;NY;;;;
Angelo and Maxie's;Gramercy/flatiron;;New York;NY;Steakhouses;;NY;
Angelo of Mulberry St.;Little Italy;;New York;NY;;;;
Angelo of Mulberry Street;;;New York;NY;;;NY;
Angelo's;Midtown West;;New York;NY;;;;
Angelo's Classic;;;New York;NY;;;NY;
Angelo's Coal Oven Pizza;Midtown West;;New York;NY;;;;
Angelo's Coal Oven Pizzeria;;;New York;NY;;;NY;
Angelo's Of Mulberry Street;Little Italy;;New York;NY;Italian;$$$;;
Angelo's Pizzeria;;;New York;NY;;;NY;
Angelo's of Mulberry Street;;;New York;NY;;;NY;
Angelos Express;;;New York;NY;;;NY;
Angelos Pizzeria;;;New York;NY;;;NY;
Angelo’s of Mulberry Street;Chinatown/little Italy;;New York;NY;Italian;;NY;
Angels;;;New York;NY;;;NY;
Angels & Kings;;;New York;NY;;;NY;
Angels Restaurant;;;New York;NY;;;NY;
Angels Take Out;;;New York;NY;;;NY;
Angler's & Writers;;;New York;NY;;;NY;
Angon On The Sixth;;;New York;NY;;;NY;
Angon On the Sixth;East Village;;New York;NY;Indian;;NY;
Angon on the Sixth;E. Village;;New York;NY;;;;
Angus McIndoe;Midtown West;;New York;NY;;;;
Angus Mcindoe Restaurant;Midtown West;;New York;NY;American;;NY;
Anh;;;New York;NY;;;NY;
Anh (CLOSED);Gramercy/flatiron;;New York;NY;Vietnamese;;NY;
Anita's Delicatessen;;;New York;NY;;;NY;
Anitas Deli Grocery;;;New York;NY;;;NY;
Anju;;;New York;NY;;;NY;
Anna Caona Restaurant;;;New York;NY;;;NY;
Anna Maria;Gramercy/flatiron;;New York;NY;Italian;;NY;
Anna Maria Pizzeria;;;New York;NY;;;NY;
Anna Maria Trattoria e Pizzeria;East 80s;;New York;NY;;;NY;
Anna's;;;New York;NY;;;NY;
Anna's268 E;;;New York;NY;;;NY;
Annam Restaurant Inc;;;New York;NY;;;NY;
Annapurna Indian Restaurant;;;New York;NY;;;NY;
Anndon Restaurant Corporation;;;New York;NY;;;NY;
Anneliese's;;;New York;NY;;;NY;
Annie Moore's;;;New York;NY;;;NY;
Annie Moore's Bar & Restaurant;Midtown East;;New York;NY;;;;
Annie's (CLOSED);;;New York;NY;;;NY;
Annie's Fish Japanese Food;Upper E. Side;;New York;NY;;;;
Annie's Restaurant;;;New York;NY;;;NY;
Annisa;Greenwich Village;;New York;NY;American;$$$$$;;
Annisa Restaurant;West Village;;New York;NY;American Creative;;NY;
Another Good Location;;;New York;NY;;;NY;
Another Taste Of Seafood;;;New York;NY;;;NY;
Anotheroom Inc;;;New York;NY;;;NY;
Antaranga Inc;;;New York;NY;;;NY;
Anthea Cafe;;;New York;NY;;;NY;
Anthony's;Park Slope;;New York;NY;;;;
Anthos;Midtown East;;New York;NY;Mediterranean;$$$$;;
Anthos36 W;;;New York;NY;;;NY;
Antibes Bistro;East Village;;New York;NY;French;;NY;
Antica Roma;Chinatown;;New York;NY;;;;
Antica Venezia;Greenwich Village;;New York;NY;;;;
Antica Venezia Ristorante;Chelsea;;New York;NY;;;;
Antik;;;New York;NY;;;NY;
Antique Cafe Chelsea;;;New York;NY;;;NY;
Antique Garage;Soho;;New York;NY;;;;
Antoinette's (CLOSED);;;New York;NY;;;NY;
Antojitos Criollo;;;New York;NY;;;NY;
Antonio Ristorante;;;New York;NY;;;NY;
Antonio Veniero Pastries;E. Village;;New York;NY;;;;
Antons Restaurant;;;New York;NY;;;NY;
Antonucci's;Upper East Side;;New York;NY;;;;
Any Time Cafe;;;New York;NY;;;NY;
Anytime Cafe;;;New York;NY;;;NY;
Anytime Restaurant;;;New York;NY;;;NY;
Anyway Cafe;East Village;;New York;NY;Russian;;NY;
Aoki;;;New York;NY;;;NY;
Aoki234 W;;;New York;NY;;;NY;
Aperitivo;;;New York;NY;;;;
Aperitivo Restaurant Inc;;;New York;NY;;;NY;
Aphrodisia;;;New York;NY;;;NY;
Apiary;East Village;;New York;NY;American;$$$$;;
Apiary60;;;New York;NY;;;NY;
Apizz;Lower E. Side;;New York;NY;Italian;$$$;;
Apizz Restaurant;Lower E. Side;217 Eldridge St;New York;NY;Italian;$$$;NY;
Apizz Restaurant;Lower East Side;;New York;NY;Italian;;NY;
Apna Taj;;;New York;NY;;;NY;
Apollo Restaurant;;;New York;NY;;;NY;
Apolo Restaurant;;;New York;NY;;;NY;
Apotheke;;;New York;NY;;;NY;
Appetito;;;New York;NY;;;NY;
Appetito Restaurant;Midtown West;;New York;NY;;;;
Applause Chinese Restaurant;;;New York;NY;;;NY;
Apple;;;New York;NY;;;NY;
Apple Jack Coffee Shop;;;New York;NY;;;NY;
Apple Restaurant;E. Village;;New York;NY;;;;
Apple Restaurant & Bom Bar;;;New York;NY;;;NY;
Apple Seed Taco Bell;;;New York;NY;;;NY;
Applebaum's;;;New York;NY;;;NY;
Applebee's;;;New York;NY;;;NY;
Applebees;;;New York;NY;;;NY;
Applejack Diner;;;New York;NY;;;NY;
Applewood;Park Slope;;New York;NY;;;;
Apre' Scott's;;;New York;NY;;;NY;
Apropos Cafe;Park Slope;;New York;NY;;;;
Aq Cafe;Murray Hill;;New York;NY;Scandinavian;$;;
Aqua Grill Inc;;;New York;NY;;;NY;
Aqua Marina;;;New York;NY;;;NY;
Aquagrill;Soho;;New York;NY;Seafood;$$$$;;
Aquamarina Restaurant;;;New York;NY;;;NY;
Aquamarine;;;New York;NY;;;;
Aquarmarine Asian Cuisine;;;New York;NY;;;NY;
Aquaterra;;;New York;NY;;;NY;
Aquavit;Midtown East;;New York;NY;Scandinavian;$$$$;;
Aquavit Cafe;;;New York;NY;;;NY;
Aquavit Dining Room;Midtown East;;New York;NY;;;;
Aquavit65 E;;;New York;NY;;;NY;
Ara;;;New York;NY;;;NY;
Arabelle;Upper E. Side;;New York;NY;;;;
Arabelle at the Hotel Plaza Athenee;;;New York;NY;;;NY;
Arai;;;New York;NY;;;NY;
Aramark;;;New York;NY;;;NY;
Arang;;;New York;NY;;;NY;
Arby's;;;New York;NY;;;NY;
Arc Chicken;;;New York;NY;;;NY;
Arcade Pizza;;;New York;NY;;;NY;
Arcadia Deli;;;New York;NY;;;NY;
Arcane;East Village;;New York;NY;French;;NY;
Archer's;;;New York;NY;;;NY;
Archipelago (CLOSED);Soho;;New York;NY;;;;
Archipelago SoHo;Soho;;New York;NY;Japanese;;NY;
Archway;;;New York;NY;;;NY;
Arctica Bar & Grill;;;New York;NY;;;NY;
Aretsky's Patroon;Midtown East;;New York;NY;;;;
Arezzo;Chelsea;;New York;NY;;;;
Arezzo (CLOSED);Chelsea;;New York;NY;Italian;;NY;
Arezzo Ristorante;;;New York;NY;;;NY;
Argentine Pavilion;;;New York;NY;;;NY;
Argentine Pavillion;Midtown West;;New York;NY;;;;
Aria Restaurant;;;New York;NY;;;NY;
Ariana;Midtown West;;New York;NY;Afghan;;NY;
Ariana Afghan Kebab House;Hell's Kitchen;;New York;NY;;;;
Ariana Afghan Kebab Restaurant;;;New York;NY;;;NY;
Ariana787;;;New York;NY;;;NY;
Ariose Cafe;;;New York;NY;;;NY;
Arioso;;;New York;NY;;;NY;
Arirang;;;New York;NY;;;NY;
Aris' Gourmet Delicatessen;;;New York;NY;;;NY;
Aristocratic Deli;;;New York;NY;;;NY;
Aristotle Coffee Shop;;;New York;NY;;;NY;
Arium;Meatpacking District;;New York;NY;;;;
Ariyoshi;East Village;;New York;NY;;;;
Ariyoshi Japanese Restaurants;;;New York;NY;;;NY;
Arizona 206 Restaurant;;;New York;NY;;;NY;
Ark Restaurant;;;New York;NY;;;NY;
Ark Restaurant Corporation;;;New York;NY;;;NY;
Ark Resturants Corporation;;;New York;NY;;;NY;
Arka Lounge;Washington Heights;;New York;NY;;;NY;
Arlecchino Ristorante Italiano;;;New York;NY;;;NY;
Arlette Restaurant;;;New York;NY;;;NY;
Arlo & Esme;East Village;;New York;NY;Food or Beverage Shop;;NY;
Armani Ristorante;Midtown West;;New York;NY;;;;
Armani/Ristorante;;;New York;NY;;;NY;
Armani/Ristorante 5th Avenue;;;New York;NY;;;NY;
Armstrongs Saloon;;;New York;NY;;;NY;
Arno Restaurant;Midtown West;;New York;NY;;;;
Arno Ristorante;;;New York;NY;;;NY;
Aroma;;;New York;NY;;;NY;
Aroma Chinese Restaurant;;;New York;NY;;;NY;
Aroma Espresso Bar;Greenwich Village;;New York;NY;Cafés & diners;;NY;
Aroma Kitchen & Wine Bar;;;New York;NY;;;NY;
Aroma Kitchen & Winebar;East Village;;New York;NY;Italian;;NY;
Aroma Kitchen and Winebar;East Village;;New York;NY;;;;
Aroma36 E;;;New York;NY;;;NY;
Arome;;;New York;NY;;;NY;
Arome Deli & Pizzeria;;;New York;NY;;;NY;
Aron's Restaurant;;;New York;NY;;;NY;
Arons Restaurant;;;New York;NY;;;NY;
Around The Clock 24 Hour;E. Village;;New York;NY;;;;
Around the Clock;;;New York;NY;;;NY;
Around the Clock Inc;;;New York;NY;;;NY;
Arqua;Tribeca;;New York;NY;Italian;$$$;;
Arqua Restaurant;Tribeca;;New York;NY;Italian;;NY;
Arriba Arriba;;;New York;NY;;;NY;
Arriba Arriba East;Upper E. Side;;New York;NY;American;$;;
Arriba Arriba Mexican Restaurant Inc;Midtown West;;New York;NY;Mexican;;NY;
Arriba Arriba! - East;;;New York;NY;;;NY;
Arrow Seafood;;;New York;NY;;;NY;
Arsenal Cafe;;;New York;NY;;;NY;
Arshad AZAD;;;New York;NY;;;NY;
Arshile;;;New York;NY;;;NY;
Art Bar;;;New York;NY;;;NY;
Art Bar52;;;New York;NY;;;NY;
Art Cafe Restaurant;;;New York;NY;;;NY;
Art Crafters Inc;;;New York;NY;;;NY;
Arte;;;New York;NY;;;NY;
Arte Around the Corner;;;New York;NY;;;NY;
Arte Cafe;Upper W. Side;;New York;NY;;;;
Arte Café;;;New York;NY;;;NY;
Arte Restaurant;;;New York;NY;;;NY;
Artepasta;;;New York;NY;;;NY;
Artevino;Upper West Side;;New York;NY;Italian;;NY;
Arthur Tracher Fish & Chips;;;New York;NY;;;NY;
Arthur's Tavern;;;New York;NY;;;NY;
Artichoke Basille's Pizza & Brewery;East Village;;New York;NY;Pizza;$$;;
Artichoke Basille's Pizza and Brewery;East Village;;New York;NY;;;;
Artichoke Basille’s Pizza and Brewery;East Village;;New York;NY;;;;
Artichoke Pizza;East Village;;New York;NY;Italian;;NY;
Artie's;West 80s;;New York;NY;;;NY;
Artie's Deli;;;New York;NY;;;;
Artie's Delicatessen;;;New York;NY;;;NY;
Artie's New York Delicatessen;Upper W. Side;;New York;NY;;;;
Arties Delicatessen and Caterers;Upper West Side;;New York;NY;American;;NY;
Artisanal;Lower East Side;;New York;NY;French;$$$;;
Artisanal Cheese Center;Midtown West;;New York;NY;French;;NY;
Artos Restaurant;;;New York;NY;;;NY;
Arturo's;;;New York;NY;;;NY;
Arturo's Pizza;;;New York;NY;;;NY;
Arturo's Pizzeria;;;New York;NY;;;NY;
Arturos Restaurant;Greenwich Village;;New York;NY;Italian: Pizza;;NY;
Arté;E. Village;;New York;NY;;;;
Asahi;;;New York;NY;;;NY;
Asahi311 W;;;New York;NY;;;NY;
Asgbc;;;New York;NY;;;NY;
Ashby's;;;New York;NY;;;NY;
Ashby's64 W;;;New York;NY;;;NY;
Ashkara;;;New York;NY;;;NY;
Ashkara18;;;New York;NY;;;NY;
Ashton's Bar & Restaurant;Midtown East;;New York;NY;;;;
Ashton's Cafe;;;New York;NY;;;NY;
Ashton's Restaurant;;;New York;NY;;;NY;
Asia Culture Inc;;;New York;NY;;;NY;
Asia De Cuba;;;New York;NY;;;NY;
Asia Grill;;;New York;NY;;;NY;
Asia Grill & Ichiro;;;New York;NY;;;NY;
Asia Kan;;;New York;NY;;;;
Asia Roma;;;New York;NY;;;NY;
Asia Society Garden Court Cafe;;;New York;NY;;;NY;
Asia de Cuba;Midtown East;;New York;NY;Asian: Pan-Asian;;NY;
Asia de Cuba - New York;Murray Hill;;New York;NY;;;;
Asia de Cuba New York;;;New York;NY;;;NY;
Asiakan;Upper West Side;;New York;NY;Pan-Asian;$;;
Asian Bistro;;;New York;NY;;;NY;
Asian Bowl;;;New York;NY;;;NY;
Asian Dragon;;;New York;NY;;;NY;
Asian Express;;;New York;NY;;;NY;
Asian Fusion on Stone;;;New York;NY;;;NY;
Asiana;;;New York;NY;;;;
Asiana (CLOSED);;;New York;NY;;;NY;
Asiana On Avenue A Corp;;;New York;NY;;;NY;
Asiana Restaurant and Bar;Midtown East;;New York;NY;Asian: Pan-Asian;;NY;
Asiate;Columbus Circle;;New York;NY;;;;
Askew (CLOSED);Greenwich Village;;New York;NY;Eclectic;;NY;
Askew Restaurant LLC;;;New York;NY;;;NY;
Aspen;;;New York;NY;;;;
Aspen Social Club;Midtown West;;New York;NY;American;$$$$;;
Aspen30 W;;;New York;NY;;;NY;
Assenzio;E. Village;;New York;NY;;;;
Asti Restaurant Inc;;;New York;NY;;;NY;
Astor Center;;;New York;NY;;;NY;
Astor Court;;;New York;NY;;;NY;
Astor Place;;;New York;NY;;;NY;
Astor Wines & Spirits;Greenwich Village;;New York;NY;Food or Beverage Shop;;NY;
Astor's Inc;;;New York;NY;;;NY;
Astra;;;New York;NY;;;NY;
Astra979;;;New York;NY;;;NY;
Astro Restaurant;;;New York;NY;;;NY;
Astrons;;;New York;NY;;;NY;
Asylum;;;New York;NY;;;NY;
At Vermilion;Midtown East;;New York;NY;;;;
Ate & Ate at Columbus;;;New York;NY;;;NY;
Ate Avenue;Chelsea;;New York;NY;American;;NY;
Atelier, Ritz-Carlton Hotel;West 50s;;New York;NY;;;NY;
Atlantic Catering;;;New York;NY;;;NY;
Atlantic Grill;Upper E. Side;;New York;NY;Seafood;$$$;;
Atlantis Seafood Wholesale Corporation;;;New York;NY;;;NY;
Atlas;;;New York;NY;;;NY;
Atlas Cafe;East Village;;New York;NY;;;;
Atlas Restaurant;;;New York;NY;;;NY;
Atnhos;;;New York;NY;Greek;$$$$;;
