;0_restaurant;0_address;0_country
1973;Choice Grocery & Deli;2224 1st Avenue;New York
1974;Choice Kitchen & Cocktails;380 Third Ave;New York
1975;Chola Eclectic Indian Cuisine;232 East 58th Street Frnt;New York
1976;Chop Stick House;128 West 36;New York
1977;Chop'T Creative Salad Co LLC;60 East 56;New York
1978;Chop't Creative Salad CO;24 East 17th Street;New York
1979;Chopstick On First Av;259 1st Ave # 1;New York
1980;Choshi;77 Irving Place;New York
1981;Chosun Deli;405 East 42nd Street;New York
1982;Chow Bar;230 West 4th Street;New York
1983;Chow GUI Ping;90 Worth Street;New York
1984;Chow Time Noodle N Grill;141 Fulton Street;New York
1985;Christer's Restaurant;145 West 55 Street;New York
1986;Christina's;606 2nd Ave;New York
1987;Christines Polish American;208 1st Ave;New York
1988;Christopher St Food & Deli Corp;501 Hudson;New York
1989;Christopher's Golden Woks;159 Christopher Street;New York
1990;Christy William Internet Cafe;159 Avenue Centre;New York
1991;Chu Garden;222 1st Ave;New York
1992;Chuen Mei Corp;33 Catherine St;New York
1993;Chumley's;86 Bedford St;New York
1994;Chun Fu;2033 1st Ave;New York
1995;Chun Jee Inc;20 W 33rd St;New York
1996;Chung LAN Gardens;454 Malcolm X Boulevard;New York
1997;Chung Moo Ro BBQ Restaurant;10 West 32;New York
1998;Chung Wah Restaurant;854 Amsterdam Avenue Frnt;New York
1999;Chung Wah Restaurant;844 Amsterdam Ave;New York
2000;Chung Wah Restaurant;23 W 100th St;New York
2001;Chung Yung Tsuang Inc;103 W 27th St;New York
2002;Church & Dey-Restaurant;55 Church Street;New York
2003;Churrascaria Plantation;150 Central Park South;New York
2004;Churrascaria Plataforma;316 W 49th St;New York
2005;Churrascaria Plataforma Tribeca;221 West Broadway;New York
2006;Chutney Mary;40 East 20th Street Frnt;New York
2007;Ciao Europa;63 W 54th St;New York
2008;Ciao West;185 Bleecker Street;New York
2009;Cibao Restaurant;72 Clinton Street Ofc;New York
2010;Cibar;56 Irving Place;New York
2011;Cibo;767 Second Avenue;New York
2012;Ciccio & Tonis Ii;561 3rd Ave # 1;New York
2013;Cielito Lindo Restaurant;1354 Amsterdam Av;New York
2014;Cigar Room at Trumpets;Park Avenue At Grnd;
2015;Cigar Room at Trumpets;(212) 850-5999;
2016;Cilantro;1321 1st Avenue;New York
2017;Cilantro;1712 2nd Avenue Frnt;New York
2018;Cima;378 Greenwich;New York
2019;Cinderella Falafel;129 2nd Avenue;New York
2020;Cindy Lou Restaurant;38 8th Ave;New York
2021;Cindys Hideaway Bar & Rstrnt;32 W 37th St;New York
2022;Cinecitta Cafe;1134 1st Ave;New York
2023;Cinema;1315 Second Avenue;New York
2024;Cinema Cafe;45 East 60th St;New York
2025;Cinema Cafe On 34th;505 3rd Avenue;New York
2026;Cinema Cafe On 45th;2 East 45th Street;New York
2027;Cinema Cafe On 70th;1327 2 Av;New York
2028;Cinema Restaurant;2 East 45th St;New York
2029;Cinque Terre;22 E 38th St;New York
2030;Cipriani;781 5th Avenue;New York
2031;Cipriani At 55 Wall;55 Wall St;New York
2032;Cipriani Dolci;89 East 42nd Street;New York
2033;Circa NY;22 West 33rd Street;New York
2034;Circa NY;35 West 33;New York
2035;Circa by Dey;5 Dey Street;New York
2036;Circle Industries Corp;242 E 58th St;New York
2037;Circo Restaurant Inc;120 West 55th Street;New York
2038;Circus;808 Lexington Ave;New York
2039;Circus Restaurant;808 Lexington Ave;New York
2040;Cirella Sal;488 3rd Avenue;New York
2041;Ciro;813 8th Ave;New York
2042;Cite;120 W 51st St;New York
2043;Cite Grille;120 West 51st Street;New York
2044;Citi Deli & Grocery Inc;423 9 Av;New York
2045;Citron 47;401 W 47th St;New York
2046;Citrus Bar & Grill;320 Amsterdam Av;New York
2047;City Bite;2061 Broadway;New York
2048;City Chow # 2 LLC;1633 Broadway;New York
2049;City Chow Cafe;140 East 63rd Street;New York
2050;City Chow Cafe;895 Broadway;New York
2051;City Crab & Seafood Company;235 Park Ave South;New York
2052;City Diner;2441 Broadway;New York
2053;City Dragon Corporation;913 2nd Avenue;New York
2054;City Food Bar;11 Penn Plaza Bsmt 105;New York
2055;City Food Deli & Market;1370 1st Avenue;New York
2056;City Garden Express Restaurant Inc;96 Walker St;New York
2057;City Grill;269 Columbus Ave;New York
2058;City Hall Restaurant;131 Duane St;New York
2059;City Hall the Restaurant;131 Duane Street Frnt;New York
2060;City Lobster & Crab CO;1251 Avenue Of The Americ;New York
2061;City Market Cafe;1100 Madison Avenue Ph;New York
2062;City Perk;11 Penn Plaza;New York
2063;City Perk;1740 Broadway;New York
2064;City Perk;15 Penn Plaza;New York
2065;City Pie;166 West 72nd Street Ph;New York
2066;Ckl Co;23 W 32nd St;New York
2067;Clancy's;978 2nd Avenue Frnt;New York
2068;Classic Burrito;235 East 53rd Street;New York
2069;Classic Burrito;235 East 53;New York
2070;Classic Coffee Shop;56 Hester Street;New York
2071;Classico;166 William Street;New York
2072;Claudio Pizzeria;598 10th Ave.;New York
2073;Clay Oven;1007 2nd Ave;New York
2074;Clay Restaurant;202 Mott St;New York
2075;Clayee Restaurant;2360 8th Ave;New York
2076;Clementine;1 5th Ave;New York
2077;Cleopatras Needle Restaurant;2485 Broadway;New York
2078;Cloisters Restaurant Pizza;4754 Broadway;New York
2079;Clover Delicatessen Inc;621 2 Av;New York
2080;Clownee Bistro & Bar;28 Avenue B;New York
2081;Club 44;689 8th Ave;New York
2082;Club 58;40 E 58th St;New York
2083;Club Bar & Grill-madison Sq;4 Penn Plz;New York
2084;Club Enclare;211 E 43rd St;New York
2085;Club Metropolitan Tower Inc;146 W 57th St # 30;New York
2086;Club Saikai;141 E 45th St # 2;New York
2087;Coastal At Lincoln Plaza;1900 Broadway;New York
2088;Coco Gourmet Deli;5 West 51st Street;New York
2089;Coco Japanese Restaurant;154 West 26th Street;New York
2090;Coco Marina;2 World Financial Ctr;New York
2091;Coco Pazzo;23 E 74th St;New York
2092;Coconut Grill;1481 2nd Ave;New York
2093;Codys Bar & Grill;282 Hudson St;New York
2094;Coffee Craze Ny;166 E 33rd St;New York
2095;Col Legno Restaurant;231 E 9th St;New York
2096;Colas;148 8th Ave;New York
2097;Colbeh Restaurant;43 W 39th St;New York
2098;Cold Cut House Inc;2067 2 Av;New York
2099;Coldwaters Restaurant;988 2nd Ave;New York
2100;Coleman Delicatessen;50 East End Avenue;New York
2101;College Board;45 Columbus Avenue;New York
2102;Colley Group;4259 Broadway;New York
2103;Colluck Food;14 Elizabeth St;New York
2104;Colosseo Romano Restaurant Pizzeria Inc;886 Amsterdam Ave;New York
2105;Columbia Cottage;1034 Amsterdam Ave;New York
2106;Columbus Bakery;474 Columbus Ave;New York
2107;Columbus Cafe;556 Columbus Ave;New York
2108;Columbus Gourmet Food;261 Columbus Avenue;New York
2109;Columbus Sandwiches;923 Columbus Ave;New York
2110;Comfort Diner;214 E 45th St;New York
2111;Comix Comedy Night Club;353 West 14th Street;New York
2112;Common Market Cafe;709 Lexington Ave;New York
2113;Commonwealth Grill & Brewery;35 W 48th St # 1;New York
2114;Community Bar & Grill;216 7th Ave;New York
2115;Commuters Cafe & Lounge;;New York
2116;Commuters Cafe & Lounge;Commuters Cafe & Lounge;
2117;Commuters Cafe Inc;Path Terminal World Trade Ct;
2118;Commuters Cafe Inc;(212) 432-1633;
2119;Conca Doro Pizza Restaurant;63 W Broadway;New York
2120;Concord Garden Restaurant;990 Amsterdam Ave # 2;New York
2121;Concorde Cafe;349 Lexington Ave;New York
2122;Condotti;237 E 53rd St;New York
2123;Confetti Pasta;5 E 38th St;New York
2124;Cong Ly Restaurant;124 Hester S # 1;New York
2125;Congee Village Inc;100 Orchard St;New York
2126;Connecticut Muffin;10 Prince St;New York
2127;Connolly Bar & Restaurant;14 E 47th St;New York
2128;Connollys;44 W 54th St;New York
2129;Conservatory Restaurant;15 Central Park W;New York
2130;Constantin Cafe;546 Main St # 1;New York
2131;Continental Divide;25 3rd Ave;New York
2132;Contrapunto Restaurant;200 E 60th St;New York
2133;Coogans;4015 Broadway;New York
2134;Cool Breeze;147 W 145th St;New York
2135;Cooper Square Restaurant;87 2nd Ave;New York
2136;Coopertown Restaurant;339 1st Ave;New York
2137;Copa Cabana;617 W 57th St;New York
2138;Copeland Country Kitchen;549 W 145th St;New York
2139;Copper Chimney;126 East 28th Street;New York
2140;Coppolas East;378 3rd Ave;New York
2141;Coppolas Pizzeria Restaurant;206 W 79th St;New York
2142;Corbet & Conley LTD;120 Cedar St;New York
2143;Corinell Delicatessen Inc;1216 1st Ave;New York
2144;Corniche Gourmet;375 Hudson St Main;New York
2145;Cornucopia Inc;1412 Broadway;New York
2146;Cornucopiaon Park Avenue;450 Park Ave S;New York
2147;Corona Grocery & Deli;2121 1st Avenue;New York
2148;Corrado Bakery & Gramercy Cafe;120 E 15th St;New York
2149;Corrado Cafe;1013 3rd Ave;New York
2150;Corrado Cafe 68;1160 3rd Ave;New York
2151;Cosi Sandwich Bar Inc;11 W 42nd St;New York
2152;Cosi Sandwich Bar Inc;38 E 45th St;New York
2153;Cosi Sandwich Bar Inc;60 E 56th St # 1;New York
2154;Cosi Sandwich Bar Incorporated;200 Vesey;New York
2155;Cosmic Cantina;105 3rd Ave;
2156;Cosmic Coffee Shop;130 W 30th St;New York
2157;Cosmic Restaurant;1775 Broadway;New York
2158;Cosmo Deli;95 West Broadway;New York
2159;Cosmos Restaurant;248 E 23rd St;New York
2160;Costa Azzurra Restaurant Inc;134 Mulberry St;New York
2161;Costa Del Sol Restaurant;742 9th Avenue;New York
2162;Costa El Sol;132 East 45 St;New York
2163;Cotan Restaurant;121 W 3rd St;New York
2164;Cote Sud Restaurant;181 E 78th St;New York
2165;Cottage;33 Irving Pl;New York
2166;Cottage East;713 2nd Ave;New York
2167;Cottage Noodle Shop;596 9th Ave;
2168;Cottage Restaurant;360 Amsterdam Ave # 1;New York
2169;Country Cafe;60 Wall St;New York
2170;Country Cafe;80 Maiden Ln;New York
2171;Country Cafe;69 Thompson St;
2172;Country Cafe;44 Gold St;New York
2173;Country Home Cafe;43 W 22nd St;New York
2174;Courtney Restaurant;55 W 14th St;New York
2175;Cove Diner;2 S End Ave;New York
2176;Cowgirl Hall Of Fame;519 Hudson St;New York
2177;Coyote Ugly;153 1st Ave;New York
2178;Cozy Soup & Burger Inc;739 Broadway;New York
2179;Crab House Seafood Restaurant;61 Chelsea Piers;New York
2180;Craft;43 East 19th Street;New York
2181;Cranberry Gourmet Deli;115 West 45th Street Frnt;New York
2182;Crazy Horse Too;409 W 14th St;New York
2183;Crazy Nannys;21 7th Ave S;New York
2184;Cremcaffe;65 2nd Ave;New York
2185;Cremetago;68 2nd Ave;New York
2186;Cronies Restaurant;1695 2nd Ave;New York
2187;Crosby Connection;172 Crosby Street;New York
2188;Croton Reservoir Tavern;108 West 40th Street;New York
2189;Crowe's Nest Bar & Restaurant;1804 2nd Avenue (Btwn 93rd & 94th);New York
2190;Crown Chicken Restaurant;2474 7th Ave # 1;New York
2191;Crown Fried Chicken;2041 1st Ave;New York
2192;Crown Fried Chicken;2160 5th Ave;New York
2193;Crown Fried Chicken;3486 Broadway;New York
2194;Crown Fried Chicken;504 W 207th St;New York
2195;Crystal Fountain;;New York
2196;Crystal Kitchen;145 1st Ave;New York
2197;Cub Room;183 Prince St;New York
2198;Cub Room Reservations & Information;131 Sullivan St;New York
2199;Cube Steak House;321 6th Ave;New York
2200;Cucina & Co;200 Park Ave;New York
2201;Cucina & Company at Rockefeller Plaza;30 Rockefeller Plaza;New York
2202;Cucina Della Fontana Rest;368 Bleecker St;New York
2203;Cucina Di Pesce;87 E 4th St;New York
2204;Cucina Gourmet;54 W 56th St;New York
2205;Cucina Regionale Italiana;308 Bleecker St;New York
2206;Cucina Stagionale Restaurant;275 Bleecker St;New York
2207;Cucina Vivolo;138 E 74th St;New York
2208;Cullen Restaurant;118 Saint Marks Pl;New York
2209;Cupcake Cafe;522 9th Ave;New York
2210;Cupping Room Cafe Inc;359 W Broadway # 1;New York
2211;Curry & Curry India Restaurant;153 E 33rd St;New York
2212;Curry In A Hurry;119 Lexington Ave # 1;New York
2213;Curry Mahal Indian Restaurant;78 2nd Ave;New York
2214;Cutting Room;19 W 24th St;New York
2215;Cyclo Restaurant;203 1st Ave;New York
2216;Cyprus Evans;521 Madison Ave;New York
2217;D & J Seventy-first Food;413 E 71st St;New York
2218;D & Z Corp;108 Chambers St;New York
2219;D J & E Restaurant;267 W 4th St;New York
2220;D J Restaurant;503 W 161st St;New York
2221;D J Reynolds;351 W 57th St;New York
2222;DB Bistro Moderne;55 West 44th Street;New York
2223;DB Bistro Moderne;American;
2224;DPA Wondee Siam;792 9th Ave;New York
2225;DT UT;1626 Second Avenue;New York
2226;Da Andrea;557 Hudson Street;New York
2227;Da Antonio Ristorante;157 E 55th St;New York
2228;Da Beco Restaurant;517 2nd Ave;New York
2229;Da Filippo;1315 2nd Ave;New York
2230;Da Genaros;129 Mulberry St;New York
2231;Da Giovanni Restaurant;140 E 27th St;New York
2232;Da Marino;220 W 49th St;New York
2233;Da Mario;883 1st Ave;New York
2234;Da Nico;164 Mulberry St;New York
2235;Da Rosina;342 W 46th St;New York
2236;Da Silvano Restaurant;260 6th Ave # 10014;New York
2237;Da Umbertos Rest;107 W 17th St;New York
2238;Da Valentino Pizzeria & Restaurant;1701 Broadway;New York
2239;Daciro Inc;229 Lexington Ave;New York
2240;Dae Dong Manhattan Inc;17 W 32nd St;New York
2241;Dae Han Seafood Corp;100 W 125th St;New York
2242;Dah Dee Inc;53 Division St # 1;New York
2243;Dai Riki Japanese Restaurant;49 E 34th St;New York
2244;Daikichi Inc;37 W 48th St;New York
2245;Daikichi Inc;469 7th Ave;New York
2246;Daikichi Inc;89 South St # 3;New York
2247;Daikichi Sushi;34 E 23rd St # 1;New York
2248;Daikichi Sushi;2345 Broadway;New York
2249;Daikichi Sushi;901 Avenue Of The Americas;New York
2250;Daikichi Sushi;176 W 72nd St;New York
2251;Daikichi Sushi;350 5th Ave;New York
2252;Daikichi Sushi;2847 Broadway;New York
2253;Daikichi Sushi;122 E 42nd St # 1;New York
2254;Daikichi Sushi;1407 Broadway # 1;New York
2255;Daikichi Sushi;173 Broadway;New York
2256;Daikichi Sushi;1109 Lexington Ave;New York
2257;Daikichi Sushi;1156 Ave Of The Americas # 1;New York
2258;Daikichi Sushi;45 E 45th St;New York
2259;Daikichi Sushi Inc;35 E 8th St;New York
2260;Daikichi Sushi Inc;672 Lexington Ave;New York
2261;Daily Soup;686 8th Ave;New York
2262;Daily Soup;325 Park Ave S;New York
2263;Daily Soup;134 E 43rdst Frrnt 1;New York
2264;Daily Soup;17 E 17thst Grround;New York
2265;Daily Soup;241 W 54th St;New York
2266;Daily Soup Corp;110 Barrow St;New York
2267;Daioh Japanese Restaurant;300 W 23rd St;New York
2268;Daisy Salad & Sea Food;135 W Broadway;New York
2269;Dakota Bar & Grill;1576 3rd Ave;New York
2270;Dal Restaurant Co;1293 Lexington Ave;New York
2271;Dallas Bbq;1265 3rd Ave;New York
2272;Dallas Jones Bbq;315 6th Ave;New York
2273;Damici Inc;785 Broadway;New York
2274;Dan Tempura House;2018 Broadway;New York
2275;Danal;90 E 10th St;New York
2276;Daniela Restaurant;728 8th Ave;New York
2277;Daniella Ristorant;320 8th Ave;New York
2278;Daniellos Pizzaria;70 W 95th St;New York
2279;Dannys Gourmet & Pizzeria;169 W 32nd St;New York
2280;Dante Trattoria Ltd;79 Macdougal St # 1;New York
2281;Danube;120 West Broadway;New York
2282;Daphnes Caribbean Express;233 E 14th St # 1;New York
2283;Daphnes Hibiscus;243 E 14th St;New York
2284;Darbar East;239 1st Ave;New York
2285;Darbar Fine Indian Cuisine;152 E 46th Street;New York
2286;Darbar Grill Fine Indian Cuisine;157 East 55th Street;New York
2287;Darbar Indian Restaurant;44 W 56th St # 12;New York
2288;Dardanel Mediterranean & Seafood;1071 First Avenue;New York
2289;Dauky Restaurant;86 Mulberry St;New York
2290;David & Chius Pl Restaurant Inc;111 Lafayette St;New York
2291;David Bagel;228 1st Ave;New York
2292;Dawat Haute Indian Cuisine;210 East 58th Street;New York
2293;Dba 41 First Ave;41 1st Ave;New York
2294;Dba Kwik & Tasty Inc;77 Pearl St;New York
2295;Dba South;211 Pearl St;New York
2296;De Eveloyn;380 Columbus Ave;New York
2297;De Grezia Restaurante;231 E 50th St;New York
2298;Dean & Deluca Espresso Inc;9 Rockefeller Plz;New York
2299;Deanna's;107 Rivington St;New York
2300;Decade;1117 First Avenue @ 61st Street;
2301;Delano Drive;15 Waterside Plz;New York
2302;Delectica;564 3rd Ave;New York
2303;Delegates Dining Room;46 1st Ave;New York
2304;Deli Den;69 E 45th St;New York
2305;Deli Glatt Corp;152 Fulton St;New York
2306;Deli Plus;625 8th Avenue;New York
2307;Delias Restaurant;197 E 3rd St;New York
2308;Delicia Restaurant;322 W 11th St;New York
2309;Delightful Restaurant;2258 1st Ave;New York
2310;Delmonico;56 Beaver St;New York
2311;Delmonico Hotel;502 Park Ave;New York
2312;Delphi Restaurant Corp;109 W Broadway # 1-2;New York
2313;Delphini Restaurant;519 Columbus Ave;New York
2314;Delta Grill;700 9th Avenue;New York
2315;Deluxe;134 Reade Street;New York
2316;Demama- LLC.;137 East 55th Street;New York
2317;Demarchelier Restaurant;50 E 86th St;New York
2318;Demerara Restaurant;215 W 28th St;New York
2319;Demi;1316 Madison Ave;New York
2320;Den Restaurant & Cafe;1500 3rd Ave;New York
2321;Deniz A La Turk;400 E 57th St;New York
2322;Denizen;73 Thompson Street;New York
2323;Denizen Bar Restaurant;73 Thompson St;New York
2324;Dennis Restaurant;137 Franklin St;New York
2325;Derosa Restaurant & Bar;531 2nd Ave;New York
2326;Dervish Turkish Restaurant;Between 6 & 7 Ave;
2327;Dervish Turkish Restaurant;(212) 997-0070;
2328;Dervish Turkish Restaurant;146 West 47 Street;
2329;Desperados;996 Amsterdam Ave;New York
2330;Desse Sushi;113 E 18th St;New York
2331;Detour;349 E 13th St;New York
2332;Dew Drop Inn;57 Greenwich Ave;New York
2333;Dewey's Flatiron;210 5th Ave;New York
2334;Dezer Properties Co;89 5th Ave # 11r;New York
2335;Dgp Daily Treat Inc;24 W 38th St;New York
2336;Di Tommaso;903 8th Ave;New York
2337;Diadlo Mexican Restaurant;173 E 2nd St;New York
2338;Dial-a-dinner;350 5th Ave # 7903;New York
2339;Diamante Italian Restaurant;8 East 48 Street;
2340;Diamond Dairy Kosher Lunchnet;4 W 47th St # 2aa;New York
2341;Diamond Express Restaurant;101 Dyckman St;New York
2342;Dianes Uptown;249 Columbus Ave;New York
2343;Die Fliedermaus;315 W 57th St # 414;New York
2344;Die Fliedermaus;311 W 57th St;New York
2345;Dillons Bar & Grill;1361 1st Ave;New York
2346;Dim - Sum;207 Grand Central;New York
2347;Dima Cafe;73 2nd Ave # 1;New York
2348;Dimple Indian Fast Food;11 W 30th St;New York
2349;Dine Bar;422 W Broadway;New York
2350;Dine-o-mat Restaurant Corp;1491 Broadway;New York
2351;Diner Dogs;89 South St;New York
2352;Diner On The Square;1260 Broadway;New York
2353;Dinersty;411 8th Ave;New York
2354;Dining At Rubis;260 W 125th St;New York
2355;Dish;201 8th Ave;New York
2356;Diva Restaurant & Bar;341 W Broadway;New York
2357;Dive 75;101 W 75th St;New York
2358;Divertimento Bistro;432 E 13 Street.;New York
2359;Divina;737 9th Ave;New York
2360;Divino Cafe;1542 2nd Ave;New York
2361;Divino Ristorante;1556 2nd Ave;New York
2362;Diwan Restaurant;148 E 48th St;New York
2363;Dizzy Izzys Ny Bagels East;250 E 14th St;New York
2364;Doaba Diner;1133 1st Ave;New York
2365;Doc Hollidays;141 Avenue A;New York
2366;Doc Watsons;1490 2nd Ave;New York
2367;Docks Restaurant;633 3rd Ave;New York
2368;Docks Restaurant;2427 Broadway;New York
2369;Dod Publicans;56 Greenwich Ave;New York
2370;Doge Restaurant;142 W 44th St;New York
2371;Dohertys Restaurant;102 8th Ave;New York
2372;Dojo Restaurant;24 Saint Marks Pl # 26;New York
2373;Dojo West Restaurant Inc;14 W 4th St;New York
