;restaurant;address;country;addressGoogle
363;Best Cellars;1291 Lexington Avenue at 87th Street;New York, NY, 10028;1291 Lexington Ave
364;Bette (CLOSED);461 West 23rd Street;New York, NY, 10011;461 W 23rd St
365;Better Burger;565 3rd Avenue;New York, NY, 10016;565 3rd Ave
366;Better Burger;1614 2nd Avenue;New York, NY, 10028;1614 2nd Ave
367;Better Burger;178 8th Avenue;New York, NY, 10011;178 8th Ave
368;Better Burger;587 9th Avenue;New York, NY, 10036;587 9th Ave
369;Bettola;412 Amsterdam Avenue;New York, NY, 10024;412 Amsterdam Ave
370;Beyoglu;1431 3rd Avenue;New York, NY, 10028;1431 3rd Ave
371;Bianca;5 Bleecker Street;New York, NY, 10012;5 Bleecker St
372;Bice;7 East 54th Street;New York, NY, 10022;7 E 54th St
373;Big Al's;9 Thames Street,;New York, NY, 10006;9 Thames St
374;Big Booty Bread Co;261 West 23rd Street;New York, NY, 10011;261 W 23rd St
375;Big City Bar & Grill;1600 3rd Avenue at 90th Street;New York, NY, 10128;1600 3rd Ave
376;Big Daddy's - Park;239 Park Avenue S;New York, NY, 10003;239 Park Ave S
377;Big Daddy's Diner - East Side;1598 2nd Avenue;New York, NY, 10021;1598 2nd Ave
378;Big John;199 Orchard Street;New York, NY, 10002;199 Orchard St
379;Big Nick's;2175 Broadway;New York, NY, 10024;2175 Broadway
380;Billie's Black Bar, Lounge & Restaurant;271 West 119th Street;New York, NY, 10026;271 W 119th St
381;Billy's Bakery;184 9th Avenue;New York, NY, 10011;184 9th Ave
382;Birdies;149 1st Avenue;New York, NY, 10003;149 1st Avenue
383;Biricchino;260 West 29th Street;New York, NY, 10001;260 W 29th St
384;Bistecca Fiorentina Steak;317 West 46th Streeet;New York, NY, 10036;317 W 46th St
385;Bistro 60;37 East 60TH Street;New York, NY, 10022;37 E 60th St
386;Bistro 61;1113 1st Avenue;New York, NY, 10065;1113 1st Avenue
387;Bistro Cassis;225 Columbus Avenue;New York, NY, 10023;225 Columbus Ave
388;Bistro Citron;473 Columbus Avenue;New York, NY, 10024;473 Columbus Ave
389;Bistro Du Nord;1312 Madison Avenue;New York, NY, 10128;1312 Madison Ave
390;Bistro Le Steak;1309 3rd Avenue;New York, NY, 10021;1309 3rd Ave
391;Bistro Les Amis;180 Spring Street;New York, NY, 10012;180 Spring St
392;Bistro Ten 18;1018 Amsterdam Avenue;New York, NY, 10025;1018 Amsterdam Ave
393;Bistrot Margot;26 Prince Street;New York, NY,;26 Prince St
394;Bite;333 Lafayette Street at Bleecker Street;New York, NY, 10012;333 Lafayette Street at Bleecker Street
395;Black Duck (Park South Hotel);122 East 28th Street;New York, NY, 10016;122 E 28th St
396;Black Hound;170 2nd Avenue;New York, NY, 10003;170 2nd Ave
397;Black Pearl;37 West 26th Street;New York, NY, 10010;37 W 26th St
398;Blaggards Pub;45 West 39TH Street;New York, NY, 10018;45 W 39th St
399;Blair Perrone Steakhouse (CLOSED);885 2nd Avenue;New York, NY, 10017;885 2nd Ave
400;Blaue Gans;139 Duane Street;New York, NY, 10013;139 Duane St
401;Bleecker Street Pizza;69 7th Avenue South;New York, NY, 10012;69 7th Ave S
402;Blind Tiger Ale House;281 Bleecker Street;New York, NY, 10014;281 Bleecker St
403;Blockhead's Burritos;1563 2nd Avenue;New York, NY, 10028;1563 2nd Ave
404;Blockhead's Burritos;Worldwide Plaza 322 West 50th Street;New York, NY, 10019;350 W 50th St
405;Blockhead's Burritos;499 2nd Avenue;New York, NY, 10016;499 2nd Ave
406;Blockhead's Burritos;954 2nd Avenue;New York, NY, 10022;954 2nd Ave
407;Blondies;212 West 79th Street;New York, NY, 10024;212 W 79th St
408;Blondies;1770 2nd Avenue;New York, NY, 10128;1770 2nd Ave
409;Blossom Restaurant & Cafe;187 9th Avenue;New York, NY, 10011;187 9th Ave
410;Blue 9;92 3rd Avenue at 12th Street;New York, NY, 10003;92 3rd Ave
411;Blue Fin;West Times Square Hotel;New York, NY, 10036;West Times Square Hotel
412;Blue Ginger;106 8th Avenue;New York, NY, 10011;106 8th Ave
413;Blue Hill;75 Washington Place;New York, IL, 10011;75 Washington Pl
414;Blue Mill (CLOSED);50 Commerce Street;New York, NY, 10014;50 Commerce St
415;Blue Ribbon;97 Sullivan Street;New York, NY, 10012;97 Sullivan St
416;Blue Ribbon Bakery;35 Downing Street;New York, NY, 10014;35 Downing St
417;Blue Ribbon Downing Street Wine Bar;34 Downing Street;New York, NY, 10014;34 Downing St
418;Blue Ribbon Sushi;119 Sullivan Street;New York, NY, 10012;119 Sullivan St
419;Blue Smoke;116 East 27th Street;New York, NY, 10016;116 E 27th St
420;Blue Water Grill;31 Union Square West;New York, NY, 10003;31 Union Square W
421;Boat Basin Cafe;West 79th Street;New York, NY, 10024;W 79th St
422;Bobby Van's Steakhouse;131 East 54th Street;New York, NY, 10022;131 E 54th St
423;Bobby Van's Steakhouse;230 Park Avenue;New York, NY, 10169;The Helmsley Building
424;Bobby Van's Steakhouse;25 Broad Street;New York, NY, 10004;25 Broad St
425;Bobby Van's Steakhouse;135 West 50th Street;New York, NY, 10020;135 W 50th St
426;Bobo;181 West 10th Street;New York, NY, 10014;181 W 10th St
427;Boca Chica;13 1st Avenue;New York, NY, 10003;13 1st Avenue
428;Bocca;39 East 19th Street;New York, NY, 10003;39 E 19th St
429;Boi to Go;800 2nd Avenue;New York, NY, 10017;800 2nd Ave
430;Bolo;23 East 22nd Street;New York, NY, 10010;23 E 22nd St
431;Bombay Talkie;189 9th Avenue;New York, NY, 10011;189 9th Ave
432;Bona Fides;60 2nd Avenue;New York, NY, 10003;60 2nd Ave
433;Bonbon Chicken;98 Chambers Street;New York, NY, 10007;98 Chambers St
434;Bondi Road Fish And Chips;153 Rivington Street;New York, NY, 10002;153 Rivington St
435;Bone Lick Park Bar-B-Que;75 Greenwich Avenue;New York, NY, 10014;75 Greenwich Ave
436;Bongo;299 10th Avenue;New York, NY, 10001;299 10th Ave
437;Bonjoo;107 1st Avenue;New York, NY, 10003;107 1st Avenue
438;Bonobo's;18 East 23rd Street;New York, NY, 10010;18 E 23rd St
439;Boom;152 Spring Street;New York, NY, 10012;152 Spring St
440;Boqueria;53 West 19th Street;New York, NY, 10011;53 W 19th St
441;Borgo Antico;22 East 13th Street;New York, NY, 10003;22 E 13th St
442;Borobudur;128 East 4th Street;New York, NY, 10003;128 E 4th St
443;Borough Food & Drink;12 East 22nd Street;New York, NY, 10010;12 E 22nd St
444;Boss Tweeds;115 Essex St;;115 Essex St
445;Bottega Del Vino;7 East 59th Street;New York, NY, 10022;7 E 59th St
446;Bottino;246 10th Avenue;New York, NY, 10001;246 10th Ave
447;Boucarou;64 East 1st Street;New York, NY, 10003;64 E 1st St
448;Bouchon Bakery;10 Columbus Circle, 3rd fl., Time Warner Ctr.;New York, NY, 10019;10 Columbus Cir
449;Boughalem;14 Bedford Street;New York, NY, 10014;14 Bedford St
450;Bouley;120 West Broadway;New York, NY, 10013;120 W Broadway
451;Bouley, Upstairs;130 West Broadway, 2nd fl.;New York, NY, 10013;130 W Broadway 2nd fl
452;Bouterin;420 East 59th Street;New York, NY, 10022;420 E 59th St
453;Boyd Thai;210 Thompson Street;New York, NY, 10012;210 Thompson St
454;Branzini;299 Madison Avenue;New York, NY, 10017;299 Madison Ave
455;Brasserie;100 East 53rd Street;New York, NY, 10022;100 E 53rd St
456;Brasserie 360;200 East 60th Street;New York, NY, 10022;200 E 60th St
457;Brasserie 8½;9 West 57th Street;New York, NY, 10019;East River Realty Company
458;Brasserie Ruhlmann;45 Rockefeller Plaza;New York, NY, 10011;45 Rockefeller Plaza
459;Bravo Gianni;230 East 63rd Street;New York, NY, 10021;230 E 63rd St
460;Bravo Pizza;64 7th Avenue;New York, NY, 10011;64 7th Ave
461;Bravo Pizza;1367 Broadway;New York, NY, 10018;1367 Broadway
462;Bravo Pizza;257 Park Avenue South;New York, NY, 10010;257 Park Ave S
463;Bravo Pizza;6 East 42nd Street;New York, NY, 10036;6 E 42nd St
464;Bravo Pizza;146 5th Avenue;New York, NY, 10011;146 5th Ave
465;Bravo Pizza;508 Columbus Avenue;New York, NY, 10024;508 Columbus Ave
466;Brazil Brazil Grill;328 West 46TH Street;New York, NY, 10036;328 W 46th St
467;Brazil Grill;787 8th Avenue;New York, NY, 10036;787 8th Ave
468;Bread;20 Spring Street;New York, NY, 10012;20 Spring St
469;Bread & Olive;24 West 45th Street;New York, NY, 10036;24 W 45th St
470;Bread & Olive;20 John Street;New York, NY, 10038;20 John St
471;Bread Factory Cafe;785 Lexington Avenue;New York, NY, 10021;785 Lexington Ave
472;Bread From Beirut;24 West 45th Street;New York, NY, 10036;24 W 45th St
473;Bread Tribeca;301 Church Street;New York, NY, 10013;301 Church St
474;Breeze;661 9th Avenue;New York, NY, 10036;661 9th Ave
475;Bricco;304 West 56th Street;New York, NY, 10019;304 W 56th St
476;Brick Lane Curry House;342 East 6th Street;New York, NY, 10003;342 E 6th St
477;Brick Lane Curry House;306-308 East 5th Street;New York, NY, 10003;306 E 5th St #308
478;Brick Oven Pizza 33;268 West 23rd Street;New York, NY, 10011;268 W 23rd St
479;Brick Oven Pizza 33;489 3rd Avenue;New York, NY, 10016;489 3rd Ave
480;Brick Oven Pizza 33;171 West 23rd Street;New York, NY, 10011;171 W 23rd St
481;Bridge Cafe;279 Water Street;New York, NY, 10038;279 Water St
482;Brisas Del Caribe (CLOSED);489 Broadway;New York, NY, 10012;489 Broadway
483;Broadway Bagels;2658 Broadway;New York, NY, 10025;2658 Broadway
484;Broadway East;171 East Broadway;New York, NY, 10002;171 E Broadway
485;Broadway New Fancy Food;351 Broadway;New York, NY, 10013;351 Broadway
486;Broadway's Jerusalem;1375 Broadway;New York, NY, 10018;1375 Broadway
487;Broncas Restaurant Tapas Bar;91 Christopher Street;New York, NY, 10014;91 Christopher St
488;Brooklyn Bagel Cafe;319 5th Avenue;New York, NY, 10016;319 5th Ave
489;Broome Street Bar;363 West Broadway;New York, NY, 10012;363 W Broadway
490;Brother Jimmy's BBQ;416 8th Avenue;New York, NY, 10001;416 8th Ave
491;Brother Jimmy's BBQ;Grand Central lower level;New York, NY, 10017;89 E 42nd St
492;Brother Jimmy's BBQ;428 Amsterdam Avenue;New York, NY, 10024;428 Amsterdam Ave
493;Brother Jimmy's BBQ;1644 3rd Avenue;New York, NY, 10128;1644 3rd Ave
494;Brother Jimmy's BBQ;1485 2nd Avenue;New York, NY, 10021;1485 2nd Ave
495;Brouwers Of Stone Street;45 Stone Street;New York, NY, 10004;45 Stone St
496;Brown;61 Hester Street;New York, NY, 10002;61 Hester St
497;Brunelli;1409 York Avenue;New York, NY, 10021;1409 York Ave
498;Brunetta'S;290 1st Avenue;New York, NY,;290 1st Avenue
499;Bruno;240 East 58th Street;New York, NY, 10022;240 E 58th St
500;Bruno Bakery;506 LaGuardia Place;New York, NY, 10012;506 LaGuardia Pl
501;Bruschetteria;92 Rivington Street;New York, NY, 10002;92 Rivington St
502;Bryant Park Hotel;;;
503;Bryant Park Hotel, 40 West 40th Street;;;
504;Bubby's;120 Hudson Street;New York, NY, 10013;120 Hudson St
505;Buddakan;75 9th Avenue;New York, NY, 10011;75 9th Ave
506;Buddha Bar;25 Little West 12th Street;New York, NY, 10014;25 Little W 12th St
507;Buenos Aires;513 East 6th Street;New York, NY, 10009;513 E 6th St
508;Buffa's Deli And Coffee Shop;54 Prince Street;New York, NY, 10012;54 Prince St
509;Bukhara Grill;230 East 58th Street;New York, NY, 10022;230 E 58th St
510;Bulgin' Waffles;49 1/2 1st Avenue;New York, NY, 10002;49-1/2 1st Avenue
511;Bull Run;Club Quarters Hotel 52 William Street;New York, NY, 10005;52 William St
512;Bully's;759 Broadway;New York, NY, 10003;759 Broadway
513;Buon Amici;40 Peck Slip;New York, NY, 10038;40 Peck Slip
514;Buon Italia;75 9th Avenue;New York, NY, 10011;75 9th Ave
515;Buona Notte;120 Mulberry Street;New York, NY, 10013;120 Mulberry St
516;Burger Heaven;1534 3rd Avenue;New York, NY, 10028;1534 3rd Ave
517;Burger Heaven;804 Lexington Avenue;New York, NY, 10021;804 Lexington Ave
518;Burger Heaven;20 East 49th Street;New York, NY, 10017;20 E 49th St
519;Burger Heaven;9 East 53rd Street;New York, NY, 10022;9 E 53rd St
520;Burger Heaven;291 Madison Avenue;New York, NY, 10017;291 Madison Ave
521;Burger Heaven;536 Madison Avenue;New York, NY, 10022;536 Madison Ave
522;Burger Joint;Le Parker Meridien Hotel, 118 West 57th Street;New York, NY, 10019;119 W 56th St
523;Burger Joint (CLOSED);190 Bleecker Street;New York, NY, 10012;190 Bleecker St
524;Burgundy Wine Company;323 West 11th Street;New York, NY, 10001;323 W 11th St
525;Burrito Box Incorporated;885 9TH Avenue;New York, NY, 10019;885 9th Ave
526;Burrito Loco Restaurant;166 West 4th Street;New York, NY, 10014;166 West 4th Street
527;Burritoville (CLOSED);20 John St;New York, NY, 10038;20 John St
528;Burritoville (CLOSED);36 Water Street;New York, NY, 10004;36 Water St
529;Burritoville (CLOSED);80 Nassau Street;New York, NY, 10038;80 Nassau St
530;Burritoville (CLOSED);116 Chambers Street;New York, NY, 10007;116 Chambers St
531;Burritoville 141 (CLOSED);141 2nd Avenue;New York, NY, 10003;141 2nd Ave
532;Burritoville 1487 (CLOSED);1487 2nd Avenue;New York, NY, 10021;1487 2nd Ave
533;Burritoville 1487 (CLOSED);1489 1st Avenue;New York, NY, 10021;1489 1st Avenue
534;Burritoville 152 (CLOSED);152 East 43rd Street;New York, NY, 10017;152 E 43rd St
535;Burritoville 166 (CLOSED);166 West 72nd Street;New York, NY, 10023;166 W 72nd St
536;Burritoville 264 (CLOSED);264 West 23rd Street;New York, NY, 10011;264 W 23rd St
537;Burritoville 298 (CLOSED);298 Bleecker Street;New York, NY, 10014;298 Bleecker St
538;Burritoville 625 (CLOSED);625 9th Avenue;New York, NY, 10036;625 9th Ave
539;Burritoville 866 (CLOSED);866 3rd Avenue;New York, NY, 10022;866 3rd Ave
540;Butai;115 East 18th Street;New York, NY, 10003;115 E 18th St
541;Butter;415 Lafayette Street;New York, NY, 10018;415 Lafayette St
542;Buttercup Bake Shop;141 West 72nd Street;New York, NY, 10023;141 W 72nd St
543;Buttercup Bake Shop;973 2nd Avenue;New York, NY, 10022;973 2nd Ave
544;Butterfield 8;5 East 38th Street;New York, NY, 10016;5 E 38th St
545;Buzina Pop;1022A Lexington Avenue;New York, NY, 10021;1022A Lexington Ave
546;Byblos Restaurant;200 East 39th Street Streete 1;New York, NY, 10016;200 E 39th St
547;C & F Restaurant;171 Hester Street Manhattan;New York, NY, 10013;171 Hester St
548;Cabana;89 South Street, Pier 17, 3rd fl.;New York, NY, 10038;89 South St 17
549;Cabana;1022 2nd Avenue;New York, NY, 10021;1022 2nd Ave
550;Cabana Carioca;123 West 45th Street;New York, NY, 10036;123 W 45th St
551;Cacio E Pepe;182 2nd Avenue;New York, NY, 10003;182 2nd Ave
552;Cacio E Vino;80 2nd Avenue;New York, NY, 10003;80 2nd Ave
553;Cafe Asean;117 West 10th Street;New York, NY, 10011;117 W 10th St
554;Cafe At Country;90 Madison Avenue;New York, NY, 10016;90 Madison Ave
555;Cafe B;135 East 65th Street;New York, NY, 10021;135 E 65th St
556;Cafe Boulud;20 East 76th Street;New York, NY, 10021;20 E 76th St
557;Cafe Brama;157 2nd Avenue;New York, NY, 10003;157 2nd Ave
558;Cafe Centro;200 Park Avenue;New York, NY, 10166;MetLife Building
559;Cafe Colonial;276 Elizabeth Street;New York, NY, 10012;276 Elizabeth St
560;Cafe Con Leche;424 Amsterdam Avenue;New York, NY, 10024;424 Amsterdam Ave
561;Cafe Con Leche;726 Amsterdam Avenue;New York, NY, 10025;726 Amsterdam Ave
562;Cafe Condesa;183 West 10th Street;New York, NY, 10014;183 W 10th St
563;Cafe Cortadito;210 E. 3rd Street;New York, NY, 10009;210 E 3rd St
564;Cafe D'Alsace;1695 2nd Avenue;New York, NY, 10128;1695 2nd Ave
565;Cafe Des Artistes;1 West 67th Street;New York, NY, 10023;1 W 67th St
566;Cafe Duke;140 West 51st Street;New York, NY, 10020;140 W 51st St
567;Cafe Duke;1450 Broadway;New York, NY, 10018;1450 Broadway
568;Cafe Duke;545 Broadway;New York, NY, 10013;545 Broadway
569;Cafe El Portal;174 Elizabeth ST;New York, NY, 10012;174 Elizabeth St
570;Cafe Español;78 Carmine Street;New York, NY, 10014;78 Carmine St
571;Cafe Español;172 Bleecker Street;New York, NY, 10012;172 Bleecker St
572;Cafe Express;138 West 32nd Street;New York, NY, 10001;138 W 32nd St
573;Cafe Fuego;9 St. Marks Place;New York, NY, 10003;9 St Marks Pl
574;Cafe Gigi;2067 Broadway;New York, NY, 10023;2067 Broadway
575;Cafe Gigi;64 East 34th Street;New York, NY, 10016;64 E 34th St
576;Cafe Gigi;985 3rd Avenue;New York, NY, 10022;985 3rd Ave
577;Cafe Gitane;242 Mott Street;New York, NY, 10012;242 Mott St
578;Cafe Greco;1390 2ND Avenue Streete 1;New York, NY, 10021;1390 2ND Avenue Streete 1
579;Cafe Grumpy;224 West 20th Street;New York, NY, 10011;224 W 20th St
580;Cafe Habana;17 Prince Street;New York, NY, 10012;17 Prince St
581;Cafe Habana To Go;229 Elizabeth Street;New York, NY, 10012;229 Elizabeth St
582;Cafe Hanover;5 Hanover Square;New York, NY, 10005;5 Hanover Square
583;Cafe Henri;183 9th Avenue at 21st Street;New York, NY, 10011;183 9th Ave
584;Cafe Joul;1070 1st Avenue;New York, NY, 10022;1070 1st Avenue
585;Cafe La Palette;50 MacDougal Street;New York, NY, 10012;50 MacDougal St
586;Cafe Lalo;201 West 83rd Street;New York, NY, 10024;201 W 83rd St
587;Cafe Luise;129 Rivington Street at Norfolk Street;New York, NY, 10002;129 Rivington St
588;Cafe Metro;1359 Broadway;New York, NY, 10018;1359 Broadway
589;Cafe Muse;43 West 32nd Street;New York, NY, 10001;43 W 32nd St
590;Cafe Orlin;41 St. Marks Place;New York, NY, 10003;39 St Marks Inc
591;Cafe Rafaella;134 7th Avenue South;New York, NY, 10014;134 7th Ave S
592;Cafe Riazor;245 West 16th Street;New York, NY, 10011;245 W 16th St
593;Cafe Ronda;249-251 Columbus Avenue;New York, NY, 10023;249 Columbus Ave
594;Cafe S.F.A.;Saks 5th Avenue -- 611 5th Avenue, 8th floor;New York, NY, 10022;611 5th Ave
595;Cafe Sabarsky;1048 5th Avenue;New York, NY, 10128;1048 5th Ave
596;Cafe Seaport;150 William Street;New York, NY, 10038;150 William St
597;Cafe Spice;72 University Place;New York, NY, 10003;72 University Pl
598;Cafe Spice;54 West 55th Street;New York, NY, 10019;54 W 55th St
599;Cafe St. Bart's;109 East 50th Street;New York, NY, 10022;109 E 50th St
600;Cafe Un Deux Trois;123 West 44th Street;New York, NY, 10036;123 W 44th St
601;Cafe Zaiya;18 East 41st Street;New York, NY, 10017;18 E 41st St
602;Cafecito;185 Avenue C;New York, NY, 10009;185 Loisaida Ave
603;Cafee Med;1268 2ND Avenue;New York, NY, 10021;1268 2nd Ave
604;Cafetasia;38 East 8th Street;New York, NY, 10003;38 E 8th St
605;Cafeteria;119 7th Avenue;New York, NY, 10011;119 7th Ave
606;Caffe Buon Gusto;1009 2nd Avenue;New York, NY, 10022;1009 2nd Ave
607;Caffe Buon Gusto;236 East 77th Street;New York, NY, 10021;236 E 77th St
608;Caffe Cielo;881 8th Avenue;New York, NY, 10019;881 8th Ave
609;Caffe Del Mare;89 Macdougal Street;New York, NY, 10012;89 MacDougal St
610;Caffe Emilia;139 1st Avenue;New York, NY, 10009;139 1st Avenue
611;Caffe Grazie;26 East 84th Street;New York, NY, 10028;26 E 84th St
612;Caffe Linda;145 East 49th Street;New York, NY, 10017;145 E 49th St
613;Caffe Med;1268 2nd Avenue;New York, NY, 10021;1268 2nd Ave
614;Caffe Napoli;191 Hester Street;New York, NY, 10013;191 Hester St
615;Caffe Pepe Rosso;149 Sullivan Street;New York, NY, 10012;149 Sullivan St
616;Caffe Pepe Rosso;Grand Central, Lower Level;New York, NY, 10017;89 E 42nd St
617;Caffe Raffaella;134 7th Avenue South;New York, NY, 10014;134 7th Ave S
618;Caffe Reggio;119 MacDougal Street;New York, NY, 10012;119 MacDougal St
619;Caffe Torino;139 West 10TH ST;New York, NY, 10014;139 W 10th St
620;Caffe Vivaldi;32 Jones Street Streete 1;New York, NY, 10014;32 Jones St
621;Café Botanica;Jumeirah Essex House, 160 Central Park South;New York, NY, 10019;160 Central Park S
622;Café Boulud;Surrey Hotel, 20 East 76th Street;New York, NY, 10021;20 E 76th St
623;Café De Bruxelles;118 Greenwich Avenue;New York, NY, 10014;118 Greenwich Ave
624;Café Deville;103 3rd Avenue;New York, NY, 10003;103 3rd Ave
625;Café Du Soleil;2723 Broadway;New York, NY, 10025;2723 Broadway
626;Café Evergreen;1288 1st Avenue;New York, NY, 10021;1288 1st Avenue
627;Café Fiorello;1900 Broadway;New York, NY, 10023;1900 Broadway
628;Café Frida;368 Columbus Avenue;New York, NY, 10024;368 Columbus Ave
629;Café Gray (CLOSED);10 Columbus Circle;New York, NY, 10019;10 Columbus Cir
630;Café Luxembourg;200 West 70th Street;New York, NY, 10023;200 W 70th St
631;Café Mingala;1393 2nd Avenue;New York, NY, 10021;1393 2nd Ave
632;Café Mogador;101 St. Mark's Place;New York, NY, 10009;101 St Marks Pl
633;Café Mozart;154 West 70th Street;New York, NY, 10023;154 W 70th St
634;Café Pierre;2 East 61st Street;New York, NY, 10021;2 E 61st St
