level_0;level_1;ristorante;indirizzoOriginale;indirizzoGoogle;Score;0_restaurant;0_address;0_addressFix;1_restaurant;1_address;1_neighborhood;1_type;1_cost;1_addressFix
591,000;759,000;1,000;1,000;1,000;3,000;Park East Grill;1564 2nd Avenue;1564 2nd Ave, New York, NY 10028, USA;Park East Grill;1564 2nd Avenue;Upper East Side;Jewish;$;1564 2nd Ave, New York, NY 10028, USA
594,000;767,000;1,000;1,000;1,000;3,000;Pearl Oyster Bar;18 Cornelia Street;18 Cornelia St, New York, NY 10014, USA;Pearl Oyster Bar;18 Cornelia Street;Greenwich Village;Seafood;$$$;18 Cornelia St, New York, NY 10014, USA
597,000;783,000;1,000;1,000;1,000;3,000;Petrossian;182 West 58th Street;182 W 58th St, New York, NY 10019, USA;Petrossian;182 W 58th St;Midtown West;Continental;$$$$;182 W 58th St, New York, NY 10019, USA
601,000;790,000;1,000;1,000;1,000;3,000;Picholine;35 West 64th Street;35 W 64th St, New York, NY 10023, USA;Picholine;35 W 64th St;Upper West Side;Mediterranean;$$$$;35 W 64th St, New York, NY 10023, USA
608,000;810,000;1,000;1,000;1,000;3,000;Primitivo Osteria;202 West 14th Street;202 W 14th St, New York, NY 10011, USA;Primitivo Osteria;202 West 14th Street;West Village;Italian;$$$;202 W 14th St, New York, NY 10011, USA
627,000;855,000;1,000;1,000;1,000;3,000;Ruth's Chris Steak House;148 West 51st Street;148 W 51st St, New York, NY 10019, USA;Ruth's Chris Steak House;148 West 51st Street;Midtown West;Steakhouse;$$$$;148 W 51st St, New York, NY 10019, USA
631,000;862,000;1,000;1,000;1,000;3,000;Salmon River;3 East 40th Street;3 E 40th St, New York, NY 10016, USA;Salmon River;3 East 40th Street;Murray Hill;Seafood;$$;3 E 40th St, New York, NY 10016, USA
636,000;873,000;1,000;1,000;1,000;3,000;Sapa;43 West 24th Street;43 W 24th St, New York, NY 10010, USA;Sapa;43 West 24th Street;Chelsea;Asian;$$$;43 W 24th St, New York, NY 10010, USA
638,000;875,000;1,000;1,000;1,000;3,000;Sardi's;234 West 44th Street;234 W 44th St, New York, NY 10036, USA;Sardi's;234 West 44th Street;Midtown West;Continental;$$$;234 W 44th St, New York, NY 10036, USA
641,000;887,000;1,000;1,000;1,000;3,000;Sea Grill;19 West 49th Street;19 W 49th St, New York, NY 10020, USA;Sea Grill;19 West 49th Street;Midtown West;Seafood;$$$$;19 W 49th St, New York, NY 10020, USA
647,000;898,000;1,000;1,000;1,000;3,000;Shun Lee Cafe;43 West 65th Street;43 W 65th St, New York, NY 10023, USA;Shun Lee Cafe;43 W 65th St;;;;43 W 65th St, New York, NY 10023, USA
649,000;900,000;1,000;1,000;1,000;3,000;Shun Lee West;43 West 65th Street;43 W 65th St, New York, NY 10023, USA;Shun Lee West;43 W. 65th St.;Chinese;$$$;;43 W 65th St, New York, NY 10023, USA
648,000;899,000;1,000;1,000;1,000;3,000;Shun Lee Palace;155 East 55th Street;157 E 55th St, New York, NY 10022, United States;Shun Lee Palace;155 E 55th Street;Midtown East;Chinese;$$$;157 E 55th St, New York, NY 10022, United States
652,000;903,000;1,000;1,000;1,000;3,000;Smith & Wollensky;797 Third Avenue;797 3rd Ave, New York, NY 10022, USA;Smith & Wollensky;797 Third Ave;Midtown East;Steakhouse;$$$;797 3rd Ave, New York, NY 10022, USA
654,000;910,000;1,000;1,000;1,000;3,000;Solera;216 East 53rd Street;216 E 53rd St, New York, NY 10022, USA;Solera;216 E 53rd St;Midtown East;Spanish;$$$;216 E 53rd St, New York, NY 10022, USA
706,000;927,000;1,000;1,000;1,000;3,000;Steak Frites;9 East 16th Street;9 E 16th St, New York, NY 10003, USA;Steak Frites;9 East 16th Street;Union Square;French;$$;9 E 16th St, New York, NY 10003, USA
746,000;953,000;1,000;1,000;1,000;3,000;Tao;42 East 58th Street;42 E 58th St, New York, NY 10022, USA;Tao;42 E 58th Street;Midtown East;Asian;$$$;42 E 58th St, New York, NY 10022, USA
759,000;700,000;1,000;1,000;1,000;3,000;The Neptune Room;511 Amsterdam Avenue;511 Amsterdam Ave, New York, NY 10024, USA;Neptune Room;511 Amsterdam Ave;Upper West Side;Seafood;$$$$;511 Amsterdam Ave, New York, NY 10024, USA
765,000;925,000;1,000;1,000;1,000;3,000;The Stanton Social;99 Stanton Street;99 Stanton St, New York, NY 10002, USA;Stanton Social;99 Stanton St;Lower East Side;International;$$$;99 Stanton St, New York, NY 10002, USA
769,000;965,000;1,000;1,000;1,000;3,000;The Terrace In The Sky;400 West 119th Street;Butler Hall, 400 W 119th St, New York, NY 10027, USA;Terrace In The Sky;400 West 119th Street;Upper West Side;French;$$;Butler Hall, 400 W 119th St, New York, NY 10027, USA
773,000;984,000;1,000;1,000;1,000;3,000;Tocqueville;1 East 15th Street;1 E 15th St, New York, NY 10003, USA;Tocqueville;1 E 15th St;Union Square;American;$$$$;1 E 15th St, New York, NY 10003, USA
783,000;991,000;1,000;1,000;1,000;3,000;Tribeca Grill;375 Greenwich Street;375 Greenwich St, New York, NY 10013, USA;Tribeca Grill;375 Greenwich St;TriBeCa;American;$$$;375 Greenwich St, New York, NY 10013, USA
784,000;1006,000;1,000;1,000;1,000;3,000;Uncle Jack's Steakhouse;440 9th Avenue;440 9th Ave, New York, NY 10001, USA;Uncle Jack's Steakhouse-Nyc;440 9th Avenue;Midtown East;Steakhouse;$$$;440 9th Ave, New York, NY 10001, USA
785,000;1007,000;1,000;1,000;1,000;3,000;Uncle Nick's;747 9th Avenue;747 9th Ave, New York, NY 10019, USA;Uncle Nick's;747 9th Ave;Midtown West;Greek;$$;747 9th Ave, New York, NY 10019, USA
787,000;1010,000;1,000;1,000;1,000;3,000;Urena;37 East 28th Street;37 E 28th St, New York, NY 10016, USA;Urena;37 E 28th St;Gramercy Park;Spanish;$$$;37 E 28th St, New York, NY 10016, USA
791,000;1020,000;1,000;1,000;1,000;3,000;Via Brasil;34 West 46 Street;34 W 46th St, New York, NY 10036, USA;Via Brasil;34 W 46 St;Midtown West;South American;$$;34 W 46th St, New York, NY 10036, USA
792,000;1023,000;1,000;1,000;1,000;3,000;Victor's Cafe;236 West 52nd Street;236 W 52nd St, New York, NY 10019, USA;Victor's Cafe;236 West 52 St;Midtown West;Cuban;$$$;236 W 52nd St, New York, NY 10019, USA
797,000;1028,000;1,000;1,000;1,000;3,000;Vong;200 East 54th Street;200 E 54th St, New York, NY 10022, USA;Vong;200 East 54th St;Midtown East;Thai;$$$$;200 E 54th St, New York, NY 10022, USA
798,000;1029,000;1,000;1,000;1,000;3,000;Waikiki Wally's;101 East 2nd Street;101 E 2nd St, New York, NY 10009, USA;Waikiki Wally's;101 East 2nd Street;East Village;Hawaiian;$$$;101 E 2nd St, New York, NY 10009, USA
807,000;1055,000;1,000;1,000;1,000;3,000;Zarela;953 Second Avenue;953 2nd Ave, New York, NY 10022, USA;Zarela's;953 Second Ave;Midtown East;Mexican;$$$;953 2nd Ave, New York, NY 10022, USA
810,000;1058,000;1,000;1,000;1,000;3,000;Zerza;304 East 6th Street;304 E 6th St, New York, NY 10003, USA;Zerza;304 E Sixth St;East Village;Moroccan;$$;304 E 6th St, New York, NY 10003, USA
812,000;1062,000;1,000;1,000;1,000;3,000;Zona Rosa;40 West 56th Street;40 W 56th St, New York, NY 10019, USA;Zona Rosa;40 W 56th St;;;;40 W 56th St, New York, NY 10019, USA
1,000;;;;;;10 Downing Food and Wine;10 Downing Street;10 Downing St, Westminster, London SW1A 2AA, United Kingdom;;;;;;
4,000;;;;;;212 Restaurant & Bar;133 East 65th Street;133 E 65th St, New York, NY 10065, USA;;;;;;
5,000;;;;;;3 J's Pizza;1603 2nd Avenue;1603 2nd Ave, New York, NY 10028, USA;;;;;;
6,000;;;;;;44 Restaurant;44 West 44th Street;44 West 44th Street;;;;;;
7,000;;;;;;5 Brothers Gourmet Market;689 10th Avenue;689 10th Ave, New York, NY 10036, USA;;;;;;
8,000;;;;;;5 Ninth Restaurant;5 Ninth Avenue;5 9th Ave, New York, NY 10014, USA;;;;;;
9,000;;;;;;88 Noodle & Oriental House;565 Columbus Avenue;565 Columbus Ave, New York, NY 10024, USA;;;;;;
10,000;;;;;;A Slice of New York;727 8th Avenue;727 8th Ave, Brackenridge, PA 15014, USA;;;;;;
13,000;;;;;;Abboccato Restaurant;136 West 55th Street;136 W 55th St, New York, NY 10019, USA;;;;;;
14,000;;;;;;Abitino's;947 1st Avenue;947 1st Avenue, New York, NY 10022, USA;;;;;;
15,000;;;;;;Above;234 West 42nd Street;234 W 42nd St, New York, NY 10036, USA;;;;;;
16,000;;;;;;Accademia Di Vino;1081 Third Avenue;1081 3rd Ave, New York, NY 10065, USA;;;;;;
17,000;;;;;;Acqua Pazza;36 West 52nd Street;36 West 52nd Street;;;;;;
19,000;;;;;;Adour Alain Ducasse;Two East 55th Street;Two E 55th St, New York, NY 10022, United States;;;;;;
20,000;;;;;;Adrienne's Pizzabar;54 Stone Street;54 Stone St, New York, NY 10004, USA;;;;;;
21,000;;;;;;Agata & Valentina Ristorante;1513 First Avenue;1513 1st Avenue, New York, NY 10075, USA;;;;;;
23,000;;;;;;Ago Restaurant;377 Greenwich Street;377 Greenwich St, New York, NY 10013, USA;;;;;;
24,000;;;;;;Agozar;324 Bowery;324 Bowery, New York, NY 10012, USA;;;;;;
25,000;;;;;;Aix Restaurant;2398 Broadway;2398 Broadway, New York, NY 10024, USA;;;;;;
26,000;;;;;;Aja;1068 First Avenue;1068 1st Avenue, New York, NY 10022, USA;;;;;;
27,000;;;;;;Aja Asian Bistro and Lounge;432 6th Avenue;432 6th Ave, New York, NY 10011, USA;;;;;;
28,000;;;;;;Aki Sushi;1425 York Avenue;1425 York Ave, New York, NY 10021, USA;;;;;;
29,000;;;;;;Aki Sushi West;128 West 36th Street;128 W 36th St, New York, NY 10018, USA;;;;;;
30,000;;;;;;Akita Sushi;1771 1st Avenue;1771 1st Avenue, New York, NY 10128, USA;;;;;;
31,000;;;;;;Al Forno;1484 2nd Avenue;1484 2nd Ave, New York, NY 10075, USA;;;;;;
32,000;;;;;;Alamo Restaurant;304 East 48th Street;304 E 48th St, New York, NY 10017, USA;;;;;;
33,000;;;;;;Alcala;342 East 46th Street;342 E 46th St, New York, NY 10017, USA;;;;;;
34,000;;;;;;Aleo Restaurant;7 West 20th Street;7 W 20th St, New York, NY 10011, USA;;;;;;
39,000;;;;;;Alloro;307 East 77th Street;307 E 77th St, New York, NY 10075, USA;;;;;;
41,000;;;;;;Alto Restaurant;520 Madison Avenue;520 Madison Ave, New York, NY 10022, USA;;;;;;
42,000;;;;;;Ama;48 Macdougal Street;48 MacDougal St, New York, NY 10012, USA;;;;;;
43,000;;;;;;Amalia;204 West 55th Street;204 W 55th St, New York, NY 10019, USA;;;;;;
44,000;;;;;;Ambassador Grill;1 United Nations Plaza;1 United Nations Plaza, New York, NY 10017, United States;;;;;;
46,000;;;;;;American (Show All);9 Jones Street;9 Jones St, New York, NY 10014, USA;;;;;;
47,000;;;;;;American (Show All);Inside Battery Park;Inside Battery Park;;;;;;
48,000;;;;;;American (Show All);116 East 16th Street;116 E 16th St, New York, NY 10003, USA;;;;;;
49,000;;;;;;American (Show All);152 West 52nd Street;152 W 52nd St, New York, NY 10019, USA;;;;;;
50,000;;;;;;American (Show All);885 Second Avenue;885 2nd Ave, New York, NY 10017, USA;;;;;;
51,000;;;;;;American (Show All);2315 Broadway;2315 Broadway, New York, NY 10024, USA;;;;;;
52,000;;;;;;American (Show All);45 East 20th Street;45 E 20th St, New York, NY 10003, USA;;;;;;
53,000;;;;;;American Burger Co.;100 West 32nd Street;100 W 32nd St, New York, NY 10001, USA;;;;;;
54,000;;;;;;American Gourmet Foods Deli;831 6th Avenue;831 6th Ave, New York, NY 10001, USA;;;;;;
55,000;;;;;;American Spirits Grill;1744 2nd Avenue;1744 2nd Ave, New York, NY 10128, USA;;;;;;
58,000;;;;;;Amor Cubano;2018 Third Avenue;2018 3rd Ave, New York, NY 10029, USA;;;;;;
59,000;;;;;;Amsterdam Restaurant & Tapas Lounge;1207 Amsterdam Avenue;1207 Amsterdam Ave, New York, NY 10027, USA;;;;;;
60,000;;;;;;Angelo & Maxie's;233 Park Avenue;233 Park Avenue;;;;;;
61,000;;;;;;Annisa Restaurant;13 Barrow Street;13 Barrow Street;;;;;;
62,000;;;;;;Antonucci's;170 East 81 Street;170 E 81st St, New York, NY 10028, USA;;;;;;
63,000;;;;;;Any Time Cafe;17 John Street;17 John St, New York, NY 10038, USA;;;;;;
64,000;;;;;;Aoki;234 West 48th Street;234 W 48th St, New York, NY 10036, USA;;;;;;
68,000;;;;;;Arabelle at the Hotel Plaza Athenee;37 East 64th Street;37 E 64th St, New York, NY 10065, USA;;;;;;
69,000;;;;;;Arby's;100 West 33rd Street;100 W 33rd St, New York, NY 10001, USA;;;;;;
70,000;;;;;;Archipelago SoHo;333 Hudson Street;333 Hudson St, New York, NY 10013, USA;;;;;;
71,000;;;;;;Arriba Arriba! - East;1463 Third Avenue;1463 3rd Ave, New York, NY 10028, USA;;;;;;
74,000;;;;;;Asia Grill;1239 2nd Avenue;1239 2nd Ave, New York, NY 10065, USA;;;;;;
75,000;;;;;;Asia de Cuba New York;237 Madison Avenue;237 Madison Ave, New York, NY 10016, USA;;;;;;
76,000;;;;;;Asiana Restaurant and Bar;120 East 34th Street;120 E 34th St, New York, NY 10016, USA;;;;;;
77,000;;;;;;Asiate;80 Columbus Cir. at 60th St.;80 Columbus Cir, New York, NY 10023, United States;;;;;;
80,000;;;;;;Astor Court;2 East 55th Street;2 E 55th St, New York, NY 10022, USA;;;;;;
81,000;;;;;;Atomic Wings;528 9th Avenue;528 9th Ave, New York, NY 10018, USA;;;;;;
82,000;;;;;;Atomic Wings;1644 3rd Avenue;1644 3rd Ave, New York, NY 10128, USA;;;;;;
83,000;;;;;;Atomic Wings at Down the Hatch;179 West 4th Street;179 West 4th Street, New York, NY 10014, USA;;;;;;
84,000;;;;;;Auntie Anne's Pretzels;664 8th Avenue;664 8th Ave, New York, NY 10036, USA;;;;;;
85,000;;;;;;Aureole;34 East 61st Street;34 E 61st St, New York, NY 10065, USA;;;;;;
86,000;;;;;;Aurora;510 Broome Street;510 Broome St, New York, NY 10013, USA;;;;;;
87,000;;;;;;Avi and David's;1046 3rd Avenue;1046 3rd Ave, Croydon, PA 19021, USA;;;;;;
90,000;;;;;;Azza;137 E. 55th St. at Lexington;137 E. 55th St. at Lexington;;;;;;
91,000;;;;;;B & T Supreme Pizza;132 East 86th Street;132 East 86th St, New York, NY 10028, USA;;;;;;
92,000;;;;;;B. Cafe;240 East 75th Street;240 E 75th St, New York, NY 10021, USA;;;;;;
94,000;;;;;;BLT Fish Bistro Laurent Tourondel;21 West 17th Street;21 W 17th St, New York, NY 10011, USA;;;;;;
95,000;;;;;;BLT Fish Bistro Laurent Tourondel;111 East 22nd Street;111 E 22nd St, New York, NY 10010, USA;;;;;;
96,000;;;;;;BLT Market;1430 Avenue of the Americas;1430 6th Ave, New York, NY 10019, USA;;;;;;
97,000;;;;;;BLT Steak, Bistro Laurent Tourondel;106 East 57th Street;106 E 57th St, New York, NY 10022, USA;;;;;;
99,000;;;;;;Babouche SoHo;92 Prince Street;92 Prince St, New York, NY 10012, USA;;;;;;
100,000;;;;;;Bagel & Bean;828 7th Avenue;828 7th Ave, New York, NY 10019, USA;;;;;;
101,000;;;;;;Bagicha;226 West 79th Street;226 W 79th St, New York, NY 10024, USA;;;;;;
103,000;;;;;;Baluchi's West 56th Street;240 West 56th Street;240 W 56th St, New York, NY 10019, USA;;;;;;
104,000;;;;;;Banana Leaf;103 Lexington Avenue;103 Lexington Ave, New York, NY 10016, USA;;;;;;
105,000;;;;;;Bangkok House;360 West 360 46th Street;360 W 46th St, New York, NY 10036, USA;;;;;;
108,000;;;;;;Bar Blanc;142 West 10th Street;142 W 10th St, New York, NY 10014, USA;;;;;;
109,000;;;;;;Bar Boulud;1900 Broadway;1900 Broadway, New York, NY 10023, USA;;;;;;
110,000;;;;;;Bar Q;308-310 Bleecker Street;308 Bleecker St, New York, NY 10014, USA;;;;;;
111,000;;;;;;Bar Stuzzichini;928 Broadway;928 Broadway, New York, NY 10010, USA;;;;;;
114,000;;;;;;Barbounia;250 Park Avenue South;250 Park Avenue South;;;;;;
115,000;;;;;;Barbuto Restaurant;775 Washington Avenue;775 Washington Ave, Muskegon, MI 49441, USA;;;;;;
116,000;;;;;;Barking Dog;1453 York Avenue;1453 York Ave, New York, NY 10075, USA;;;;;;
117,000;;;;;;Barna;365 Park Avenue South;365 Park Ave S, New York, NY 10016, USA;;;;;;
118,000;;;;;;Barocco Kitchen;42 Union Square East;42 Union Square E, New York, NY 10003, USA;;;;;;
119,000;;;;;;Baton Rouge Restaurant & Lounge;458 West 145th Street;458 W 145th St, New York, NY 10031, USA;;;;;;
120,000;;;;;;Battery Gardens Restaurant;Inside Battery Park;Inside Battery Park;;;;;;
121,000;;;;;;Beacon Restaurant;25 West 56th Street;25 W 56th St, New York, NY 10019, USA;;;;;;
123,000;;;;;;Beijing Wok Restaurant;1324 2nd Avenue;1324 2nd Ave, New York, NY 10021, USA;;;;;;
124,000;;;;;;Bella Blu;967 Lexington Avenue;967 Lexington Ave, New York, NY 10021, USA;;;;;;
125,000;;;;;;Bella Luna;584 Columbus Avenue;584 Columbus Avenue;;;;;;
126,000;;;;;;Bellavitae;24 Minetta Lane;24 Minetta Ln, New York, NY 10012, USA;;;;;;
127,000;;;;;;Bellini;208 East 52nd Street;208 East 52nd Street;;;;;;
129,000;;;;;;Belluno;340 Lexington Avenue;340 Lexington Ave, New York, NY 10016, USA;;;;;;
130,000;;;;;;Ben & Jerry's;Grand Central Terminal;89 E 42nd St, New York, NY 10017, United States;;;;;;
131,000;;;;;;Ben & Jerry's;680 8th Avenue;680 8th Ave, New York, NY 10036, USA;;;;;;
132,000;;;;;;Ben Benson's;123 West 52 Street;123 W 52nd St, New York, NY 10019, USA;;;;;;
133,000;;;;;;Ben's Kosher Delicatessen;2099 West 38 Street;2099 W 38th St, Norfolk, VA 23508, USA;;;;;;
134,000;;;;;;Benihana Japanese Steak House;47 West 56th Street;47 W 56th St, New York, NY 10019, USA;;;;;;
135,000;;;;;;Benjamin Steakhouse;Manhattan · 52 East 41 Street;52 E 41st St, New York, NY 10017, USA;;;;;;
136,000;;;;;;Bergdorf Goodman;2 West 58th Street;Bergdorf Goodman, 2 W 58th St, New York, NY 10019, USA;;;;;;
137,000;;;;;;Berger's Delicatessen;44 West 47 Street;44 W 47th St, New York, NY 10036, USA;;;;;;
138,000;;;;;;Best Pizza;1038 1st Avenue;1038 1st Avenue, New York, NY 10022, USA;;;;;;
139,000;;;;;;Big Nick;2175 Broadway;2175 Broadway, New York, NY 10024, USA;;;;;;
140,000;;;;;;Big Nick's Burger Joint and Pizza Joint;2175 Broadway;2175 Broadway, New York, NY 10024, USA;;;;;;
141,000;;;;;;Bistecca Fiorentina;317 West 46th Street;317 W 46th St, New York, NY 10036, USA;;;;;;
142,000;;;;;;Bistro Chat Noir;22 East 66th Street;22 E 66th St, New York, NY 10065, USA;;;;;;
143,000;;;;;;Bistro Desaret;227 East 56th Street;227 E 56th St, New York, NY 10022, USA;;;;;;
144,000;;;;;;Bistro Les Amis;180 Spring Street;180 Spring Street;;;;;;
145,000;;;;;;Bistro Milano;1350 Avenue of the Americas;1350 6th Ave, New York, NY 10019, USA;;;;;;
146,000;;;;;;Bivio Restaurant;637 Hudson Street;637 Hudson St, New York, NY 10014, USA;;;;;;
147,000;;;;;;Blair Perrone Steak House;885 Second Avenue;885 2nd Ave, New York, NY 10017, USA;;;;;;
148,000;;;;;;Blockhead's Burritos;499 3rd Avenue;499 3rd Ave, New York, NY 10016, USA;;;;;;
151,000;;;;;;Bobby Van's Steakhouse;25 Broad Street;25 Broad St, New York, NY 10004, United States;;;;;;
152,000;;;;;;Bobby Van's Steakhouse;131 East 54th Street;131 E 54th St, New York, NY 10022, USA;;;;;;
153,000;;;;;;Bobby Van's Steakhouse;230 Park Ave. at 46th St.;230 Park Ave. at 46th St.;;;;;;
154,000;;;;;;Bocca Restaurant;39 East 19th Street;39 E 19th St, New York, NY 10003, USA;;;;;;
155,000;;;;;;Bocca di Bacco;828 Nineth Avenue;828 9th Ave, New York, NY 10019, USA;;;;;;
156,000;;;;;;Body Restaurant and Lounge Harlem;701 West 135th Street;701 W 135th St, New York, NY 10031, USA;;;;;;
157,000;;;;;;Bolo Restaurant & Bar;23 East 22nd Street;23 E 22nd St, New York, NY 10010, USA;;;;;;
158,000;;;;;;Bond Street;6 Bond Street;6 Bond St, New York, NY 10012, USA;;;;;;
159,000;;;;;;Boom Restaurant;152 Spring Street;152 Spring St, Charleston, SC 29403, USA;;;;;;
161,000;;;;;;Bottega Del Vino;7 East 59th Street;7 E 59th St, New York, NY 10022, USA;;;;;;
162,000;;;;;;Bottino Restaurant;246 10th Avenue;246 10th Ave, New York, NY 10001, USA;;;;;;
163,000;;;;;;Bouley Bakery Restaurant;120 West Broadway;120 W Broadway, Louisville, KY 40202, USA;;;;;;
164,000;;;;;;Braai;329 West 51st Street;329 W 51st St, New York, NY 10019, USA;;;;;;
165,000;;;;;;Braeburn Restaurant;117 Perry Street;117 Perry St, New York, NY 10014, USA;;;;;;
166,000;;;;;;Brasserie 52;772 9th Avenue;772 9th Ave, New York, NY 10019, USA;;;;;;
167,000;;;;;;Brasserie Cognac;1740 Broadway;1740 Broadway, New York, NY 10019, USA;;;;;;
168,000;;;;;;Brasserie Julien;1422 Third Avenue;1422 3rd Ave, New York, NY 10028, USA;;;;;;
169,000;;;;;;Brasserie Ruhlmann;45 Rockefeller Plaza;45 Rockefeller Plaza, New York, NY 10111, United States;;;;;;
170,000;;;;;;Brazil Brazil;330 West 46th Street;330 W 46th St, New York, NY 10036, USA;;;;;;
171,000;;;;;;Brazil Grill;787 8th Avenue;787 8th Ave, New York, NY 10036, USA;;;;;;
172,000;;;;;;Brian Deli;153 Amsterdam Avenue;153 Amsterdam Ave, New York, NY 10023, USA;;;;;;
173,000;;;;;;Brick Lane Curry House;306-308 East 6th Street;306 E 6th St #308, New York, NY 10003, USA;;;;;;
175,000;;;;;;Brother Jimmy's;181 Lexington Avenue;181 Lexington Ave, New York, NY 10016, USA;;;;;;
176,000;;;;;;Brother Jimmy's;1644 3rd Avenue;1644 3rd Ave, New York, NY 10128, USA;;;;;;
177,000;;;;;;Bryant Park Grill;25 West 40th Street;25 W 40th St, New York, NY 10018, USA;;;;;;
181,000;;;;;;Burger King;130 West 125th Street;130 W 125th St, New York, NY 10027, USA;;;;;;
182,000;;;;;;Burger King;226 East 86th Street;226 East 86th St, New York, NY 10028, USA;;;;;;
183,000;;;;;;Burger King;485 5th Avenue;485 5th Ave, New York, NY 10017, United States;;;;;;
