restaurant;addressGoogle;neighborhood;country;country_code;type;cost;phone;source
Beyoglu;1431 3rd Ave;East 80s;New York;NY;Mediterranean / Turkish;$$;(212-650-0850);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Bianca;5 Bleecker St;Greenwich Village;New York;NY;Italian;$$;(212-260-4666);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Big Arc Chicken;233 1st Avenue;East Village;New York;NY;;;;"VillageVoice; MenuPages"
Big Daddy's Diner;239 Park Ave S;Flatiron;New York;NY;Cafés & diners;;(212-477-1500);"VillageVoice; MenuPages; OpenTable; NYMag; TimeOut"
Big Daddy's Diner;1596 2nd Ave;East 80s;New York;NY;Cafés & diners;;(212-717-2020);"VillageVoice; MenuPages; OpenTable; NYMag; TimeOut"
Birdies;149 1st Avenue;East Village;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages"
Biscuit BBQ;230 5th Ave;West 40s;New York;NY;;;;VillageVoice
Bistrouge;432 E 13th St;East Village;New York;NY;Eclectic;;(212-677-2200);"VillageVoice; MenuPages; NYMag; TimeOut; SavoryCities"
Bite;335 Lafayette St;Soho;New York;NY;;;;VillageVoice
Bite Me Best;138 Loisaida Ave;East Village;New York;NY;;;;"VillageVoice; MenuPages"
Black Iron Burger;540 E 5th St;East Village;New York;NY;American;$$$;;"VillageVoice; MenuPages; FoodBuzz; SavoryCities"
Black Iron Burger Shop;540 E 5th St;East Village;New York;NY;American;$$$;;"VillageVoice; MenuPages; FoodBuzz; SavoryCities"
Blaue Gans;139 Duane St;Tribeca;New York;NY;German / Austrian;$$$;(212-571-8880);"VillageVoice; TasteSpace; MenuPages; OpenTable; NYMag; FoodBuzz; TimeOut; NYTimes"
Bleecker Street Pizza;69 7th Ave S;West Village;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; NYMag"
Blue 9 Burger;92 3rd Ave;East Village;New York;NY;American / Cafés & diners;$;(212-979-0053);"VillageVoice; MenuPages; NYMag; FoodBuzz; ActiveDiner; TimeOut"
Blue Fin;1567 Broadway;West 40s;New York;NY;Seafood;$$$;;"VillageVoice; MenuPages; NYMag; FoodBuzz; SavoryCities; NYTimes"
Blue Hill;75 Washington Pl;West Village;New York;NY;American;$$$$;(212-539-1776);"VillageVoice; TasteSpace; MenuPages; OpenTable; DiningGuide; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Blue Owl;196 2nd Ave;East Village;New York;NY;;;;"VillageVoice; MenuPages"
Blue Ribbon Bakery;33 Downing St;West Village;New York;NY;American / Eclectic;$$;(212-337-0404);"VillageVoice; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Blue Ribbon Brasserie;97 Sullivan St;Soho;New York;NY;American;$$$;(212-274-0404);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Blue Ribbon Sushi;119 Sullivan St;Soho;New York;NY;Sushi / American Creative / Japanese;$$$;(212-274-0404);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Blue Smoke;116 E 27th St;Murray Hill;New York;NY;Barbecue;$$;(212-447-7733);"VillageVoice; TasteSpace; MenuPages; OpenTable; DiningGuide; NYMag; FoodBuzz; TimeOut; NYTimes"
Blue Water Grill;31 Union Square W;Union Square;New York;NY;Seafood;$$$;(212-675-9500);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; ActiveDiner; TimeOut; NYTimes"
Boat Basin Café;E 79th St;West 70s;New York;NY;;;;"VillageVoice; NYTimes"
Bocca;39 E 19th St;Greenwich Village;New York;NY;Italian;;(212-387-1200);"VillageVoice; TasteSpace; MenuPages; NYMag; TimeOut"
Boi To Go;800 2nd Ave;East 40s;New York;NY;Vietnamese;$$;;"VillageVoice; TasteSpace; MenuPages; FoodBuzz"
Boka;9 St Marks Pl;East Village;New York;NY;Korean;;(212-228-2887);"VillageVoice; TimeOut; SavoryCities"
Bombay Talkie;189 9th Ave;Chelsea;New York;NY;Indian;$$;(212-242-1900);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; ActiveDiner; TimeOut; SavoryCities; NYTimes"
BonBon Chicken;98 Chambers St;Financial District;New York;NY;Korean;;(212-227-2375);"VillageVoice; TasteSpace; MenuPages; TimeOut"
BonChon Chicken;314 5th Ave 2nd Fl;Chelsea;New York;NY;;;;"VillageVoice; NYMag"
Bona Fides;60 2nd Ave;East Village;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages"
Bond St;6 Bond St;Nolita;New York;NY;Japanese;$$$$;(212-777-2500);"VillageVoice; MenuPages; DiningGuide; FoodBuzz; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Bond Street Restaurant;6 Bond St;Greenwich Village;New York;NY;;;;"VillageVoice; DiningGuide; ActiveDiner; NYTimes"
Bondi Road;153 Rivington St;East Village;New York;NY;Australian;$$;(212-253-5311);"VillageVoice; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities"
Bongo;299 10th Ave;Chelsea;New York;NY;Seafood;;(212-947-3654);"VillageVoice; TasteSpace; MenuPages; NYMag; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Bonjoo;107 1st Avenue;East Village;New York;NY;Korean;;(212-505-7974);"VillageVoice; TasteSpace; MenuPages; TimeOut"
Boqueria;53 W 19th St;Chelsea;New York;NY;Spanish;$$$;(212-255-4160);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; NYTimes"
Borgo Antico;22 E 13th St;Union Square;New York;NY;Italian;$$$;(212-807-1313);"VillageVoice; TasteSpace; MenuPages; OpenTable; DiningGuide; NYMag; FoodBuzz; TimeOut; NYTimes"
Bottino;246 10th Ave;Chelsea;New York;NY;Italian;$$$;(212-206-6766);"VillageVoice; TasteSpace; MenuPages; OpenTable; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Boucarou Lounge;64 E 1st St;East Village;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; OpenTable; NYMag; ActiveDiner; SavoryCities"
Bouchon Bakery;10 Columbus Cir;West 50s;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; NYMag; SavoryCities; NYTimes"
Bouley Bakery & Market;130 W Broadway;Tribeca;New York;NY;Food or Beverage Shop;;(212-608-5829);"VillageVoice; TimeOut"
Bounce Deuce;103 2nd Ave;East Village;New York;NY;;;;"VillageVoice; MenuPages"
Bourgeois Pig Cafe;122 E 7th St;East Village;New York;NY;;;;VillageVoice
Bowery Wine Company;13 E 1st St;East Village;New York;NY;;;;"VillageVoice; MenuPages"
Brasserie Les Halles;411 Park Ave S;Gramercy Park;New York;NY;;;;"VillageVoice; NYMag"
Brasserie Ruhlmann;45 Rockefeller Plaza;West 40s;New York;NY;French;;(212-974-2020);"VillageVoice; TasteSpace; MenuPages; OpenTable; DiningGuide; NYMag; TimeOut; SavoryCities; NYTimes"
Bread;301 Church St;Tribeca;New York;NY;;;;"VillageVoice; NYMag; NYTimes"
Bread Tribeca;301 Church St;Tribeca;New York;NY;Italian;;(212-334-8282);"VillageVoice; TasteSpace; MenuPages; NYMag; ActiveDiner; TimeOut; NYTimes"
Bread and Olive;24 W 45th St;West 40s;New York;NY;Middle Eastern;;(212-764-1588);"VillageVoice; TasteSpace; MenuPages; ActiveDiner; TimeOut; SavoryCities"
Brick Lane Curry House;306 E 6th St #308;East Village;New York;NY;Indian;$;(212-979-2900);"VillageVoice; OpenTable; DiningGuide; NYMag; FoodBuzz; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Broadway East;171 E Broadway;East Village;New York;NY;American / Vegetarian & Organic;$$$;(212-228-3100);"VillageVoice; TasteSpace; MenuPages; OpenTable; NYMag; FoodBuzz; TimeOut; SavoryCities"
Bruschetteria;92 Rivington St;East Village;New York;NY;Cafés;;(646-415-8681);"VillageVoice; TasteSpace; MenuPages; NYMag; TimeOut"
Bubby's;120 Hudson St;Tribeca;New York;NY;American;$;(212-219-0666);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut"
Buddakan;75 9th Ave;Meatpacking District;New York;NY;Fusion / Chinese;$$$$;(212-989-6699);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; ActiveDiner; TimeOut; SavoryCities"
Buenos Aires;513 E 6th St;East Village;New York;NY;Argentinean;$$;(212-228-2775);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities"
Bun Soho;143 Grand St;Soho;New York;NY;;;;"VillageVoice; MenuPages; OpenTable"
Burger Creations;52 E 8th St;East Village;New York;NY;American;;(212-539-1909);"VillageVoice; MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Burger Heaven;20 E 49th St;East 40s;New York;NY;American;;(212-755-2166);"VillageVoice; TasteSpace; MenuPages; TimeOut; SavoryCities"
Burger Heaven;804 Lexington Ave;East 60s;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; ActiveDiner; SavoryCities"
Burger Heaven;9 E 53rd St;East 50s;New York;NY;American;;(212-752-0340);"VillageVoice; TasteSpace; MenuPages; TimeOut; SavoryCities"
Burger Heaven;291 Madison Ave;Murray Hill;New York;NY;American;;(212-685-6250);"VillageVoice; TasteSpace; MenuPages; ActiveDiner; TimeOut; SavoryCities"
Burger Heaven;536 Madison Ave;East 50s;New York;NY;American;;(212-753-4214);"VillageVoice; TasteSpace; MenuPages; TimeOut; SavoryCities"
Burger Joint;241 3rd Ave;East Village;New York;NY;American;;(212-539-1909);"VillageVoice; NYMag; TimeOut; SavoryCities; NYTimes"
Burger Joint;118 W 56th St;West 50s;New York;NY;;;;"VillageVoice; NYMag; SavoryCities; NYTimes"
Burger and Gyro Express;442 E 14th St;East Village;New York;NY;;;;"VillageVoice; MenuPages"
Butcher Bay;511 E 5th St;East Village;New York;NY;American Regional;;(212-260-1333);"VillageVoice; MenuPages; NYMag; TimeOut; SavoryCities"
Butter Lane Cupcakes;123 E 7th St;East Village;New York;NY;American;;(212-677-2880);"VillageVoice; MenuPages; TimeOut"
Butter Restaurant;415 Lafayette St;Greenwich Village;New York;NY;;;;"VillageVoice; ActiveDiner"
C & F Restaurant;171 Hester St;Chinatown;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; NYTimes"
Cabrito;50 Carmine St;Soho;New York;NY;Fusion / Mexican;;(212-929-5050);"VillageVoice; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities"
Cacio e Pepe;182 2nd Ave;East Village;New York;NY;Italian;$$;(212-505-5931);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Cacio e Vino;80 2nd Ave;East Village;New York;NY;Italian;;(212-228-3269);"VillageVoice; TasteSpace; MenuPages; OpenTable; NYMag; TimeOut; SavoryCities"
Cafe 81;81 E 7th St;East Village;New York;NY;;;;VillageVoice
Cafe Addis;435 W 125th St;Morningside Heights;New York;NY;;;;"VillageVoice; MenuPages; SavoryCities; NYTimes"
Cafe Boulud;20 E 76th St;East 70s;New York;NY;French;$$$$;(212-772-2600);"VillageVoice; TasteSpace; MenuPages; FoodBuzz; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Cafe Brama;157 2nd Ave;East Village;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; NYMag"
Cafe Centosette;160 2nd Ave;East Village;New York;NY;;;;"VillageVoice; MenuPages; NYMag; ActiveDiner; SavoryCities; NYTimes"
Cafe Cortadito;210 E 3rd St;East Village;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; NYMag"
Cafe Gitane;242 Mott St;Little Italy;New York;NY;French / Moroccan;$;(212-334-9552);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; ActiveDiner; TimeOut; NYTimes"
Cafe Habana;229 Elizabeth St;Little Italy;New York;NY;Cuban / Caribbean: Cuban;$;(212-625-2002);"VillageVoice; TasteSpace; NYMag; FoodBuzz; ActiveDiner; TimeOut; NYTimes"
Cafe Himalaya;78 E 1st St;East Village;New York;NY;Asian: Tibetan;;(212-358-0160);"VillageVoice; MenuPages; NYMag; TimeOut; NYTimes"
Cafe Katja;79 Orchard St;East Village;New York;NY;Eastern European;;(212-219-9545);"VillageVoice; MenuPages; TimeOut; SavoryCities"
Cafe Mocha;116 2nd Ave;East Village;New York;NY;;;;"VillageVoice; MenuPages"
Cafe Orlin;39 St Marks Inc;East Village;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; NYMag; ActiveDiner; NYTimes"
Cafe Petisco;189 E Broadway;East Village;New York;NY;;;;"VillageVoice; MenuPages"
Cafe Sabarsky;1048 5th Ave;East 80s;New York;NY;Austrian;$$;;"VillageVoice; TasteSpace; MenuPages; FoodBuzz; ActiveDiner; SavoryCities; NYTimes"
Cafe Zaiya;18 E 41st St;East 40s;New York;NY;;;;"VillageVoice; TasteSpace"
Cafe con Leche;424 Amsterdam Ave;West 90s;New York;NY;Caribbean;;(212-595-7000);"VillageVoice; TasteSpace; MenuPages; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Cafecito;185 Loisaida Ave;East Village;New York;NY;Caribbean: Cuban;;(212-253-9966);"VillageVoice; TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Cafetasia;38 E 8th St;Greenwich Village;New York;NY;Asian: Pan-Asian;;(212-529-2363);"VillageVoice; TasteSpace; MenuPages; DiningGuide; NYMag; TimeOut; SavoryCities"
Cafeteria;119 7th Ave;Chelsea;New York;NY;American;$;(212-414-1717);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; ActiveDiner; TimeOut; SavoryCities"
Caffe Capri;165 Church St;Tribeca;New York;NY;;;;"VillageVoice; NYMag; NYTimes"
Caffe Emilia;139 1st Avenue;East Village;New York;NY;Italian;;(212-388-1234);"VillageVoice; TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities"
Caffe Falai;265 Lafayette St;Soho;New York;NY;Cafés & diners;;(917-338-6207);"VillageVoice; MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Caffe Grazie;26 E 84th St;East 80s;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; OpenTable; DiningGuide; NYMag; ActiveDiner; SavoryCities; NYTimes"
Caffe Linda;145 E 49th St;East 40s;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; ActiveDiner; SavoryCities"
Caffe Novecento;343 W Broadway;Soho;New York;NY;;;;VillageVoice
Caffe Pepe Rosso;127 Loisaida Ave;East Village;New York;NY;;;;"VillageVoice; MenuPages"
Café DeVille;103 3rd Ave;East Village;New York;NY;French;;(212-477-4500);"VillageVoice; TasteSpace; NYMag; TimeOut"
Café Edison;228 W 47th St;West 40s;New York;NY;;;;"VillageVoice; MenuPages; SavoryCities"
Café Habana;229 Elizabeth St;Greenwich Village;New York;NY;Cuban;$;;"VillageVoice; NYMag; FoodBuzz; ActiveDiner"
Café Loup;105 W 13th St;West Village;New York;NY;French;$$$;(212-255-4746);"VillageVoice; MenuPages; NYMag; FoodBuzz; ActiveDiner; TimeOut"
Café Mogador;101 St Marks Pl;East Village;New York;NY;Moroccan;$;(212-677-2226);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; ActiveDiner; TimeOut; SavoryCities"
Café Rakka;38 Avenue B;East Village;New York;NY;;;;"VillageVoice; TasteSpace; NYMag"
Café Spice;72 University Pl;Greenwich Village;New York;NY;nan / Indian;;(212-253-6999);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities"
Café Spice;54 W 55th St;West 50s;New York;NY;Indian;;(212-489-7444);"VillageVoice; TasteSpace; MenuPages; NYMag; TimeOut"
Café Spice Express;89 E 42nd St;East 40s;New York;NY;;;;"VillageVoice; NYMag"
Café Zaiya;69 Cooper Sq;East Village;New York;NY;;;;VillageVoice
Café con Leche;726 Amsterdam Ave;West 90s;New York;NY;;;;"VillageVoice; NYMag"
Café des Artistes;1 W 67th St;West 60s;New York;NY;French;$$$;(212-877-3500);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; ActiveDiner; TimeOut; SavoryCities"
Café el Portal;174 Elizabeth St;Nolita;New York;NY;Mexican;;(212-226-4642);"VillageVoice; TasteSpace; MenuPages; NYMag; ActiveDiner; TimeOut"
Calcutta;324 E 6th St;East Village;New York;NY;;;;"VillageVoice; MenuPages; NYMag; NYTimes"
Calidad Latina;132 9th Ave;Chelsea;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; ActiveDiner; NYTimes"
CamaJe;85 MacDougal St;Greenwich Village;New York;NY;American / French;$$;(212-673-8184);"VillageVoice; TasteSpace; FoodBuzz; ActiveDiner; TimeOut; NYTimes"
Cambodian Cuisine;1664 3rd Ave;East 90s;New York;NY;;;;"VillageVoice; MenuPages; SavoryCities"
Candela Candela;92 2nd Ave;East Village;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; ActiveDiner"
Cannonau (fka Assenzio);205 E 4th St;East Village;New York;NY;;;;"VillageVoice; MenuPages"
Cantinetta;260 6th Ave;West Village;New York;NY;;;;"VillageVoice; ActiveDiner"
Cantoon Garden;22 Elizabeth St;Chinatown;New York;NY;;;;"VillageVoice; TasteSpace"
Captain's Café;34 E 32nd St;Murray Hill;New York;NY;;;;"VillageVoice; MenuPages; NYTimes"
Caracas Arepa Bar;91 E 7th St;East Village;New York;NY;South American / Latin American: Venezuelan;$;(212-228-5062);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Caravan of Dreams;405 E 6th St;East Village;New York;NY;Vegetarian & Organic;;(212-254-1613);"VillageVoice; TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Caridad;4799 Broadway;Inwood;New York;NY;;;;"VillageVoice; MenuPages"
Caridad La Original;588 Amsterdam Ave;West 80s;New York;NY;;;;"VillageVoice; TasteSpace"
Caridad Restaurant;18 E 33rd St;Murray Hill;New York;NY;;;;"VillageVoice; MenuPages"
Carl's Steaks;507 3rd Ave;Murray Hill;New York;NY;American;;(212-696-5336);"VillageVoice; TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities"
Carmine's;200 W 44th St;West 40s;New York;NY;Italian;;(212-221-3800);"VillageVoice; TasteSpace; MenuPages; NYMag; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Carne;2737 Broadway;West 100s;New York;NY;;;;"VillageVoice; ActiveDiner; SavoryCities; NYTimes"
Carnegie Delicatessen;854 7th Ave;West 50s;New York;NY;Deli / American;$;(212-757-2245);"VillageVoice; MenuPages; NYMag; FoodBuzz; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Carve;760 8th Ave;West 40s;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; NYTimes"
Casa Adela;66 Loisaida Ave;East Village;New York;NY;Caribbean: Puerto Rican;;(212-473-1882);"VillageVoice; TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Casa Havana;190 8th Ave;West Village;New York;NY;;;;"VillageVoice; MenuPages; NYMag"
Casa La Femme;140 Charles St;Greenwich Village;New York;NY;Middle Eastern: Egyptian;;(212-505-0005);"VillageVoice; MenuPages; TimeOut; SavoryCities; NYTimes"
Casa Mono;52 Irving Pl;Flatiron;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; NYMag; NYTimes"
Casanis;81 Ludlow St;East Village;New York;NY;French;;(212-677-9383);"VillageVoice; TasteSpace; MenuPages; NYMag; ActiveDiner; TimeOut; SavoryCities"
Casimir;103 Avenue B;East Village;New York;NY;French;$$;(212-358-9683);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Celeste;502 Amsterdam Ave;West 80s;New York;NY;Italian;$$;(212-874-4559);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Centovini;25 W Houston St;Soho;New York;NY;Italian;;(212-219-2113);"VillageVoice; MenuPages; OpenTable; DiningGuide; NYMag; TimeOut; SavoryCities"
Centro Español La Nacional;239 W 14th St;Chelsea;New York;NY;;;;VillageVoice
Centro Vinoteca;74 7th Ave S;West Village;New York;NY;Italian;;(212-367-7470);"VillageVoice; MenuPages; OpenTable; NYMag; TimeOut; SavoryCities; NYTimes"
CentroPizze;201 E 10th St;East Village;New York;NY;Italian;;(212-420-5933);"VillageVoice; TasteSpace; MenuPages; TimeOut"
Cha An Japanese Tea House;230 E 9th St;East Village;New York;NY;;;;"VillageVoice; MenuPages"
Cha-An;230 E 9th St;East Village;New York;NY;;;;VillageVoice
Chanoodle;79 Mulberry St;Tribeca;New York;NY;Chinese;;(212-349-1495);"VillageVoice; TasteSpace; MenuPages; NYMag; TimeOut; NYTimes"
Charles' Southern Style Kitchen;2839 Frederick Douglass Blvd;Harlem;New York;NY;American Regional;;(212-926-4313);"VillageVoice; TasteSpace; NYMag; TimeOut; NYTimes"
Chat 'n' Chew;10 E 16th St;Union Square;New York;NY;American;$;(212-243-1616);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; ActiveDiner; TimeOut; NYTimes"
Cheesy Pizza;2640 Broadway;West 100s;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; ActiveDiner"
Chelsea Bistro and Bar;358 W 23rd St;Chelsea;New York;NY;;;;"VillageVoice; TasteSpace; ActiveDiner"
Chelsea Thai Wholesale;75 9th Ave;Chelsea;New York;NY;;;;"VillageVoice; TasteSpace"
Chennai Garden;129 E 27th St;Murray Hill;New York;NY;Indian;$;(212-689-1999);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; ActiveDiner; TimeOut; NYTimes"
Cherin Sushi;306 E 6th St;East Village;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; NYMag; ActiveDiner"
Chez Betty Cafe;256 E 3rd St;East Village;New York;NY;;;;"VillageVoice; MenuPages"
Chez Napoleon;365 W 50th St;West 50s;New York;NY;French;;(212-265-6980);"VillageVoice; TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Chickpea;210 E 14th St;East Village;New York;NY;Kosher;;(212-254-9500);"VillageVoice; NYMag; TimeOut; SavoryCities; NYTimes"
Chikalicious;203 E 10th St;East Village;New York;NY;American / Cafés & diners;$;(212-995-9511);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Chikalicious Dessert Bar;203 E 10th St;East Village;New York;NY;American / Cafés & diners;$;(212-995-9511);"VillageVoice; TasteSpace; FoodBuzz; ActiveDiner; TimeOut; SavoryCities"
Chimichurri Grill;606 9th Ave;West 40s;New York;NY;South American / Argentine;$$$;(212-586-8655);"VillageVoice; TasteSpace; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
China 1 Restaurant and Lounge;50 Avenue B;East Village;New York;NY;;;;"VillageVoice; DiningGuide"
China North Dumpling;15 Essex St;Chinatown;New York;NY;;;;VillageVoice
China Town;250 E Houston St;Chinatown;New York;NY;;;;"VillageVoice; MenuPages"
Chinese Food;25B Henry St;Chinatown;New York;NY;;;;"VillageVoice; MenuPages"
Chinese Mirch;120 Lexington Ave;Murray Hill;New York;NY;Chinese;;(212-532-3663);"VillageVoice; TasteSpace; MenuPages; OpenTable; DiningGuide; NYMag; ActiveDiner; TimeOut; NYTimes"
Chipotle;19 St Marks Pl;East Village;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; NYMag; ActiveDiner"
Chiyono;328 E 6th St;Greenwich Village;New York;NY;Japanese;$$;(212-673-3984);"VillageVoice; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Cho Cho San;15 W 8th St;West Village;New York;NY;Japanese;;(212-473-3333);"VillageVoice; MenuPages; TimeOut; SavoryCities"
Cho Dang Gol;55 W 35th St;Chelsea;New York;NY;Korean;$;(212-695-8222);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
