restaurant;addressGoogle;neighborhood;country;country_code;type;cost;phone;source
Convivio;45 Tudor City Pl;Midtown East;New York;NY;Italian;$$$$$;(212-599-5045);"OpenTable; TasteSpace; MenuPages; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities"
Cookshop;156 10th Ave;Chelsea;New York;NY;American;$$$$;(212-924-4440);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Cornelia Street Cafe;29 Cornelia St;West Village;New York;NY;American;$$$;(212-989-9319);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Corton;239 W Broadway;TriBeCa - Downtown;New York;NY;French;;(212-219-2777);"OpenTable; NYMag; TimeOut; NYTimes"
Country;69 Thompson St;Gramercy / Flatiron;New York;NY;Vegetarian / American / American Creative / French;$$;(212-982-5870);"OpenTable; TasteSpace; MenuPages; NYMag; FoodBuzz; ActiveDiner; VillageVoice; TimeOut; SavoryCities; NYTimes"
Craft;US-NYC-8510;Gramercy / Flatiron;New York;NY;American / Steakhouse;$$$$$;(212-780-0880);"OpenTable; TasteSpace; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Craftbar;43 E 19th St;Gramercy / Flatiron;New York;NY;American;$$$$$;(212-780-0880);"OpenTable; NYMag; FoodBuzz; ActiveDiner; VillageVoice; TimeOut; NYTimes"
Crema Restaurante;111 W 17th St;Chelsea;New York;NY;Mexican;$$$;;"OpenTable; NYMag; FoodBuzz; VillageVoice; SavoryCities"
Crispo;240 W 14th St;Chelsea;New York;NY;Middle Eastern / Italian;$$;(212-229-1818);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Croton Reservoir Tavern;108 W 40th St;Midtown West;New York;NY;;;;"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; ActiveDiner; VillageVoice"
Cru;24 5th Ave;Greenwich Village;New York;NY;Mediterranean / American Creative;$$$$;(212-529-1700);"OpenTable; TasteSpace; MenuPages; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Cub Room;131 Sullivan St;SoHo;New York;NY;American;;(212-677-4100);"OpenTable; TasteSpace; MenuPages; DiningGuide; TimeOut; SavoryCities; NYTimes"
Cuba;222 Thompson St;Greenwich Village;New York;NY;Cuban / Caribbean: Cuban;$$;(212-420-7878);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; TimeOut; SavoryCities"
Da Marino;883 1st Avenue;Theater District;New York;NY;;;;"OpenTable; TasteSpace; ActiveDiner; VillageVoice; NYTimes"
Daniel;60 E 65th St;Upper East Side;New York;NY;French;$$$$$;(212-288-0033);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Darbar;152 E 46th St;Midtown East;New York;NY;Indian;;(212-681-4500);"OpenTable; TasteSpace; MenuPages; NYMag; VillageVoice; TimeOut"
Darbar Grill;152 E 46th St;Midtown East;New York;NY;Indian;;(212-681-4500);"OpenTable; TasteSpace; MenuPages; NYMag; VillageVoice; TimeOut"
David Burke Townhouse;133 E 61st St;Upper East Side;New York;NY;;;;"OpenTable; NYMag; VillageVoice; SavoryCities"
Dawat;210 E 58th St;Midtown East;New York;NY;Indian;$$$;(212-355-7555);"OpenTable; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities"
Del Posto;US-NYC-8510;Meatpacking District;New York;NY;Italian;$$$$$;(212-497-8090);"OpenTable; TasteSpace; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Delicatessen;54 Prince St;NoLita;New York;NY;Eclectic;;(212-226-0211);"OpenTable; NYMag; VillageVoice; TimeOut; SavoryCities"
Delmonico's;56 Beaver St;Financial District;New York;NY;American;$$$$$;(212-509-1144);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; ActiveDiner; TimeOut; NYTimes"
Dennis Foy;313 Church St;TriBeCa - Downtown;New York;NY;American / nan;;(212-625-1007);"OpenTable; TasteSpace; MenuPages; NYMag; VillageVoice; TimeOut; NYTimes"
Destino - NYC;891 1st Avenue;Midtown East;New York;NY;;;;"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag"
Devi;8 E 18th St;Gramercy / Flatiron;New York;NY;Indian;$$$$;;"OpenTable; FoodBuzz; VillageVoice; NYTimes"
Dhaba;108 Lexington Ave;Midtown East;New York;NY;Indian;;(212-679-1284);"OpenTable; TimeOut"
Dinosaur Bar B Que;646 W 131st St;Upper West Side;New York;NY;American / Barbeque;$;(212-694-1777);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; TimeOut; NYTimes"
Dirt Candy;430 E 9th St;East Village;New York;NY;Vegetarian & Organic;;(212-228-7732);"OpenTable; NYMag; VillageVoice; TimeOut; SavoryCities"
District;130 W 46th St;Midtown West;New York;NY;American;;(212-485-2999);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; VillageVoice; TimeOut; SavoryCities; NYTimes"
Diva;341 W Broadway;SoHo;New York;NY;Italian;$$$;(212-941-9024);"OpenTable; FoodBuzz; TimeOut"
Dizzy's Club Coca Cola;10 Columbus Cir;Columbus Circle;New York;NY;;;;"OpenTable; TasteSpace; NYMag"
Domenico;120 E 40th St;Midtown East;New York;NY;;;;"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; ActiveDiner; SavoryCities; NYTimes"
Don Pedro's;1865 2nd Ave;Upper East Side;New York;NY;Caribbean;$$;;"OpenTable; TasteSpace; MenuPages; FoodBuzz; VillageVoice"
Double Crown;316 Bowery;NoHo;New York;NY;Australian & New Zealand;;(212-254-0350);"OpenTable; NYMag; TimeOut; SavoryCities"
Dovetail;103 W 77th St;Upper West Side;New York;NY;American;;(212-362-3800);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; TimeOut; SavoryCities"
Duke's - Gramercy Park;99 E 19th St;Gramercy / Flatiron;New York;NY;;;;"OpenTable; TasteSpace"
Duke's - Murray Hill;560 3rd Ave;Murray Hill;New York;NY;;;;"OpenTable; TasteSpace"
Dylan Prime;62 Laight St;TriBeCa - Downtown;New York;NY;Steakhouse;$$$$$;(212-334-4783);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; TimeOut; NYTimes"
EN Japanese Brasserie;435 Hudson St;West Village;New York;NY;Japanese;$$$;(212-647-9196);"OpenTable; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Earth NYC;116A 10th Ave;Chelsea;New York;NY;Asian / Indian;$$;(212-337-0016);"OpenTable; TasteSpace; MenuPages; DiningGuide; FoodBuzz; TimeOut; SavoryCities"
East of Eighth Restaurant;254 W 23rd St;Chelsea;New York;NY;American;;(212-352-0075);"OpenTable; TasteSpace; MenuPages; NYMag; VillageVoice; TimeOut; SavoryCities"
Eighty One;45 W 81st St;Upper West Side;New York;NY;American;;(212-873-8181);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; TimeOut; SavoryCities"
El Parador;325 E 34th St;Murray Hill;New York;NY;Mexican;$$;(212-679-6812);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; ActiveDiner; VillageVoice; TimeOut; SavoryCities; NYTimes"
El Rio Grande;160 E 38th St;Murray Hill;New York;NY;Southwestern;$$$;;"OpenTable; TasteSpace; MenuPages; DiningGuide; FoodBuzz; NYTimes"
Elettaria;33 W 8th St;West Village;New York;NY;Eclectic;;(212-677-3833);"OpenTable; NYMag; VillageVoice; TimeOut; SavoryCities"
Eleven Madison Park;11 Madison Ave;Gramercy / Flatiron;New York;NY;American;$$$$$;(212-889-0905);"OpenTable; TasteSpace; MenuPages; NYMag; FoodBuzz; ActiveDiner; VillageVoice; TimeOut; NYTimes"
Elizabeth;265 Elizabeth St;NoLita;New York;NY;Eclectic;;(212-334-2426);"OpenTable; VillageVoice; TimeOut"
Esca;402 W 43rd St;Theater District;New York;NY;Italian;$$$$;(212-564-7272);"OpenTable; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Essex;120 Essex St;Lower East Side;New York;NY;American / Eclectic;$;(212-533-9616);"OpenTable; TasteSpace; MenuPages; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities"
Estiatorio Milos;125 W 55th St;Midtown West;New York;NY;Greek;$$$$;(212-245-7400);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Etcetera Etcetera;352 W 44th St;Theater District;New York;NY;Italian / Mediterranean;$;(212-399-4141);"OpenTable; NYMag; FoodBuzz; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Etrusca;125 W 53rd St;Midtown West;New York;NY;Italian;;(212-261-5750);"OpenTable; NYMag; VillageVoice; TimeOut; SavoryCities"
Euzkadi;108 E 4th St;East Village;New York;NY;;;;"OpenTable; TasteSpace; MenuPages; VillageVoice; SavoryCities; NYTimes"
Falai;68 Clinton St;Lower East Side;New York;NY;Italian / Cafés & diners;$$$;(212-253-1960);"OpenTable; TasteSpace; MenuPages; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Fatty Crab;643 Hudson St;Upper West Side;New York;NY;Indonesian / Asian: Pan-Asian / nan;$$;(212-352-3590);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Felidia;243 E 58th St;Midtown East;New York;NY;Italian;$$$$;(212-758-1479);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Fig & Olive - Uptown;808 Lexington Ave;Upper East Side;New York;NY;Mediterranean;;(212-319-2002);"OpenTable; TasteSpace; MenuPages; NYMag; VillageVoice; TimeOut"
Film Center Cafe;635 9th Ave;Hell's Kitchen;New York;NY;American;$$;(212-262-2525);"OpenTable; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Fiorini;209 E 56th St;Midtown East;New York;NY;Italian;;(212-308-0830);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; VillageVoice; TimeOut; NYTimes"
Firebird Russian Restaurant;365 W 46th St btwn 8th and 9th Aves;Theater District;New York;NY;;;;"OpenTable; NYMag; SavoryCities"
Firenze;1594 2nd Ave;Upper East Side;New York;NY;;;;"OpenTable; VillageVoice"
Fishtail by David Burke;135 E 62nd St;Upper East Side;New York;NY;American Creative;;(212-754-1300);"OpenTable; NYMag; TimeOut; SavoryCities"
Five Points;31 Great Jones St;NoHo;New York;NY;American;$$$;(212-253-5700);"OpenTable; NYMag; FoodBuzz; TimeOut; NYTimes"
Fleur de Sel;5 E 20th St;Gramercy / Flatiron;New York;NY;French / nan;$$$$$;(212-460-9100);"OpenTable; NYMag; FoodBuzz; TimeOut; NYTimes"
Flex Mussels;174 E 82nd St;Upper East Side;New York;NY;Eclectic;;(212-717-7772);"OpenTable; NYMag; VillageVoice; TimeOut; SavoryCities"
Flor de Sol;361 Greenwich St;TriBeCa - Downtown;New York;NY;Latin American / Spanish;;(212-787-3388);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; ActiveDiner; VillageVoice; TimeOut; SavoryCities; NYTimes"
Forbidden City Bistro;212 Avenue A;Middletown, CT;New York;NY;Asian: Pan-Asian;;(212-598-0500);"OpenTable; TimeOut"
Frankie & Johnnie's Steakhouse - Manhattan;32 W 37th St;Midtown West;New York;NY;Steakhouse;$$$;(212-997-9494);"OpenTable; NYMag; FoodBuzz; TimeOut; NYTimes"
Fraunces Tavern Restaurant;54 Pearl St;Financial District;New York;NY;American;;(212-968-1776);"OpenTable; TasteSpace; MenuPages; NYMag; TimeOut; NYTimes"
Frederick's Downtown;673 Hudson St;West Village;New York;NY;Asian / Mediterranean;$$$;(212-488-4200);"OpenTable; TasteSpace; NYMag; FoodBuzz; TimeOut; SavoryCities"
Frederick's Madison;768 Madison Ave;Upper East Side;New York;NY;Asian / Mediterranean / French;$$$;(212-737-7300);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Fulton;205 E 75th St;Upper East Side;New York;NY;Seafood;;(212-288-6600);"OpenTable; TimeOut; SavoryCities"
Gabriela's;688 Columbus Ave;Upper West Side;New York;NY;Mexican;$$;;"OpenTable; TasteSpace; MenuPages; DiningGuide; FoodBuzz; SavoryCities; NYTimes"
Gaby Restaurant;44 W 45th St;Midtown West;New York;NY;;;;"OpenTable; SavoryCities"
Gallagher's Steak House;228 W 52nd St;Theater District;New York;NY;Steakhouses;;(212-245-5336);"OpenTable; NYMag; TimeOut; SavoryCities; NYTimes"
Gallo Nero;404 W 44th St;Hell's Kitchen;New York;NY;Italian;;(212-265-6660);"OpenTable; TimeOut; SavoryCities"
Garage Restaurant and Cafe;99 7th Ave;Greenwich Village;New York;NY;American;$$$;;"OpenTable; NYMag; FoodBuzz; VillageVoice; NYTimes"
Gari;370 Columbus Ave;Upper West Side;New York;NY;Sushi / Japanese;$$$$$;(212-362-4816);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Geisha;33 E 61st St;Upper East Side;New York;NY;Japanese / Asian: Pan-Asian;$$$$;(212-813-1112);"OpenTable; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Gente;153 E 45th St;Midtown East;New York;NY;;;;"OpenTable; TasteSpace; MenuPages; DiningGuide; ActiveDiner"
Gilt;455 Madison Ave;Midtown East;New York;NY;Eclectic;;(212-891-8100);"OpenTable; TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Giorgio's of Gramercy;For a restaurant with all the finery of a members-only spot (velvet curtains;Gramercy / Flatiron;New York;NY;American;;Giorgio’s is one of...;"OpenTable; NYMag; TimeOut"
Giorgione;508 Greenwich St;SoHo;New York;NY;Continental / Italian;$$$;(212-352-2269);"OpenTable; TasteSpace; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Gobo - Upper East Side;1426 3rd Ave;Upper East Side;New York;NY;;;;"OpenTable; TasteSpace; DiningGuide"
Gonzo;140 W 13th St;Greenwich Village;New York;NY;Italian;;(212-645-4606);"OpenTable; TasteSpace; MenuPages; NYMag; VillageVoice; TimeOut; SavoryCities; NYTimes"
Gotham Bar and Grill;12 E 12th St;Union Square;New York;NY;American;$$$$;(212-620-4020);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; ActiveDiner; VillageVoice; TimeOut; SavoryCities; NYTimes"
Gramercy Tavern;42 E 20th St;Gramercy / Flatiron;New York;NY;American;$$$$;(212-477-0777);"OpenTable; NYMag; FoodBuzz; ActiveDiner; TimeOut; NYTimes"
Grand Central Oyster Bar;W 42nd St;Midtown East;New York;NY;Seafood;$$;(212-490-6650);"OpenTable; TasteSpace; NYMag; FoodBuzz; TimeOut; SavoryCities"
Greenwich Grill;428 Greenwich St;TriBeCa - Downtown;New York;NY;Californian / Eclectic;$$$;(212-274-0428);"OpenTable; NYMag; FoodBuzz; TimeOut"
Guantanamera;939 8th Ave;Midtown West;New York;NY;Latin American;;(212-262-5354);"OpenTable; NYMag; TimeOut; SavoryCities"
Gusto Ristorante e Bar Americano;60 Greenwich Ave;West Village;New York;NY;Italian;;(212-924-8000);"OpenTable; NYMag; TimeOut; SavoryCities; NYTimes"
Hakata Tonton;61 Grove St;West Village;New York;NY;Japanese;;(212-242-3699);"OpenTable; VillageVoice; TimeOut; SavoryCities"
Havana - Alma de Cuba;94 Christopher St;West Village;New York;NY;Cuban;$$;;"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; SavoryCities"
Havana Central - Times Square;22 E 17th St;Times Square;New York;NY;Cuban;$$;;"OpenTable; FoodBuzz"
Havana Central - Union Square;22 E 17th St;Union Square;New York;NY;Cuban;$$;;"OpenTable; FoodBuzz; VillageVoice"
Havana Central at The West End;2911 Broadway;Upper West Side;New York;NY;;;;"OpenTable; TasteSpace; MenuPages; DiningGuide"
Havana NY;27 W 38th St;Midtown West;New York;NY;Caribbean: Cuban;;(212-944-0990);"OpenTable; TasteSpace; MenuPages; DiningGuide; TimeOut; NYTimes"
Hawaiian Tropic Zone;729 7th Ave;Times Square;New York;NY;American Creative;;(212-626-7316);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; ActiveDiner; TimeOut; SavoryCities"
Hearth;403 E 12th St;East Village;New York;NY;American;$$$$;(646-602-1300);"OpenTable; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Heartland Brewery Chophouse;35 Union Square W;Times Square;New York;NY;American;$$;(646-572-2742);"OpenTable; TasteSpace; MenuPages; FoodBuzz; VillageVoice; TimeOut"
Hill Country;30 W 26th St;Chelsea;New York;NY;Barbecue;$$;(212-255-4544);"OpenTable; NYMag; FoodBuzz; ActiveDiner; VillageVoice; TimeOut"
Hudson Cafeteria;356 W 58th St;Midtown West;New York;NY;American;$$$;(212-554-6500);"OpenTable; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Hudson River Cafe;697 W 133rd St;Harlem;New York;NY;American;$$;(212-491-9111);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; TimeOut"
Hundred Acres;38 MacDougal St;SoHo;New York;NY;American;;(212-475-7500);"OpenTable; TasteSpace; MenuPages; NYMag; VillageVoice; TimeOut; SavoryCities"
I Trulli;122 E 27th St;Murray Hill;New York;NY;Italian;$$$;(212-481-7372);"OpenTable; TasteSpace; MenuPages; DiningGuide; FoodBuzz; ActiveDiner; VillageVoice; TimeOut; NYTimes"
Icon;120 E 39th St;Murray Hill;New York;NY;American;$$$;(212-592-8888);"OpenTable; TasteSpace; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Il Bastardo;191 7th Ave;Chelsea;New York;NY;Steakhouse / Italian;$$$;(212-675-5980);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Il Bordello;470 W 23rd St;Chelsea;New York;NY;Italian;;(212-206-9065);"OpenTable; TimeOut"
Il Buco;47 Bond St;NoHo;New York;NY;Italian;$$$;(212-533-1932);"OpenTable; TasteSpace; MenuPages; NYMag; FoodBuzz; ActiveDiner; TimeOut; NYTimes"
Il Campanello Ristorante;47 Bond St;Midtown West;New York;NY;;;;"OpenTable; TasteSpace; NYTimes"
Il Cantinori;32 E 10th St;East Village;New York;NY;Italian;$$$$;(212-673-6044);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Il Corso;19 W 55th St;Midtown West;New York;NY;Italian;;(212-957-1500);"OpenTable; TimeOut; SavoryCities; NYTimes"
Il Melograno;501 W 51st St;Hell's Kitchen;New York;NY;;;;"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag"
Il Riccio;152 E 79th St;Upper East Side;New York;NY;;;;"OpenTable; TasteSpace; MenuPages; NYMag; SavoryCities; NYTimes"
Inagiku;111 E 49th St;Midtown East;New York;NY;Sushi / Japanese;$$$$;(212-355-0440);"OpenTable; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Inakaya;231 W 40th St;Times Square;New York;NY;;;;"OpenTable; VillageVoice; SavoryCities"
Indian Taj;564 Amsterdam Ave;West Village;New York;NY;Indian;;(212-749-9200);"OpenTable; TasteSpace; MenuPages; NYMag; ActiveDiner; TimeOut"
Indochine;430 Lafayette St;NoHo;New York;NY;French / Vietnamese;$$$;(212-505-5111);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Insieme;9 Jones St;Midtown West;New York;NY;Italian;$$$$;(212-582-1310);"OpenTable; TasteSpace; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Intermezzo;202 8th Ave;Chelsea;New York;NY;;;;"OpenTable; TasteSpace; MenuPages; NYMag; ActiveDiner; NYTimes"
Irving Mill;116 E 16th St;Union Square;New York;NY;American;;(212-254-1600);"OpenTable; NYMag; VillageVoice; TimeOut"
Jacques;20 Prince St;NoLita;New York;NY;Creole-Cajun / French / Cafés & diners;$$;(212-966-8886);"OpenTable; TasteSpace; MenuPages; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities"
Jacques Brasserie;204 E 85th St;Upper East Side;New York;NY;French;;(212-327-2272);"OpenTable; TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities"
Jane;100 W Houston St;West Village;New York;NY;American;$$$;(212-254-7000);"OpenTable; TasteSpace; MenuPages; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Japonais - NYC;111 E 18th St;Union Square;New York;NY;Japanese;;(212-260-2020);"OpenTable; NYMag; TimeOut; NYTimes"
Jarnac;328 W 12th St;Greenwich Village;New York;NY;French;$$$;(212-924-3413);"OpenTable; NYMag; FoodBuzz; VillageVoice; TimeOut; NYTimes"
Jazz Standard;116 E 27th St;Gramercy / Flatiron;New York;NY;;;;"OpenTable; TasteSpace; MenuPages; ActiveDiner"
Jean Georges;1 Central Park West;Midtown West;New York;NY;French;$$$$$;(212-299-3900);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Jewel of India - NYC;15 W 44th St;Midtown West;New York;NY;Indian;$$;(212-869-5544);"OpenTable; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
JoJo;160 E 64th St;Upper East Side;New York;NY;French;$$$$;(212-223-5656);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; TimeOut; NYTimes"
Johnny Utah's;25 W 51st St;Rockefeller Center Midtown;New York;NY;nan / American;;(212-265-8824);"OpenTable; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities"
Josephina;611 5th Ave;Lincoln Center;New York;NY;American;;(212-799-1000);"OpenTable; TasteSpace; TimeOut; SavoryCities; NYTimes"
Josie's West;300 Amsterdam Ave;Upper West Side;New York;NY;International;$$;;"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; SavoryCities; NYTimes"
Keens Steakhouse;72 W 36th St;Midtown West;New York;NY;Steakhouse;$$$;(212-947-3636);"OpenTable; NYMag; FoodBuzz; ActiveDiner; VillageVoice; TimeOut; SavoryCities; NYTimes"
Kefi;222 W 79th St;Upper West Side;New York;NY;Greek;$$$;(212-873-0200);"OpenTable; TasteSpace; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Kellari Taverna;19 W 44th St;Theater District;New York;NY;Greek;$$;(212-777-8448);"OpenTable; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; ActiveDiner; VillageVoice; TimeOut; SavoryCities"
Kingswood;121 W 10th St;West Village;New York;NY;Australian & New Zealand;;(212-645-0018);"OpenTable; TasteSpace; NYMag; VillageVoice; TimeOut; SavoryCities"
Kion;509 E 6th St;East Village;New York;NY;;;;"OpenTable; VillageVoice; TimeOut"
Kittichai;60 Thompson St;SoHo;New York;NY;Thai;$$$$;(212-219-2000);"OpenTable; TasteSpace; MenuPages; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Kouzan;685 Amsterdam Ave btwn 93rd and 94th Sts;Upper West Side;New York;NY;;;;"OpenTable; SavoryCities"
Kurve;87 Second Ave. at 5th St;East Village;New York;NY;Asian: Pan-Asian;;(212-260-8018);"OpenTable; TasteSpace; NYMag; TimeOut; SavoryCities"
L'Absinthe Brasserie;227 E 67th St;Upper East Side;New York;NY;;;;"OpenTable; TasteSpace; MenuPages; NYMag; VillageVoice; SavoryCities; NYTimes"
