restaurant;addressGoogle;neighborhood;country;country_code;type;cost;phone
Churrascaria Plataforma;316 W 49th St;West 40s;New York;NY;South American;$$$;
City Bakery;3 W 18th St;Chelsea;New York;NY;American / Cafés & diners;$;(212-366-1414)
City Lobster & Crab Co.;121 W 49th St;West 40s;New York;NY;Seafood;;(212-354-1717)
City Winery;155 Varick St;Tribeca;New York;NY;;;
Clinton St. Baking Company;4 Clinton St;Lower East Side;New York;NY;Cafés & diners;;(646-602-6263)
Co.;230 9th Ave;Chelsea;New York;NY;Italian;;(212-243-1105)
Coffee Shop;29 Union Square W;Union Square;New York;NY;American / Cafés & diners;$;(212-243-7969)
Col Legno;231 E 9th St;East Village;New York;NY;Italian;;(212-777-4650)
Colbeh;43 W 39th St;Garment District;New York;NY;;;
Cold Stone Creamery;1651 2nd Ave;East 80s;New York;NY;;;
Colors;417 Lafayette St;East Village;New York;NY;International / Eclectic;$$$;(212-777-8443)
Comfort Diner;214 E 45th St;East 40s;New York;NY;;;
Cong Ly;124 Hester St;Lower East Side;New York;NY;Vietnamese;;(212-343-1111)
Congee;98 Bowery;Chinatown;New York;NY;Chinese;;(212-965-5028)
Congee Bowery;207 Bowery;Lower East Side;New York;NY;;;
Congee Village;100 Allen St;Lower East Side;New York;NY;Chinese;;(212-941-1818)
Convivio;45 Tudor City Pl;East 40s;New York;NY;Italian;$$$$$;(212-599-5045)
Cookout Grill;207 W 14th St;West Village;New York;NY;;;
Cookshop;156 10th Ave;West Village;New York;NY;American;$$$$;
Copper Chimney;126 E 28th St;Murray Hill;New York;NY;Indian;;(212-213-5742)
Coppola's East;378 3rd Ave;Murray Hill;New York;NY;;;
Cornelia Street Cafe;29 Cornelia St;West Village;New York;NY;American;$$$;(212-989-9319)
Corner Shop;643 Broadway;Greenwich Village;New York;NY;American;;(212-253-7467)
Cosette;163 E 33rd St;Murray Hill;New York;NY;French;$$;(212-889-5489)
Cosi;257 Park Ave S;Flatiron;New York;NY;;;
Cosmic Cantina;101 3rd Ave;East Village;New York;NY;;;
Counter;105 1st Avenue;East Village;New York;NY;Vegetarian;$$;(212-982-5870)
Country;90 Madison Ave;Murray Hill;New York;NY;;;
Country Cafe;69 Thompson St;Soho;New York;NY;French;;(212-966-5417)
Cozy Soup & Burger;739 Broadway;East Village;New York;NY;;;
Craft;43 E 19th St;Union Square;New York;NY;American;$$$$$;(212-780-0880)
Craftsteak;85 10th Ave;Chelsea;New York;NY;Steakhouse;$$$$$;
Crave on 42nd;650 W 42nd St;West 40s;New York;NY;American;;(212-564-9588)
Crema Restaurante;111 W 17th St;Chelsea;New York;NY;Mexican;$$$;
Creole;2167 3rd Ave;East Harlem;New York;NY;Creole-Cajun;$$;
Creperie;135 Ludlow St;Lower East Side;New York;NY;;;
Crif Dogs;113 St Marks Pl;East Village;New York;NY;American;;(212-614-2728)
Crispo;240 W 14th St;Chelsea;New York;NY;Italian;$$$;(212-229-1818)
Crooked Tree Creperie;110 St Marks Pl;East Village;New York;NY;;;
Croton Reservoir Tavern;108 W 40th St;Garment District;New York;NY;;;
Cru;24 5th Ave;West Village;New York;NY;Mediterranean / American Creative;$$$$;(212-529-1700)
Cuba Cafe;200 8th Ave;Chelsea;New York;NY;Cuban / Caribbean: Cuban;$;(212-633-1570)
Cube 63;63 Clinton St;Lower East Side;New York;NY;Japanese;$$;(212-228-6751)
Cucina & Co.;151 W 34th St;Chelsea;New York;NY;;;
Cucina de Pesce;87 E 4th St;Greenwich Village;New York;NY;Italian;$;
Cuisine of Pakistan;478 9th Ave;Garment District;New York;NY;;;
Curly's Vegetarian Lunch;328 E 14th St;East Village;New York;NY;Vegetarian & Organic;;(212-598-9998)
Curry Leaf;99 Lexington Ave;Murray Hill;New York;NY;Indian;;(212-725-5558)
Curry in a Hurry;119 Lexington Ave;Murray Hill;New York;NY;Indian;;(212-683-0900)
Curry-Ya;214 E 10th St;East Village;New York;NY;Japanese;;(866-602-8779)
D'Aiuto's Pastry Corp;873 8th Ave;West 50s;New York;NY;;;
DB Bistro Moderne;55 W 44th St;West 40s;New York;NY;French;$$$$;(212-391-2400)
Da Andrea;557 Hudson St;Soho;New York;NY;Italian;$$;(212-367-1979)
Da Ciro;229 Lexington Ave;Murray Hill;New York;NY;Italian;$$;
Da Marino's;220 W 49th St;West 40s;New York;NY;;;
Da Tommaso;903 8th Ave;West 40s;New York;NY;Italian;;(212-265-1890)
Da Umberto;107 W 17th St;Chelsea;New York;NY;Italian;$$$;
Dae Dong;17 W 32nd St;Chelsea;New York;NY;;;
Daisy May's BBQ USA;623 11th Ave;West 40s;New York;NY;Barbeque;;(212-977-1500)
Dakshin Indian Bistro;1713 1st Avenue;East 80s;New York;NY;Indian;;(212-987-9839)
Dallas BBQ;27 W 72nd St;West 70s;New York;NY;American;$;
Damon: Frugal Friday;47 E 19th St;Union Square;New York;NY;;;
Daniele's Piadina;64 W 22nd St;Flatiron;New York;NY;;;
Danku;47 W 57th St;West 50s;New York;NY;Eclectic;;(212-888-3777)
Danny Ng's Place;52 Bowery;Chinatown;New York;NY;;;
Danube;Goldman Sachs Tower;Tribeca;New York;NY;;;
Darbar;152 E 46th St;East 40s;New York;NY;Indian;;(212-681-4500)
Darbar East;239 1st Avenue;East Village;New York;NY;;;
Darbar Grill;157 E 55th St;East 50s;New York;NY;Indian;;(212-751-4600)
Darna;600 Columbus Ave;West 80s;New York;NY;Kosher;;(212-721-9123)
Daruma;227 Mott St;Nolita;New York;NY;Japanese;;(212-219-9288)
David Burke's Townhouse;133 E 61st St;East 60s;New York;NY;;;
Deborah;43 Carmine St;Soho;New York;NY;American;;(212-242-2606)
Degustation Wine & Tasting Bar;239 E 5th St;East Village;New York;NY;;;
Del Frisco's Steakhouse;1221 6th Ave;West 40s;New York;NY;Steakhouse;$$$$;
Del Posto;85 10th Ave;West Village;New York;NY;Italian;$$$$$;
Delegates Dining Room (United Nations 4th fl.);New York;East 40s;New York;NY;;;
Delicatessen;54 Prince St;Little Italy;New York;NY;Eclectic;;(212-226-0211)
Delicia;322 W 11th St;West Village;New York;NY;Brazilian;;(212-242-2002)
Delicia Brazil;322 W 11th St;Soho;New York;NY;Brazilian;;(212-242-2002)
Delicia Brazil Restaurant;322 W 11th St;West Village;New York;NY;Brazilian;;(212-242-2002)
Deluxe Food Market;79 Grand St;Chinatown;New York;NY;;;
Demarchelier;50 East 86th St;East 80s;New York;NY;nan / French;;(212-249-6300)
Dennis Foy;313 Church St;Tribeca;New York;NY;American;;(212-625-1007)
Dervish Turkish;146 W 47th St;West 40s;New York;NY;Middle Eastern;$$;
Desi Junction;688 10th Ave;West 40s;New York;NY;;;
Devi;8 E 18th St;Garment District;New York;NY;Indian;$$$$;
Devins Fish & Chips;747 St Nicholas Ave;Harlem;New York;NY;;;
Diablo Royale;189 W 10th St;West Village;New York;NY;Mexican;;(212-620-0223)
Diamond Dairy Restaurant;4 W 47th St;West 40s;New York;NY;;;
Dibiterie Cheikh;231 W 116th St;Harlem;New York;NY;African: Senegalese;;(212-663-0717)
Dieci;228 E 10th St;East Village;New York;NY;;;
Dil E Punjab Deli;170 9th Ave;Chelsea;New York;NY;;;
Dim Sum Go Go;5 E Broadway;Financial District;New York;NY;Chinese;$;(212-732-0797)
Dimple;11 W 30th St;Chelsea;New York;NY;;;
Dirt Candy;430 E 9th St;East Village;New York;NY;Vegetarian & Organic;;(212-228-7732)
Dishes;6 E 45th St;East 40s;New York;NY;;;
District;130 W 46th St;West 40s;New York;NY;;;
Ditch Plains;29 Bedford St;West Village;New York;NY;nan / Seafood;;(212-633-0202)
Dive Bar;732 Amsterdam Ave;West 90s;New York;NY;;;
Divino;1556 2nd Ave;East 80s;New York;NY;;;
Diwan;148 E 48th St;East 40s;New York;NY;;;
Dizzy's Club Coca-Cola, Jazz at Lincoln Center, Time Warner Center;Broadway & W 60th St;West 60s;New York;NY;;;
Django;480 Lexington Ave;East 40s;New York;NY;French;$$$;
Djerdan #3;221 W 38th St;Garment District;New York;NY;;;
DoSirak;30 E 13th St;Greenwich Village;New York;NY;Korean;;(646-336-1685)
Dojo;14 West 4th Street;Greenwich Village;New York;NY;;;
Dojo West;W 14th St;Greenwich Village;New York;NY;;;
Dok Suni's;119 1st Avenue;East Village;New York;NY;Korean;$$;(212-477-9506)
Doma;17 Perry St;West Village;New York;NY;;;
Don Pedro's;1865 2nd Ave;East Harlem;New York;NY;Caribbean;$$;
Donguri;309 E 83rd St;East 80s;New York;NY;Japanese;$$$;(212-737-5656)
Dos Caminos;825 3rd Ave;East 50s;New York;NY;Mexican;$$$;(212-336-5400)
Dos Caminos;373 Park Ave S;Murray Hill;New York;NY;Mexican;$$;(212-294-1000)
Dos Caminos Soho;475 W Broadway;Soho;New York;NY;Mexican;$$$;(212-277-4300)
Doyers Vietnamese;11 Doyers St #13;Chinatown;New York;NY;Asian;$;
Duane Park;157 Duane St;Tribeca;New York;NY;American;$$$;
Dublin 6 Wine & Dine;575 Hudson St;West Village;New York;NY;;;
Dumpling House;118A Eldridge St;Chinatown;New York;NY;;;
Dumpling Man;100 St Marks Pl;East Village;New York;NY;Asian: Pan-Asian;;(212-505-2121)
Duvet;45 W 21st St;Flatiron;New York;NY;American Creative;;(212-989-2121)
E-mo;2 W 32nd St;Chelsea;New York;NY;;;
E.A.T.;1064 Madison Ave;East 80s;New York;NY;American;$$;
Earthen Oven;53 W 72nd St;West 70s;New York;NY;Indian;;(212-579-8888)
East;354 E 66th St;East 60s;New York;NY;;;
East;210 E 44th St;East 40s;New York;NY;;;
East;365 1st Avenue;Flatiron;New York;NY;;;
East of 8th;254 W 23rd St;Chelsea;New York;NY;nan / American;;(212-352-0075)
East of Eighth;254 W 23rd St;Chelsea;New York;NY;nan / American;;(212-352-0075)
Eatery;798 9th Ave;West 50s;New York;NY;American / Eclectic;$;(212-765-7080)
Ebisu;414 E 9th St;East Village;New York;NY;;;
Ecco;124 Chambers St;Financial District;New York;NY;Italian;;(212-227-7074)
Ed's Lobster Bar;222 Lafayette St;Nolita;New York;NY;;;
Edward's;136 W Broadway;Tribeca;New York;NY;American;;(212-233-6436)
Eisenberg's Sandwich Shop;174 5th Ave;Flatiron;New York;NY;Cafés & diners;;(212-675-5096)
El Cantinero;86 University Pl;Greenwich Village;New York;NY;;;
El Centro;824 9th Ave;West 50s;New York;NY;Mexican;;(646-763-6585)
El Charro Espanol;4 Charles St;West Village;New York;NY;Spanish;$$$;
El Cocotero;228 W 18th St;Chelsea;New York;NY;Latin American: Venezuelan;;(212-206-8930)
El Conde;4139 Broadway;Washington Heights;New York;NY;;;
El Despertar;1875 Lexington Ave;East Harlem;New York;NY;;;
El Lina;500 W 207th St;Inwood;New York;NY;;;
El Malecon;4141 Broadway;Washington Heights;New York;NY;Caribbean;$;
El Nuevo Amanecer Restaurant;117 Stanton St;Lower East Side;New York;NY;;;
El Parador Cafe;325 E 34th St;Murray Hill;New York;NY;Mexican;$$;(212-679-6812)
El Paso;134 W Houston St;Greenwich Village;New York;NY;Mexican;;(212-673-0828)
El Quijote;226 W 23rd St;Chelsea;New York;NY;Spanish;$$;(212-929-1855)
El Quinto Pino;401 W 24th St;Greenwich Village;New York;NY;Spanish;;(212-206-6900)
El Rancho Jubilee;10 Hillside Ave;Washington Heights;New York;NY;;;
El Salvadoreño;1229 St Nicholas Ave;Washington Heights;New York;NY;;;
Elephant & Castle;68 Greenwich Ave;West Village;New York;NY;American;;(212-243-1400)
Elettaria;33 W 8th St;Chelsea;New York;NY;Eclectic;;(212-677-3833)
Eleven Madison Park;11 Madison Ave;Murray Hill;New York;NY;American;$$$$$;(212-889-0905)
Elio's;1621 2nd Ave;East 80s;New York;NY;Italian;;(212-772-2242)
Elizabeth;265 Elizabeth St;Soho;New York;NY;Eclectic;;(212-334-2426)
Ellens Stardust Diner;1650 Broadway;West 50s;New York;NY;;;
Elsa la Reina del Chicharron;1249 St Nicholas Ave;Washington Heights;New York;NY;;;
Elvie's Turo-Turo;214 1st Avenue;East Village;New York;NY;Asian: Filipino;;(212-473-7785)
Empanada Mama;763 9th Ave;West 50s;New York;NY;;;
Empire Diner;210 10th Ave;Chelsea;New York;NY;;;
Employees Only;510 Hudson St;Soho;New York;NY;European / American Creative;$$$;(212-242-3021)
En;435 Hudson St;West Village;New York;NY;;;
Ennio & Michael;539 LaGuardia Pl;Greenwich Village;New York;NY;Italian;;(212-677-8577)
Ennju;20 E 17th St;Union Square;New York;NY;Japanese;;(646-336-7004)
Enoteca I Trulli;122 E 27th St;Murray Hill;New York;NY;;;
Epices du Traiteur;103 W 70th St;West 70s;New York;NY;Mediterranean;;(212-579-5904)
Erminia;250 E 83rd St;East 80s;New York;NY;Italian;$$$;(212-879-4284)
Esashi;32 Avenue A;East Village;New York;NY;Japanese;;(212-505-8726)
Esca;402 W 43rd St;West 40s;New York;NY;Italian;$$$$;(212-564-7272)
Ess-a-Bagel;359 1st Avenue;Gramercy Park;New York;NY;;;
Essex;120 Essex St;Lower East Side;New York;NY;American / Eclectic;$;(212-533-9616)
Estancia 460;460 Greenwich St;Tribeca;New York;NY;Argentinean;$$;(212-431-5093)
Ethiopian Restaurant;1582 York Ave;East 80s;New York;NY;African;$;(212-717-7311)
Ethos;495 3rd Ave;Murray Hill;New York;NY;Greek;;(212-252-1972)
Etrusca;125 W 53rd St;West 50s;New York;NY;;;
Euzkadi;108 E 4th St;East Village;New York;NY;;;
Evergreen Shanghai;10 E 38th St;Murray Hill;New York;NY;Chinese;;(212-448-1199)
Excellent Dumpling House;111 Lafayette St;Chinatown;New York;NY;;;
Extra Virgin;259 West 4th Street;West Village;New York;NY;Mediterranean;$$;(212-691-9359)
F & B;269 W 23rd St;Chelsea;New York;NY;;;
F.illi Ponte;39 Desbrosses St;Tribeca;New York;NY;Italian;$$$$;(212-226-4621)
Fabio Piccolo Fiore;230 E 44th St;East 40s;New York;NY;Eclectic;;(212-922-0581)
Facey Home Sales;215 W 28th St;Chelsea;New York;NY;;;
Fagiolini Restaurant;334 Lexington Ave;Murray Hill;New York;NY;;;
Faicco's;260 Bleecker St;West Village;New York;NY;;;
Falai;68 Clinton St;Lower East Side;New York;NY;Italian / Cafés & diners;$$$;(212-253-1960)
Falai Panetteria;79 Clinton St;Lower East Side;New York;NY;Cafés & diners;;(212-777-8956)
Family Noodle;19 Henry St;Chinatown;New York;NY;;;
Farfina Coffee Shop;219B W 116th St;Harlem;New York;NY;;;
Fatty Crab;643 Hudson St;West Village;New York;NY;Indonesian / Asian: Pan-Asian;$$;(212-352-3590)
Favela Cubana;543 LaGuardia Pl;Greenwich Village;New York;NY;;;
Ferrara;195 Grand St;Little Italy;New York;NY;;;
Fetch;1649 3rd Ave;East 90s;New York;NY;;;
Fibe Restaurant;4055 Broadway;Washington Heights;New York;NY;;;
Fig & Olive;420 W 13th St;Meatpacking District;New York;NY;Mediterranean;;(212-924-1200)
Fig and Olive;808 Lexington Ave;East 60s;New York;NY;;;
Filli Ponte Ristorante;39 Desbrosses St;Little Italy;New York;NY;;;
Finestra;1370 York Ave;East 70s;New York;NY;;;
Fino;4 E 36th St;Murray Hill;New York;NY;;;
Fino;1 Wall St;Financial District;New York;NY;;;
Fiorini;209 E 56th St;East 50s;New York;NY;Italian;;(212-308-0830)
Firenze;1594 2nd Ave;East 80s;New York;NY;;;
Fireside Cocktail Cuisine;19 E 52nd St;East 50s;New York;NY;;;
Fish;280 Bleecker St;Greenwich Village;New York;NY;Seafood;$$;(212-727-2879)
Fishtail;135 E 62nd St;East 60s;New York;NY;;;
Fives;700 5th Ave;West 50s;New York;NY;;;
Flea Market;131 Avenue A;East Village;New York;NY;French;$;(212-358-9280)
Flea Market Cafe;131 Avenue A;East Village;New York;NY;French;$;(212-358-9280)
Flex Mussels;174 E 82nd St;East 80s;New York;NY;Eclectic;;(212-717-7772)
Flor de Mayo;2651 Broadway;West 100s;New York;NY;Latin American;;(212-663-5520)
Flor de Sol;361 Greenwich St;Tribeca;New York;NY;Spanish;;(212-334-8087)
Florence's;2099 Frederick Douglass Blvd;Harlem;New York;NY;;;
Food Sing 88 Corp.;2 E Broadway;Financial District;New York;NY;;;
Forlini’s Restaurant;93 Baxter St;Chinatown;New York;NY;;;
Franchia;12 Park Ave;Murray Hill;New York;NY;Korean;;(212-213-1001)
Frank;88 2nd Ave;East Village;New York;NY;Italian;;(212-420-0202)
Freemans;Freeman Alley;Lower East Side;New York;NY;American;$$;(212-420-0012)
Friedman's Delicatessen;75 9th Ave;Chelsea;New York;NY;American;;(212-929-7100)
Fusion Wraps;52 Cooper Sq;East Village;New York;NY;;;
Gahm Mi Oak Restaurant;43 W 32nd St;Chelsea;New York;NY;;;
Galanga;149 West 4th Street;Greenwich Village;New York;NY;Thai;;(212-228-4267)
Galicia;4083 Broadway;Washington Heights;New York;NY;;;
Galil;1252 Lexington Ave;East 80s;New York;NY;;;
Gam Mi Oak;43 W 32nd St;Chelsea;New York;NY;;;
Garage Restaurant & Cafe;99 7th Ave S;Greenwich Village;New York;NY;;;
Gauchas;1748 1st Avenue;East 90s;New York;NY;;;
Gavroche;212 W 14th St;Flatiron;New York;NY;French;$$$;(212-647-8553)
Gemma;335 Bowery;East Village;New York;NY;;;
George's Pizza;726 W 181st St;Washington Heights;New York;NY;;;
Ghenet;284 Mulberry St;Soho;New York;NY;African: Ethiopian;;(212-343-1888)
Gigino Trattoria;323 Greenwich St;Tribeca;New York;NY;Italian;;(212-431-1112)
Gigino at Wagner Park;20 Battery Pl;Financial District;New York;NY;Italian;;(212-528-2228)
Ginger's;512 7th Ave;Garment District;New York;NY;;;
Giorgione;307 Spring St;Soho;New York;NY;Italian;;(212-352-2269)
Giorgione 508;508 Greenwich St;Soho;New York;NY;Continental / Italian;$$$;(212-219-2444)
Go;30 St Marks Pl;East Village;New York;NY;;;
Go!Go!Curry;273 W 38th St;Garment District;New York;NY;Japanese;;(212-730-5555)
Gobo;401 6th Ave;West Village;New York;NY;Vegetarian & Organic;;(212-255-3242)
Golden Crust;18 E 33rd St;Murray Hill;New York;NY;;;
Golden Crust;121 W 125th St;Harlem;New York;NY;;;
Golden Crust;1344 Amsterdam Ave;Harlem;New York;NY;;;
Golden Crust;456 Malcolm X Blvd;Harlem;New York;NY;;;
Golden Crust;111 E 23rd St;Flatiron;New York;NY;;;
Golden Crust;715 Broadway;Greenwich Village;New York;NY;;;
Golden Dragon;7 Eldridge St;Chinatown;New York;NY;;;
Golden Gate Restaurant;92 Elizabeth St #96;Chinatown;New York;NY;;;
Golden Krust;80 Nassau St;Financial District;New York;NY;;;
Golden Unicorn;18 E Broadway;Chinatown;New York;NY;nan / Chinese;;(212-941-0911)
Gonzo;140 W 13th St;West Village;New York;NY;Italian;;(212-645-4606)
Good Burger;800 2nd Ave;East 40s;New York;NY;American;;(212-922-1700)
Good Enough to Eat;483 Amsterdam Ave;West 80s;New York;NY;American;$;(212-496-0163)
Good World Bar & Grill;3 Orchard St;Chinatown;New York;NY;Eclectic;;(212-925-9975)
Gotham Bar & Grill;2 E 12th St;Greenwich Village;New York;NY;;;
Gotham Bar and Grill;2 E 12th St;Greenwich Village;New York;NY;;;
Gottino;52 Greenwich Ave;West Village;New York;NY;Italian;;(212-633-2590)
Gourmet Brick Oven Pizza 33;489 3rd Ave;Murray Hill;New York;NY;;;
Grand Sichuan;125 Canal St;Lower East Side;New York;NY;Chinese;;(212-625-9212)
Grand Sichuan;19 St Marks Pl #23;East Village;New York;NY;;;
Grand Sichuan International Midtown;745 9th Ave;West 40s;New York;NY;;;
Grano;21 Greenwich Ave;West Village;New York;NY;;;
Great N.Y. Noodletown;28 Bowery;Chinatown;New York;NY;Chinese;$;
Grounded;28 Jane St;West Village;New York;NY;;;
Gyu Kaku;34 Cooper Sq;East Village;New York;NY;Japanese;;(212-475-2989)
Haandi;113 Lexington Ave;Murray Hill;New York;NY;;;
Habib's Place;89 Avenue A;East Village;New York;NY;;;
Hacienda de Argentina;339 E 75th St;East 70s;New York;NY;Argentine;;(212-472-5300)
Hakata Ippudo;65 4th Ave;East Village;New York;NY;;;
Hakata Tonton;61 Grove St;West Village;New York;NY;Japanese;;(212-242-3699)
Halal Indo-Pak Restaurant;1750 1st Avenue;East 90s;New York;NY;;;
Hanami;525 6th Ave;West Village;New York;NY;;;
Hanci Turkish Cuisine;854 10th Ave;West 50s;New York;NY;;;
Harlem Wing and Waffle;2394 Adam Clayton Powell Jr Blvd;Harlem;New York;NY;;;
Haru;1 Wall St;Financial District;New York;NY;;;
Hasaki;210 E 9th St;East Village;New York;NY;Sushi / Japanese;$$;(212-473-3327)
Hatsuhana;17 E 48th St;East 40s;New York;NY;Japanese;;(212-355-3345)
Havana Central;22 E 17th St;Union Square;New York;NY;Cuban / Caribbean: Cuban;$$;(212-414-4999)
Hea;145 E 13th St;East Village;New York;NY;Pan-Asian / Japanese;$$$;(212-982-1688)
Heartland Brewery;127 W 43rd St;West 40s;New York;NY;American;;(646-366-0235)
Heartland Brewery;1285 6th Ave;West 50s;New York;NY;American;$$;(212-582-8244)
Heartland Brewery;35 Union Square W;Union Square;New York;NY;American;;(212-645-3400)
Heartland Brewery;93 South St;Financial District;New York;NY;American;;(646-572-2742)
Hill Country;30 W 26th St;Chelsea;New York;NY;Barbecue;$$;(212-255-4544)
Hill Country Barbecue;30 W 26th St;Chelsea;New York;NY;Barbecue;$$;(212-255-4544)
Hiroko’s Place;75 Thompson St;Soho;New York;NY;;;
Hong Kong Station;128 Hester St;Lower East Side;New York;NY;;;
House of Seafood;2349 Frederick Douglass Blvd;Harlem;New York;NY;;;
Hsin Wong;72 Bayard St;Chinatown;New York;NY;;;
Hummus Place;99 MacDougal St;Greenwich Village;New York;NY;Middle Eastern;;(212-533-3089)
Hummus Place;109 St Marks Pl;East Village;New York;NY;nan / Middle Eastern;;(212-529-9198)
Hundred Acres;38 MacDougal St;Soho;New York;NY;American;;(212-475-7500)
I Trulli;122 E 27th St;Murray Hill;New York;NY;Italian;$$$;(212-481-7372)
Il Brigante;214 Front St;Financial District;New York;NY;Italian;$$;
Il Corallo Trattoria;176 Prince St;Soho;New York;NY;;;
Il Laboratorio del Gelato;95 Orchard St;Lower East Side;New York;NY;Cafés & diners;;(212-343-9922)
Il Mulino;86 W 23rd St;Greenwich Village;New York;NY;;;
In Vino;215 E 4th St;East Village;New York;NY;Italian;;(212-539-1011)
Inakaya;231 W 40th St;West 40s;New York;NY;;;
Inatteso Pizzabar Casano;28 West St;Financial District;New York;NY;Italian;;(212-267-8000)
Indian Bread Co.;194 Bleecker St;Greenwich Village;New York;NY;Indian;;(212-228-1909)
Indian Express;18 Murray Street;Financial District;New York;NY;Indian;;(212-608-5555)
Indus Valley;2636 Broadway;West 100s;New York;NY;Indian;$$;(212-222-9222)
Ino Cafe & Wine Bar;21 Bedford St;West Village;New York;NY;;;
Insieme;777 7th Ave;West 50s;New York;NY;Italian;$$$$;
